medd	meːð
ebychnod	ɛbəχnɔd
adfywiad	advɨ̞u̯jad
llefrith	ɬɛvrɪθ
trafferthus	trafɛrθɨ̞s
aelod	eɨ̯lɔd
cefnau	kɛvna
ès	ɛs
llaeth	ɬaːɨ̯θ
adlyn	adlɨ̞n
siocled poeth	ʃɔkladpoːɨ̯θ
gafael	ɡavɛl
penfelen	penvɛlɛn
thewi	θɛu̯i
ieithyddiaeth	jei̯θəðjɛθ
ffugenwau	fɨ̞ɡɛnwaɨ̯
cynnud	kənɨ̞d
adwaenoch	adweɨ̯nɔχ
cymorth	kəmɔrθ
allweddell	aɬwɛðɛɬ
celli	kɛɬɪ
berfau annherfynol	bɛrvaɨ̯anhɛrvənɔl
boi	bɔi̯
cynaeafu	kneɨ̯avɨ
cofiais	kɔvjɛs
gât	ɡaːt
gachais	ɡaχɛs
dychrynllyd	dəχrənɬɨ̞d
dwyrain	dʊɨ̯rɛn
teisennau	tei̯sɛna
thorrid	θɔrɪd
rhyfela	r̥əvɛla
gylfinirod	ɡəlvɪnɪrɔd
rhwyfo	r̥ʊɨ̯vɔ
urddau	ɨ̞rðaɨ̯
hannwyd	hanʊɨ̯d
basged	basɡɛd
cyfraith	kəvrɛθ
bas	baːs
af	aː
ystafell	sdavaɬ
cwymp	kwɨ̯mp
brwd	bruːd
bwced	bʊkad
rhan	r̥an
rhai	r̥ai̯
peiriannol	pei̯rjanɔl
cyfeillion	kəvei̯ɬjɔn
moliannau	mɔljana
cochyn	kɔχɨ̞n
gweddi	ɡwɛðɪ
albwm	albʊm
macymwn	makəmʊn
gwybod	ɡʊbɔ
cymhlethu	kəmhlɛθɨ
olchi	ɔlχɪ
cyhydnos	kəhədnɔs
gog	ɡɔɡ
amwythig	amʊɨ̯θɪɡ
angylesau	aŋəlɛsaɨ̯
gwaywffyn	ɡweɨ̯wfɨ̞n
ymgecru	əmɡɛkrɨ
lasgoch	lasɡɔχ
gan	ɡan
tatŵs	tatuːs
bynnag	bənaɡ
'na	na
casáu	kasaɨ̯
coch y berllan	koːχəbɛrɬan
daliadaethau	daljadeɨ̯θaɨ̯
decaf	dɛkav
gell	ɡɛɬ
rhwyfau	r̥ʊɨ̯va
telynoresau	tɛlənɔrɛsɛ
carais	karai̯s
pedwar ar bymtheg	pɛdwararbəmθɛɡ
anafai	anavai̯
caffer	kafɛr
penblethau	pɛmblɛθɛ
erys	ɛrɨ̞s
lin	liːn
ngyrru	ŋərɨ
e	eː
cysylltnod	kəsəɬdnɔd
angladdau	aŋlaða
hunllef	hɨ̞nɬa
iwch	ɪu̯χ
huw	hɨ̞u̯
gymaint	ɡəmai̯nt
wddwg	ʊðʊɡ
myr	mɨ̞r
bore da	bɔradaː
cynnyrch	kənɨ̞rχ
huw	hɪu̯
mhryf	m̥rɨːv
bod	boːd
hiddewiaeth	hɪðeu̯jaɨθ
hyd	hɨːd
aeaf	eɨ̯a
cyllell	kəɬɛɬ
brân gernyw	braːnɡɛrnɪu̯
aeth	aːɨ̯θ
gna	ɡnaː
mynd	mɨ̞nd
llysiau	ɬəʃaɨ̯
thelynor	θɛlənɔr
argraffiadaeth	arɡrafjadaɨ̯θ
llafariaid	ɬavarjai̯d
oeri	ɔɨ̯ri
chlybiau	χləbjaɨ̯
defnyddiau	dɛvnəðja
trwyth	truːɨ̯θ
i ffwrdd	fʊr
syllu	səɬɨ
ffensio	fɛnʃɔ
arni	arnɪ
cwtshys	kʊtʃɨ̞s
unedau	ɨ̞nɛdaɨ̯
cyngerdd	kəŋɛrð
heb	hɛb
jam	d͡ʒam
rygbi	rəɡbi
nhrwyn	n̥ruːɨ̯n
goleudai	ɡɔleɨ̯dai̯
byrddydd gaeaf	bərðɨ̞ðɡeɨ̯a
ysgrifbin	əsɡrɪvbɪn
calenigion	kalɛnɪɡjɔn
codau	kɔdaɨ̯
cacynen feirch	kakənɛnvei̯rχ
lau	laɨ̯
torrid	tɔrɪd
carnedd	karnɛð
graff	ɡraf
adfydau	advədaɨ̯
ysu	əsɨ
segur	sɛɡɨ̞r
gŵyth	ɡuːɨ̯θ
ffonian	fɔnjan
genhinen	ɡɛnhɪnan
llusen	ɬɨ̞san
pryf	prɨː
llwy	ɬuːɨ̯
ar amrantiad	aramrantjad
eisoes	ei̯sɔɨ̯s
èth	ɛθ
crefyddol	krɛvəðɔl
carafán	karavan
heraill	hɛraiɬ
dydd mercher	dɨ̞mɛrχar
cwningen	kʊnɪŋan
ngweddïo	ŋwɛðɪɔ
pibwyr inc	pɪbwɨ̞rɪŋk
gennod	ɡɛnɔd
awgrymiad	au̯ɡrəmjad
cosbau	kɔsbaɨ̯
pŵer	pʊar
sgydau	sɡəda
fynd	vɨ̞nd
ngwiwer	ŋwɪu̯ar
siân	ʃaːn
ehanged	ɛhaŋɛd
corff	kɔrf
ysgubell	əsɡɨ̞bɛɬ
canant	kanant
arfer	arvɛr
pendrwm	pɛndrʊm
fûm	vɨːm
cynddrwg	kənðrʊɡ
tiwb	tɪu̯b
helaeth	hɛlaɨ̞θ
beirniaid	bei̯rnjai̯d
ddeiliaid	ðei̯ljai̯d
ddalen	ðalɛn
byddaru	bəðarɨ
pengwiniaid	pɛŋɡwɪnjai̯d
bag	baɡ
byddai	bəðɛ
pharoted	farɔtɛd
cachai	kaχɛ
rydw i'n dy garu di	rədwindəɡaridiː
gril	ɡrɪl
platfform	platfɔrm
tharian	θarjan
chyngor	χəŋɔr
nhelyn	n̥ɛlɨn
eirinen	ei̯rɪnan
annwyd	anʊɨ̯d
charan	χaran
cyhyrog	kəhərɔɡ
talcen	talkɛn
sbaeneg	sbeɨ̯nɛɡ
anghydradd	aŋhədrað
amrywedd	amrɨu̯jɛð
ton	tɔn
morfil	mɔrvɪl
methan	mɛθan
adborth	adbɔrθ
phaith	fai̯θ
oman	ɔman
amcangyfrif	amkaŋɡəvrɪv
phabell	fabɛɬ
taradr	taradr
croesi	krɔɨ̯si
ardd	aːrð
cenhinen sifi	kɛnhɪnansɪvɪ
beidio	beidjɔ
elom	ɛlɔm
profiad	prɔvjad
tyllau yn y wal	təɬaənəwal
gwychach	ɡwəχaχ
coeden afalau	kɔɨ̯danavala
twmffat	tʊmfat
i	iː
aceniad	akɛnjad
cathod	kaθɔd
dair	dai̯r
switshys	swɪtʃɨ̞s
pibgorn	pɪbɡɔrn
wlad	wlaːd
tawe	tau̯ɛ
brwdfrydedd	brʊdvrədɛð
maent	maɨ̯nt
ysgrifen	əsɡrɪvɛn
streiciau	sdrei̯kjaɨ̯
glan	ɡlan
adlynu	adlənɨ̞
lindysyn	lɪndəsɨ̞n
gylfinau	ɡəlvɪnaɨ̯
twll	tʊɬ
elen	ɛlɛn
fflapjac	flapdʒak
habad	habad
torrem	tɔrɛm
twll yn y wal	tʊɬənəwal
ymrafael	əmravɛl
pabyddiaeth	pabəðjaɨ̯θ
mhwl	m̥ʊl
pïod	piːɔd
llwytho	ɬʊɨ̯θɔ
dyrnu	dərnɨ
ceiliog	kei̯ljɔɡ
chwys	χwɨːs
ffrancwyr	fraŋkwɨ̞r
gwddf	ɡʊðv
gwellta	ɡwɛɬda
helpwyr	hɛlpwɨ̞r
helbulus	hɛlbɨ̞lɨ̞s
blodau	blɔdɛ
cychwyn	kəχwɨ̞n
brig	briːɡ
plethau	plɛθa
dysgleidiau	dɨ̞sɡlei̯dja
gyrraedd	ɡərɛð
llysiau	ɬəʃɛ
atseinio	atsei̯njɔ
saith ar hugain	sai̯θarhɪɡai̯n
twymynau	tʊɨ̯mənaɨ̯
gyfnither	ɡəvnɪθar
derbynnydd	dɛrbənɨ̞ð
fedi	vɛdɪ
nabl	nabl
prifiau	prɪvjaɨ̯
rheiddio	r̥eiðjɔ
pymthegnos	pəmθɛɡnɔs
cydweithiwr	kɨ̞dwei̯θjʊr
sgandinafia	sɡandɪnavja
troa	trɔa
mhencampwriaeth	m̥ɛŋkampʊrjɛθ
dyddiadau	dəðjadaɨ̯
croestorri	krɔɨ̯sdɔrɪ
sesiynau	sɛʃəna
microsgopau	mei̯krɔsɡɔpa
ffugenwau	fɨ̞ɡɛnwa
dyfrgi	dəvrɡɪ
ferwi	vɛrwi
awdl	au̯dl
gwyddeleg	ɡʊɨ̯ðɛlɛɡ
caf	kaː
goludog	ɡɔlɨ̞dɔɡ
halen	halan
arth fwyaf	arθvʊɨ̯a
moch	moːχ
thrydanwr	θrədanʊr
gwaethaf	ɡweɨ̯θa
dadleuon	dadleɨ̯ɔn
galenigion	ɡalɛnɪɡjɔn
flodyn	vlɔdɨ̞n
elsid	ɛlsɪd
chwarel	χwarɛl
ddrud	ðrɨːd
eirinen fair	ei̯rɪnɛnvai̯r
gwyfyn	ɡwəvɨ̞n
damweiniau	damwei̯njaɨ̯
unwaith	ɨ̞nwai̯θ
traethodau	treɨ̯θɔdaɨ̯
trawant	trau̯ant
cyfnewid	kəvnɛu̯ɪd
wenoliaid	wɛnɔljai̯d
pheth	feːθ
caredigrwydd	karɛdɪɡrʊɨ̯ð
amddiffyn	amðɪfɨ̞n
tu	tɨː
daear	deɨ̯ar
doem	doːɨ̯m
hieirll	hjei̯rɬ
adfer	advar
dorrai	dɔrai̯
chwerthin	χwɛrθɨ̞n
sodlau	sɔdlaɨ̯
sioeau	ʃɔɨ̯a
eang	eːaŋ
eboles	ɛbɔlɛs
cyffredinol	kəfrɛdɪnɔl
madfall ddŵr	madvaɬðuːr
gwladgarwyr	ɡwladɡarwɨ̞r
adargwn	adarɡʊn
tro	troː
mlew	mleːu̯
ymwneud	əmwneɨ̯d
phedwar	fɛdwar
gwael	ɡwaːɨ̯l
wyched	wəχɛd
pawb	pau̯b
mol	mɔl
gartref	ɡartrɛ
tywydd	təu̯ɨ̞ð
gwir	ɡwiːr
cawna	kau̯na
bresych	brɛsɨ̞χ
rywbeth	rɨu̯baθ
gofodoldeb	ɡɔvɔdɔldɛb
phasta	fasda
lloches	ɬɔχɛs
albanau	albana
ddau	ðaɨ̯
dalom	dalɔm
cly	klɨː
fa's	vaːs
adaregwyr	adarɛɡwɨ̞r
chafas	χavas
gwydden	ɡwɨ̞ðɛn
ac	ak
lwnc	lʊŋk
gẃraidd	ɡʊrai̯ð
iseldiraidd	ɪsɛldɪrɛð
ngaeaf	ŋeɨ̯a
neuddeg	neɨ̯ðaɡ
barn	barn
ffrwchnedd	frʊχnɛð
coegog	kɔɨ̯ɡɔɡ
ffensiau	fɛnʃa
erioed	rjoːɨ̯d
chwannog	χwanɔɡ
gronellau	ɡrɔnɛɬaɨ̯
llath	ɬaːθ
gwarthegydd	ɡwarθɛɡɨ̞ð
hesgen	hɛsɡɛn
ait	ai̯t
anghyseinedd	aŋhəsei̯nɛð
merlota	mɛrlɔta
gogleddol	ɡɔɡlɛðɔl
eangiadau	ɛaŋjadɛ
physgota	fəsɡɔta
nid	nɪd
cwestau	kwɛsdɛ
tawel	tau̯ɛl
cneuen gyll	kneɨ̯ɛnɡɨ̞ɬ
clof	kloːv
gaen	ɡai̯n
gwau	ɡwaɨ̯
trwbl	trʊbl
sbageti	sbaɡɛti
pryf genwair	prɨːvɡɛnwai̯r
gosyn	ɡɔsɨ̞n
glased	ɡlasɛd
adwaenai	adweɨ̯nai̯
sgileffaith	sɡiːlɛfai̯θ
cwestiynau	kwɛsdjəna
taleb	talɛb
llusa	ɬɨ̞sa
marchgacynen	marχɡakənan
carreg	karaɡ
straeon	sdreɨ̯ɔn
dwg	duːɡ
berwi	bɛrwi
siort	ʃɔrt
gwrw	ɡʊru
titr	tɪtr
chaled	χalad
emrys	ɛmrɨ̞s
adwen	adwɛn
brys	brɨːs
chor	χɔr
mercher	mɛrχar
achosi	aχɔsi
timau	tɪmaɨ̯
fasen	vəsɛn
teyrn	teɨ̯rn
mur	mɨːr
ymladdgar	əmlaðɡar
gusanau	ɡɨ̞sana
hudlath	hɨ̞dlaθ
chwarel	χwaral
maen	mən
picau ar y maen	pɪkaɨ̯arəmaːɨ̯n
basen	basɛn
terfynau	tɛrvənaɨ̯
nghaled	ŋ̊alad
theledu	θɛlɛdɨ
ffurfiol	fɨ̞rvjɔl
theigrod	θei̯ɡrɔd
deunyddiau	deɨ̯nəðjɛ
achan	aχan
rhiffio	r̥ɪfjɔ
arbed	arbɛd
nghaffi	ŋ̊afi
groeg	ɡroːɨ̯ɡ
dial	dɪal
afalau cariad	avalaɨ̯karjad
brythoneg	brəθɔnɛɡ
cyfryngwr	kəvrəŋʊr
adeiladweithiau	adei̯ladwei̯θja
ddeiliad	ðei̯ljad
'r	r
rhithweledigaeth	r̥ɪθwɛlɛdɪɡɛθ
llus america	ɬɨːsamɛrɪka
celyn	kɛlɨ̞n
geiriadur	ɡei̯rjadɨ̞r
nos fawrth	noːsvau̯rθ
parod	parɔd
beirniadaethau	bei̯rnjadeɨ̯θa
ffonau	fɔnaɨ
pedrsill	pɛdrsɪɬ
allor	aɬɔr
llysieua	ɬəʃeɨ̯a
newynau	nɛu̯əna
adael	adal
medi	mɛdi
thalcen	θalkɛn
clefyd	klɛvɨ̞d
cwtsh	kʊtʃ
undeb	ɨ̞ndab
rhenti	r̥ɛnti
gani	ɡanɪ
enghraifft	ɛŋ̊rɛfd
gwahân	ɡwahaːn
erbyn	ɛrbɨ̞n
cyfranddeiliad	kəvranðei̯ljad
geiriadurwr	ɡei̯rjadɨ̞rʊr
trolïau	trɔlɪɛ
at	at
iesu	jɛsɨ̞
h	hə
sgydau	sɡədɛ
caled	kalɛd
gordderch	ɡɔrðɛrχ
mwydod	mʊɨ̯dɔd
bedol	bɛdɔl
nei	nei̯
ddeilen	ðei̯lɛn
tybiwyd	təbjʊɨ̯d
arhosan	arhɔsan
lifftiau	lɪfdja
cae	kaːɨ̯
blin	bliːn
dost	dɔst
athrodus	aθrɔdɨ̞s
iselderau	ɪsɛldɛra
ewinfedd	ɛu̯ɪnvɛð
cymru	kəmrɨ̞
manteision	mantei̯ʃɔn
cwerylwyr	kwɛrəlwɨ̞r
llun yr haeddel	ɬɨːnərheɨ̯ðɛl
cwmwl	kʊmʊl
awstralia	au̯sdralja
gwe	ɡweː
acer	akɛr
dyryslwyni	dərəslʊɨ̯ni
mwyafrif	mʊɨ̯avrɪv
twndish	tʊndɪʃ
teyrnaddoliant	teɨ̯rnaðɔljant
chwarae	χwaraɨ̯
peiriant llungopïo	pei̯rjantɬɨːŋɡɔpiːɔ
nithio	nɪθjɔ
nglanach	ŋlanaχ
siopwyr	ʃɔpwɨ̞r
saethwr	seɨ̯θʊr
anawsterau	anau̯sdɛra
erioed	ɛrjoːɨ̯d
oleuadau	ɔleɨ̯ada
lân	laːn
cachai	kaχai̯
wyth ar hugain	uːɨ̯θarhɪɡai̯n
unfed	ɨ̞nvɛd
rheoli	r̥ɛɔli
sgriniau	sɡrɪnjɛ
thudalen	θɨ̞dalɛn
protestannaidd	prɔtɛsdanai̯ð
pabydd	pabɨ̞ð
dros	drɔs
gwyach	ɡʊɨ̯aχ
ffyrc	fɨ̞rk
addasu	aðasɨ̞
bobl	bɔbɔl
alban eilir	albanei̯lɪr
anodded	anɔðɛd
colomen	kɔlɔmɛn
gwybod	ɡwɨ̞bɔd
ngwladfa	ŋwladva
gwenynen wyllt	ɡwenənɛŋwɨːɬd
iaith	jai̯θ
agerlongau	aɡɛrlɔŋaɨ̯
swistir	əswɪsdɪr
trwy	truːɨ̯
ngwybodaeth	ŋwəbɔdɛθ
garnau	ɡarnaɨ̯
ulai	ɨ̞lai̯
blogiau	blɔɡjaɨ̯
ngwybod	ŋwɨ̞bɔd
holi	hɔli
ffenest	fɛnɛsd
ciwcymber	kɪu̯kəmbar
ffeindiaf	fei̯ndja
os	ɔs
gorffennaf	ɡɔrfɛnav
ginio	ɡɪnjɔ
gastell	ɡasdɛɬ
ladron	ladrɔn
flin	vliːn
gut	ɡɨ̞t
hwyr	huːɨ̯r
gweinyddiaeth	ɡwei̯nəðjɛθ
cwerylwr	kwɛrəlʊr
cyfarwyddwr	kəvarʊɨ̯ðʊr
gyd	ɡiːd
hogen	hɔɡɛn
dolffiniaid	dɔlfɪnjai̯d
anawsterau	anau̯sdɛrɛ
llythrennog	ɬəθrɛnɔɡ
nheigrod	n̥ei̯ɡrɔd
marchnad	marχnad
cyfrwy	kəvrʊɨ̯
naid	nai̯d
cilfach	kɪlvaχ
tarianau	tarjanɛ
weriniaeth	wɛrɪnjɛθ
gweiriau	ɡwei̯rjaɨ̯
pentyrru	pɛntərɨ
griliau	ɡrɪljɛ
cacen	kakan
cylchgrawn	kəlχɡrau̯n
delent	deːlɛnt
ymryson	əmrəsɔn
bore	bɔrɛ
ŵydd	uːɨ̯ð
diwrnod	dɪu̯rnɔd
bryniau	brənjaɨ̯
rhentwr	r̥ɛntʊr
cyfryngis	kəvrəŋis
meysydd awyr	meɨ̯sɨ̞ðau̯ɨ̞r
swynol	sʊɨ̯nɔl
ambiti	ambɪtɪ
taw	taːu̯
olwyn	ɔlʊɨ̯n
gwair	ɡwai̯r
sesiwn	sɛʃʊn
anodd	anɔð
gweiriau	ɡwei̯rja
symiau	səmjɛ
angladd	aŋlað
amrywiad	amrɨu̯jad
arad	arad
gorffen	ɡɔrfan
aweddwr	au̯ɛðʊr
talai	talai̯
taranau	tarana
cyfarwydd	kəvarwɨ̞ð
cyll	kɨ̞ɬ
helyg	hɛlɨ̞ɡ
gyfoethog	ɡəvɔɨ̯θɔɡ
symbol	sɨ̞mbɔl
cywyddau	kəwəða
llwyfandir	ɬʊɨ̯vandɪr
paned	panɛd
sgiwen	sɡiu̯ɛn
cwpan	kʊpan
brodyr	brɔdɨ̞r
theisen	θɪʃɛn
rhew	r̥eːu̯
gwys	ɡwɨːs
rywbeth	rɪu̯baθ
hanodd	hanɔð
cynhadledd	kənhadlɛð
ymbarél	əmbarɛl
hynt	hɨ̞nt
arllwys	arɬʊɨ̯s
gweddol	ɡwɛðɔl
neud	neɨ̯d
rhyfel	r̥əval
gwahardd	ɡwaharð
it	ɪt
pharc	fark
rhyfedd	r̥əvað
aethent	eɨ̯θɛnt
cylch	kɨ̞lχ
troli	trɔli
chaen	χaːɨ̯n
chelyn	χɛlɨ̞n
beicio	bei̯kjɔ
awyrgylchoedd	au̯ərɡəlχɔɨ̯ð
canolig	kanɔlɪɡ
côr	koːr
ble wyt ti'n byw	bleːuːɨ̯ttɨːnbɨu̯
gwenoliaid	ɡwɛnɔljai̯d
dalen	dalɛn
deisen	dɪʃɛn
drudwen	drɨ̞dwɛn
chath	χaːθ
gyfreithiwr	ɡəvrei̯θjʊr
eiriadurwr	ei̯rjadɨ̞rʊr
coronafeirysau	kɔrɔnavei̯rəsɛ
prudd	prɨːð
ngherddoriaeth	ŋ̊ɛrðɔrjaɨ̯θ
anfonaf	anvɔnav
chadair	χadɛr
pres	prɛs
gwybedyn	ɡwəbɛdɨ̞n
pigau	pɪɡaɨ̯
damweiniau	damwei̯nja
gartre	ɡartrɛ
aethont	eɨ̯θɔnt
nharw	n̥aru
prydain	prədai̯n
cyfryngu	kəvrəŋɨ
ffensys	fɛnsɨ̞s
cydgordiol	kɨ̞dɡɔrdjɔl
gweithlu	ɡwei̯θlɨ
aethwn	eɨ̯θʊn
unigrywiaeth	ɨ̞nɪɡrɪu̯jɛθ
ewro	ɛu̯rɔ
posib	pɔsɪb
crair	krai̯r
peiriannau arian	pei̯rjanaarjan
timoedd	tɪmɔɨ̯ð
phastai	fasdai̯
traddodiadol	traðɔdjadɔl
gari	ɡarɪ
masen	masɛn
dosbarthu	dɔsbarθɨ
rhywun	r̥ɨu̯ɨ̞n
buddugoliaeth	bɨ̞ðɨ̞ɡɔljaɨ̯θ
llenydda	ɬɛnəða
aran	aran
mislifol	mɪslɪvɔl
nos fercher	noːsvɛrχar
argraffu	arɡrafɨ
carw llychlyn	karuɬəχlɨ̞n
odl	ɔdl
prysglwyn	prəsɡlʊɨ̯n
thei	θei̯
nhaliadau	n̥aljada
gait	ɡai̯t
gwal	ɡwal
bachwr	baːχʊr
gyrgoed	ɡərɡoːɨ̯d
prysur	prəsɨ̞r
gwasanaethau	ɡwasaneɨ̯θaɨ̯
abatir	abatɪr
bŵt	buːt
llawysgrif	ɬau̯əsɡrɪv
gwenyn gwyllt	ɡwɛnɨ̞ŋɡwɨːɬd
trwyddedau	trʊɨ̯ðɛdɛ
gwyar	ɡʊɨ̯ar
rhun	r̥ɨːn
roeddet	rɔɨ̯ðɛt
nhrwyddedau	n̥rʊɨ̯ðɛdɛ
llifogydd	ɬivɔɡɨ̞ð
dylu	dəlɨ̞
mair	mai̯r
cyn‌gyd	kəŋɨ̞d
oleuadau	ɔleɨ̯adɛ
yna	əna
cawr	kau̯r
pioden	pjɔdan
croesholi	krɔɨ̯shɔlɪ
mawrth	mau̯rθ
prifion	prɪvjɔn
ddyn	ðɨːn
hystafell	həsdavɛɬ
doeddech	dɔɨ̯ðaχ
nos sul	nɔsɨːl
o'r gloch	oːrɡloːχ
gwar	ɡwar
nhâl	n̥aːl
pweru	pʊɛrɨ
cucumer	kɨ̞kɨ̞mɛr
paentiau	peɨ̯ntjɛ
nghyfarfod	ŋ̊əvarvɔd
gwahaniaethu	ɡwanjeɨ̯θɨ
madfallod	madvaɬɔd
aech	aːɨ̯χ
penddu	pɛnðɨ
ffordd laethwen	əfɔrðɬeɨ̯θwɛn
briw	brɪu̯
bryniau	brənja
bachau	baχaɨ̯
gwestiwn	ɡwɛsdjʊn
pwynt	puːɨ̯nt
frecwast	vrɛkwast
ddaear	ðeɨ̯ar
syniad	sənjad
helygen	hɛləɡɛn
lleuad	ɬeɨ̯ad
bywgraffiadur	bɪu̯ɡrafjadɨ̞r
roedd	roːɨ̯ð
achres	aχrɛs
tylluan	təɬɨ̞an
contract	kɔntrakt
niwlen	nɪu̯lɛn
anghydfod	aŋhədvɔd
wanwyn	wanwɨ̞n
ganlyniad	ɡanlənjad
utganu	ɨ̞tɡanɨ
meysydd	meɨ̯sɨ̞ð
gweriniaeth	ɡwɛrɪnjɛθ
adenedigaethau	adɛnɛdɪɡeɨ̯θa
twrci	tʊrki
lesddeiliaid	leːsðei̯ljai̯d
mynnu	mənɨ
hiraeth	hɪraɨ̯θ
sêr llong	seːrɬɔŋ
lefrith	lɛvrɪθ
meddyg	mɛðɪɡ
stŵr	sduːr
maharen	maharɛn
gwaelod	ɡweɨ̯lɔd
awgrym	au̯ɡrɨ̞m
thebyg	θɛbɪɡ
cynnes	kənɛs
cyfartaledd	kəvartalɛð
taflod	tavlɔd
ddeiliaid	ðei̯ljɛd
teipiadur	tei̯pjadɨ̞r
delfryd	dɛlvrɨ̞d
trydan	trədan
aildrefnu	ai̯ldrevnɨ̞
chwythaf	χwəθa
camau	kamɛ
cystadleuwr	kəsdadleɨ̯ʊr
adarwr	adarʊr
chythraul	χəθraɨ̯l
argraffwr	arɡrafʊr
torchog	tɔrχɔɡ
cawod	kau̯ɔd
pen y fan	pɛnəvan
nhalcen	n̥alkɛn
duwies	dɨ̞u̯jas
rhafnwydd	r̥avnwɨ̞ð
siwgr	ʃʊɡr
didranc	dɪdraŋk
athrawesau	aθrau̯ɛsa
galw	ɡalu
mwyaf	mʊɨ̯av
pam	pam
mochyn coed	mɔχɨ̞nkoːɨ̯d
chaws	χau̯s
bwa	buːa
stopi	sdɔpi
help	hɛlp
arholiadau	arhɔljadɛ
dydd	dɨːð
telyn	tɛlɨn
afalau	avala
ardd	arð
treiddio	treiðjɔ
dechrau	dɛχra
terfysgaeth	tɛrvəsɡɛθ
neidr	nei̯dr
ysglodyn	əsɡlɔdɨ̞n
os gweli di'n dda	ɔsɡwɛlidiːnðaː
braenu	breɨ̯nɨ̞
engyl	ɛŋɨ̞l
rils	riːls
pobi	pɔbi
ioan	jɔan
aberdaugleddau	abɛrdaɨ̯ɡlɛðɛ
chaffed	χafɛd
phyliau	fəlja
babell	babaɬ
fath	vaːθ
nghadair	ŋ̊adai̯r
aethnen	eɨ̯θnɛn
coed	koːɨ̯d
cynnau	kənɛ
adferfol	advɛrvɔl
dois	dɔi̯s
ddannoedd	ðanɔɨ̯ð
arestio	arɛstjɔ
llythrennedd	ɬəθrɛnɛð
campwr	kampʊr
neidit	nei̯dɪt
trwm	trʊm
achubol	aχɨ̞bɔl
iddewes	ɪðɛu̯ɛs
deunyddiau	deɨ̯nəðja
mhoptai	m̥ɔptai̯
amddiffynnaf	amðɪfənav
saethwyr	seɨ̯θwɨ̞r
adferent	advɛrɛnt
llau	ɬaɨ̯
cyffyloca	kəfəlɔka
taliadau	taljadɛ
acen grom	akɛnɡrɔm
gartre	ɡartra
methu	mɛθɨ
gartref	ɡartra
undeg dwy	ɨ̞ndɛɡduːɨ̯
teisen gri	tei̯ʃɛŋɡriː
parcio	parkjɔ
hinon	hɪnɔn
heisteddfod	hei̯sdɛðvɔd
cadnawes	kadnau̯ɛs
ymddangos	əmðaŋɔs
bargen	barɡɛn
eirlithrad	eirlɪθrad
pabyddiaeth	pabəðjɛθ
heboca	hɛbɔka
cysylltiad	kəsəɬdjad
anoddaf	anɔða
casnewydd	kasnɛu̯ɨ̞ð
ffyrnau	fərnaɨ̯
ffonio	fɔnjɔ
galwad	ɡalwad
adargraffiadau	adarɡrafjadɛ
theisen	θei̯ʃan
pharod	farɔd
llafariad thematig	ɬavarjadθɛmatɪɡ
gweddwon	ɡwɛðwɔn
ta	ta
gwlyb	ɡwlɨːb
cato	katɔ
phencampwyr	fɛŋkampwɨ̞r
chanwr	χanʊr
cwffio	kʊfjɔ
ydy	ədi
cenna	kɛna
tafodiaith	tavɔdjai̯θ
gnwd	ɡnuːd
yfory	əvɔrɨ
cafiar	kavjar
anifail	anɪvɛl
siwan	ʃʊan
gu	ɡɨː
brân	braːn
creto	krɛtɔ
craf	kraːv
addysgu	aðəsɡɨ̞
seler	sɛlɛr
carthennau	karθɛnaɨ̯
garnau	ɡarna
sièd	ʃɛd
dos	doːs
radio	radjɔ
diolch yn fawr	diɔlχənvau̯r
chwech ar hugain	χweːχarhɪɡai̯n
chwyrn	χwɨ̞rn
gweinyddu	ɡwei̯nəðɨ
ffôn symudol	foːnsəmɨdɔl
garo	ɡarɔ
delo	dɛlɔ
ymadael	əmadaɨ̯l
llusgo	ɬɨ̞sɡɔ
bwytadwy	bʊɨ̯tadʊɨ̯
merlen	mɛrlɛn
hoffen	hɔfɛn
dalit	dalɪt
coronafeirws	kɔrɔnavei̯rʊs
cyflym	kəvlɨ̞m
contractau	kɔntraktɛ
nhelynores	n̥ɛlənɔrɛs
beic	bei̯k
tonnau	tɔna
cyn‌gyd	kəŋɡɨ̞d
thor	θɔr
tala	tala
blynedd	blənɛð
crwyn	kruːɨ̯n
ferdis	vɛrdɪs
serchog	sɛrχɔɡ
mlewyn	mlɛu̯ɨ̞n
gog	ɡoːɡ
adwaenit	adweɨ̯nɪt
nhrwydded	n̥rʊɨ̯ðɛd
iesin	jɛsɪn
bum	bɨ̞m
adeiladwaith	adei̯ladwɛθ
deugain	dei̯ɡɛn
gwerddonau	ɡwɛrðɔna
ymdrafferthu	əmdrafɛrθɨ
nos wener	noːswɛnar
ecs	ɛks
aer	aːɨ̯r
sawl	sau̯l
siwan	sɪu̯an
y tu ôl i	ətɨ̞oːlɪ
anghyflogaeth	aŋhəvlɔɡaɨ̯θ
mheiriannwr	m̥ei̯rjanʊr
syrpréis	sərprei̯s
genweiriau	ɡɛnwei̯rja
nharianau	n̥arjanaɨ̯
chwyrnu	χwərnɨ
dadl	dadl
dois	dɔi̯ʃ
nigon	nɪɡɔn
amlen	amlɛn
abathocroalaidd	abaθɔkrɔalai̯ð
lloegr	ɬɔɨ̯ɡər
llungopïau	ɬɨːŋɡɔpiːa
söolegwyr	sɔɔlɛɡwɨ̞r
gadair	ɡadar
