spesialisointi	ˈspesiˌɑliˌsointi
elojuhla	ˈeloˌjuhlɑ
pikamyymälä	ˈpikɑˌmyymælæ
sabotoida	ˈsɑboˌtoidɑ
naara	ˈnɑɑrɑ
liotella	ˈlioˌtellɑ
luonnonlyriikka	ˈluonnonlyˌriikkɑ
märkäluja	ˈmærkæˌlujɑ
vaivaiskoivu	ˈvɑivɑisˌkoivu
stimuloida	ˈstimuˌloidɑ
yöperhonen	ˈyøperˌhonen
partio	ˈpɑrtio
lännenkauppa	ˈlænnenkɑˌuppɑ
transseksuaalisuus	ˈtrɑnsseksuˌɑɑlisuus
kengänkiilloke	ˈkengænˌkiilloke
haukku	ˈhɑukku
hämmennyksissä	ˈhæmmenˌnyksissæ
koulusivistys	ˈkoulusiˌvistys
taikoa	ˈtɑikoɑ
kotoa	ˈkotoɑ
hengityskone	ˈhengiˌtyskone
ikkunoida	ˈikkuˌnoidɑ
parintuho	ˈpɑrinˌtuho
ayrshirelehmä	ˈɑyrsˌhireˌlehmæ
rakkausaiheinen	ˈrɑkkɑuˌsɑiheinen
taittovoima	ˈtɑittoˌvoimɑ
lakkiaiset	ˈlɑkkiˌɑiset
aktuaalistaa	ˈɑktuˌɑɑlistɑɑ
uiguuri	ˈuiguuri
puhuttelija	ˈpuhutˌtelijɑ
litania	ˈlitɑˌniɑ
halveta	ˈhɑlvetɑ
toliltaan	ˈtoliltɑɑn
blokkiutua	ˈblokkiuˌtuɑ
takarengas	ˈtɑkɑˌrengɑs
sosiaalipsykiatria	ˈsosiˌɑɑlipˌsykiˌɑtriɑ
ovikilpi	ˈoviˌkilpi
sarjajako	ˈsɑrjɑˌjɑko
lirputella	ˈlirpuˌtellɑ
ottolainaus	ˈottoˌlɑinɑus
räjähtää	ˈræjæhtææ
leikkuupuimuri	ˈleikkuuˌpuimuri
lyhyenläntä	ˈlyhyˌenlæntæ
päälle	ˈpæælle
näpistellä	ˈnæpisˌtellæ
taiderunous	ˈtɑideˌrunous
sovinnollisesti	ˈsovinˌnolliˌsesti
piiskaryyppy	ˈpiiskɑˌryyppy
sotavahvuinen	ˈsotɑvɑhˌvuinen
rusettisolmu	ˈrusettiˌsolmu
kuusilo	ˈkuusilo
hentorakenteinen	ˈhentorɑˌkenteinen
pikkurikos	ˈpikkuˌrikos
ylöspito	ˈyløsˌpito
assosiointi	ˈɑssosiˌointi
perspektiivimaalaus	ˈperspekˌtiiviˌmɑɑlɑus
metallipitoisuus	ˈmetɑlˌlipiˌtoisuus
päättymisaika	ˈpæættymiˌsɑikɑ
herne	ˈherne
suomennos	ˈsuomennos
hetimmiten	ˈhetimˌmiten
operoija	ˈopeˌroijɑ
huippukausi	ˈhuippuˌkɑusi
ammattityö	ˈɑmmɑtˌtityø
vieroittaa	ˈvieroittɑɑ
rauhanturvaaja	ˈrɑuhɑnturˌvɑɑjɑ
uuvahdus	ˈuuvɑhdus
heilahduslaajuus	ˈheilɑhdusˌlɑɑjuus
toimikas	ˈtoimikɑs
hammastahnaputki	ˈhɑmmɑsˌtɑhnɑˌputki
sisääntuloliikenne	ˈsisæænˌtuloˌliikenne
värillisyys	ˈværilˌlisyys
härmistyä	ˈhærmisˌtyæ
lentonäytös	ˈlentoˌnæytøs
ruskosammal	ˈruskoˌsɑmmɑl
paksunema	ˈpɑksuˌnemɑ
seksipitoinen	ˈseksipiˌtoinen
laikka	ˈlɑikkɑ
piilotyötön	ˈpiiloˌtyøtøn
pellavanviljely	ˈpellɑˌvɑnvilˌjely
kariuttaa	ˈkɑriˌuttɑɑ
jälkipää	ˈjælkipææ
ryöpyttää	ˈryøpyttææ
naistyöntekijä	ˈnɑistyønˌtekijæ
intianpuuvilla	ˈintiɑnˌpuuvillɑ
konsulentti	ˈkonsuˌlentti
tärähdellä	ˈtæræhˌdellæ
diiva	ˈdiivɑ
spesialisoitua	ˈspesiˌɑliˌsoituɑ
apinoida	ˈɑpiˌnoidɑ
pastissi	ˈpɑstissi
jono	ˈjono
deponointi	ˈdepoˌnointi
ametisti	ˈɑmeˌtisti
sotkeuksiin	ˈsotkeˌuksiin
tieteisromaani	ˈtieteisroˌmɑɑni
prosenttipalkka	ˈprosenttiˌpɑlkkɑ
katto	ˈkɑtto
harmaahaikara	ˈhɑrmɑɑˌhɑikɑrɑ
kivibetoni	ˈkiviˌbetoni
ääninauha	ˈææniˌnɑuhɑ
sinivalmuska	ˈsiniˌvɑlmuskɑ
viipottaa	ˈviipottɑɑ
herkkätunteinen	ˈherkkætunˌteinen
hymytyttöpatsas	ˈhymyˌtyttøˌpɑtsɑs
valiokuntaneuvos	ˈvɑlioˌkuntɑˌneuvos
pelokkuus	ˈpelokkuus
superlatiivi	ˈsuperlɑˌtiivi
uskonvarmuus	ˈuskonˌvɑrmuus
yhteismitattomuus	ˈyhteismiˌtɑttomuus
episodi	ˈepiˌsodi
rahatilanne	ˈrɑhɑtiˌlɑnne
vakautus	ˈvɑkɑutus
nukahdella	ˈnukɑhˌdellɑ
aituri	ˈɑituri
epäily	ˈepæily
velkaloukku	ˈvelkɑloˌukku
henkilötyöpäivä	ˈhenkiløˌtyøpæivæ
vesoittua	ˈvesoitˌtuɑ
ennakkoilmoitus	ˈennɑkˌkoilmoitus
kirjevaaka	ˈkirjeˌvɑɑkɑ
vääntely	ˈvææntely
rajattomasti	ˈrɑjɑttoˌmɑsti
puolisko	ˈpuolisko
tienrakennus	ˈtienrɑˌkennus
silleen	ˈsilleen
mentolipastilli	ˈmentoliˌpɑstilli
tyhjiökypsennys	ˈtyhjiøˌkypsennys
vakoiluverkko	ˈvɑkoiluˌverkko
surmanluoti	ˈsurmɑnˌluoti
pakkaantua	ˈpɑkkɑɑnˌtuɑ
punerva	ˈpunervɑ
pikkuveli	ˈpikkuˌveli
kokoojakatu	ˈkokooˌjɑkɑtu
kumilanka	ˈkumiˌlɑnkɑ
tykkitorni	ˈtykkiˌtorni
asuntola	ˈɑsunˌtolɑ
viivain	ˈviivɑin
leipurimestari	ˈleipuriˌmestɑri
sotajuttu	ˈsotɑˌjuttu
sopusointuisesti	ˈsopuˌsointuiˌsesti
eteenpäinen	ˈeteenˌpæinen
ainespuu	ˈɑinespuu
kuullotus	ˈkuullotus
monimuotoistua	ˈmoniˌmuotoisˌtuɑ
poikkihuilu	ˈpoikkiˌhuilu
tölli	ˈtølli
aikamies	ˈɑikɑmies
tahattomuus	ˈtɑhɑtˌtomuus
sekoitella	ˈsekoiˌtellɑ
siveellisyys	ˈsiveelˌlisyys
juurikääpä	ˈjuuriˌkææpæ
turska	ˈturskɑ
toimivuosi	ˈtoimiˌvuosi
abstraktinen	ˈɑbstrɑkˌtinen
svetisismi	ˈsvetiˌsismi
työnhakija	ˈtyønhɑˌkijɑ
avaintekijä	ˈɑvɑinˌtekijæ
munarakkula	ˈmunɑˌrɑkkulɑ
kaivo	ˈkɑivo
kämppäkaveri	ˈkæmppæˌkɑveri
dramatisointi	ˈdrɑmɑtiˌsointi
savustuslaatikko	ˈsɑvustusˌlɑɑtikko
keittotaito	ˈkeittoˌtɑito
kahdeksisenkymmentä	ˈkɑhdeksiˌsenkymˌmentæ
inho	ˈinho
hyötykäyttö	ˈhyøtykæˌyttø
korkomarginaali	ˈkorkoˌmɑrgiˌnɑɑli
kuninkaallisuus	ˈkuninˌkɑɑllisuus
satamatyömies	ˈsɑtɑmɑˌtyømies
hörölle	ˈhørølle
hiusöljy	ˈhiusøljy
torstaisin	ˈtorstɑisin
kuuluvissa	ˈkuuluˌvissɑ
ylätyyli	ˈylæˌtyyli
teeskentelemättömästi	ˈteeskenˌteleˌmættøˌmæsti
kesytön	ˈkesytøn
huolissaan	ˈhuolissɑɑn
vaateapu	ˈvɑɑteˌɑpu
elämänjano	ˈelæˌmænjɑno
hölmistyä	ˈhølmisˌtyæ
kritiikkipalaveri	ˈkritiikˌkipɑˌlɑveri
kiivailla	ˈkiivɑillɑ
laululintu	ˈlɑuluˌlintu
sulatella	ˈsulɑˌtellɑ
varainhoitovuosi	ˈvɑrɑinˌhoitoˌvuosi
viisinkertainen	ˈviisinkerˌtɑinen
numerotarkastaja	ˈnumeroˌtɑrkɑsˌtɑjɑ
tuhannes	ˈtuhɑnnes
pehmoisä	ˈpehmoisæ
velipoika	ˈveliˌpoikɑ
kivuta	ˈkivutɑ
juuriharja	ˈjuuriˌhɑrjɑ
varhaishistoria	ˈvɑrhɑisˌhistoˌriɑ
morsiustyttö	ˈmorsiˌustyttø
sentralismi	ˈsentrɑˌlismi
vuolle	ˈvuolle
rahtilentokone	ˈrɑhtiˌlentoˌkone
suurlähetystö	ˈsuurlæheˌtystø
suomenkarja	ˈsuomenˌkɑrjɑ
öljypuomi	ˈøljyˌpuomi
laskutus	ˈlɑskutus
kauhistua	ˈkɑuhisˌtuɑ
mehupaasto	ˈmehuˌpɑɑsto
lintupaisti	ˈlintuˌpɑisti
jalkeilla	ˈjɑlkeillɑ
toispaikkakuntalainen	ˈtoispɑikkɑˌkuntɑˌlɑinen
uusiopahvi	ˈuusioˌpɑhvi
yleiskatsaus	ˈyleisˌkɑtsɑus
espanjalaisuus	ˈespɑnjɑˌlɑisuus
vannoutunut	ˈvɑnnouˌtunut
naapurikaupunki	ˈnɑɑpuriˌkɑupunki
tärinä	ˈtærinæ
kartasto	ˈkɑrtɑsto
hahmotella	ˈhɑhmoˌtellɑ
huimaus	ˈhuimɑus
keskustukimies	ˈkeskusˌtukimies
puutarhamaa	ˈpuutɑrˌhɑmɑɑ
translitteraatio	ˈtrɑnslitteˌrɑɑtio
sotapolulle	ˈsotɑpoˌlulle
solkotus	ˈsolkotus
kuvakertomus	ˈkuvɑˌkertomus
nuuskata	ˈnuuskɑtɑ
materialisoida	ˈmɑteˌriɑliˌsoidɑ
kaiverre	ˈkɑiverre
luumutorttu	ˈluumuˌtorttu
nopeatehoinen	ˈnopeˌɑteˌhoinen
pyristely	ˈpyrisˌtely
ensiesittää	ˈensieˌsittææ
sähköasentaja	ˈsæhkøɑˌsentɑjɑ
likaviemäri	ˈlikɑˌviemæri
matalakirkollinen	ˈmɑtɑlɑˌkirkolˌlinen
lyhytjänteinen	ˈlyhytjænˌteinen
mouruta	ˈmourutɑ
likvidi	ˈlikvidi
merkkitapahtuma	ˈmerkkitɑˌpɑhtumɑ
konduktööri	ˈkondukˌtøøri
piispainkokous	ˈpiispɑinˌkokous
ulostulo	ˈulosˌtulo
kromihappo	ˈkromiˌhɑppo
itäinen	ˈitæinen
asiakirjasalkku	ˈɑsiɑˌkirjɑˌsɑlkku
penger	ˈpenger
säteilyteho	ˈsæteiˌlyteho
kaarroke	ˈkɑɑrroke
pääomakustannus	ˈpææomɑˌkustɑnnus
piiritys	ˈpiiritys
luottamuslauseäänestys	ˈluottɑmusˌlɑuseˌæænestys
esseistiikka	ˈesseisˌtiikkɑ
maaseutupitäjä	ˈmɑɑseuˌtupiˌtæjæ
ravintolamuusikko	ˈrɑvinˌtolɑˌmuusikko
valmis	ˈvɑlmis
yrttisuola	ˈyrttiˌsuolɑ
kavuta	ˈkɑvutɑ
tiepalvelumies	ˈtiepɑlˌvelumies
leskikuningatar	ˈleskikuˌningɑtɑr
soitanto	ˈsoitɑnto
syrjään	ˈsyrjææn
loivennus	ˈloivennus
latupartio	ˈlɑtuˌpɑrtio
vohkia	ˈvohkiɑ
tervakko	ˈtervɑkko
asuintoveri	ˈɑsuinˌtoveri
mansikkahillo	ˈmɑnsikkɑˌhillo
lammasmaisesti	ˈlɑmmɑsˌmɑisesti
sairaseläke	ˈsɑirɑˌselæke
työasu	ˈtyøɑsu
raaka-	ˈrɑɑkɑ
ilokaasu	ˈiloˌkɑɑsu
sarkofagi	ˈsɑrkoˌfɑgi
rekyyli	ˈrekyyli
jalkapumppu	ˈjɑlkɑˌpumppu
verestyä	ˈveresˌtyæ
likennellä	ˈlikenˌnellæ
valkovirkkaus	ˈvɑlkoˌvirkkɑus
paisua	ˈpɑisuɑ
upokas	ˈupokɑs
osakuntalainen	ˈosɑˌkuntɑˌlɑinen
mopoilija	ˈmopoiˌlijɑ
palokuntalainen	ˈpɑloˌkuntɑˌlɑinen
vahingonteko	ˈvɑhinˌgonteko
vasemmalla	ˈvɑsemˌmɑllɑ
sekoittaja	ˈsekoitˌtɑjɑ
spesifikaatio	ˈspesifiˌkɑɑtio
lähetystö	ˈlæheˌtystø
täräyttää	ˈtæræˌyttææ
approbaturtentti	ˈɑpprobɑˌturtentti
mukaa	ˈmukɑɑ
hyväntuulisuus	ˈhyvænˌtuulisuus
kelpo	ˈkelpo
rangaistuslyönti	ˈrɑngɑistusˌlyønti
pitkäjänteinen	ˈpitkæjænˌteinen
ryntäys	ˈryntæys
paluu	ˈpɑluu
lainvastaisesti	ˈlɑinvɑsˌtɑisesti
tennistossu	ˈtennisˌtossu
alkaja	ˈɑlkɑjɑ
hukuttautua	ˈhukutˌtɑutuɑ
varieteelaulaja	ˈvɑrieˌteelɑuˌlɑjɑ
tiskata	ˈtiskɑtɑ
piupaut	ˈpiupɑut
suorasukaisuus	ˈsuorɑsuˌkɑisuus
uutislähetys	ˈuutisˌlæhetys
propagandalehti	ˈpropɑˌgɑndɑˌlehti
signaalitorvi	ˈsignɑɑliˌtorvi
radikalisoitua	ˈrɑdiˌkɑliˌsoituɑ
taikalamppu	ˈtɑikɑˌlɑmppu
kylmäseos	ˈkylmæˌseos
lokerikko	ˈlokeˌrikko
kärri	ˈkærri
asianomistaja	ˈɑsiˌɑnoˌmistɑjɑ
verollinen	ˈverolˌlinen
peruskorko	ˈperusˌkorko
luonteva	ˈluontevɑ
vastavihitty	ˈvɑstɑviˌhitty
sijoilleen	ˈsijoilleen
vastaantulo	ˈvɑstɑɑnˌtulo
puhdistua	ˈpuhdisˌtuɑ
rötöstely	ˈrøtøsˌtely
jouluaattoilta	ˈjouluˌɑɑttoiltɑ
ihmiselo	ˈihmiˌselo
helteinen	ˈhelteinen
jana	ˈjɑnɑ
lantainen	ˈlɑntɑinen
kokoonpanna	ˈkokoonˌpɑnnɑ
laktovegetaarinen	ˈlɑktoˌvegeˌtɑɑrinen
sivulla	ˈsivullɑ
isoruutuinen	ˈisoˌruutuinen
lehdenjakaja	ˈlehdenˌjɑkɑjɑ
huvittavuus	ˈhuvitˌtɑvuus
käskynalaisuus	ˈkæskynɑˌlɑisuus
hinkalo	ˈhinkɑlo
serkku	ˈserkku
ahneesti	ˈɑhneesti
sulaa	ˈsulɑɑ
tanssittaa	ˈtɑnssittɑɑ
valtuuttaja	ˈvɑltuutˌtɑjɑ
leasingauto	ˈleɑsinˌgɑuto
kohortti	ˈkohortti
suhari	ˈsuhɑri
jauhopussi	ˈjɑuhoˌpussi
habitus	ˈhɑbitus
roolipeli	ˈrooliˌpeli
kerkeäkielinen	ˈkerkeæˌkielinen
koneenasentaja	ˈkoneenɑˌsentɑjɑ
isänpäivä	ˈisænˌpæivæ
kuormaeläin	ˈkuormɑˌelæin
jalus	ˈjɑlus
ajatuskoe	ˈɑjɑˌtuskoe
kosmoskukka	ˈkosmosˌkukkɑ
kuprokuitu	ˈkuproˌkuitu
ylhäisesti	ˈylhæiˌsesti
rötiskö	ˈrøtiskø
progressiivinen	ˈprogresˌsiivinen
rautatieasema	ˈrɑutɑˌtieɑˌsemɑ
jyväissolu	ˈjyvæisˌsolu
kumulatiivinen	ˈkumulɑˌtiivinen
tutkijalautakunta	ˈtutkijɑˌlɑutɑˌkuntɑ
leikisti	ˈleikisti
juhannuspäivä	ˈjuhɑnnusˌpæivæ
liittoutuma	ˈliittouˌtumɑ
kuormaaja	ˈkuormɑɑjɑ
mangunta	ˈmɑnguntɑ
tautitapaus	ˈtɑutiˌtɑpɑus
munuaiskoje	ˈmunuˌɑiskoje
vanhus	ˈvɑnhus
fissio	ˈfissio
paistiveitsi	ˈpɑistiˌveitsi
reaaliaikaisesti	ˈreɑɑliˌɑikɑiˌsesti
puolipeite	ˈpuoliˌpeite
sakeute	ˈsɑkeute
hajusaippua	ˈhɑjuˌsɑippuɑ
muotoisuus	ˈmuotoisuus
tyyni	ˈtyyni
uutispuuro	ˈuutisˌpuuro
häiriötila	ˈhæiriˌøtilɑ
hajasijoitus	ˈhɑjɑsiˌjoitus
kaikuvasti	ˈkɑikuˌvɑsti
yltäkylläisyys	ˈyltækylˌlæisyys
rattaat	ˈrɑttɑɑt
lobbari	ˈlobbɑri
julkaisukunto	ˈjulkɑisuˌkunto
maanviljelyskalusto	ˈmɑɑnviljeˌlyskɑˌlusto
skottiruutuinen	ˈskottiˌruutuinen
leukakuoppa	ˈleukɑˌkuoppɑ
maapuuteri	ˈmɑɑpuuˌteri
vakipaikka	ˈvɑkiˌpɑikkɑ
mosaiikkityö	ˈmosɑˌiikkityø
nuoskasää	ˈnuoskɑsææ
puristeisesti	ˈpurisˌteisesti
kirjoitusvihko	ˈkirjoiˌtusvihko
lannistaa	ˈlɑnnistɑɑ
salikokki	ˈsɑliˌkokki
luonnonkylvö	ˈluonnonˌkylvø
kaksinaamaisuus	ˈkɑksiˌnɑɑmɑisuus
etusijainen	ˈetusiˌjɑinen
sappineste	ˈsɑppiˌneste
käsivika	ˈkæsiˌvikɑ
embryo	ˈembryo
rummusto	ˈrummusto
taivastelu	ˈtɑivɑsˌtelu
mukavuus	ˈmukɑvuus
filmitähti	ˈfilmiˌtæhti
illuusio	ˈilluuˌsio
käyttötili	ˈkæytˌtøtili
paksuntuma	ˈpɑksunˌtumɑ
varjoaine	ˈvɑrjoˌɑine
kasuistiikka	ˈkɑsuisˌtiikkɑ
klikata	ˈklikɑtɑ
palttu	ˈpɑlttu
lämpöjohto	ˈlæmpøˌjohto
karhunliha	ˈkɑrhunˌlihɑ
nyhverö	ˈnyhverø
juustouttaa	ˈjuustoˌuttɑɑ
hömpsy	ˈhømpsy
kartuttaa	ˈkɑrtuttɑɑ
platinointi	ˈplɑtiˌnointi
kuorimarauta	ˈkuorimɑˌrɑutɑ
kuontalo	ˈkuontɑlo
kiljuhanhi	ˈkiljuˌhɑnhi
suuntamerkki	ˈsuuntɑˌmerkki
avomuoto	ˈɑvoˌmuoto
välkkyä	ˈvælkkyæ
flunssainen	ˈflunssɑinen
jännittäjä	ˈjænnitˌtæjæ
liikennelentäjä	ˈliikenneˌlentæjæ
hieroa	ˈhieroɑ
rei'ittää	ˈreiittææ
tulenliekki	ˈtulenˌliekki
kolmioliina	ˈkolmioˌliinɑ
neuloja	ˈneulojɑ
valos	ˈvɑlos
elinsiirtokirurgia	ˈelinˌsiirtokiˌrurgiɑ
tasarakeinen	ˈtɑsɑrɑˌkeinen
paskapuhe	ˈpɑskɑˌpuhe
luonteenlujuus	ˈluonteenˌlujuus
kukkamaa	ˈkukkɑmɑɑ
lämpöpumppu	ˈlæmpøˌpumppu
kenopäinen	ˈkenoˌpæinen
valtakieli	ˈvɑltɑˌkieli
huoltoauto	ˈhuoltoˌɑuto
naftisti	ˈnɑftisti
varkausjuttu	ˈvɑrkɑˌusjuttu
lihajaloste	ˈlihɑjɑˌloste
hiilivety	ˈhiiliˌvety
luotettavuus	ˈluotetˌtɑvuus
ylväs	ˈylvæs
minestronekeitto	ˈminestˌroneˌkeitto
haavi	ˈhɑɑvi
mömmö	ˈmømmø
leveysaste	ˈleveyˌsɑste
korva-aukko	ˈkorvɑɑˌukko
hiffata	ˈhiffɑtɑ
pelikello	ˈpeliˌkello
souvi	ˈsouvi
kesäsesonki	ˈkesæseˌsonki
kukkapylväs	ˈkukkɑˌpylvæs
syvyyspsykologia	ˈsyvyyspˌsykoˌlogiɑ
pesäpallomaila	ˈpesæˌpɑlloˌmɑilɑ
vouti	ˈvouti
holografia	ˈholoˌgrɑfiɑ
värinpitävä	ˈværinˌpitævæ
kuuliainen	ˈkuuliˌɑinen
sähläri	ˈsæhlæri
hiipua	ˈhiipuɑ
pinaattikastike	ˈpinɑɑttiˌkɑstike
leikki-ikäinen	ˈleikkiiˌkæinen
noutoposti	ˈnoutoˌposti
tietokirjallisuus	ˈtietoˌkirjɑlˌlisuus
pernarutto	ˈpernɑˌrutto
taivaansini	ˈtɑivɑɑnˌsini
kokoontumispaikka	ˈkokoontuˌmispɑikkɑ
hyödyksikäyttö	ˈhyødykˌsikæˌyttø
pitkäjännitteinen	ˈpitkæˌjænnitˌteinen
tukilakko	ˈtukiˌlɑkko
elatusapu	ˈelɑˌtusɑpu
vessapaperi	ˈvessɑˌpɑperi
mahla	ˈmɑhlɑ
kynttilä	ˈkynttilæ
syvästi	ˈsyvæsti
lietto	ˈlietto
viro	ˈviro
ruokaostos	ˈruokɑˌostos
akselikuormitus	ˈɑkseliˌkuormitus
kierosilmä	ˈkieroˌsilmæ
sisätautilääkäri	ˈsisæˌtɑutiˌlæækæri
linnunpoikanen	ˈlinnunˌpoikɑnen
myötäilijä	ˈmyøtæiˌlijæ
parkkitalo	ˈpɑrkkiˌtɑlo
kieltosana	ˈkieltoˌsɑnɑ
puskutraktori	ˈpuskutˌrɑktori
pitkulainen	ˈpitkuˌlɑinen
taite	ˈtɑite
espanja	ˈespɑnjɑ
kaalinlehti	ˈkɑɑlinˌlehti
hypotaktinen	ˈhypoˌtɑktinen
vuorenvarmasti	ˈvuorenˌvɑrmɑsti
viinamäki	ˈviinɑˌmæki
uunipaisti	ˈuuniˌpɑisti
ennuste	ˈennuste
suksipussi	ˈsuksiˌpussi
maagisesti	ˈmɑɑgiˌsesti
kalventaa	ˈkɑlventɑɑ
sivustahyökkäys	ˈsivustɑˌhyøkkæys
kukkurainen	ˈkukkuˌrɑinen
nollata	ˈnollɑtɑ
irtotakki	ˈirtoˌtɑkki
vientiliike	ˈvientiˌliike
lapidaarinen	ˈlɑpiˌdɑɑrinen
vaivaantua	ˈvɑivɑɑnˌtuɑ
suihkulähde	ˈsuihkuˌlæhde
epäkristillisyys	ˈepæˌkristilˌlisyys
kiinnemmäksi	ˈkiinnemˌmæksi
lappalaiskota	ˈlɑppɑˌlɑiskotɑ
marraskuu	ˈmɑrrɑskuu
teollisuuslaitos	ˈteolliˌsuuslɑitos
nelikymmenvuotinen	ˈneliˌkymmenˌvuotinen
roomalainen	ˈroomɑˌlɑinen
prekambrinen	ˈprekɑmˌbrinen
voidella	ˈvoidellɑ
kotisisar	ˈkotiˌsisɑr
langoittaa	ˈlɑngoittɑɑ
sydänhalkeama	ˈsydænˌhɑlkeˌɑmɑ
sortaa	ˈsortɑɑ
harhateille	ˈhɑrhɑˌteille
kielimuoto	ˈkieliˌmuoto
pakastekaappi	ˈpɑkɑsteˌkɑɑppi
kuusama	ˈkuusɑmɑ
ihramaha	ˈihrɑˌmɑhɑ
äänikyhmy	ˈææniˌkyhmy
rästimaksu	ˈræstiˌmɑksu
kamarifilosofia	ˈkɑmɑˌrifiˌlosoˌfiɑ
lapsenmielinen	ˈlɑpsenˌmielinen
työvoimapolitiikka	ˈtyøvoiˌmɑpoliˌtiikkɑ
mielenliikutus	ˈmielenˌliikutus
viilennys	ˈviilennys
armoinen	ˈɑrmoinen
topografinen	ˈtopoˌgrɑfinen
vaje	ˈvɑje
keskustaryhmä	ˈkeskustɑˌryhmæ
säähavaintopallo	ˈsææhɑˌvɑintoˌpɑllo
ajatustenlukija	ˈɑjɑˌtustenˌlukijɑ
gaelin kieli	ˈgɑelinˈkieli
tauluammunta	ˈtɑuluˌɑmmuntɑ
perskat	ˈperskɑt
paitakaulus	ˈpɑitɑˌkɑulus
miespolvi	ˈmiespolvi
sivusuuntainen	ˈsivuˌsuuntɑinen
luomistapahtuma	ˈluomistɑˌpɑhtumɑ
kanssarikollinen	ˈkɑnssɑriˌkollinen
taivutin	ˈtɑivutin
kilpailutilanne	ˈkilpɑiˌlutiˌlɑnne
ihmisasunto	ˈihmisɑˌsunto
selväjärkinen	ˈselvæˌjærkinen
limakalvo	ˈlimɑˌkɑlvo
merkkikieli	ˈmerkkiˌkieli
vuoto	ˈvuoto
liitely	ˈliitely
porvarillistaa	ˈporvɑˌrillistɑɑ
siunauksellisuus	ˈsiunɑˌukselˌlisuus
torkuksissa	ˈtorkukˌsissɑ
rei'itys	ˈreiitys
ketunpoikanen	ˈketunˌpoikɑnen
leikkipeli	ˈleikkiˌpeli
tulimmainen	ˈtulimˌmɑinen
kooditus	ˈkooditus
yllätysvoittaja	ˈyllætysˌvoittɑjɑ
päällyspuusto	ˈpæællysˌpuusto
euroatlanttinen	ˈeuroˌɑtlɑntˌtinen
pilsneripullo	ˈpilsneriˌpullo
suolakivilaji	ˈsuolɑˌkiviˌlɑji
kamana	ˈkɑmɑnɑ
pilkkijä	ˈpilkkijæ
sydämentahdistin	ˈsydæˌmentɑhˌdistin
sairausvakuutuskorvaus	ˈsɑirɑˌusvɑˌkuutusˌkorvɑus
suoranainen	ˈsuorɑˌnɑinen
valokuvasuurennos	ˈvɑloˌkuvɑˌsuurennos
lentoposti	ˈlentoˌposti
peräpainoinen	ˈperæˌpɑinoinen
haudata	ˈhɑudɑtɑ
pinnistellä	ˈpinnisˌtellæ
kinuta	ˈkinutɑ
katajaöljy	ˈkɑtɑjɑˌøljy
ryhmämatkailu	ˈryhmæmɑtˌkɑilu
kunnanjohtaja	ˈkunnɑnˌjohtɑjɑ
kulttuuritoimitus	ˈkulttuuriˌtoimitus
musikaalinen	ˈmusiˌkɑɑlinen
voimattomuus	ˈvoimɑtˌtomuus
relatiivipronomini	ˈrelɑˌtiiviˌpronoˌmini
venevaja	ˈveneˌvɑjɑ
sannikas	ˈsɑnnikɑs
poikanukke	ˈpoikɑˌnukke
pamputus	ˈpɑmputus
marin kieli	ˈmɑrinˈkieli
maansiirtotyö	ˈmɑɑnsiirˌtotyø
kiiltomato	ˈkiiltoˌmɑto
rohdos	ˈrohdos
täyteläisyys	ˈtæyteˌlæisyys
kardinaalikala	ˈkɑrdiˌnɑɑliˌkɑlɑ
tasasuhtainen	ˈtɑsɑsuhˌtɑinen
lämpökynttilä	ˈlæmpøˌkynttilæ
naatti	ˈnɑɑtti
pintaväre	ˈpintɑˌvære
kuullottaa	ˈkuullottɑɑ
sotaleski	ˈsotɑˌleski
vastapelaaja	ˈvɑstɑpeˌlɑɑjɑ
ilmavoitto	ˈilmɑˌvoitto
sulppu	ˈsulppu
paperointi	ˈpɑpeˌrointi
ulompaa	ˈulompɑɑ
lakkapää	ˈlɑkkɑpææ
leirituli	ˈleiriˌtuli
pilapiirtäjä	ˈpilɑˌpiirtæjæ
villi-ihminen	ˈvilliihˌminen
muistaa	ˈmuistɑɑ
toisinajattelija	ˈtoisinɑˌjɑtteˌlijɑ
karkeasti	ˈkɑrkeˌɑsti
yhteislyseo	ˈyhteisˌlyseo
lirkuttelu	ˈlirkutˌtelu
vajaa	ˈvɑjɑɑ
lojua	ˈlojuɑ
siirtolapuutarha	ˈsiirtolɑˌpuutɑrhɑ
lasinleikkaus	ˈlɑsinˌleikkɑus
mahahaava	ˈmɑhɑˌhɑɑvɑ
sormihalkoinen	ˈsormihɑlˌkoinen
koiranvirka	ˈkoirɑnˌvirkɑ
penisilliini	ˈpenisilˌliini
kuljetuskone	ˈkuljeˌtuskone
hyhmettyä	ˈhyhmetˌtyæ
täydellistyttää	ˈtæydelˌlistyttææ
senkki	ˈsenkki
valmu	ˈvɑlmu
sanasilla	ˈsɑnɑˌsillɑ
pitopohja	ˈpitoˌpohjɑ
väkivaltakoneisto	ˈvækiˌvɑltɑkoˌneisto
muotivillitys	ˈmuotiˌvillitys
diesel	ˈdiesel
loppupäätelmä	ˈloppuˌpæætelmæ
rutista	ˈrutistɑ
rooliasenne	ˈrooliɑˌsenne
kaukoase	ˈkɑukoˌɑse
katalyytti	ˈkɑtɑˌlyytti
paastopäivä	ˈpɑɑstoˌpæivæ
romukasa	ˈromuˌkɑsɑ
veli	ˈveli
