atiduodančiosioms	ɐtʲɪduɔdɐnʲtʲʃʲosʲoms
valganti	ʋaːlɡɐnʲtʲɪ
blogiausiems	bloɡʲæːʊsʲjɛms
dieviškajame	dʲjɛʋʲɪʃkɐjɛmʲɛ
būdavusįjį	buːdɐʋʊsʲiji
abejingiausios	ɐbʲɛjɪnɡʲæːʊsʲos
mįslingesniosios	mʲiːsʲlʲɪnʲɡʲɛsʲnʲosʲos
slovakiškosiose	sloʋaːkʲɪʃkosʲosʲɛ
baltesnes	bɐlʲtʲɛsʲnʲɛs
turėsiantys	tʊrʲeːsʲɛnʲtʲiːs
instrukcijų	ɪnstrʊktsʲɪjuː
rezultatams	ɾʲɛzʊltaːtɐms
žmoniškiausioms	ʒmonʲɪʃʲkʲæːʊsʲoms
haliucinavusiosioms	hɐlʲʊtʲsʲɪnaːʋʊsʲosʲoms
suomiško	suɔmʲɪʃko
angelais	ɐnɡʲɛlɑjs
būsiantieji	busʲɛnʲtʲjɛjɪ
blogiausiuosiuose	bloɡʲæːʊsʲʊosʲʊosʲɛ
turėjusiosiomis	tʊrʲeːjʊsʲosʲomʲɪs
matančiomis	maːtɐnʲtʲʃʲomʲɪs
ateiti	ɐtʲɛjːtʲɪ
medžiojanti	mʲɛdʲʒʲoːjɛnʲtʲɪ
paslaptingojoje	pɐslɐptʲɪnɡojojɛ
mįslingiausiajam	mʲiːsʲlʲɪnʲɡʲæːʊsʲɛjɛm
blizgančiajam	bʲlʲɪzɡɐnʲtʲʃʲɛjɛm
žvaigždiškasis	ʒʋɐjɡʲʒʲdʲɪʃkɐsʲɪs
matančius	maːtɐnʲtʲʃʲʊs
norvegiškąją	norʋʲɛɡʲɪʃkaːjæː
arabiškoms	ɐraːbʲɪʃkoms
žvaigždininkė	ʒʋɐjɡʲʒʲdʲɪnʲɪnʲkʲeː
aklos	aːklos
haliucinavusio	hɐlʲʊtʲsʲɪnaːʋʊsʲo
įnagininkui	iːnɐɡʲɪnʲɪnkʊɪ
ejakuliavusiuoju	ɛjɛkʊlʲæːʋʊsʲʊojʊ
šokančiųjų	ʃoːkɐnʲtʲʃʲuːjuː
haliucinavome	hɐlʲʊtʲsʲɪnaːʋomʲɛ
nebeprisikiškiakopūsteliavusia	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʋʊsʲɛ
meniškiausiam	mʲɛnʲɪʃʲkʲæːʊsʲɛm
upelis	ʊpʲæːlʲɪs
netvarkingosiose	nʲɛtʋɐɾʲkʲɪnɡosʲosʲɛ
serbiškosiomis	sʲɛrʲbʲɪʃkosʲomʲɪs
patraukliausiose	pɐtɾɐʊkʲlʲæːʊsʲosʲɛ
vaizdingieji	ʋɐjzʲdʲɪnʲɡʲjɛjɪ
kalbantiems	kɐlbɐnʲtʲjɛms
sapnavusiai	sɐpnaːʋʊsʲɛj
gražiausia	ɡɾɐʒʲæːʊsʲɛ
žvaigždiškiausiaisiais	ʒʋɐjɡʲʒʲdʲɪʃʲkʲæːʊsʲɛjsʲɛjs
skalikui	skɐlʲɪkʊɪ
mylinti	mʲiːlʲɪnʲtʲɪ
odą	ôːd̪aː
ypatingesnio	iːpɐtʲɪnʲɡʲɛsʲnʲo
įdavėjose	iːdɐʋʲeːjosʲɛ
meniškiausiai	mʲɛnʲɪʃʲkʲæːʊsʲɛj
keliaujančiosiose	kʲɛlʲæʊjɛnʲtʲʃʲosʲosʲɛ
moterišku	moːtʲɛɾʲɪʃkʊ
apipjaustėme	ɐpʲɪpʲjæusʲtʲemʲɛ
meniškesniems	mʲɛnʲɪʃʲkʲɛsʲnʲjɛms
orgiškesnėje	orʲɡʲɪʃʲkʲɛsʲnʲeːjɛ
sėdinčiajam	sʲeːdʲɪnʲtʲʃʲɛjɛm
smulkmeniškiausiesiems	smʊlʲkʲmʲɛnʲɪʃʲkʲæːʊsʲjɛsʲjɛms
ugningesniajam	ʊɡʲnʲɪnʲɡʲɛsʲnʲæːjɛm
gražesnės	ɡɾɐʒʲɛsʲnʲeːs
maltietiškąjį	mɐlʲtʲjɛtʲɪʃkaːjiː
valgančiosioms	ʋaːlɡɐnʲtʲʃʲosʲoms
angliškame	ɐnʲɡʲlʲɪʃkɐmʲɛ
turinčiai	tʊrʲɪnʲtʲʃʲɛj
žvaigždiškesnės	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲeːs
žvaigždę	ʒʋɐjɡʲʒʲdʲæː
erotinius	ɛɾotʲɪnʲʊs
įduosiančiąją	iːduɔsʲɛnʲtʲʃʲæːjæː
slovėniškojo	sloʋʲeːnʲɪʃkojo
žmoniškiausią	ʒmonʲɪʃʲkʲæːʊsʲæː
slovakiškąją	sloʋaːkʲɪʃkaːjæː
seniausiomis	sʲɛnʲæːʊsʲomʲɪs
saugesnėmis	sɐʊɡʲɛsʲnʲeːmʲɪs
šoktų	ʃoːktuː
saugiosiose	sɐʊɡʲoːsʲosʲɛ
įduodančiajame	iːduɔdɐnʲtʲʃʲɛjɛmʲɛ
pornografiškomis	pornoɡraːfʲɪʃkomʲɪs
kompiuteryje	komʲpʲʊtʲɛrʲiːjɛ
sunaudotojais	sʊnɐʊdoːtojɛjs
turkiškosiose	tʊrʲkʲɪʃkosʲosʲɛ
upinėmis	ʊpʲɪnʲeːmʲɪs
archyve	ɐrʲxʲiːʋʲɛ
abejojimas	ɐbʲɛjoːjɪmɐs
švelniausiasis	ʃʲʋʲɛlnʲæːʊsʲɛsʲɪs
žodynu	ʒodʲiːnʊ
ištatuiruojančiąja	ɪʃtɐtʊɪɾuɔjɛnʲtʲʃʲæːjɛ
nebeprisikiškiakopūsteliausiančiais	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊsʲɛnʲtʲʃʲɛjs
davėjomis	dɐʋʲeːjomʲɪs
erotiškiausiomis	ɛɾotʲɪʃʲkʲæːʊsʲomʲɪs
abchazuose	ɐpxaːzuəsʲɛ
kiniškoms	kʲɪnʲɪʃkoms
paslaptingiausioji	pɐslɐptʲɪnʲɡʲæːʊsʲojɪ
airiškuosiuose	ɐjrʲɪʃkʊosʲʊosʲɛ
ejakuliuosiančiąją	ɛjɛkʊlʲuosʲɛnʲtʲʃʲæːjæː
valgančios	ʋaːlɡɐnʲtʲʃʲos
atkeliaujančiajam	ɐtkʲɛlʲæʊjɛnʲtʲʃʲɛjɛm
ugningesniojoje	ʊɡʲnʲɪnʲɡʲɛsʲnʲoːjojɛ
greituosiuose	ɡɾɛjtʊoːsʲʊosʲɛ
žmoniškiausiam	ʒmonʲɪʃʲkʲæːʊsʲɛm
buldogu	bʊldoɡʊ
izoterminėms	ɪzotʲɛrʲmʲɪnʲeːms
rumuniškoji	rʊmʊnʲɪʃkojɪ
įvykyje	iːʋʲiːkʲiːjɛ
įseserėmis	iːsʲɛsʲɛrʲeːmʲɪs
paslaptingesniaisiais	pɐslɐptʲɪnʲɡʲɛsʲnʲɛjsʲɛjs
vaizdingesniuosius	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲuɔsʲʊs
nebeprisikiškiakopūsteliaudavusieji	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲjɛjɪ
vaizdingosioms	ʋɐjzʲdʲɪnɡosʲoms
ejakuliavusiaisiais	ɛjɛkʊlʲæːʋʊsʲɛjsʲɛjs
pusseserėmis	pʊsʲɛsʲɛrʲeːmʲɪs
klaidingiausiąja	klɐjdʲɪnʲɡʲæːʊsʲæːjɛ
įspūdingiausios	iːspuːdʲɪnʲɡʲæːʊsʲos
orgiškiausiosios	orʲɡʲɪʃʲkʲæːʊsʲosʲos
netvarkingumą	nʲɛtʋɐrʲkʲɪnɡʊmaː
mylėjusią	mʲiːlʲeːjʊsʲæː
žvaigždėlapiui	ʒʋɐjɡʲʒʲdʲeːlɐpʲʊɪ
turintįjį	tʊrʲɪnʲtʲiːjiː
aptarimuose	ɐptɐɾʲɪmʊosʲɛ
turinčiu	tʊrʲɪnʲtʲʃʲʊ
graikiškojo	ɡrɐjkʲɪʃkojo
tvarkingąjį	tʋɐɾʲkʲɪnɡaːjiː
mokykliniai	mokʲiːkʲlʲɪnʲɛj
rojaliuose	ɾojæːlʲʊosʲɛ
turinčiojo	tʊrʲɪnʲtʲʃʲojo
kalbiuose	kɐlbʲʊosʲɛ
žmogiškesniuosius	ʒmoɡʲɪʃʲkʲɛsʲnʲuɔsʲʊs
gražiosios	ɡɾaːʒʲosʲos
žmogiškosiose	ʒmoːɡʲɪʃkosʲosʲɛ
blizgančioje	bʲlʲɪzɡɐnʲtʲʃʲojɛ
iškeliaujančio	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲo
davusysis	daːʋʊsʲiːsʲɪs
kova	kǒːvɐ
sėklinėmis	sʲeːkʲlʲɪnʲeːmʲɪs
dieviškesniosios	dʲjɛʋʲɪʃʲkʲɛsʲnʲosʲos
paslaptingiausius	pɐslɐptʲɪnʲɡʲæːʊsʲʊs
iškeliaujančiose	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲosʲɛ
prakeliaujančiaisiais	prɐkʲɛlʲæʊjɛnʲtʲʃʲɛjsʲɛjs
erotiškosiomis	ɛɾotʲɪʃkosʲomʲɪs
turėsimas	tʊrʲeːsʲɪmɐs
bedieviškumų	bʲɛdʲjɛʋʲɪʃkʊmuː
bučiuosiančiose	bʊtʲʃʲuɔsʲɛnʲtʲʃʲosʲɛ
seniausią	sʲɛnʲæːʊsʲæː
siuvantys	sʲʊʋɐnʲtʲiːs
haliucinuodavusiajam	hɐlʲʊtʲsʲɪnuodɐʋʊsʲɛjɛm
klaidingiausi	klɐjdʲɪnʲɡʲæːʊsʲɪ
graikiškoms	ɡrɐjkʲɪʃkoms
žvaigždyną	ʒʋɐjɡʲʒʲdʲiːnaː
pisančiuosius	pʲɪsɐnʲtʲʃʲʊosʲʊs
bedieviškaisiais	bʲɛdʲjɛʋʲɪʃkɐjsʲɛjs
vaiste	ʋaːjstʲɛ
bėgsiantiems	bʲeːɡʲsʲɛnʲtʲjɛms
ejakuliuotumėte	ɛjɛkʊlʲuotʊmʲeːtʲɛ
mažiausiųjų	mɐʒʲæːʊsʲuːjuː
orgiškiausiojoje	orʲɡʲɪʃʲkʲæːʊsʲojojɛ
mokyklinis	mokʲiːkʲlʲɪnʲɪs
saugaus	sɐʊɡɐus
mylinčiuosius	mʲiːlʲɪnʲtʲʃʲʊosʲʊs
būdami	buːdɐmʲɪ
tylinčiame	tʲiːlʲɪnʲtʲʃʲɛmʲɛ
knygos	kʲnʲiːɡos
kalbame	kɐlbɐmʲɛ
ištatuiravusio	ɪʃtɐtʊɪraːʋʊsʲo
galinčiuose	ɡaːlʲɪnʲtʲʃʲʊosʲɛ
liūtuke	lʲuːtʊkʲɛ
vištos	ʋʲɪʃtos
duosiu	duɔsʲʊ
narkotiko	nɐɾkotʲɪko
keliaujančioji	kʲɛlʲæʊjɛnʲtʲʃʲojɪ
esančiuose	ɛsɐnʲtʲʃʲʊosʲɛ
naktikovą	nɐkʲtʲɪkoʋaː
bėgančiosioms	bʲeːɡɐnʲtʲʃʲosʲoms
parkeliaujančiąją	pɐrʲkʲɛlʲæʊjɛnʲtʲʃʲæːjæː
aklųjų	ɐkluːjuː
avietė	ɐvʲiəteː
sėklinius	sʲeːkʲlʲɪnʲʊs
smulkmeniškesnių	smʊlʲkʲmʲɛnʲɪʃʲkʲɛsʲnʲuː
švelniausiose	ʃʲʋʲɛlnʲæːʊsʲosʲɛ
pieštuko	pʲiɛʃtʊko
bučiuosiančią	bʊtʲʃʲuɔsʲɛnʲtʲʃʲæː
dieviškesniajai	dʲjɛʋʲɪʃʲkʲɛsʲnʲɛjɛj
lokys	lokʲiːs
haliucinuotinas	hɐlʲʊtʲsʲɪnuotʲɪnɐs
turinčiuoju	tʊrʲɪnʲtʲʃʲʊojʊ
ištatuiruojantis	ɪʃtɐtʊɪɾuojɛnʲtʲɪs
ištatuiravome	ɪʃtɐtʊɪɾaːʋomʲɛ
nebeprisikiškiakopūsteliaudavusių	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲuː
tarnuose	tɐrnʊosʲɛ
lenkiškas	lʲæːnʲkʲɪʃkɐs
armėniškam	ɐrʲmʲeːnʲɪʃkɐm
šokusiųjų	ʃoːkʊsʲuːjuː
apkeliaujančiąja	ɐpkʲɛlʲæʊjɛnʲtʲʃʲæːjɛ
žvaigždiškiausiąja	ʒʋɐjɡʲʒʲdʲɪʃʲkʲæːʊsʲæːjɛ
arabiškuosius	ɐraːbʲɪʃkʊosʲʊs
vaistų	ʋaːjstuː
mažesne	mɐʒʲɛsʲnʲɛ
duodantis	duɔdɐnʲtʲɪs
būdavusiuose	buːdɐʋʊsʲʊosʲɛ
orgiškesniame	orʲɡʲɪʃʲkʲɛsʲnʲɛmʲɛ
mylėdavusioms	mʲiːlʲeːdɐʋʊsʲoms
izotopai	ɪzotopɐj
bėgusiems	bʲeːɡʊsʲjɛms
nuduosiantįjį	nʊduɔsʲɛnʲtʲiːjiː
gražiausias	ɡɾɐʒʲæːʊsʲɛs
vartojantieji	ʋɐrtoːjɛnʲtʲjɛjɪ
dieviškumu	dʲjɛʋʲɪʃkʊmʊ
ypatingiausiojo	iːpɐtʲɪnʲɡʲæːʊsʲojo
vokiečiams	ʋoːkʲjɛtʲʃʲɛms
svajonė	sʋɐjoːnʲeː
švediškojo	ʃʲʋʲɛdʲɪʃkojo
išdaigiojoje	ɪʃdɐjɡʲoːjojɛ
gražesnis	ɡɾɐʒʲɛsʲnʲɪs
išdaigiais	ɪʃdɐjɡʲɛjs
puslapiams	pʊslɐpʲɛms
netvarkingiausiai	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲɛj
orgiškiausiaisiais	orʲɡʲɪʃʲkʲæːʊsʲɛjsʲɛjs
meniškuosius	mʲæːnʲɪʃkʊosʲʊs
haliucinuojančiomis	hɐlʲʊtʲsʲɪnuojɛnʲtʲʃʲomʲɪs
iškeliaujančiuosiuose	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲʊosʲʊosʲɛ
dėmių	dʲeːmʲuː
žvaigždinės	ʒʋɐjɡʲʒʲdʲɪnʲeːs
aptarimo	ɐptɐɾʲɪmo
šiknalaižėje	ʃʲɪknɐlɐjʒʲeːjɛ
haliucinuosiančio	hɐlʲʊtʲsʲɪnuosʲɛnʲtʲʃʲo
turkiškąsias	tʊrʲkʲɪʃkaːsʲɛs
kalbėsiančia	kɐlbʲeːsʲɛnʲtʲʃʲɛ
myžti	mʲiːʒʲtʲɪ
žaisti	ʒɐjsʲtʲɪ
pornografiškesnieji	pornoɡrɐfʲɪʃʲkʲɛsʲnʲjɛjɪ
serbiškose	sʲɛrʲbʲɪʃkosʲɛ
estiška	ɛsʲtʲɪʃkɐ
gražiųjų	ɡɾɐʒʲuːjuː
valgančiame	ʋaːlɡɐnʲtʲʃʲɛmʲɛ
perdavėjose	pʲæːɾdɐʋʲeːjosʲɛ
ypatingoji	iːpɐtʲɪnɡojɪ
abažūrai	ɐbɐʒuːrɐɪ̯ˑ
lapėmis	laːpʲeːmʲɪs
norvegiškajame	norʋʲɛɡʲɪʃkɐjɛmʲɛ
pusdievis	pʊsʲdʲjɛʋʲɪs
pjaustei	pʲjæusʲtʲɛj
maltietiškajai	mɐlʲtʲjɛtʲɪʃkɐjɛj
kalbiai	kɐlbʲɛj
pjaustai	pʲjæustɐj
septyni	s̪ʲɛpʲt̪ʲiːn̪ʲɪ
sušlampantiesiems	sʊʃlɐmpɐnʲtʲjɛsʲjɛms
haliucinuodavusiose	hɐlʲʊtʲsʲɪnuodɐʋʊsʲosʲɛ
ištatuiruosime	ɪʃtɐtʊɪɾuosʲɪmʲɛ
saugiausiasis	sɐʊɡʲæːʊsʲɛsʲɪs
bulgariškojoje	bʊlɡaːrʲɪʃkojojɛ
bėgsiančiajame	bʲeːɡʲsʲɛnʲtʲʃʲɛjɛmʲɛ
graikiškais	ɡrɐjkʲɪʃkɐjs
ejakuliuojančia	ɛjɛkʊlʲuojɛnʲtʲʃʲɛ
erotinėse	ɛɾotʲɪnʲeːsʲɛ
ypatingesnįjį	iːpɐtʲɪnʲɡʲɛsʲnʲiːjiː
būdavusiuoju	buːdɐʋʊsʲʊojʊ
smulkmeniškesniojoje	smʊlʲkʲmʲɛnʲɪʃʲkʲɛsʲnʲoːjojɛ
norvegiškai	norʋʲɛɡʲɪʃkɐj
šakalą	ʃɐkaːlaː
kalnagūbriais	kɐlnaːɡuːbʲrʲɛjs
aukštaičiais	ɐʊkʃtɐjtʲʃʲɛjs
dieviškiausios	dʲjɛʋʲɪʃʲkʲæːʊsʲos
erotiškesniosios	ɛɾotʲɪʃʲkʲɛsʲnʲoːsʲos
matančiajame	maːtɐnʲtʲʃʲɛjɛmʲɛ
įspūdingajame	iːspuːdʲɪnɡɐjɛmʲɛ
abchaze	ɐpxaːzʲɛ
davėjams	dɐʋʲeːjɛms
tvarkingiausiosios	tʋɐɾʲkʲɪnʲɡæːʊsʲosʲos
haliucinuosite	hɐlʲʊtʲsʲɪnuosʲɪtʲɛ
portugališkoji	portʊɡaːlʲɪʃkojɪ
bedieviškiausiąją	bʲɛdʲjɛʋʲɪʃʲkʲæːʊsʲæːjæː
graikiško	ɡrɐjkʲɪʃko
daniškojo	daːnʲɪʃkojo
ejakuliavęs	ɛjɛkʊlʲæːʋʲæːs
sapnuodavusiajam	sɐpnuɔdɐʋʊsʲɛjɛm
ejakuliuodavusia	ɛjɛkʊlʲuodɐʋʊsʲɛ
mažiausiam	mɐʒʲæːʊsʲɛm
nuodingiausia	nuɔdʲɪnʲɡʲæːʊsʲɛ
suomiškajame	suɔmʲɪʃkɐjɛmʲɛ
mįslingiausiame	mʲiːsʲlʲɪnʲɡʲæːʊsʲɛmʲɛ
netvarkingiausiosios	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲosʲos
smulkmenomis	smʊlʲkʲmʲɛnomʲɪs
nuodingos	nuɔdʲɪnɡos
smulkmeniškąją	smʊlʲkʲmʲɛnʲɪʃkaːjæː
haliucinuodavusįjį	hɐlʲʊtʲsʲɪnuodɐʋʊsʲiːjiː
saugiausiąją	sɐʊɡʲæːʊsʲæːjæː
mįslingesne	mʲiːsʲlʲɪnʲɡʲɛsʲnʲɛ
upynai	ʊpʲiːnɐj
smulkmeniškumuose	smʊlʲkʲmʲɛnʲɪʃkʊmʊosʲɛ
sėklinį	sʲeːkʲlʲɪnʲiː
šiknas	ʃʲɪknɐs
estiškajam	ɛsʲtʲɪʃkɐjɛm
albaniškiems	ɐlbaːnʲɪʃʲkʲjɛms
mylinčius	mʲiːlʲɪnʲtʲʃʲʊs
duosiančius	duɔsʲɛnʲtʲʃʲʊs
blogiausiais	bloɡʲæːʊsʲɛjs
žmogiškesnė	ʒmoɡʲɪʃʲkʲɛsʲnʲeː
vaizdingesnieji	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲjɛjɪ
yda	iːdɐ
ypatingoms	iːpɐtʲɪŋɡoms
baltesniosioms	bɐlʲtʲɛsʲnʲoːsʲoms
senesniam	sʲɛnʲɛsʲnʲæːm
balsais	bɐlsɐjs
kalbantį	kɐlbɐnʲtʲi
ištatuiruojančios	ɪʃtɐtʊɪɾuɔjɛnʲtʲʃʲos
vokiečiui	ʋoːkʲjɛtʲʃʲʊɪ
nebeprisikiškiakopūsteliaujančiajam	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲɛjɛm
apipjaustydavau	ɐpʲɪpʲjæusʲtʲidɐʋɐʊ
muzika	mʊzʲɪkɐ
nuduosiančiąją	nʊduɔsʲɛnʲtʲʃʲæːjæː
vakaras	ʋaːkɐrɐs
nuodingojoje	nuɔdʲɪnɡojojɛ
šakas	ʃɐkɐs
orgiškos	orʲɡʲɪʃkos
erotiškais	ɛɾotʲɪʃkɐjs
mįslingiausiose	mʲiːsʲlʲɪnʲɡʲæːʊsʲosʲɛ
netvarkingesnysis	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲiːsʲɪs
izoterminėje	ɪzotʲɛrʲmʲɪnʲeːjɛ
išduosiančioji	ɪʃduɔsʲɛnʲtʲʃʲojɪ
šokusios	ʃoːkʊsʲos
gražesnėje	ɡɾɐʒʲɛsʲnʲeːjɛ
išbučiavau	ɪʃbʊtʲʃʲɛʋɐʊ
vartojantį	ʋɐrtoːjɛnʲtʲiː
žvaigždiniam	ʒʋɐjɡʲʒʲdʲɪnʲɛm
mįslingąją	mʲiːsʲlʲɪnɡaːjæː
abejingiausias	ɐbʲɛjɪnɡʲæːʊsʲɛs
smulkmeniškumus	smʊlʲkʲmʲɛnʲɪʃkʊmʊs
žiūriu	ʒʲuɾʲʊ
varputė	ʋaːɾpʊtʲeː
įbroliai	iːbrolʲɛj
apipjaustote	ɐpʲɪpʲjæustotʲɛ
moteriškiausiosioms	motʲɛɾʲɪʃʲkʲæːʊsʲosʲoms
upeliuose	ʊpʲæːlʲʊosʲɛ
angliškajame	aːnʲɡʲlʲɪʃkɐjɛmʲɛ
lotose	lotosɛ
kiniškajam	kʲɪnʲɪʃkɐjɛm
siuvančiosioms	sʲʊʋɐnʲtʲʃʲosʲoms
knygose	kʲnʲiːɡosʲɛ
bedieviškiausiosioms	bʲɛdʲjɛʋʲɪʃʲkʲæːʊsʲosʲoms
pisantį	pʲɪsɐnʲtʲiː
netvarkingumai	nʲɛtʋɐrʲkʲɪnɡʊmɐj
netvarkingu	nʲɛtʋɐɾʲkʲɪnɡʊ
taukai	t̪ɐʊ̯ˑkɐɪ̯ˑ
bėgsiantysis	bʲeːɡʲsʲɛnʲtʲiːsʲɪs
seniausiajai	sʲɛnʲæːʊsʲɛjɛj
ejakuliuosiantiesiems	ɛjɛkʊlʲuosʲɛnʲtʲjɛsʲjɛms
lenkiškųjų	lʲæːnʲkʲɪʃkuːjuː
nebeprisikiškiakopūsteliaudavusį	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲiː
vartojantys	ʋɐrtoːjɛnʲtʲiːs
balčiausių	bɐlʲtʲʃʲæːʊsʲuː
vaizdingose	ʋɐjzʲdʲɪnɡosʲɛ
ispaniškojoje	ɪspaːnʲɪʃkojojɛ
graikiškaisiais	ɡrɐjkʲɪʃkɐjsʲɛjs
ūsai	uːsɐɪ̯ˑ
įspūdingumai	iːspuːdʲɪnɡʊmɐj
slovėniškosiomis	sloʋʲeːnʲɪʃkosʲomʲɪs
rumuniškaisiais	rʊmʊnʲɪʃkɐjsʲɛjs
žemaitiškose	ʒʲɛmɐjtʲɪʃkosʲɛ
turėsiantieji	tʊrʲeːsʲɛnʲtʲjɛjɪ
išžiūrinčių	ɪʃʲʒʲuːrʲɪnʲtʲʃʲuː
bulgariškai	bʊlɡaːrʲɪʃkɐj
ragas	rä̌ːɡɐs̪
slovėniškiesiems	sloʋʲeːnʲɪʃʲkʲjɛsʲjems
paslaptingiausiąjį	pɐslɐptʲɪnʲɡʲæːʊsʲæːjiː
ugningesniuosiuose	ʊɡʲnʲɪnʲɡʲɛsʲnʲʊoːsʲʊosʲɛ
latvė	laːtʲʋʲeː
nebeprisikiškiakopūsteliaudavusiąsias	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲæːsʲɛs
žiūrinčiam	ʒʲuːrʲɪnʲtʲʃʲɛm
duoti	duɔtʲɪ
judėti	jʊdʲeːtʲɪ
ejakuliuotas	ɛjɛkʊlʲuotɐs
bedieviškesnį	bʲɛdʲjɛʋʲɪʃʲkʲɛsʲnʲiː
balčiausiosiomis	bɐlʲtʲʃʲæːʊsʲosʲomʲɪs
sena	sʲæːnɐ
nuodingiausiosios	nuɔdʲɪnʲɡʲæːʊsʲosʲos
klaidingiausiais	klɐjdʲɪnʲɡʲæːʊsʲɛjs
žvaigždūnes	ʒʋɐjɡʒduːnʲɛs
kalnams	kɐlnaːms
žmogiškesnių	ʒmoɡʲɪʃʲkʲɛsʲnʲuː
sakančiuose	saːkɐnʲtʲʃʲʊosʲɛ
mažiausiose	mɐʒʲæːʊsʲosʲɛ
dieviškiausiajam	dʲjɛʋʲɪʃʲkʲæːʊsʲɛjɛm
pjaustymui	pʲjæuːsʲtʲiːmʊɪ
klaidingosios	klɐjdʲɪnɡosʲos
giliausiais	ɡʲɪlʲæːʊsʲɛjs
dieviškai	dʲjɛʋʲɪʃkɐj
įnagininkus	iːnɐɡʲɪnʲɪnkʊs
galinti	ɡaːlʲɪnʲtʲɪ
pornografiškesnio	pornoɡrɐfʲɪʃʲkʲɛsʲnʲo
esančiose	ɛsɐnʲtʲʃʲosʲɛ
mįslingesniųjų	mʲiːsʲlʲɪnʲɡʲɛsʲnʲuːjuː
paslaptingosioms	pɐslɐptʲɪnɡosʲoms
serbiškais	sʲɛrʲbʲɪʃkɐjs
švelnius	ʃʲʋʲɛlnʲʊs
turinčius	tʊrʲɪnʲtʲʃʲʊs
meniško	mʲæːnʲɪʃko
čekiškose	tʲʃʲɛkʲɪʃkosʲɛ
duodavusį	duɔdɐʋʊsʲiː
naktikovui	nɐkʲtʲɪkoʋʊɪ
serbiškus	sʲɛrʲbʲɪʃkʊs
giliausiesiems	ɡʲɪlʲæːʊsʲjɛsʲjɛms
latviškąja	laːtʲʋʲɪʃkaːjɛ
nuodingiausiuosiuose	nuɔdʲɪnʲɡʲæːʊsʲʊosʲʊosʲɛ
švelnesniųjų	ʃʲʋʲɛlʲnʲɛsʲnʲuːjuː
mįslingame	mʲiːsʲlʲɪnɡɐmʲɛ
išdaigiąsias	ɪʃdɐjɡʲæːsʲɛs
lietuviškais	lʲjɛtʊʋʲɪʃkɐjs
tvarkingesniajame	tʋɐɾʲkʲɪnʲɡʲɛsʲnʲæːjɛmʲɛ
išžiūrinčiosioms	ɪʃʲʒʲuːrʲɪnʲtʲʃʲosʲoms
lietuviškomis	lʲjɛtʊʋʲɪʃkomʲɪs
dieviško	dʲjɛʋʲɪʃko
atiduodančios	ɐtʲɪduɔdɐnʲtʲʃʲos
tatuiruojančioms	tɐtʊɪruɔjɛnʲtʲʃʲoms
ypatingiausieji	iːpɐtʲɪnʲɡʲæːʊsʲjɛjɪ
lytinėje	lʲiːtʲɪnʲeːjɛ
kiaulė	kʲɛʊ̯ˑlʲeː
netvarkingesnės	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲeːs
giliose	ɡʲɪlʲosʲɛ
itališku	ɪtaːlʲɪʃkʊ
vyriškumas	ʋʲiːɾʲɪʃkʊmɐs
dieviškiausiojo	dʲjɛʋʲɪʃʲkʲæːʊsʲojo
šokančiai	ʃoːkɐnʲtʲʃʲɛj
saugiausioji	sɐʊɡʲæːʊsʲojɪ
keliai	kælɐj
dieviškumai	dʲjɛʋʲɪʃkʊmɐj
atkeliaujančiomis	ɐtkʲɛlʲæʊjɛnʲtʲʃʲomʲɪs
siuvančią	sʲʊʋɐnʲtʲʃʲæː
šaką	ʃaːkaː
prancūziškoji	prɐntsuːzʲɪʃkojɪ
seniausiaisiais	sʲɛnʲæːʊsʲɛjsʲɛjs
paslaptingesnėse	pɐslɐptʲɪnʲɡʲɛsʲnʲeːsʲɛ
pornografiškiausiųjų	pornoɡrɐfʲɪʃʲkʲæːʊsʲuːjuː
