heilum	heiːlʏm
ólöstuðum	ouːlœstʏðʏm
vonbrigði	vɔnprɪɣðɪ
kjötrétti	cʰœːtrjɛhtɪ
tryllt	tʰrɪl̥t
gerðar	cɛrðar
safna	sapna
skermi	scɛrmɪ
stokk	stɔhk
nógan	nouːan
engisprettur	eiɲcɪsprɛhtʏr
þingum	θiŋkʏm
magneu	maknɛʏ
beinhörðum	peinːhœrðʏm
mannleg	manlɛɣ
áramóta	auːramouta
ítali	iːtalɪ
minnka	miŋ̊ka
feldur	fɛltʏr
þýðingunni	θiːðiŋkʏnɪ
háttur	hauhtʏr
evrópumeistaratitilinn	ɛvroupʏmɛjstaratʰɪːtɪtlɪn
blóðuga	plouːðʏɣa
júlímánuði	juːlimauːnʏðɪ
hengdi	heiŋtɪ
görðum	kœrðʏm
blaðamannafundur	plaːðamanafʏntʏr
hugur	hʏːɣʏr
kynþáttum	cʰɪnθauhtʏm
nýrun	niːrʏn
baksundi	paːksʏntɪ
samtímanum	samtimanʏm
svanhvít	svaŋkvit
syrgja	sɪrca
snorradóttir	stnɔratouhtɪr
líkti	lixtɪ
sniðið	stnɪːðɪð
einsleit	einstleit
fíflast	fiplast
hannað	hanað
brjóta	prjouːta
vestan	vɛstan
stjörnuspegill	stjœrtnʏspeijɪtl̥
sumar	sʏːmar
viðbrugðið	vɪðprʏɣðɪð
þingfulltrúa	θiŋkfʏtl̥tʰrua
ormstunga	ɔrmstʰuŋka
knái	kʰnauːɪ
tilskipanir	tʰɪlscɪpanɪr
þýdd	θit
rúmgóður	rumkouðʏr
árborg	aurpɔrk
sigvaldason	sɪːɣvaltasɔːn
flugi	flʏːjɪ
stökkborð	stœhkpɔrð
umhverfisstofnun	ʏmkʰvɛrvɪstɔpnʏn
skefjum	scɛvjʏm
fölbláum	fœlplauʏm
iðkendum	ɪθkɛntʏm
hvítan	kʰviːtan
veiðist	veiːðɪst
bandalags	pantalaxs
haugalygi	hœiːɣaliːjɪ
telji	tʰɛljɪ
vítaköst	viːtakœst
klifrar	kʰlɪvrar
lyfjagras	lɪvjakraːs
orðsendingu	ɔrðsɛntiŋkʏ
sorpu	sɔr̥pʏ
álftir	aul̥tɪr
gestsins	cɛstsɪns
mögulega	mœːɣʏlɛɣa
boðist	pɔːðɪst
fræðsluþættir	fraiðstlʏθaihtɪr
hnoðaði	n̥ɔːðaðɪ
grafískur	kraːfiskʏr
veðjaði	vɛðjaðɪ
borgarholtsskóla	pɔrkarhɔl̥tskouːla
frakkavasa	frahkavaːsa
asni	astnɪ
staddir	statɪr
tiltekið	tʰɪltʰɛcɪð
húsbréfa	huːsprjɛva
himneska	hɪmnɛska
beggu	pɛkʏ
ílát	iːlaut
hlægilegt	l̥aijɪlɛxt
örlagaríka	œrlaɣariːka
hænum	haiːnʏm
smáa	smauːa
oddsdóttir	ɔtstouhtɪr
sparkað	spar̥kað
magasár	maːɣasauːr
halls	hals
kankvíslega	kʰan̥kvistlɛɣa
prump	pʰrʏm̥p
lúðurinn	luːðʏrɪn
trúnaðarstörfum	tʰruːnaðarstœrvʏm
skaupið	skœipɪð
þekur	θɛːkʏr
vísindamönnum	viːsɪntamœnʏm
kynnu	cʰɪnʏ
gamanmynd	kaːmanmɪnt
olíusvæðinu	ɔːlijʏsvaːjðɪnʏ
hvíldardegi	kʰviltartɛːjɪ
menntasetrið	mɛn̥tasɛːtrɪð
verslunarmaður	vɛr̥stlʏnarmaːðʏr
alli	alɪ
tilneyddur	tʰɪlneitʏr
skildagatíð	scɪltaɣatʰiːð
brynjar	prɪnjar
smyrsl	smɪr̥stl̥
velfarnaðar	vɛlfartnaðar
rækjuvinnslu	raiːcʏvɪnstla
karaoki	kʰaːraouːcɪ
flýtið	fliːtɪð
skalla	skatla
leiðinlegur	leiːðɪlɛɣʏr
fasteignaverð	fasteiknavɛrð
öryrkjabandalagsins	œːrɪr̥capantalaxsɪns
símafyrirtækin	siːmafɪːrɪtaiːcɪn
hugbúnaðarins	hʏɣpunaðarɪns
kynbótastöð	cʰɪmpoutastœːð
liðs	lɪðs
mógilsá	mouːcɪlsauː
handlæknar	hantlajhknar
virtist	vɪr̥tɪst
skarphéðinsdóttur	skar̥pçɛðɪnstouhtʏr
súdan	suːtan
táknræna	tʰauhkraina
ey	eiː
dogma	tɔkma
glærusýningagerð	klaːjrʏsiːniŋkacɛrð
ítalskra	iːtalskra
vesturlandabúa	vɛstʏrlantapuːa
norðfjarðar	nɔrðfjarðar
vikuskýrslan	vɪːkʏscistlan
spenna	spɛna
kvöldkjólum	kʰvœltcʰoulʏm
hesthúsinu	hɛsthusɪnʏ
staðið	staːðɪð
fyrrverandi	fɪrvɛrantɪ
þurftir	θʏr̥tɪr
yfirheyrsla	ɪːvɪrheir̥stla
undanúrslitunum	ʏntanur̥stlɪtɔnʏm
trölladeig	tʰrœtlateiːɣ
lofaðir	lɔːvaðɪr
varnarmálum	vartnarmauːlʏm
snjóflóð	stnjouːflouð
formin	fɔrmɪn
vinnu	vɪnʏ
sterkara	stɛr̥kara
snyrt	stnɪr̥t
símtala	simtala
kynþáttafordómum	cʰɪnθauhtafɔrtoumʏm
þrándur	θrauntʏr
ilminn	ɪlmɪn
æfðu	aivðʏ
flensborgarskóla	flɛnspɔrkarskouːla
heilbrigðu	heilprɪɣðʏ
gargandi	karkantɪ
ísfélaginu	iːsfjɛlaijɪnʏ
tónsmíðum	tʰounsmiðʏm
sláandi	stlauːantɪ
frönskum	frœnskʏm
skapast	skaːpast
hörðu	hœrðʏ
leitarorðin	lɛːjtarɔrðɪn
blóðrauð	plouðrœið
næturvörðurinn	naiːtʏrvœrðʏrɪn
nepjunni	nɛːpjʏnɪ
lærifaðir	laiːrɪfaːðɪr
blýið	pliːjɪð
umfangsmiklar	ʏmfauŋsmɪhklar
hverjir	kʰvɛrjɪr
hryllileg	r̥ɪtlɪlɛɣ
fastefnisskilvindur	fastɛpnɪscɪlvɪntʏr
skepna	scɛhpna
frumraun	frʏmrœin
ögrandi	œɣrantɪ
fartölvunotendur	far̥tʰœlvʏnɔːtɛntʏr
aðrennslisgöng	aðrɛnstlɪskœjŋk
óvissu	ouːvɪsʏ
spinnerspúnn	spɪnɛr̥sputn̥
hálfur	haulvʏr
geitungaofsóknum	cɛːjtuŋkaɔfsouhknʏm
hitna	hɪhtna
risa	rɪːsa
þreyttir	θreihtɪr
baráttusveitina	paːrauhtʏsveiːtɪna
ferskum	fɛr̥skʏm
spekt	spɛxt
ákall	auːkatl̥
tónlistarmenn	tʰounlɪstarmɛn
agnarögn	aknarœkn̥
rýndi	rintɪ
heimasætur	heiːmasaiːtʏr
ferðalaginu	fɛrðalaːjɪnʏ
sumarbústaðinn	sʏːmarpuːstaðɪn
dróst	troust
aðaldal	aːðaltaːl
dæmd	taimt
ásgrímsdóttir	auːskrimstouhtɪr
nefmæltur	nɛːvmail̥tʏr
samyrkjubú	saːmɪr̥cʏpuː
ungur	uŋkʏr
óvæntu	ouːvain̥tʏ
lands	lants
grisju	krɪːsjʏ
útfærsla	uːtfair̥stla
áhugaverðan	auːhʏɣavɛrðan
marðarskinnshúfu	marðaskɪnshuːvʏ
slagorð	stlaːɣɔrð
skítamórall	sciːtamouːratl̥
kvenhormónum	kʰvɛnhɔrmounʏm
hundraða	hʏntraða
uppsögn	ʏhpsœkn̥
starfsgreinaráð	starskrɛjnaraːuð
smásagnasafn	smaːusaknasapn̥
marinósdóttir	maːrinoustouhtɪr
steina	steiːna
granada	kraːnata
sjónlista	sjounlɪsta
fullfermi	fʏtl̥fɛrmɪ
náttkjól	nauhtcoul
sóa	souːa
þýddu	θitʏ
magi	maːjɪ
afganskra	avkanskra
sjómennsku	sjouːmɛnskʏ
skipulagsmálum	scɪːpʏlaxsmauːlʏm
listalífi	lɪstaliːvɪ
brjóstahöldurum	prjoustahœltʏrʏm
mestar	mɛstar
kurl	kʰʏrtl̥
jaðarsbakkalaug	jaːðar̥spahkalœiːɣ
hlutverks	l̥ʏːtvɛr̥ks
heilmikla	heilmɪhkla
þurfti	θʏr̥tɪ
vora	vɔːra
barta	par̥ta
brutust	prʏːtʏst
svokölluðu	svɔːkœtlʏðʏ
niðurskurðar	nɪːðʏrskʏrðar
lofthjúpnum	lɔftçuhpnʏm
biblíulestur	pɪplijʏlɛstʏr
dagmarar	taɣmarar
bitlausan	pɪːtlœjsan
rekkjurnar	rɛhcʏtnar
hvítnaði	kʰvihtnaðɪ
leiguhúsnæði	leiːɣʏhuːstnaiðɪ
stjórnmálaflokkum	stjourtn̥maulaflɔhkʏm
sænskan	sainskan
hjúpa	çuːpa
breytilegt	preiːtɪlɛxt
svæðin	svaiːðɪn
handhafa	hanthava
aksturs	akstʏr̥s
stúkuna	stuːkʏna
heiðurinn	heiːðʏrɪn
tilfinning	tʰɪlfɪniŋk
vefsíðugerð	vɛfsiðʏcɛrð
einhleyp	ɛjnl̥ɛːjp
fréttamönnum	frjɛhtamœnʏm
nýlegu	niːlɛɣʏ
geðshræring	cɛðsr̥ajriŋk
áætlar	auːaihtlar
básinn	pauːsɪn
hérna	çɛtna
óhagstæð	ouːhaxstaið
skírskotar	scir̥skɔðar
úrskurðarnefndar	ur̥skʏrðarnɛmtar
spilamennskan	spɪːlamɛnskan
flytjenda	flɪːtjɛnta
mosalag	mɔːsalaɣ
listaverki	lɪstavɛr̥cɪ
lesbók	lɛːspouk
hugðust	hʏɣðʏst
indæll	ɪntaitl̥
penni	pʰɛtnɪ
labbar	lapar
framfarastofnunar	framfarastɔpnʏnar
hrunamannahreppi	r̥ʏːnamanar̥ɛhpɪ
meginástæðan	meijɪnauːstaiðan
fullyrði	fʏtlɪrðɪ
samþykkjandi	samθɪhcantɪ
ferðalöngum	fɛrðalœŋkʏm
prestur	pʰrɛstʏr
stella	stɛla
pínulítill	pʰiːnʏliːtɪtl̥
týnast	tʰiːnast
leikjatölvu	lɛːjcatʰœlvʏ
sandblástur	santplaustʏr
búnar	puːnar
litir	lɪːtɪr
leirnum	leirtnʏm
kröfuharður	kʰrœːvʏharðʏr
frumunni	frʏːmʏnɪ
eldhúsgólfinu	ɛlthuskoulvɪnʏ
hinriksdóttir	hɪnrɪkstouhtɪr
heimaverkefnið	hɛːjmavɛr̥kɛpnɪð
dimmdi	tɪmtɪ
sárasjaldan	sauːrasjaltan
jóga	jouːka
þvöguna	θvœːɣʏna
værð	vairð
gallganga	katl̥kauŋka
fossinum	fɔsɪnʏm
vinnustað	vɪnʏstaːð
heildarmyndina	heiltarmɪntɪna
heyskap	heiːskap
herdeildarbókara	hɛrteiltarpouːkara
velkomið	vɛlkʰɔmɪð
greiðslumat	kreiðstlʏmaːt
ætlastu	aihtlastʏ
rottur	rɔhtʏm
bæjarstjórinn	paiːjastjouːrɪn
leikstjórar	leiːkstjourar
hers	hɛr̥s
uppvægur	ʏhpvaiɣʏr
kveiki	kʰveiːcɪ
skólastarf	skouːlastarv
íbúðarverði	iːpuðarvɛrðɪ
afhentu	aːvhɛn̥tʏ
teigsbjargi	tʰɛjxspjarcɪ
símonarson	siːmɔnarsɔːn
rómönsku	roumœnskʏ
tyggigúmmíið	tʰɪcɪkumijɪð
fjarskiptastofnunar	fjar̥scɪftastɔpnʏnar
áheyrandi	aːuhɛjrantɪ
vellina	vɛtlɪna
utanlandsferðar	ʏːtanlantsfɛrðar
mallorca	maijɔr̥ka
sóma	souːma
útvarpstækið	uːtvar̥pstaicɪð
uppmáluð	ʏhpmaulʏð
skírdag	scirtaɣ
boða	pɔːða
gult	kʏl̥t
borghildi	pɔrkhɪltɪ
hugsmiðjunnar	hʏksmɪðjʏnar
pálssonar	pʰaulsɔnar
setjum	sɛːtjʏm
jens	jɛns
málskostnað	maulskʰɔstnað
ármannssonar	aurmansɔːnar
sérkennilega	sjɛr̥cɛnɪlɛɣa
blíða	pliːða
stjórnarinnar	stjourtnarɪnar
dáleidd	tauːleit
gildru	cɪltrʏ
stimplaðu	stɪm̥plaðʏ
ellý	ɛli
lóu	louːʏ
reykjadalslækur	rɛːjcatalstlajːkʏr
hálka	haul̥ka
listilega	lɪstɪlɛɣa
sjónvarpsauglýsingar	sjounvar̥sœjɣlisiŋkar
uppsetningu	ʏhpsɛhtniŋkʏ
þvælu	θvaiːlʏ
kennslustundum	cʰɛnstlʏstʏntʏm
stykkishólmskirkju	stɪhcɪshoulmscɪr̥cʏ
blandi	plantɪ
öruggu	œːrʏkʏ
styrkurinn	stɪr̥kʏrɪn
þingflokks	θiŋkflɔhks
athugull	aːtʏɣʏtl̥
slyngur	stliŋkʏr
þokunni	θɔːkʏnɪ
gauknum	kœihknʏm
árekstri	auːrɛkstrɪ
beirút	peiːrut
uppfyllingu	ʏhpfɪtliŋkʏ
vöggugjöf	vœkʏcœːv
þyrpingar	θɪr̥piŋkar
mundum	mʏntʏm
myndarbrag	mɪntarpraːɣ
gangandi	kauŋkantɪ
liður	lɪðʏr
hvílíkur	kʰviːlikʏr
vélabrögð	vjɛːlaprœɣð
megavatta	mɛːkavahta
sjálfsbjargarhúsinu	sjaulspjarkar
hvatamaður	kʰvaːtamaːðʏr
feluleik	fɛːlʏleiːk
bleyjuna	plɛjʏna
bakslag	paːkstlaɣ
blönduðum	plœntʏðʏm
kosnir	kʰɔstnɪr
söngstjóri	sœiŋkstjourɪ
snjóar	stnjouːar
lífsnauðsynlegt	lifstnœiðsɪnɛxt
einstæðu	einstaiðʏ
mikilsverða	mɪːcɪlsvɛrða
jakar	jaːkar
dæmigert	taiːmɪcɛr̥t
svartfuglar	svar̥tfʏklar
rituð	rɪːtʏð
víóluleikari	viːjoulʏleiːkarɪ
sprett	sprɛht
gráðið	krauːðɪð
afloknum	avlɔhknʏm
lömuð	lœːmʏð
byggingunni	pɪciŋkʏnɪ
liggðu	lɪɣðʏ
tjörnesi	tʰjœrnɛsɪ
yfirdýralæknir	ɪːvɪrtiralaihknɪr
uxum	ʏksʏm
hrúturinn	r̥uːtʏrɪn
reglulegum	rɛklʏlɛɣʏm
barnaherberginu	patnahɛrpɛcɪnʏ
sýslu	sistlʏ
svört	svœr̥t
varúðarráðstöfun	vaːruðarauðstœvʏn
útboðslýsingu	uːtpɔðstliːsiŋkʏ
karlfjandanum	kʰatlfjantanʏm
boggu	pɔkʏ
útborgun	uːtpɔrkʏn
lítil	liːtɪl
stofudyrnar	stɔːvʏtɪrtnar
tommi	tʰɔmɪ
innlenda	ɪnlɛnta
friðargæslumenn	frɪːðarcajstlʏmɛn
stærstum	stair̥stʏm
sólstólum	soulstoulʏm
fólust	fouːlʏst
spákona	spauːkɔna
skemmtikraftur	scɛm̥tɪkraftʏr
tómstundum	tʰoumstʏntʏm
leyndardómsfullur	leintartoumsfʏtlʏr
skyrpt	scɪr̥t
kjallaradyrnar	cʰatlaratɪtnar
drykkjunni	trɪhcʏnɪ
snurðulaust	stnʏrðʏlœist
öfundin	œːvʏntɪn
eingöngu	eiŋkœiŋkʏ
fagmannlega	faɣmanlɛɣa
hertri	hɛr̥trɪ
vits	vɪːts
yfirmaðurinn	ɪːvɪrmaːðʏrɪn
mjóhryggsstuðningur	mjouːr̥ɪkstʏðniŋkʏr
margs	marks
lifrarpylsu	lɪvrar̥pʰɪlsʏ
viðureigninni	vɪːðʏreiknɪnɪ
taraldseyju	tʰaːraltsɛjʏ
skerminn	scɛrmɪn
teigs	tʰeixs
herbúðir	hɛrpuðɪr
dökk	tœhk
bæjargili	paiːjarcɪːlɪ
verðbætur	vɛrðpaitʏr
upphafið	ʏhphavɪð
yfirveguð	ɪːvɪrvɛːɣʏð
efnum	ɛpnʏm
formi	fɔrmɪ
stjórntæki	stjourtn̥taicɪ
jóhannesi	jouːhanɛsɪ
múra	muːra
þjónana	θjouːnana
vanrækt	vanraixt
tunglskini	tʰuŋlscɪnɪ
andstæðinganna	antstaiðiŋkana
herslumuninn	hɛr̥stlʏmʏːnɪn
hvítblæði	kʰviːtplaiðɪ
erlendan	ɛrlɛntan
glæsilegri	klaiːsɪlɛɣrɪ
bindum	pɪntʏm
henrik	hɛnrɪk
sjálfsvitund	sjaulsvɪtʏnt
órólega	ouːroulɛɣa
evrur	ɛvrʏr
kona	kʰɔːna
megindráttum	meijɪntrauhtʏm
sjúklingana	sjuhkliŋkana
hælinn	haiːlɪn
undirtökunum	ʏntɪrtœːkɔnʏm
tapaðist	tʰaːpaðɪst
tekjutryggingar	tʰɛːcʏtʰrɪciŋkar
nes	nɛːs
afþakkaði	afθahkaðɪ
tenging	tʰeiɲciŋk
viljinn	vɪljɪn
tamdi	tʰamtɪ
teninganna	tʰɛːniŋkana
soltin	sɔl̥tɪn
loftneti	lɔftnɛtɪ
sötra	sœːtra
kveðjustund	kʰvɛðjʏstʏnt
heimaey	heiːmaeiː
stækkuð	staihkʏð
íraks	iːraks
fingur	fiŋkʏr
sjúkrabifreið	sjuːkrapɪvreið
náttlampanum	nauhtlam̥panʏm
klemmd	kʰlɛmt
sjúkdóm	sjuktoum
rúmt	rum̥t
ákveðnari	auːkʰvɛðnarɪ
brekkuskóla	prɛhkʏskouːla
næturvaktar	naiːtʏrvaxtar
sæi	saiːjɪ
vímuefna	viːmʏɛpna
eldfjall	ɛltfjatl̥
ármótunum	aurmoutɔnʏm
langstærsti	lauŋkstaistɪ
verslunar	vɛr̥stlʏnar
fatla	fahtla
aktu	axtʏ
dreifingar	treiːviŋkar
engilinn	eiɲcɪlɪn
molann	mɔːlan
ráðgjafans	rauðcavans
ultu	ʏl̥tʏ
frétti	frjɛhtɪ
áhrifavaldar	auːr̥ɪvavaltar
rússneskri	rustnɛskrɪ
plánetu	pʰlauːnɛtʏ
sjómenn	sjouːmɛn
skjannahvít	scanakviːt
hugðarefnum	hʏɣðarɛpnʏm
sum	sʏːm
fimmtudaginn	fɪm̥tʏtaːjɪn
skopmynd	skɔːpmɪnt
aukinheldur	œiːcɪnhɛltʏr
bindast	pɪntast
rullu	rʏtlʏ
girðingunni	cɪrðiŋkʏnɪ
kúnni	kʰunɪ
margbreytileg	markprɛjtɪlɛːɣ
letilífinu	lɛːtɪliːvɪnʏ
bardaganum	partaɣanʏm
spuna	spʏːna
leiga	leiːɣa
seldir	sɛltɪr
hagkaupi	haɣkœipɪ
steingríms	steiŋkrims
hliðum	l̥ɪːðʏm
árna	autna
eftirvænting	ɛftɪrvain̥tiŋk
langrar	lauŋkrar
korku	kʰɔr̥kʏ
kinnbeinin	cʰɪnpeinɪn
kortafyrirtækjunum	kʰɔr̥tafɪːrɪrtʰaːjcɔnʏm
ljósmyndun	ljouːsmʏntʏn
ávextir	auːvɛkstɪr
grasflötinni	kraːsflœtɪnɪ
húsvegg	huːsvɛk
kreditkorti	kʰrɛːtitkɔr̥tɪ
umkringdu	ʏmkʰriŋtʏ
sykrinum	sɪːkrɪnʏm
myndavél	mɪntavjɛːl
síli	siːlɪ
hnýsast	n̥iːsast
starfsmannanna	starvsmanana
kverkar	kʰvɛr̥kar
poppkorn	pʰɔhpkɔtn
heilsuspillandi	heilsʏspɪtlantɪ
flass	flas
konur	kʰɔːnʏr
nýsköpunarsjóður	niːskœpʏnarsjouːðʏr
næmt	naim̥t
heimaleik	heiːmaleiːk
kynjum	cʰɪnjʏm
mannslíf	manstliv
kristalshöndlarinn	kʰrɪstalshœntlarɪn
munns	mʏns
þróunarvinnu	θrouːʏnarvɪnʏ
arfleiddi	arvleitɪ
skenknum	sceiɲ̊knʏm
landsbyggðarinnar	lantspɪɣðarɪnar
öryggiskröfur	œːrɪcɪskrœːvʏr
fola	fɔːla
römbuðum	rœmpʏðʏm
þrjár	θrjauːr
hörfaði	hœrvaðɪ
strýkur	striːkʏr
pokar	pʰɔːkar
skinni	scɪnɪ
ásatrú	aːusatʰruː
barr	par
neyðumst	neiːðʏmst
snúningshraðamæli	stnuːniŋsr̥aðamaːjlɪ
bólan	pouːlan
salatplöntur	saːlatpʰlœn̥tʏr
hnettir	n̥ɛhtɪr
teigmörk	tʰɛːjɣmœr̥k
skemmtigarðinn	scɛm̥tɪkarðɪn
skvettist	skvɛhtɪst
jafnmikla	japmɪhkla
bertil	pɛr̥tɪl
friðlaus	frɪðlœis
hótunum	houːtʏnʏm
kvikmyndum	kʰvɪːkmɪntʏm
framkvæmdasýsla	framkʰvajmtasistla
sakir	saːcɪr
nunnuklaustri	nʏnʏkʰlœjstrɪ
líklega	liːklɛɣa
greinarnar	kreiːnatnar
pöntuðu	pʰœn̥tʏðʏ
venjulegar	vɛnjʏlɛɣar
djásn	tjaustn̥
óviljandi	ouːvɪljantɪ
olís	ɔːlis
ávinning	auːvɪniŋk
flugmönnum	flʏɣmœnʏm
hefndar	hɛmtar
dauðastjörnunni	tœiðastjœrtnʏnɪ
nasa	naːsa
barnsburð	paspʏrð
skerðingu	scɛrðiŋkʏ
vatnsmýrin	vasmirɪn
högni	hœknɪ
svívirðu	sviːvɪrðʏ
sendiráðið	sɛntɪrauːðɪð
hliðstæðum	l̥ɪðstaiðʏm
keflavíkurkirkja	cʰɛplavikʏrcɪr̥ca
lögreglumannanna	lœɣrɛklʏmanana
gylltri	cɪl̥trɪ
haldarann	haltaran
menntuðu	mɛn̥tʏðʏ
gakktu	kaxtʏ
stöðvuð	stœðvʏð
markaðsstjóri	mar̥kaðstjouːrɪ
smiðjusafn	smɪðjʏsapn̥
kristnir	kʰrɪstnɪr
mötuneyti	mœːtʏneiːtɪ
stríðni	striðnɪ
ritröð	rɪːtrœð
dómarans	touːmarans
spóla	spouːla
gufunni	kʏːvʏnɪ
bjartsson	pjar̥tsɔn
rokk	rɔhk
hnattvæðingar	n̥ahtvaiðiŋkar
sleða	stlɛːða
tanna	tʰana
mittið	mɪhtɪð
tunguvegi	tʰuŋkʏveiːjɪ
arðsemisgreiningu	arðsɛmɪskrɛjniŋkʏ
stúdentsgjöfin	stuːtɛn̥tscœːvɪn
alþjóðavæðing	alθjouðavaiːðiŋk
dræpist	traiːpɪst
stýrið	stiːrɪð
valdandi	valtantɪ
feldinn	fɛltin
krá	kʰrauː
húsavíkur	huːsaviːkʏr
sóttir	souhtɪr
sérfræðiþekkingu	sjɛr̥fraiðɪθɛhciŋkʏ
annað	anað
heimavöllurinn	hɛːjmavœtlʏrɪn
framleiddi	framleitɪ
laugardalslaugin	lœiːɣatalslœiːjɪn
vetrarkvöld	vɛːtrar̥kʰvœlt
óvenju	ouːvɛnjʏ
dúnkenndum	tuːncʰɛntʏm
rætur	raiːtʏr
rækjukvóta	raːjcʏkʰvouːta
þrýst	θrist
fálka	faul̥ka
bernharð	pɛrnharð
leikhúsferð	leiːkhusfɛrð
kyn	cʰɪːn
tískusýningu	tʰiskʏsiːniŋkʏ
tökur	tʰœːkʏr
rimlanna	rɪmlana
ungviðið	uŋkvɪðɪð
blund	plʏnt
blússi	plusɪ
flugfélagsins	flʏxfjɛlaxsɪns
lúin	luːɪn
tautar	tʰœiːtar
kolviðarhóli	kʰɔlvɪðarhouːlɪ
kringum	kʰriŋkʏm
ragnarsdóttur	raknar̥stouhtʏr
engill	eiɲcɪtl̥
stalíns	staːlins
dettifossi	tɛhtɪfɔsɪ
mjólkurkaffi	mjoul̥kʏrkafɪ
jörðum	jœrðʏm
svipaðir	svɪːpaðɪr
hörpu	hœr̥pʏ
upplyftandi	ʏhplɪftantɪ
víðáttumikil	viːðauhtʏmɪːcɪtl̥
klesstir	kʰlɛstɪr
hlýddum	l̥itʏm
hlut	l̥ʏːt
deildakeppninni	teiltacʰɛhpnɪnɪ
amast	aːmast
umfjöllunarefni	ʏmfjœtlʏnarɛpnɪ
baldursgötu	paltʏr̥skœːtʏ
skyldirðu	scɪltɪrʏ
sólskinsbros	soulscɪnsprɔːs
fljótu	fljouːtʏ
framsætinu	framsaitɪnʏ
draumaheimi	trœimahɛːjmɪ
makkann	mahkan
heilbrigðisþjónusta	heilprɪɣðɪsθjouːnʏsta
karlakórinn	kʰatlakouːrɪn
svívirðingar	sviːvɪrðiŋkar
grísku	kriskʏ
kantlengd	kʰan̥tlɛjŋt
sameiningar	saːmeiniŋkar
þjóðarbókhlöðunni	θjouːðarpoukl̥œðʏnɪ
lyftust	lɪftʏst
stofuborðinu	stɔːvʏpɔrðɪnʏ
ísköldu	iːskʰœltʏ
misstum	mɪstʏm
erfidrykkju	ɛrvɪtrɪhcʏ
menningarsamstarf	mɛniŋkar̥samstarv
staupinu	stœiːpɪnʏ
dálítill	tauːlitɪtl̥
textanum	tʰɛkstanʏm
rentu	rɛn̥tʏ
fúlu	fuːlʏ
baldurssonar	paltʏr̥sɔːnar
tengdaforeldra	tʰeiŋtafɔːrɛltra
þöktum	θœxtʏm
pæla	pʰaiːla
gaupum	kœipʏm
freistast	freistast
viki	vɪːcɪ
atla	ahtla
ljóstra	ljoustra
ánægjulegu	auːnaijʏlɛɣʏ
fasteignamiðlun	fastɛjknamɪðlʏn
sjálfstæðum	sjaulstaiðʏm
slóveníu	stlouːvɛnijʏ
kyrran	cʰɪran
mann	man
útbreiddan	uːtpreitan
dauðlegur	tœiðlɛɣʏr
gagnlegar	kaklɛɣar
sterkum	stɛr̥kʏm
ísheimar	iːshɛjmar
stöldruðu	stœltrʏðʏ
aðkomu	aðkʰɔmʏ
vestfirði	vɛstfɪrðɪ
þerra	θɛra
eflir	ɛplɪr
skýrðist	sciːrðɪst
heiðblár	heiðplaur
átökin	auːtœcɪn
þjóðveginn	θjouðveijɪn
útblástursefni	uːtplaustʏr̥sɛpnɪ
sprottið	sprɔhtɪð
spiluð	spɪːlʏð
hlálegt	l̥auːlɛxt
náttfötum	nauhtfœtʏm
auðri	œiðrɪ
útvarpsins	uːtvar̥psɪns
uppgefið	ʏhpcɛvɪð
fuglanna	fʏklana
utanríkisráðherrann	ʏːtanricɪsrauːðhɛran
bank	pauŋ̊k
klóra	kʰlouːra
mjólkurvinnslu	mjoul̥kʏrvɪnstlʏ
jónassyni	jouːnasɪːnɪ
uppkomin	ʏhpkʰɔmɪn
illt	il̥t
bókasafnsins	pouːkasapsɪns
skilur	scɪːlʏr
bráðlega	prauðlɛɣa
hlustandans	l̥ʏstantans
sársauki	saur̥sœicɪ
fimmtudagsmorgnum	fɪm̥tʏtaksmɔrtnʏm
kjaftaði	cʰaftaðɪ
daufir	tœiːvɪr
mataræði	maːtaraiːðɪ
versnun	vɛr̥stnʏn
vittu	vɪhtʏ
ítrekar	iːtrɛkar
dagnýju	taɣnijʏ
beindu	peintʏ
yfirborðsfjölliðunar	ɪːvɪr̥pɔrðsfjœlɪðʏnar
styrkur	stɪr̥kʏr
ringlaðan	riŋklaðan
hrísgrjón	r̥iːskrjoun
eggheimta	ɛkhɛjm̥ta
gamanmyndinni	kaːmanmɪntɪnɪ
öddu	œtʏ
fyrirheitum	fɪːrɪrheiːtʏm
setjið	sɛːtjɪð
kosningunum	kʰɔstniŋkɔnʏm
snæfjallahreppur	stnaːjfjatlar̥ɛhpʏr
krossinum	kʰrɔsɪnʏm
raktar	raxtar
risafrumuæðabólgu	rɪːsafrʏmʏajːðapoulkʏ
sendandi	sɛntantɪ
viðbygging	vɪðpɪciŋk
háð	hauːð
bakinu	paːcɪnʏ
svellum	svɛtlʏm
innanlandsmarkaði	ɪnanlantsmar̥kaðɪ
rækjufrystitogara	raːjcʏfrɪstɪtʰɔːɣara
lyftan	lɪftan
appelsínusíld	ahpɛlsinʏsilt
ruglað	rʏklað
sjávarmáls	sjaːuvarmauls
tilskildum	tʰɪlscɪltʏm
fúlir	fuːlɪr
ofursvala	ɔːvʏr̥svaːla
punktinn	pʰuŋ̥tɪn
sönnuðu	sœnʏðʏ
leikmaður	leiːkmaðʏr
fjárhundur	fjaːurhʏntʏr
kannski	kʰanscɪ
norðanátt	nɔrðanauht
skörungnum	skœːruŋknʏm
hlutafé	l̥ʏːtafjɛː
dýpst	tifst
