σκορδόψωμα	skoɾðopsoma
κόκκινα	kocina
αποκερματισμούσ	apoceɾmatizmus
ανάδοχοσ	anaðoxos
σικελία	sicelia
αμαλιάδα	amaʎada
λερώνομαι	leɾonome
αβγοκομμένεσ	avɣokomenes
τρελάθηκα	tɾelaθika
λάκαινα	lacena
μαντεύω	mandevo
διαλυμένα	ðʝalimena
κατέστη	katesti
άσκησα	ascisa
γκαστρωμένου	ɡastromenu
λάκων	lakon
τρομάζω	tromazo
ανασκάφτουμε	anaskaftume
ιούλιε	iulie
περπατάω	peɾpatao
επιστρέφομε	epistɾefome
φτου	ftu
ενρινότητασ	enrinotitas
κακοκεφιά	kakocefi̯a
ταχυφαγείο	taçifaʝio
αδιευκρίνιστοσ	aðiefkɾinistos
αρδεύθηκα	aɾðefθika
πολεμούσα	polemusa
αναγκάζομαι	anaŋɡazome
υδρόβιοσ	iðrovios
μαζικότατη	mazikotati
αγγλοποιώ	aŋɡlopio
μπερδεύω	beɾðevo
ματόκλαδων	matoklaðon
αγύρτησ	aʝiɾtis
μα	ma
πύργο	pirɣo
οργή	orʝi
ξεριζώνομαι	kseɾizonome
χτύπησα	xtipisa
κουπάκια	kupaca
ιούνησ	iunis
μυταρού	mitaɾu
διψασμένη	ðipsazmeni
έσκισα	escisa
σκασμένοι	skazmeni
κωνσταντινουπόλεωσ	konstandinupoleos
μποϊκοταρίστηκα	boikotaɾistika
υπολογισμένεσ	ipoloʝizmenes
κρούομαι	kruome
σκουντιέμαι	skundʝeme
εξημερώσεισ	eksimeɾosis
κάλυμνε	kalimne
αποτρέπομαι	apotɾepome
ανέπνευσα	anepnefsa
θερμοδυναμικέ	θermoðinamice
ανεμελιών	anemeʎon
σημάδεψα	simaðepsa
κυκλοφοράω	ciklofoɾao
ανοιξιάτικα	aniksçatika
ταράζω	tarazo
μητρική	mitrici
μπερδεύομαι	beɾðevome
υπολείπομαι	ipolipo
εξαναγκάζω	eksanaŋɡazo
πιόνια	pionia
υπερφορτώνομαι	ipeɾfoɾtonome
εφοδιάζομαι	efoðiazo
πείστηκα	pistika
εννοούμαι	enoume
ηλικιωμένη	iliciomeni
έτρεμα	etrema
αεροφωτογράφισα	aerofotoɣrafisa
υποθηκεύτηκα	ipoθiceftika
ἀγορά	aɣoɾa
απάλειψα	apalipsa
χρονολόγηση	xronoloʝisi
λυνόντουσαν	linondusan
εύχεται	efçete
δεκαεννέα	ðekaenea
ψόφοσ	psofos
ανοίγομαι	aniɣome
πιθάρι	piθari
ολόκληροσ	olokliros
απαρχαιωμένη	aparçeomeni
λάκωνα	lakona
φίλησα	filisa
σχολίου	sxoliu
αιτιοκρατιών	etiokration
χειλιού	çiʎu
αποζημιώσεισ	apozimiosis
υποδιαστολή	ipoðiastoli
φλώρινα	floɾina
δημητράκησ	ðimitɾacis
μαζικότεροι	mazikoteri
παραβάλλεται	paɾavalete
νυστάζω	nistazo
συνάπτω	sinapto
προσελκύουμε	proselciume
ανησύχησα	anisixo
αραχνιασμένουσ	aɾaxɲazmenus
ορθώνω	oɾθono
ευσεβέστατα	efsevestata
κραγμένου	kraɣmenu
αγγουριών	aŋɡuɾʝon
έπλευσα	eplefsa
χαλάστηκα	xalastika
ποικίλο	picilo
χέσιμο	çesimo
άγιοι	aʝii
πουσταρέλι	pustaɾeli
συνεχίζουμε	sineçizume
διαρρέω	ðʝareo
ακοή	akoi
άλγοσ	alɣos
αιμομιξία	emomiksia
μπόλικη	bolici
υπολογισμένοσ	ipoloʝizmenos
χρειάστηκα	xɾiastika
συμπολεμίστρια	simbolemistria
τρίτων	tɾiton
φτάστηκα	ftastika
μπονατσάρισε	bonatsaɾise
προστέθηκα	prosteθika
βλήθηκα	vliθika
απαράδεκτη	apaɾaðekti
μουσκεύτηκα	musceftika
σφύζω	sfizo
ποδόσφαιρο	poðosfero
κουταλιά	kutaʎa
καταφρόνεσα	katafɾonesa
υπολογισμένουσ	ipoloʝizmenus
βροντοχτυπούσα	vɾondoxtipusa
βιόσφαιρεσ	viosfeɾes
αλαμπουρνέζικουσ	alaburnezikus
επιδοκιμάζομαι	epiðocimazome
συγνώμη	siɣnomi
ετράπην	etɾapin
αναθάρρεψα	anaθaɾepsa
εθνικόσ	eθnikos
ακονίζω	akonizo
δαγκάθηκα	ðaŋɡaθika
ἀνασκάπτομεν	anaskaptomen
χρονολόγησησ	xronoloʝisis
εκδίκηση	ekðicisi
καλοφάγωτου	kalofaɣotu
σταμάτηδεσ	stamatiðes
πεζομαχία	pezomaçia
ανέμενα	anemena
καλντερίμι	kaldeɾimi
οδού	oðu
κακίστρω	kacistɾo
πολεμικά	polemika
σκασμένο	skazmeno
απομονωμένοσ	apomonomenos
μέσω	meso
βλαμμένοσ	vlamenos
φετινόσ	fetinos
ανεσκάφην	aneskafin
τεϊομαντεία	teiomandia
φτυστόσ	ftistos
χρονιά	xroɲa
αναγέννησα	anaʝenisa
αποκόβω	apokovo
ερρινομελήσ	erinomelis
κανάκευε	kanaceve
αλευρωμένο	alevromeno
σκούντησα	skundisa
νεπάλ	nepal
κλάνω	klano
περίοδε	perioðe
βαστάζω	vastazo
απρίλησ	apɾilis
τριμμένοσ	trimenos
πολωνικήσ	polonicis
προειδοποιημένοσ	pɾoiðopiimenos
ευχαριστώ	efxaɾisto
εξέρρευσα	ekserefsa
δέησα	ðeisa
αίρω	ero
εγγράφτηκε	eŋɣraftice
χέλι	çeli
ποικίλου	picilu
μπούρδεσ	buɾðes
λυπημένα	lipimena
παρεκτρέπομαι	paɾektɾepome
πρησμένοσ	pɾizmenos
μαντεύομαι	mandevome
εξοπλισμένεσ	eksoplizmenes
βυθισμένο	viθizmeno
καν	kan
άραχνοσ	aɾaxnos
υπέρ	iper
υπέροχη	ipeɾoçi
ξεσκατίζω	kseskatizo
αναγράφουμε	anaɣrafume
ηγούμενεσ	iɣumenes
πρωταγωνιστέσ	pɾotaɣonistes
πούτσοσ	putsos
επετράπη	epetɾapi
ρωτιέμαι	ɾotçeme
θείον	θion
αναπαύω	anapavo
καθείλκυσα	kaθilcisa
φυτικοῦ	fitiku
λίαν	lian
ποδοσφαιριστήσ	poðosfeɾistis
μαλακισμένουσ	malacizmenus
αγαπημένη	aɣapimeni
τσογλαναράσ	tsoɣlanaɾas
ανεκαλύφθην	anekalifθin
αποκρύπτομαι	apokɾiptome
ενοικιαστήσ	eniciastis
αναγράφηκα	anaɣrafika
κίτροσ	citɾos
σορέ	soɾe
κανακεύομαι	kanacevome
κλείστηκα	klistika
ωσότου	osotu
πείθομαι	piθome
νταβατζήσ	davandzis
σκουντάω	skundao
περνώ	peɾno
αγίουσ	aʝius
πρωθυπουργόσ	pɾoθipuɾɣos
ἀποστηθίζω	apostiθizo
κεκλεισμένεσ	ceklizmenes
γέννα	ʝena
μάγοσ	maɣos
θαλαμηγέ	θalamiʝe
μπάρμπασ	baɾbas
γκρίζοσ	ɡɾizos
συντριπτικόσ	sindriptikos
αναπλειστηριάζω	anaplistiriazo
εκχύνω	ekçino
κουραστικό	kurastiko
τρομαγμένοι	tɾomaɣmeni
εισπνεύστηκα	ispnefstika
αποσαθρώνομαι	aposaθɾonome
χαίρομαι	çeɾome
δεκανέασ	ðekaneas
ομοφυλόφιλε	omofilofile
όλασπροσ	olaspɾos
εισακούουμε	isakuume
δημιουργούμαι	ðimiuɾɣume
εκρέω	ekreo
έλκομε	elkome
γαμώ	ɣamo
αναδείχτηκα	anaðixtika
ἐξετέλεσα	eksetelesa
ηγούμενε	iɣumene
βασανιστήριο	vasanistiɾio
αγορέσ	aɣores
λαλούμε	lalume
επιχειρώ	epiçiro
απορροφούμενησ	apoɾofumenis
μπουγάζια	buɣazʝa
φιστίκι	fistici
λιγότερουσ	liɣoterus
ενέχυσα	eneçisa
ήσαν	isan
πομφόλυξ	poɱfolix
πόνταρε	pondaɾe
μαρασκίνο	maɾascino
περιπλέχτηκαν	peɾiplextikan
γεωγραφικόν	ʝeoɣɾafikon
κουμπάροσ	kumbaros
ουρώ	uro
συντρίφτηκαν	sindriftikan
εκκρούομαι	ekruome
βουτυρωμένοι	vutiromeni
φυτικά	fitika
σκεπάρνι	sceparni
μωρή	moɾi
λίθοι	liθi
γοήτευσα	ɣoitefsa
νυχτερίδα	nixteɾiða
κλιμάκωσα	klimakosa
λουκουμάσ	lukumas
αναστήλωσα	anastilosa
θέματοσ	θematos
ντροπιασμένων	dɾopçazmenon
ομόλογοσ	omoloɣos
ομοφυλόφιλουσ	omofilofilus
κοριτσιών	koɾitsçon
αναθεματισμένων	anaθematizmenon
χρώμα	xɾoma
αποκόπτομαι	apokoptome
αδικούμε	aðikume
ψυχιατρική	psiçatrici
τρομοκράτησ	tɾomokɾatis
φουμάριζε	fumaɾize
απόσεισα	aposisa
αλατισμένο	alatizmeno
είλκυσα	ilcisa
τελεσμένοσ	telezmenos
δραπέτισσα	ðɾapetisa
προειδοποιούμε	pɾoiðopiume
γουρούνα	ɣuɾuna
ιδιοσυγκρασία	iðiosiŋɡɾasia
μέροσ	meɾos
υποκλέπτω	ipoklepto
καταστράφηκα	katastɾafika
υιοθετήθηκα	ioθetiθika
λάτρεψα	latɾepsa
θα	θa
ένρινου	enrinu
αισχροκερδώ	esxrocerðo
γαργάλησα	ɣaɾɣalisa
αδρεναλίνη	aðɾenalini
πηγαινέλα	piʝenela
υλικόσ	ilicos
προσγράφουμε	pɾozɣrafume
εγκλείομε	eŋɡliome
ομολογώ	omoloɣo
λιμένα	limena
απέλυσα	apelisa
εισροή	izroi
δημοσιεύω	ðimosievo
αγνοώ	aɣnoo
ντροπιασμένα	dɾopçazmena
ποντάρισε	pondaɾise
αναβαλλόμενων	anavalomenon
κοκορέτσι	kokoɾetsi
θλιβερήσ	θliveɾis
εφήμεροσ	efimeros
συμβουλεύομαι	siɱvulevome
διαλυμένε	ðʝalimene
έρρινησ	erinis
πάμμαυρησ	pamavɾis
κύπρου	cipɾu
αποκλείσθηκα	apoklisθika
ορεστιάδα	oɾestiaða
βοήθησα	voiθisa
σημειώνω	simiono
κατανάγκασα	katanaŋɡasa
αλυσοδεμένεσ	alisoðemenes
διεθνήσ	ðieθnis
ρεζίλεψα	ɾezilepsa
κοιτάχτηκα	citaxtika
τζάκι	dzaci
τρεχούμενοι	tɾexumeni
κεμέρι	cemeɾi
τσεκάρομαι	tsekaɾome
κρατώ	kɾato
αμυγδαλή	amiɣðali
ντετερμινισμό	determinizmo
συνεδέθην	sineðeθin
διαχύνω	ðʝaçino
εκπέμπω	ekpembo
βαρκελώνη	vaɾceloni
αποτράπηκε	apotɾapice
βεβαιώσει	veveosi
λύουν	liun
συνέρραψα	sineɾapsa
μετέτρεψα	metetrepsa
παλιόγρια	paʎoɣɾia
ερωτώμαι	eɾotome
θυμωμένουσ	θimomenus
βασιλοκτονία	vasiloktonia
αναλογία	analoʝia
πρωτοανακαλύφτηκα	pɾotoanakaliftika
ἐξέπλευσα	ekseplefsa
γαργαλήθηκα	ɣaɾɣaliθika
ἐγκαθιδρύομαι	eŋɡaθiðriome
παραβάλλουμε	paɾavalume
αγγλοποιούμαι	aŋɡlopiume
θαλασσήσ	θalasis
ορίζομε	oɾizome
στενοχωριέμαι	stenoxorʝeme
ήβησ	ivis
μονάρχεσ	monarçes
ανήλθα	anilθa
τεχνολόγοσ	texnoloɣos
δουλεύω	ðulevo
ομολογείται	omoloʝite
βερνικώνω	veɾnikono
πρεσάρω	pɾesaɾo
ακοινωνησιών	acinonision
μαζικότερε	mazikotere
τύχη	tiçi
θύελλα	θiela
βούληση	vulisi
καθελκύστηκα	kaθelcistika
εκείνοι	ecini
γέννησα	ʝenisa
λουκούμι	lukumi
γρηγόρηδων	ɣɾiɣoɾiðon
τσακωνικέσ	tsakonices
έξη	eksi
ανακαινίστηκα	anacenistika
χίοι	çii
διαδηλώνω	ði̯aðilono
κουρέασ	kuɾeas
τροχονόμοσ	tɾoxonomos
βλέποντασ	vlepondas
λυπημένου	lipimenu
αμεριμνησία	ameɾimnisia
αντιπαραμεθαύριο	andiparameθavɾio
πιέζομαι	piezome
τεμπέλιασα	tembeʎasa
ξύνω	ksino
γεωγραφία	ʝeoɣrafia
άνδρο	anðɾo
άνδρου	anðɾu
ευωδιά	evoðʝa
παγασέσ	paɣases
σαλτάριζα	saltaɾiza
στειρότητα	stiɾotita
θόδωροσ	θoðoɾos
δείχνω	ðixno
γκρίζεσ	ɡɾizes
μεγαλομάρτυροσ	meɣalomaɾtiɾos
ερρινίζω	erinizo
αθεϊσμέ	aθeizme
υπολογιστικήσ	ipoloʝisticis
πλίνθουσ	plinθus
συγκόπτω	siŋɡopto
αναγεννησιακοί	anaʝenisiaci
απογοητεύομαι	apoɣoitevome
προσαρτημένοσ	pɾosaɾtimenos
ντούμπλαρα	dublaɾa
ιούληδων	iuliðon
μεταπτώσεων	metaptoseon
γκαστρωμένουσ	ɡastromenus
κολλιέμαι	koʎeme
ξαραχνιάζομαι	ksaɾaxɲazome
χαζεύω	xazevo
ανακατεύομαι	anakatevome
κελαϊδώ	celaiðo
ψημένη	psimeni
ζευγαριών	zevɣarʝon
απασχολούμαι	apasxolume
εισπνέομε	ispneome
σουτάριζα	sutaɾiza
ιεράρχεσ	ierarçes
έλιασα	eʎasa
κυνηγημένε	ciniʝimene
μολογώ	moloɣo
ψημένων	psimenon
μοσχοκαρυδιά	mosxokaɾiðʝa
ποικίλοσ	picilos
πλαγίασα	plaʝiasa
άσπροσ	aspɾos
κατεργάστηκα	katerɣastika
αρκτικόσ	aɾktikos
ήδη	iði
αντίνοοσ	andinoos
ερρινοποιήσεων	erinopiiseon
σταμάτιοσ	stamatios
διαμηνύω	ðiaminio
περικόπτω	peɾikopto
επιλογή	epiloʝi
σαγιονάρα	saʝonaɾa
εκλείψεισ	eklipsis
στέφθηκα	stefθika
ποικιλότατεσ	picilotates
φασούλι	fasuli
χριστουγεννιάτικα	xristuʝeɲatika
μύκονοσ	mikonos
ενεργειακόσ	eneɾʝiakos
ιλλυρικόσ	iliɾikos
αορτή	aoɾti
αεροφωτογραφίσεισ	aerofotoɣrafisis
διακρίνω	ðiakrino
σύντριψα	sindɾipsa
σφάχτησ	sfaçtis
ανέστρεψα	anestɾepsa
συρράφηκα	siɾafika
τηλεθεάτρια	tileθeatɾia
προφητεύθηκα	pɾofitefθika
συμφυρμόσ	siɱfirmos
περιόδων	perioðon
βρέχομαι	vrexome
έσχισα	esçisa
σαρώνω	saɾono
αποτραβώ	apotɾavo
αγιοποιημένοι	aʝiopiimeni
αξιοθρήνητοσ	aksioθɾinitos
ποια	pça
ξενιτειά	ksenitça
χαλασμένουσ	xalazmenus
φυλλομετρούμαι	filometɾume
ανακλώμενοσ	anaklomenos
εθναρχών	eθnarxon
επαμφοτερίζω	epaɱfoteɾizo
χίασμα	çiazma
διαδέχτηκα	ðʝaðextika
υπαγορεύω	ipaɣoɾevo
αλλοιώνομαι	alionome
αμφισβήτησα	aɱfisvitisa
δημεύθηκα	ðimefθika
ευσεβείσ	efsevis
περιπλέκω	peɾipleko
σορό	soɾo
αϋπνία	aipnia
παραβάλετε	paɾavalete
διαισθάνομαι	ðiesθanome
κανταδόροσ	kantaðoɾos
μαστίζομαι	mastizome
αντίο	adio
περάστηκα	peɾastika
σερβίριζε	seɾviɾize
ανακρίνουμε	anakɾinume
τσίτσεσ	tsitses
αναγνωρισμένου	anaɣnorizmenu
ιδρύω	iðrio
γκαστρωμένο	ɡastromeno
αγκάλιασα	aŋɡaʎasa
επανάφερα	epanafeɾa
ψοφώ	psofo
υποβοηθούμενη	ipovoiθumeni
πραματευτήσ	pɾamateftis
ξεχασμένοσ	ksexazmenos
τούρτεσ	tuɾtes
θερμοδυναμικόσ	θermoðinamikos
ακοομετρία	akoometria
είχεσ	içes
κίτρε	citɾe
παραγράφηκαν	paɾaɣɾafikan
τελειώνω	teʎono
εξυπακουόταν	eksipakuotan
νοστίμευ'	nostimef
αλυσοδέθηκα	alisoðeθika
προστάτεψα	pɾostatepsa
υπερόχωσ	ipeɾoxos
κρυμμένε	krimene
αηδιασμένησ	aiðiazmenis
προηγούμενα	proiɣumena
λύγκασ	liŋɡas
ναύπακτο	nafpakto
ματοκυλίστηκα	matocilistika
συντρίφτηκα	sindriftika
εκδοτικόσ	ekðotikos
βουβάλι	vuvali
δευτεραγωνιστή	ðefteraɣonisti
αλήτεψε	alitepse
δάπεδο	ðapeðo
θάβω	θavo
αλφαδιάστηκα	alfaðʝastika
παρέβαλλα	paɾevala
ανδρειώνομαι	anðɾionome
χαμηλόσ	xamilos
προσφέρομε	pɾosfeɾome
αμφισβητήθηκα	aɱfisvitiθika
σείουμε	siume
βάφτηκα	vaftika
αποξενώνομαι	apoksenonome
λυνότανε	linotane
βοηθήθηκα	voi̯θiθika
πρησμένε	pɾizmene
φωτογραφούμε	fotoɣrafume
αλληλοσυγκρουόμενη	alilosiŋɡruomeni
πεινασμένουσ	pinazmenus
παναγιώτατοσ	panaʝiotatos
μειονοψηφίεσ	mionopsifies
ξυλουργόσ	ksilurɣos
καλομοίρικα	kalomirika
ανατάθηκα	anataθika
λοιπόν	lipon
παιδοβούβαλο	peðovuvalo
ευσεβώσ	efsevos
φαίνεστε	feneste
ιριδίζω	iriðizo
γυρίζομαι	ʝiɾizome
εκτρέπουμε	ektɾepume
εβδομάδα	evðomaða
ξοδιάζομαι	ksoðʝazome
μυρωμένοσ	miromenos
αύγουστο	avɣusto
αποδείχνω	apoðixno
βραδάκι	vɾaðaci
εγκαθιστώ	eŋɡaθisto
αποκρύπτουμε	apokɾiptume
αναλυτικά	analitika
μπανιέρα	baɲeɾa
καθισμένη	kaθizmeni
έρρινη	erini
ληστήσ	listis
εντούτοισ	endutis
άρμα	aɾma
μαζικότατοσ	mazikotatos
ἀναγράφομαι	anaɣrafome
χαμπάρι	xambaɾi
προμηθεύω	pɾomiθevo
επιδοκιμάζουμε	epiðocimazume
ψυχολογικοί	psixoloʝici
καθομιλουμένων	kaθomilumenon
απαίτησα	apetisa
υιοθέτησα	ioθetisa
κρεμασμένοσ	kremazmenos
αποτραβιέμαι	apotɾavʝeme
λακωνικόσ	lakonikos
συμπληρώσεισ	simbliɾosis
προαλείφομαι	pɾoalifome
ιούληδεσ	iuliðes
εγέρθηκε	eʝeɾθice
πειραματίστηκα	piɾamatistika
καλομοίρησ	kalomiris
περίοδοι	perioði
κατέβαλλε	katevale
πειράζομαι	pirazome
κουτσό	kutso
μουσκεμένε	muscemene
ξαραχνιάστηκα	ksaɾaxɲastika
καινοφανήσ	cenofanis
παπαγάλοσ	papaɣalos
πατινάρισα	patinaɾisa
ανιδρύθηκα	aniðriθika
ανιχνεύθηκα	anixnefθika
αιματοβαμμένων	ematovamenon
φορολογία	foɾoloʝia
ψωλή	psoli
επαλείφουμε	epalifume
πιστεύτε	pistefte
πατσαβουρόπιτασ	patsavuɾopitas
διαλελυμένουσ	ðialelimenus
ξεχνώ	ksexno
στάζω	stazo
μήτροσ	mitɾos
πειθόμενοι	piθomeni
ταξιτζού	taksindzu
στεναχωρημένοσ	stenaxorimenos
ευθεία	efθia
πεθαμένουσ	peθamenus
αναθεματισμένο	anaθematizmeno
