vocero	vosˈero
Humano	humˈano
bono	bˈono
eroneo	eronˈeo
CAFT	kˈaft
patruyanan	patrujˈanan
creciendo	kresjˈendo
guardia	ɡwˈardja
democracia	demokrˈasja
Hospital	hospitˈal
klapchi	klˈapt͡ʃi
sindicato	sindikˈato
Segunda	seɡˈunda
costo	kˈosto
Enfermeria	enfermˈerja
expresionnan	ekspresjˈonnan
Proteccion	proteksjˈoŋ
Vroegop	vruɡˈop
Meta	mˈeta
grandioso	ɡrandjˈoso
nieto	njˈeto
SV	ˌɛsvˈe
fundacion	fundasjˈoŋ
festival	festivˈal
hòmber	hˈɔmber
sancion	sansjˈoŋ
teme	tˈeme
awenochi	awenˈot͡ʃi
cushina	kuʃˈina
Landsbesluit	landsbeslˈujt
ponencia	ponˈensja
stichting	stit͡ʃtˈinɡ
continuidad	kontinujdˈad
Organisacionnan	orɡanisasjˈonnan
exponi	ekspˈoni
Business	businˈess
localmente	lokalmˈente
algo	ˈalɡo
desaroyo	desarˈojo
termina	termˈina
division	divisjˈoŋ
Hendenan	hendˈenan
creando	kreˈando
Cultural	kulturˈal
Genser	xensˈer
miedo	mjˈedo
caravana	karavˈana
Arqueologico	arkweoloxˈiko
herencia	herˈensja
Softball	softbˈall
stempel	stempˈel
era	ˈera
preveni	prevˈeni
Leendert	leːndˈert
conocido	konosˈido
levemente	levemˈente
exigencia	eksixˈensja
exitoso	eksitˈoso
cuestionario	kwestjonˈarjo
cien	sjˈeŋ
parti	pˈarti
Dor	dˈor
introduccion	introduksjˈoŋ
trucknan	trˈukknan
conscientisacion	konssjentisasjˈoŋ
BER	bˈer
Prueba	prwˈeba
mucha	mˈut͡ʃa
Chief	t͡ʃjˈef
criminal	kriminˈal
crusada	krusˈada
resolvi	resˈolvi
investigadornan	investiɡadˈornan
refinancia	refinˈansja
institui	institˈuj
criminalnan	kriminˈalnan
Dado	dˈado
ekivalente	ekivalˈente
Ela	ˈela
sociaal	sosjˈaːl
SETAR	setˈar
High	hˈiɡh
annual	annwˈal
Macuarima	makwarˈima
Facebook	fasebˈoːk
Havenstraat	havenstrˈaːt
videoclip	videoklˈip
hotelnan	hotˈelnan
peticionnan	petisjˈonnan
March	mˈart͡ʃ
u	ˈu
Mericanonan	merikanˈonan
tarifa	tarˈifa
FLEXO	flˈekso
gremionan	ɡremjˈonan
stima	stˈima
parada	parˈada
relata	relˈata
Desiree	desirˈeː
robes	robˈes
Mucha	mˈut͡ʃa
Expression	ekspressjˈoŋ
timon	timˈoŋ
responsabilisa	responsabilˈisa
consecutivo	konsekutˈivo
calma	kˈalma
impresionante	impresjonˈante
Casonan	kasˈonan
medaya	medˈaja
circulando	sirkulˈando
probabilidad	probabilidˈad
Calidad	kalidˈad
hamber	hambˈer
influenza	inflwˈenza
empleo	emplˈeo
Iniciativa	inisjatˈiva
yaris	jarˈis
Copa	kˈopa
prolonga	prolˈonɡa
Spearfishing	spearfiʃˈinɡ
indicando	indikˈando
cedula	sedˈula
Aruba	arˈuba
atraconan	atrakˈonan
asta	ˈasta
Bubali	bubˈali
wowonan	wowˈonan
Restaurantnan	restaurˈantnan
LaSorte	lˈasˈorte
titular	titulˈar
sostenedornan	sostenedˈornan
Traimerdia	tra͡ɪmˈerdja
hendenan	hendˈenan
insulto	insˈulto
disponible	disponˈible
residente	residˈente
comunidadnan	komunidˈadnan
at	ˈat
merca	mˈerka
Lagoen	laɡˈuŋ
deposito	deposˈito
certificado	sertifikˈado
importancia	importˈansja
Misa	mˈisa
come	kˈome
Oficina	ofisˈina
lidernan	lidˈernan
valioso	valjˈoso
clausula	klausˈula
ekiponan	ekipˈonan
sano	sˈano
diadomingo	djadomˈinɡo
sponsor	sponsˈor
Timeshare	timeʃˈare
bista	bˈista
juda	jˈuda
excepto	ekssˈepto
desaparece	desaparˈese
tram	trˈam
berguensa	berɡˈensa
Pelea	pelˈea
food	fˈoːd
Erasmus	erasmˈus
Entrada	entrˈada
sorprende	sorprˈende
Emmastraat	emmastrˈaːt
ministro	minˈistro
intervencion	intervensjˈoŋ
kilometer	kilometˈer
abusador	abusadˈor
Compleho	komplˈeho
Ciudadano	sjudadˈano
Adriaan	adrjˈaːŋ
tecnologia	teknolˈoxja
trapa	trˈapa
fiansa	fjˈansa
logistico	loxistˈiko
tecnica	teknˈika
Fun	fˈuŋ
nomber	nombˈer
cuentanan	kwentˈanan
contento	kontˈento
New	nˈew
posiblemente	posiblemˈente
men	mˈeŋ
desempleo	desemplˈeo
fila	fˈila
Acaso	akˈaso
partinan	partˈinan
Papiamento	papjamˈento
respeta	respˈeta
ultimamente	ultimamˈente
cash	kˈaʃ
yame	jˈame
trese	trˈese
acompañante	akompaɲˈante
hobby	hˈobbi
exporta	ekspˈorta
seguro	seɡˈuro
test	tˈest
restablece	restablˈese
virtualmente	virtwalmˈente
banki	bˈanki
haña	hˈaɲa
temblor	temblˈor
restaura	restaˈura
sobrevivi	sobrevˈivi
Fiscal	fiskˈal
mutuo	mˈutwo
dictatorial	diktatorjˈal
Accion	aksjˈoŋ
The	thˈe
ambtenaar	ambtenˈaːr
lama	lˈama
grato	ɡrˈato
Nan	nˈaŋ
organisacion	orɡanisasjˈoŋ
transaccion	transaksjˈoŋ
salud	salˈud
Distanciamento	distansjamˈento
Poets	pˈuts
Mes	mˈes
crisis	krisˈis
explora	eksplˈora
economianan	ekonomjˈanan
aruba	arˈuba
emision	emisjˈoŋ
Corridor	korridˈor
trata	trˈata
volumen	volumˈeŋ
planeando	planeˈando
ancianonan	ansjanˈonan
lobby	lˈobbi
Aumento	aumˈento
do	dˈo
señora	seɲˈora
Wuhan	wuhˈaŋ
alumno	alˈumno
Dushi	dˈuʃi
first	fˈirst
Douaneronan	dowanerˈonan
Condé	kondˈe
tipico	tipˈiko
Paul	paˈul
remedinan	remedˈinan
estado	estˈado
sabor	sabˈor
Futura	futˈura
carga	kˈarɡa
fantasia	fantˈasja
Anteriormente	anterjormˈente
vitrina	vitrˈina
network	netwˈork
Family	famˈili
Unidadnan	unidˈadnan
posponi	pospˈoni
Grupo	ɡrˈupo
mediconan	medikˈonan
payroll	pajrˈoll
Boso	bˈoso
cantidadnan	kantidˈadnan
Democrata	demokrˈata
celular	selulˈar
nombra	nˈombra
restructura	restruktˈura
DUO	dwˈo
inverti	invˈerti
hustificacion	hustifikasjˈoŋ
Cerca	sˈerka
Royal	rojˈal
Siglo	sˈiɡlo
Dirks	dˈirks
amargo	amˈarɡo
avioneta	avjonˈeta
menciona	mensjˈona
Gusto	ɡˈusto
resorta	resˈorta
Marquez	markwˈez
trato	trˈato
pafor	pafˈor
imposibel	imposibˈel
cueste	kwˈeste
Texas	teksˈas
permiso	permˈiso
kentel	kentˈel
material	materjˈal
Ayera	ajˈera
influencia	inflwˈensja
ford	fˈord
mundialmente	mundjalmˈente
frontera	frontˈera
teni	tˈeni
Cientificonan	sjentifikˈonan
ramo	rˈamo
Diripiente	diripjˈente
GNC	ɡˌeˌɛnsˈe
privilegio	privilˈexjo
Sexual	sekswˈal
mensualmente	menswalmˈente
usa	ˈusa
sangra	sˈanɡra
topico	topˈiko
Comite	komˈite
muhernan	muhˈernan
Constitucion	konstitusjˈoŋ
SMOA	smˈoa
mobil	mobˈil
entusiasmo	entusjˈasmo
eror	erˈor
esnan	ˈesnan
comportacion	komportasjˈoŋ
ademas	ademˈas
App	ˈapp
shop	ʃˈop
Pro	prˈo
landa	lˈanda
Estado	estˈado
ausencia	ausˈensja
resulta	resˈulta
validez	validˈez
trimester	trimestˈer
cobra	kˈobra
drempel	drempˈel
apart	apˈart
tardanza	tardˈanza
recurso	rekˈurso
debilidad	debilidˈad
circula	sirkˈula
heeft	hˈeːft
Werleman	werlemˈaŋ
graduadonan	ɡradwadˈonan
suppose	suppˈose
Protocol	protokˈol
categorisa	kateɡorˈisa
kleuter	klewtˈer
ocacion	okasjˈoŋ
paciente	pasjˈente
Wardakosta	wardakˈosta
Adventista	adventˈista
ciudadanonan	sjudadanˈonan
Nuhad	nuhˈad
post	pˈost
Association	assosjatjˈoŋ
expectativanan	ekspektativˈanan
educador	edukadˈor
Sigur	siɡˈur
Di	dˈi
flexibilidad	fleksibilidˈad
speculacion	spekulasjˈoŋ
faborabel	faborabˈel
roga	rˈoɡa
SABA	sˈaba
solicitud	solisitˈud
estudio	estˈudjo
Abraham	abrahˈam
proponi	propˈoni
Sharline	ʃarlˈine
Oficialmente	ofisjalmˈente
buraconan	burakˈonan
metodonan	metodˈonan
Cumbre	kˈumbre
Rio	rjˈo
proba	prˈoba
institucion	institusjˈoŋ
smartphone	smartphˈone
ubica	ubˈika
contagioso	kontaxjˈoso
Conferencia	konferˈensja
fracasa	frakˈasa
toezicht	tuzˈit͡ʃt
infrastructura	infrastruktˈura
sospecha	sospˈet͡ʃa
Gran	ɡrˈaŋ
regimen	reximˈeŋ
Dama	dˈama
absoluto	absolˈuto
comestibles	komestiblˈes
impactante	impaktˈante
regla	rˈeɡla
leak	leˈak
bula	bˈula
Escolar	eskolˈar
update	updˈate
Center	sentˈer
relatonan	relatˈonan
combersa	kombˈersa
Buki	bˈuki
Diahuebs	djahwˈebs
telefonico	telefonˈiko
Kier	kjˈer
preliminar	preliminˈar
conociendo	konosjˈendo
continuamente	kontinwamˈente
djies	d͡ʒjˈes
negativo	neɡatˈivo
Suites	sujtˈes
botica	botˈika
bijstand	be͡ɪstˈand
especial	espesjˈal
puntre	pˈuntre
