porowini	pˌɔrɔwˈini
whakahiato	fˌakahiˈatɔ
waha	wˈaha
whakatipuranga	fˌakatˌipu"rˈaŋa
Pouaka	pˌou"ˈaka
Ingarihi	ˌiŋarˈihi
Tāngata	taːŋˈata
mai	mˈa͡ɪ
Hui	hˈu"i
taha	tˈaha
hoahoatanga	hˌɔahˌɔatˈaŋa
kaiwhakarongo	kˌa͡ɪfakarˈɔŋɔ
koorero	kˌɔɔrˈerɔ
pakimaero	pˌakimˈa͡ɪrɔ
etehi	etˈehi
Morehu	mɔrˈehu"
Pōkai	pˈɔːka͡ɪ
Māui	maːˈu"i
kakā	kˈakaː
whakakao	fakˈaka͡ʊ
tarea	tarˈea
Wheke	fˈeke
takitaki	tˌakitˈaki
tapawhā	tapˈafaː
mauru	maˈu"ru"
kanikani	kˌanikˈani
kaitākaro	kˌa͡ɪtaːkˈarɔ
Pikiao	pikˈia͡ʊ
tō	tˈɔː
huhu	hˈu"hu"
taatai	taˈata͡ɪ
anoo	anˈɔɔ
kōmihana	kˌɔːmihˈana
whakamarama	fˌakamarˈama
Apa	ˈapa
Hinetūāhōanga	hˌinetˌu"ːaːhɔːˈaŋa
pararopi	pˌararˈɔpi
whakamahana	fˌakamahˈana
waikawa	wa͡ɪkˈawa
manawanui	mˌanawanˈu"i
ngau	ŋˈau"
whitinga	fitˈiŋa
Rā	rˈaː
Matangi	matˈaŋi
wānangahia	wˌaːnaŋahˈia
Hurihuri	hˌu"rihˈu"ri
kōhi	kˈɔːhi
ihumanea	ˌihu"manˈea
Waikano	wa͡ɪkˈanɔ
Āti	ˈaːti
rongo	rˈɔŋɔ
mohe	mˈɔhe
hapai	hˈapa͡ɪ
haurima	hˌau"rˈima
Hopa	hˈɔpa
wawa	wˈawa
rourou	rˌou"rˈou"
mōku	mˈɔːku"
TMOAHe	tmɔˈahe
tīma	tˈiːma
Tūwharetoa	tˌu"ːfaretˈɔa
whakareatanga	fˌakarˌeatˈaŋa
māro	mˈaːrɔ
Rahoroi	rahˈɔro͡ɪ
āheinga	ˌaːheˈiŋa
tiketike	tˌiketˈike
karaehe	karˈa͡ɪhe
Arowhenua	ˌarɔfenˈu"a
mena	mˈena
hāora	haːˈɔra
Manawanui	mˌanawanˈu"i
pereki	perˈeki
purenga	pu"rˈeŋa
Maniapoto	mˌaniapˈɔtɔ
kua	kˈu"a
pāwhiria	pˌaːfirˈia
waiatatia	wˌa͡ɪatatˈia
āwhata	aːfˈata
roimata	ro͡ɪmˈata
Pi	pˈi
pānuihia	pˌaːnu"ihˈia
Mahue	mahˈu"e
tākihi	taːkˈihi
Kawariki	kˌawarˈiki
TP	tp
rauawa	rˌau"ˈawa
manaakitia	mˌanaˌakitˈia
kānapanapa	kˌaːnapanˈapa
pohatu	pɔhˈatu"
King	kˈiŋ
Erima	erˈima
kauae	kaˈu"a͡ɪ
kitakita	kˌitakˈita
wahangū	wahˈaŋu"ː
pānuitia	pˌaːnu"itˈia
horekau	hˌɔrekˈau"
pou	pˈou"
maua	maˈu"a
kūpapa	ku"ːpˈapa
Whakaaturia	fˌakaˌatu"rˈia
whakaeke	fakˈa͡ɪke
tāpiritia	tˌaːpiritˈia
wawata	wawˈata
kohu	kˈɔhu"
Ponga	pˈɔŋa
mura	mˈu"ra
Kāpehu	kaːpˈehu"
poihau	po͡ɪhˈau"
kohi	kˈɔhi
Pāwhiria	pˌaːfirˈia
ahu	ˈahu"
whakapākehā	fˌakapaːkˈehaː
puoro	pu"ˈɔrɔ
Ākona	aːkˈɔna
Whānau	faːnˈau"
Aue	aˈu"e
ohorere	ˌɔhɔrˈere
rimu	rˈimu"
moheni	mɔhˈeni
mātāpono	mˌaːtaːpˈɔnɔ
tāu	tˈaːu"
Tautoko	tˌau"tˈɔkɔ
whakawhitiwhiti	fˌakafˌitifˈiti
ahei	ahˈei
Ringa	rˈiŋa
iho	ˈihɔ
kurikuri	kˌu"rikˈu"ri
tapoi	tˈapo͡ɪ
Whenu	fˈenu"
kahupapa	kˌahu"pˈapa
kaituku	ka͡ɪtˈu"ku"
kautia	kˌau"tˈia
toi	tˈo͡ɪ
kono	kˈɔnɔ
tä	tˈa
Tangaroa	tˌaŋarˈɔa
onepu	ɔnˈepu"
kaiwhakauru	kˌa͡ɪfakaˈu"ru"
Karekau	kˌarekˈau"
tuahu	tu"ˈahu"
Huarahi	hˌu"arˈahi
muia	mu"ˈia
toia	tˈo͡ɪa
whakaihiihi	fˌaka͡ɪhiˈihi
Pakanga	pakˈaŋa
mariko	marˈikɔ
whao	fˈa͡ʊ
whakamahi	fˌakamˈahi
whakatōngia	fˌakatɔːŋˈia
Moko	mˈɔkɔ
āhua	aːhˈu"a
Whakarite	fˌakarˈite
whiriwhiringa	fˌirifirˈiŋa
Peretānia	pˌeretaːnˈia
papare	papˈare
tokotoko	tˌɔkɔtˈɔkɔ
Waimakariri	wˌa͡ɪmakarˈiri
pati	pˈati
toetoe	twˈetwe
Pūnaha	pu"ːnˈaha
whaiwhai	fˈa͡ɪfa͡ɪ
roto	rˈɔtɔ
whakapāha	fˌakapˈaːha
ruia	ru"ˈia
anei	anˈei
Hineahuone	hˌineˌahu"ˈɔne
Nohinohi	nˌɔhinˈɔhi
Āhitana	ˌaːhitˈana
Akomanga	ˌakɔmˈaŋa
whakaarohia	fˌakaˌarɔhˈia
tukunga	tu"kˈu"ŋa
tōna	tˈɔːna
Mātāpono	mˌaːtaːpˈɔnɔ
tuwhera	tu"fˈera
papatono	pˌapatˈɔnɔ
Manahi	manˈahi
karangatia	kˌaraŋatˈia
Hopihona	hˌɔpihˈɔna
Rākau	raːkˈau"
Parata	parˈata
toitū	tˈo͡ɪtu"ː
kōaro	kɔːˈarɔ
ui	ˈu"i
Tuku	tˈu"ku"
Tipene	tipˈene
Nōema	nɔːˈema
Āhuatanga	ˌaːhu"atˈaŋa
kete	kˈete
kaikorero	kˌa͡ɪkɔrˈerɔ
ngâ	ŋˈa
Hikurangi	hˌiku"rˈaŋi
kokiri	kɔkˈiri
kōrerohia	kˌɔːrerɔhˈia
whakatikahia	fˌakatˌikahˈia
tōpūtanga	tˌɔːpu"ːtˈaŋa
Tarata	tarˈata
Hao	hˈa͡ʊ
pī	pˈiː
Aka	ˈaka
Tāpiria	tˌaːpirˈia
ngaunga	ŋaˈu"ŋa
Ētahi	eːtˈahi
Kararaina	kˌararˈa͡ɪna
Maraenui	mˌara͡ɪnˈu"i
Hakinakina	hˌakinakˈina
raru	ɹˈaɹu
wāriu	waːrˈiu"
Orion	ɔrˈiɔn
hautau	hˌau"tˈau"
Kohitātea	kˌɔhitaːtˈea
Kaitirotiro	kˌa͡ɪtirɔtˈirɔ
kaitōrangapū	kˌa͡ɪtɔːraŋˈapu"ː
warowaihā	wˌarɔwˈa͡ɪhaː
mīhana	miːhˈana
pakipaki	pˌakipˈaki
whiwhi	fˈifi
tokarewa	tˌɔkarˈewa
Whakawhitiwhitinga	fˌakafˌitifitˈiŋa
heipū	heˈipu"ː
Arapeta	ˌarapˈeta
pohutukawa	pˌɔhu"tu"kˈawa
paparahi	pˌaparˈahi
huawhenua	hˌu"afenˈu"a
whakatūhia	fˌakatu"ːhˈia
kaati	kaˈati
tohaina	tɔhˈa͡ɪna
oanahi	ˌɔanˈahi
Mäori	mˈa͡ʊri
Taute	taˈu"te
Murirangawhenua	mˌu"rirˌaŋafenˈu"a
Rāmere	raːmˈere
kara	kˈara
Tāmihana	tˌaːmihˈana
kotiro	kɔtˈirɔ
No	nˈɔ
Area	arˈea
pakiaka	pˌakiˈaka
Kaunihera	kˌau"nihˈera
anā	ˈanaː
Meinga	meˈiŋa
kahikatea	kˌahikatˈea
Hurinui	hˌu"rinˈu"i
whakaaetia	fˌakaa͡ɪtˈia
takiwa	takˈiwa
ranei	ranˈei
whakatauhia	fˌakatˌau"hˈia
whakaminea	fˌakaminˈea
maero	mˈa͡ɪrɔ
tahu	tˈahu"
toro	tˈɔrɔ
Heuheu	hˌeu"hˈeu"
māhaki	maːhˈaki
anuanu	ˌanu"ˈanu"
pokea	pɔkˈea
tikanga	tikˈaŋa
hängai	hˈaŋa͡ɪ
hue	hˈu"e
mīti	mˈiːti
pehi	pˈehi
tōraro	tɔːrˈarɔ
kotuku	kɔtˈu"ku"
tīhi	tˈiːhi
Whakanoho	fˌakanˈɔhɔ
akomanga	ˌakɔmˈaŋa
rautau	rˌau"tˈau"
hia	hˈia
Poari	pɔˈari
Rākaipaaka	rˌaːka͡ɪpaˈaka
katoa	katˈɔa
Tahupōtiki	tˌahu"pɔːtˈiki
Pōneke	pɔːnˈeke
heihei	hˌeihˈei
kooti	kɔˈɔti
Tika	tˈika
pāua	paːˈu"a
Whāngārei	fˌaːŋaːrˈei
atahanga	ˌatahˈaŋa
Aotearoa	ˌa͡ʊtearˈɔa
mutu	mˈu"tu"
Pūtea	pu"ːtˈea
pu	pˈu"
whakatōkia	fˌakatɔːkˈia
karanga	karˈaŋa
Akaroa	ˌakarˈɔa
Ati	ˈati
āhei	aːhˈei
hekaheka	hˌekahˈeka
maaka	maˈaka
whakatairangahia	fˌakatˌa͡ɪraŋahˈia
Kahui	kahˈu"i
P	p
kare	kˈare
Rotoiti	rɔtˈo͡ɪti
wähi	wˈahi
whēnei	feːnˈei
piana	piˈana
ngao	ŋˈa͡ʊ
tonga	tˈɔŋa
ngatahi	ŋatˈahi
Rawinia	rˌawinˈia
matika	matˈika
kiriata	kˌiriˈata
UK	ˈu"k
Paerua	pa͡ɪrˈu"a
wairangi	wa͡ɪrˈaŋi
taki	tˈaki
āwhinatia	ˌaːfinatˈia
kani	kˈani
pokanga	pɔkˈaŋa
uiuinga	ˌu"iu"ˈiŋa
wiki	wˈiki
pakia	pakˈia
whakaahua	fˌakaahˈu"a
kōkopu	kɔːkˈɔpu"
were	wˈere
eke	ˈeke
tiki	tˈiki
kaiaka	ka͡ɪˈaka
Tāhuhu	taːhˈu"hu"
Pei	pˈei
mahinga	mahˈiŋa
akohia	ˌakɔhˈia
Ruahine	rˌu"ahˈine
Paraihe	parˈa͡ɪhe
marika	marˈika
wao	wˈa͡ʊ
whakamaumaharatanga	fˌakamˌau"mˌaharatˈaŋa
Taiaroa	tˌa͡ɪarˈɔa
Taiopenga	tˌa͡ɪɔpˈeŋa
mahingia	mˌahiŋˈia
tauaro	tˌau"ˈarɔ
Papaioea	pˌapa͡ɪwˈea
Pāti	pˈaːti
whakatangi	fˌakatˈaŋi
pupū	pˈu"pu"ː
naku	nˈaku"
whakapumau	fˌakapu"mˈau"
hikaka	hikˈaka
waiaro	wa͡ɪˈarɔ
marie	marˈie
Ngārimu	ŋaːrˈimu"
āta	ˈaːta
Art	ˈart
Matihiko	mˌatihˈikɔ
