lô cốt	lo˧˧kok͡p˦˥
lưu học sinh	lɯw˧˧hɔk͡p˨˩˨ʂin˧˧
đen ngăm ngăm	dɛŋ˧˧ŋăm˧˧ŋăm˧˧
quặt quẹo	wăk˨˩˨weo˨˩˨
suy biến	ʂwi˧˧biəŋ˦˥
bù lỗ	bu˧˨lo˨˩˦
ổn đáng	oŋ͡m˨˩˦daŋ˦˥
phiến	fiəŋ˦˥
một chữ cắn đôi không biết	mok͡p˨˩˨cɯ˨˩˦kăŋ˦˥doj˧˧xoŋ͡m˧˧biək˦˥
khuôn nhạc	xuəŋ˧˧ɲak˨˩˨
tiền đường	tiəŋ˧˨dɯəŋ˧˨
giày đinh	jăj˧˨din˧˧
kem cốc	kɛm˧˧kok͡p˦˥
cải canh	kaj˨˩˦kan˧˧
soi đường chỉ lối	ʂɔj˧˧dɯəŋ˧˨ci˨˩˦loj˦˥
thô sơ	tʰo˧˧ʂɤ˧˧
vải thiều	jaj˨˩˦tʰiəw˧˨
cầy cục	kɤ̆j˧˨kuk͡p˨˩˨
tân quới trung	tɤ̆ŋ˧˧wɤj˦˥ʈuŋ͡m˧˧
kiệt lực	kiək˨˩˨lɯk˨˩˨
mỏ lộ thiên	mɔ˨˩˦lo˨˩˨tʰiəŋ˧˧
hiếu sát	hiəw˦˥ʂat˦˥
múi	muj˦˥
trù úm	ʈu˧˨um˦˥
lòng đất	lɔŋ͡m˧˨dɤ̆k˦˥
ngày rạng đêm khuya	ŋăj˧˨ʐaŋ˨˩˨dem˧˧xwiə˧˧
ăn chực nằm chờ	ăŋ˧˧cɯk˨˩˨năm˧˨cɤ˧˨
tu tu	tu˧˧tu˧˧
tư pháp	tɯ˧˧fap˦˥
kì cựu	ki˧˨kɯw˨˩˨
nửa đời nửa đoạn	nɯə˨˩˦dɤj˧˨nɯə˨˩˦dwaŋ˨˩˨
rinh tùng rinh	ʐin˧˧tuŋ͡m˧˨ʐin˧˧
lử cò bợ	lɯ˨˩˦kɔ˧˨bɤ˨˩˨
có ích	kɔ˦˥it˦˥
cỏ may	kɔ˨˩˦măj˧˧
rắn già rắn lột, người già người tuột vào săng	ʐăŋ˦˥ja˧˨ʐăŋ˦˥lok͡p˨˩˨ŋɯəj˧˨ja˧˨ŋɯəj˧˨tuək˨˩˨jaw˧˨ʂăŋ˧˧
trang viên	ʈaŋ˧˧jiəŋ˧˧
hôn lễ	hoŋ͡m˧˧le˨˩˦
tần bì	tɤ̆ŋ˧˨bi˧˨
dơi ngao	jɤj˧˧ŋaw˧˧
tật bệnh	tɤ̆k˨˩˨ben˨˩˨
hậu lai	hɤ̆w˨˩˨laj˧˧
trống miệng	ʈoŋ͡m˦˥miəŋ˨˩˨
lùn lùn	luŋ͡m˧˨luŋ͡m˧˨
y nguyên	i˧˧ŋwiəŋ˧˧
trung táo	ʈuŋ͡m˧˧taw˦˥
súc họng	ʂuk͡p˦˥hɔŋ͡m˨˩˨
xanh lơ	san˧˧lɤ˧˧
lọt thỏm	lɔk͡p˨˩˨tʰɔm˨˩˦
cửa kính	kɯə˨˩˦kin˦˥
phân tính	fɤ̆ŋ˧˧tin˦˥
trí bình	ʈi˦˥bin˧˨
cọm già	kɔm˨˩˨ja˧˨
hải tinh	haj˨˩˦tin˧˧
đồi núi	doj˧˨nuj˦˥
đá phạt góc	da˦˥fat˨˩˨ɣɔk͡p˦˥
tiến lợi	tiəŋ˦˥lɤj˨˩˨
ba na	ba˧˧na˧˧
lũm bũm	lum˨˩˦bum˨˩˦
thuộc lại	tʰuək˨˩˨laj˨˩˨
tế độ	te˦˥do˨˩˨
no nên bụt đói nên ma	nɔ˧˧nen˧˧buk͡p˨˩˨dɔj˦˥nen˧˧ma˧˧
bình lãng	bin˧˨laŋ˨˩˦
bắt được	băk˦˥dɯək˨˩˨
dữ gần lành xa	jɯ˨˩˦ɣɤ̆ŋ˧˨lan˧˨sa˧˧
sửa đổi	ʂɯə˨˩˦doj˨˩˦
tỉ lệ xích	ti˨˩˦le˨˩˨sit˦˥
thiểu thư	tʰiəw˨˩˦tʰɯ˧˧
lao màn	law˧˧maŋ˧˨
đàn sếu	daŋ˧˨ʂɛu˦˥
chúa nhật	cuə˦˥ɲɤ̆k˨˩˨
giả thiết	ja˨˩˦tʰiək˦˥
móm xều	mɔm˦˥sɛu˧˨
đường cuốn	dɯəŋ˧˨kuəŋ˦˥
thấy tháng	tʰɤ̆j˦˥tʰaŋ˦˥
tàn phế	taŋ˧˨fe˦˥
hé mở	hɛ˦˥mɤ˨˩˦
rình mò	ʐin˧˨mɔ˧˨
ông hoàng bà chúa	oŋ͡m˧˧hwaŋ˧˨ba˧˨cuə˦˥
sai dịch	ʂaj˧˧jit˨˩˨
miên hành	miəŋ˧˧han˧˨
có sách	kɔ˦˥ʂat˦˥
ăn giải	ăŋ˧˧jaj˨˩˦
sinh sự	ʂin˧˧ʂɯ˨˩˨
tang vật	taŋ˧˧jɤ̆k˨˩˨
ộ ệ	o˨˩˨e˨˩˨
mướp đắng	mɯp˦˥dăŋ˦˥
can-xi	kaŋ˧˧-si˧˧
xuýt	swit˦˥
cái quét kính	kaj˦˥wɛt˦˥kin˦˥
quở mắng	wɤ˨˩˦măŋ˦˥
lao công	law˧˧koŋ͡m˧˧
ký lục	ki˦˥luk͡p˨˩˨
phổi	foj˨˩˦
con dâu	kɔŋ͡m˧˧jɤ̆w˧˧
cố cư	ko˦˥kɯ˧˧
âu gỗ	ɤ̆w˧˧ɣo˨˩˦
bức	bɯk˦˥
đào ngả mận thay	daw˧˨ŋa˨˩˦mɤ̆ŋ˨˩˨tʰăj˧˧
xoá đói giảm nghèo	swa˦˥dɔj˦˥jam˨˩˦ŋeo˧˨
tình anh em	tin˧˨an˧˧ɛm˧˧
tân lý đông	tɤ̆ŋ˧˧li˦˥doŋ͡m˧˧
xì xị	si˧˨si˨˩˨
nằm khàn	năm˧˨xaŋ˧˨
a tòng	a˧˧tɔŋ͡m˧˨
phối thuộc	foj˦˥tʰuək˨˩˨
dạ vũ	ja˨˩˨ju˨˩˦
tủi tay	tuj˨˩˦tăj˧˧
ăn rồi lại nằm mèo	ăŋ˧˧ʐoj˧˨laj˨˩˨năm˧˨meo˧˨
phất trần	fɤ̆k˦˥ʈɤ̆ŋ˧˨
úm ba la	um˦˥ba˧˧la˧˧
đàn phím bàn	daŋ˧˨fim˦˥baŋ˧˨
hỏi tra	hɔj˨˩˦ʈa˧˧
dỗ ngon dỗ ngọt	jo˨˩˦ŋɔŋ͡m˧˧jo˨˩˦ŋɔk͡p˨˩˨
xắp	săp˦˥
hãm hại	ham˨˩˦haj˨˩˨
rọi	ʐɔj˨˩˨
kì họp	ki˧˨hɔp˨˩˨
phúc trình	fuk͡p˦˥ʈin˧˨
ẳng cang	ăŋ˨˩˦kaŋ˧˧
làm vầy	lam˧˨jɤ̆j˧˨
vỗ tay	jo˨˩˦tăj˧˧
xiêu vẹo	siəw˧˧jeo˨˩˨
ma-cà-bông ma-cà-cúi	ma˧˧-ka˧˨-boŋ͡m˧˧ma˧˧-ka˧˨-kuj˦˥
xinh đẹp	sin˧˧dɛp˨˩˨
khó nồi đồng giàu nồi đất	xɔ˦˥noj˧˨doŋ͡m˧˨jăw˧˨noj˧˨dɤ̆k˦˥
di cốt	ji˧˧kok͡p˦˥
trần phú	ʈɤ̆ŋ˧˨fu˦˥
lặng tiếng im hơi	lăŋ˨˩˨tiəŋ˦˥im˧˧hɤj˧˧
bập bềnh	bɤ̆p˨˩˨ben˧˨
an tịnh	aŋ˧˧tin˨˩˨
vị từ	ji˨˩˨tɯ˧˨
bất lương	bɤ̆k˦˥lɯəŋ˧˧
đa số tương đối	da˧˧ʂo˦˥tɯəŋ˧˧doj˦˥
tân thời	tɤ̆ŋ˧˧tʰɤj˧˨
lại mũi	laj˨˩˨muj˨˩˦
quạt cánh	wat˨˩˨kan˦˥
hương liệu	hɯəŋ˧˧liəw˨˩˨
bập bà bập bõm	bɤ̆p˨˩˨ba˧˨bɤ̆p˨˩˨bɔm˨˩˦
bầng bầng	bɤ̆ŋ˧˨bɤ̆ŋ˧˨
sông máng	ʂoŋ͡m˧˧maŋ˦˥
bào nang	baw˧˨naŋ˧˧
quế rành	we˦˥ʐan˧˨
chắt chiu	căk˦˥ciw˧˧
hành nhân	han˧˨ɲɤ̆ŋ˧˧
thỉnh an	tʰin˨˩˦aŋ˧˧
củ gấu	ku˨˩˦ɣɤ̆w˦˥
ngẫu hứng	ŋɤ̆w˨˩˦hɯŋ˦˥
giác	jak˦˥
đấng bậc	dɤ̆ŋ˦˥bɤ̆k˨˩˨
ngoài da	ŋwaj˧˨ja˧˧
suối nóng phun	ʂuəj˦˥nɔŋ͡m˦˥fuŋ͡m˧˧
tiên lục	tiəŋ˧˧luk͡p˨˩˨
ăn vạ	ăŋ˧˧ja˨˩˨
ham công tiếc việc	ham˧˧koŋ͡m˧˧tiək˦˥jiək˨˩˨
xảo	saw˨˩˦
chập chồng	cɤ̆p˨˩˨coŋ͡m˧˨
hắng giọng	hăŋ˦˥jɔŋ͡m˨˩˨
tôm rảo	tom˧˧ʐaw˨˩˦
chẳng trách	căŋ˨˩˦ʈat˦˥
bắc bậc	băk˦˥bɤ̆k˨˩˨
thông đạt	tʰoŋ͡m˧˧dat˨˩˨
chơi ác	cɤj˧˧ak˦˥
độ điện li	do˨˩˨diəŋ˨˩˨li˧˧
từ tốn	tɯ˧˨toŋ͡m˦˥
ấm ớ	ɤ̆m˦˥ɤ˦˥
trời	ʈɤj˧˨
huệ	hwe˨˩˨
vọng bái	jɔŋ͡m˨˩˨baj˦˥
ti niết	ti˧˧niək˦˥
ghế gập	ɣe˦˥ɣɤ̆p˨˩˨
đả tử	da˨˩˦tɯ˨˩˦
luyện từ	lwiəŋ˨˩˨tɯ˧˨
phong vận	fɔŋ͡m˧˧jɤ̆ŋ˨˩˨
bấn túng	bɤ̆ŋ˦˥tuŋ͡m˦˥
hành khách	han˧˨xat˦˥
cầu vai	kɤ̆w˧˨jaj˧˧
cáo trạng	kaw˦˥ʈaŋ˨˩˨
hồng đào	hoŋ͡m˧˨daw˧˨
xầm xì	sɤ̆m˧˨si˧˨
chìm cá rơi chim	cim˧˨ka˦˥ʐɤj˧˧cim˧˧
vua biết mặt, chúa biết tên	juə˧˧biək˦˥măk˨˩˨cuə˦˥biək˦˥ten˧˧
bãi mìn	baj˨˩˦min˧˨
cắt bom	kăk˦˥bɔm˧˧
sắc tứ	ʂăk˦˥tɯ˦˥
võ thuật	jɔ˨˩˦tʰwɤ̆k˨˩˨
tiếng lành đồn xa, tiếng dữ đồn xa	tiəŋ˦˥lan˧˨doŋ͡m˧˨sa˧˧tiəŋ˦˥jɯ˨˩˦doŋ͡m˧˨sa˧˧
phát sóng	fat˦˥ʂɔŋ͡m˦˥
khìn khịt	xin˧˨xit˨˩˨
cân đong đo đếm	kɤ̆ŋ˧˧dɔŋ͡m˧˧dɔ˧˧dem˦˥
nón cời áo rách	nɔŋ͡m˦˥kɤj˧˨aw˦˥ʐat˦˥
bêu bêu	bɛu˧˧bɛu˧˧
đắc ý	dăk˦˥i˦˥
săn gân	ʂăŋ˧˧ɣɤ̆ŋ˧˧
hắng dặng	hăŋ˦˥jăŋ˨˩˨
dây bọc	jɤ̆j˧˧bɔk͡p˨˩˨
mao lương	maw˧˧lɯəŋ˧˧
cu li	ku˧˧li˧˧
vợ chồng	jɤ˨˩˨coŋ͡m˧˨
cao đàm khoát luận	kaw˧˧dam˧˨xwat˦˥lwɤ̆ŋ˨˩˨
yên quang	iɛŋ˧˧waŋ˧˧
hầu cận	hɤ̆w˧˨kɤ̆ŋ˨˩˨
số siêu việt	ʂo˦˥ʂiəw˧˧jiək˨˩˨
phân trở	fɤ̆ŋ˧˧ʈɤ˨˩˦
dao kéo	jaw˧˧keo˦˥
nhấp	ɲɤ̆p˦˥
bâu	bɤ̆w˧˧
đột khởi	dok͡p˨˩˨xɤj˨˩˦
có của ăn của để	kɔ˦˥kuə˨˩˦ăŋ˧˧kuə˨˩˦de˨˩˦
xuất khẩu thành chương	swɤ̆k˦˥xɤ̆w˨˩˦tʰan˧˨cɯəŋ˧˧
dạ cẩm	ja˨˩˨kɤ̆m˨˩˦
hòm siểng	hɔm˧˨ʂiəŋ˨˩˦
nóng bỏng	nɔŋ͡m˦˥bɔŋ͡m˨˩˦
tình cảm	tin˧˨kam˨˩˦
nguyên niên	ŋwiəŋ˧˧niəŋ˧˧
phập phềnh	fɤ̆p˨˩˨fen˧˨
kiện gian bàn ngay	kiəŋ˨˩˨jaŋ˧˧baŋ˧˨ŋăj˧˧
bản mệnh	baŋ˨˩˦men˨˩˨
chòng chành như nón không quai	cɔŋ͡m˧˨can˧˨ɲɯ˧˧nɔŋ͡m˦˥xoŋ͡m˧˧waj˧˧
ướt dầm	ɯək˦˥jɤ̆m˧˨
xà-cột	sa˧˨-kok͡p˨˩˨
đúng	duŋ͡m˦˥
keo cúi	keo˧˧kuj˦˥
xấu mặt chặt dạ	sɤ̆w˦˥măk˨˩˨căk˨˩˨ja˨˩˨
vọng vần	jɔŋ͡m˨˩˨jɤ̆ŋ˧˨
hải đồng	haj˨˩˦doŋ͡m˧˨
bần bật	bɤ̆ŋ˧˨bɤ̆k˨˩˨
thặng dư	tʰăŋ˨˩˨jɯ˧˧
vô giác	jo˧˧jak˦˥
lăng xăng lít xít	lăŋ˧˧săŋ˧˧lit˦˥sit˦˥
số trung bình	ʂo˦˥ʈuŋ͡m˧˧bin˧˨
cối	koj˦˥
thâm thâm	tʰɤ̆m˧˧tʰɤ̆m˧˧
tăm-bông	tăm˧˧-boŋ͡m˧˧
sợi tóc chẻ làm tư	ʂɤj˨˩˨tɔk͡p˦˥cɛ˨˩˦lam˧˨tɯ˧˧
hoạt họa	hwat˨˩˨hwa˨˩˨
nuốt cay ngậm đắng	nuək˦˥kăj˧˧ŋɤ̆m˨˩˨dăŋ˦˥
bài vị	baj˧˨ji˨˩˨
công chứng	koŋ͡m˧˧cɯŋ˦˥
rạch ròi	ʐat˨˩˨ʐɔj˧˨
cho xong	cɔ˧˧sɔŋ͡m˧˧
của đau con xót	kuə˨˩˦dăw˧˧kɔŋ͡m˧˧sɔk͡p˦˥
tỉm xắm	tim˨˩˦săm˦˥
hai thứ tóc trên đầu	haj˧˧tʰɯ˦˥tɔk͡p˦˥ʈen˧˧dɤ̆w˧˨
loằn ngoằn	lwăŋ˧˨ŋwăŋ˧˨
cù nhầy	ku˧˨ɲɤ̆j˧˨
chậm rãi	cɤ̆m˨˩˨ʐaj˨˩˦
thư tín	tʰɯ˧˧tin˦˥
giàn rế	jaŋ˧˨ʐe˦˥
rúc kèn	ʐuk͡p˦˥kɛŋ˧˨
bầu đoàn	bɤ̆w˧˨dwaŋ˧˨
chôn vào lòng	coŋ͡m˧˧jaw˧˨lɔŋ͡m˧˨
chẳng bõ bèn gì	căŋ˨˩˦bɔ˨˩˦bɛŋ˧˨ɣi˧˨
đáng kể	daŋ˦˥ke˨˩˦
giầu cau	jɤ̆w˧˨kăw˧˧
bình văn	bin˧˨jăŋ˧˧
a xít	a˧˧sit˦˥
đốc binh	dok͡p˦˥bin˧˧
thược dược	tʰɯək˨˩˨jɯək˨˩˨
cố nông	ko˦˥noŋ͡m˧˧
lễ nghĩa	le˨˩˦ŋiə˨˩˦
nọng	nɔŋ͡m˨˩˨
nhâm	ɲɤ̆m˧˧
tư liệu	tɯ˧˧liəw˨˩˨
la hủ	la˧˧hu˨˩˦
kết hợp	ket˦˥hɤp˨˩˨
tháng mười	tʰaŋ˦˥mɯəj˧˨
bao trùm	baw˧˧ʈum˧˨
tỷ lệ	ti˨˩˦le˨˩˨
xơ hoá	sɤ˧˧hwa˦˥
dân quân	jɤ̆ŋ˧˧wɤ̆ŋ˧˧
tiếng thơm	tiəŋ˦˥tʰɤm˧˧
điện tín	diəŋ˨˩˨tin˦˥
tôi rèn	toj˧˧ʐɛŋ˧˨
huynh thứ	hwin˧˧tʰɯ˦˥
ho khan	hɔ˧˧xaŋ˧˧
anh mù dạy anh lòa	an˧˧mu˧˨jăj˨˩˨an˧˧lwa˧˨
chối từ	coj˦˥tɯ˧˨
thị hùng	tʰi˨˩˨huŋ͡m˧˨
năng hát năng hay	năŋ˧˧hat˦˥năŋ˧˧hăj˧˧
cầu tiêu	kɤ̆w˧˨tiəw˧˧
dịu giọng	jiw˨˩˨jɔŋ͡m˨˩˨
thuyền tam bản	tʰwiəŋ˧˨tam˧˧baŋ˨˩˦
khoai từ nhám	xwaj˧˧tɯ˧˨ɲam˦˥
chổi cọ	coj˨˩˦kɔ˨˩˨
xác thịt	sak˦˥tʰit˨˩˨
dấu gạch ngang	jɤ̆w˦˥ɣat˨˩˨ŋaŋ˧˧
cua dẽ	kuə˧˧jɛ˨˩˦
trám	ʈam˦˥
cổ thành	ko˨˩˦tʰan˧˨
đàn cầm	daŋ˧˨kɤ̆m˧˨
gấu lợn	ɣɤ̆w˦˥lɤŋ˨˩˨
nói một đàng làm một nẻo	nɔj˦˥mok͡p˨˩˨daŋ˧˨lam˧˨mok͡p˨˩˨neo˨˩˦
văn pháp	jăŋ˧˧fap˦˥
độc nhất	dok͡p˨˩˨ɲɤ̆k˦˥
ưa thích	ɯə˧˧tʰit˦˥
quyên góp	wiɛŋ˧˧ɣɔp˦˥
nốt ruồi son	nok͡p˦˥ʐuəj˧˨ʂɔŋ͡m˧˧
vòm mềm	jɔm˧˨mem˧˨
mã số	ma˨˩˦ʂo˦˥
hiểm sâu	him˨˩˦ʂɤ̆w˧˧
tư bôn	tɯ˧˧boŋ͡m˧˧
đường thông hè thoáng	dɯəŋ˧˨tʰoŋ͡m˧˧hɛ˧˨tʰwaŋ˦˥
bá thí	ba˦˥tʰi˦˥
bánh ướt	ban˦˥ɯək˦˥
chốc nữa	cok͡p˦˥nɯə˨˩˦
hồi hôm	hoj˧˨hom˧˧
đồng từ	doŋ͡m˧˨tɯ˧˨
chủ nghĩa khắc kỉ	cu˨˩˦ŋiə˨˩˦xăk˦˥ki˨˩˦
càn quấy	kaŋ˧˨wɤ̆j˦˥
hùng hồn	huŋ͡m˧˨hoŋ͡m˧˨
an bần lạc đạo	aŋ˧˧bɤ̆ŋ˧˨lak˨˩˨daw˨˩˨
lốm đốm	lom˦˥dom˦˥
nặng tai	năŋ˨˩˨taj˧˧
nết	net˦˥
thứ trưởng	tʰɯ˦˥ʈɯəŋ˨˩˦
phở xào	fɤ˨˩˦saw˧˨
trợ dung	ʈɤ˨˩˨juŋ͡m˧˧
xà lim	sa˧˨lim˧˧
buổi	buəj˨˩˦
cánh quít	kan˦˥wit˦˥
nằm mê	năm˧˨me˧˧
triệu lộc	ʈiəw˨˩˨lok͡p˨˩˨
vất	jɤ̆k˦˥
thầy cãi	tʰɤ̆j˧˨kaj˨˩˦
tiệm tiến	tim˨˩˨tiəŋ˦˥
binh lính	bin˧˧lin˦˥
khí nhiệt động học	xi˦˥ɲiək˨˩˨doŋ͡m˨˩˨hɔk͡p˨˩˨
gầm ghì	ɣɤ̆m˧˨ɣi˧˨
gá chứa	ɣa˦˥cɯə˦˥
muôn đời	muəŋ˧˧dɤj˧˨
thèo bẻo	tʰeo˧˨beo˨˩˦
khảo luận	xaw˨˩˦lwɤ̆ŋ˨˩˨
tự giao	tɯ˨˩˨jaw˧˧
mảng ư	maŋ˨˩˦ɯ˧˧
vật liệu	jɤ̆k˨˩˨liəw˨˩˨
sống sít	ʂoŋ͡m˦˥ʂit˦˥
xương thiêng	sɯəŋ˧˧tʰiəŋ˧˧
băng đai	băŋ˧˧daj˧˧
thầu lại	tʰɤ̆w˧˨laj˨˩˨
chồi đót	coj˧˨dɔk͡p˦˥
ướt mèm	ɯək˦˥mɛm˧˨
tiểu hùng tinh	tiəw˨˩˦huŋ͡m˧˨tin˧˧
tế lễ	te˦˥le˨˩˦
được thể	dɯək˨˩˨tʰe˨˩˦
nhà xiêu khó chống	ɲa˧˨siəw˧˧xɔ˦˥coŋ͡m˦˥
tra-côm	ʈa˧˧-kom˧˧
xà cạp	sa˧˨kap˨˩˨
thái	tʰaj˦˥
luật hình sự	lwɤ̆k˨˩˨hin˧˨ʂɯ˨˩˨
cắt ruột	kăk˦˥ʐuək˨˩˨
dấu chấm hỏi	jɤ̆w˦˥cɤ̆m˦˥hɔj˨˩˦
chuối tiêu	cuəj˦˥tiəw˧˧
mươi lăm	mɯəj˧˧lăm˧˧
kịch chiến	kit˨˩˨ciəŋ˦˥
li ti	li˧˧ti˧˧
hậu cứu	hɤ̆w˨˩˨kɯw˦˥
rô manh	ʐo˧˧man˧˧
bệ tì	be˨˩˨ti˧˨
nhẵn	ɲăŋ˨˩˦
sông bôi	ʂoŋ͡m˧˧boj˧˧
ky	ki˧˧
tông tốc	toŋ͡m˧˧tok͡p˦˥
ăn lan	ăŋ˧˧laŋ˧˧
tướng thuật	tɯəŋ˦˥tʰwɤ̆k˨˩˨
ví dù	ji˦˥ju˧˨
dây thường xuân	jɤ̆j˧˧tʰɯəŋ˧˨swɤ̆ŋ˧˧
dung nhan	juŋ͡m˧˧ɲaŋ˧˧
anh giai	an˧˧jaj˧˧
thiên đô	tʰiəŋ˧˧do˧˧
xấu nghĩa	sɤ̆w˦˥ŋiə˨˩˦
thông hơi	tʰoŋ͡m˧˧hɤj˧˧
nia	niə˧˧
quần ống sớ	wɤ̆ŋ˧˨oŋ͡m˦˥ʂɤ˦˥
bạch chủng	bat˨˩˨cuŋ͡m˨˩˦
sồng sộc	ʂoŋ͡m˧˨ʂok͡p˨˩˨
mực tàu	mɯk˨˩˨tăw˧˨
húng chó	huŋ͡m˦˥cɔ˦˥
keo cú	keo˧˧ku˦˥
năm cùng tháng tận	năm˧˧kuŋ͡m˧˨tʰaŋ˦˥tɤ̆ŋ˨˩˨
bộ dẫn tiến	bo˨˩˨jɤ̆ŋ˨˩˦tiəŋ˦˥
biệt động đội	biək˨˩˨doŋ͡m˨˩˨doj˨˩˨
phờ-răng	fɤ˧˨-ʐăŋ˧˧
miệng khấn tay vái	miəŋ˨˩˨xɤ̆ŋ˦˥tăj˧˧jaj˦˥
tổng động viên	toŋ͡m˨˩˦doŋ͡m˨˩˨jiəŋ˧˧
truất phế	ʈwɤ̆k˦˥fe˦˥
kiến thợ	kiəŋ˦˥tʰɤ˨˩˨
lầu lầu	lɤ̆w˧˨lɤ̆w˧˨
cầu phúc	kɤ̆w˧˨fuk͡p˦˥
hải tiêu	haj˨˩˦tiəw˧˧
trong suốt	ʈɔŋ͡m˧˧ʂuək˦˥
nước hai	nɯək˦˥haj˧˧
cỏ lạ hoa thơm	kɔ˨˩˦la˨˩˨hwa˧˧tʰɤm˧˧
khâu díu	xɤ̆w˧˧jiw˦˥
đồng nam	doŋ͡m˧˨nam˧˧
quều quào	wɛu˧˨waw˧˨
chiến tranh nhân dân	ciəŋ˦˥ʈan˧˧ɲɤ̆ŋ˧˧jɤ̆ŋ˧˧
đánh đôi	dan˦˥doj˧˧
dẫn liệu	jɤ̆ŋ˨˩˦liəw˨˩˨
xe bình bịch	sɛ˧˧bin˧˨bit˨˩˨
phim điện ảnh	fim˧˧diəŋ˨˩˨an˨˩˦
cầm quân	kɤ̆m˧˨wɤ̆ŋ˧˧
giấy thiếc	jɤ̆j˦˥tʰiək˦˥
can cữu	kaŋ˧˧kɯw˨˩˦
quốc nội	wok͡p˦˥noj˨˩˨
nghèo rớt mùng tơi	ŋeo˧˨ʐɤk˦˥muŋ͡m˧˨tɤj˧˧
tuổi già	tuəj˨˩˦ja˧˨
quốc phòng	wok͡p˦˥fɔŋ͡m˧˨
thặng vốn	tʰăŋ˨˩˨joŋ͡m˦˥
minh tâm	min˧˧tɤ̆m˧˧
thị sát	tʰi˨˩˨ʂat˦˥
rơm rác	ʐɤm˧˧ʐak˦˥
xướng tên	sɯəŋ˦˥ten˧˧
chớ hề	cɤ˦˥he˧˨
làm chiêm	lam˧˨cim˧˧
điều ra tiếng vào	diəw˧˨ʐa˧˧tiəŋ˦˥jaw˧˨
búi	buj˦˥
vào	jaw˧˨
nói dối thòi đuôi	nɔj˦˥joj˦˥tʰɔj˧˨duəj˧˧
thạnh hoá	tʰan˨˩˨hwa˦˥
nhoé	ɲwe˦˥
ác một cái là	ak˦˥mok͡p˨˩˨kaj˦˥la˧˨
thiệu thành	tʰiəw˨˩˨tʰan˧˨
bạo cửa	baw˨˩˨kɯə˨˩˦
quần phăng	wɤ̆ŋ˧˨făŋ˧˧
gác cổng	ɣak˦˥koŋ͡m˨˩˦
tưng bừng	tɯŋ˧˧bɯŋ˧˨
chó vàng	cɔ˦˥jaŋ˧˨
giao nộp	jaw˧˧nop˨˩˨
hiếu nữ	hiəw˦˥nɯ˨˩˦
ngang như cành bứa	ŋaŋ˧˧ɲɯ˧˧kan˧˨bɯə˦˥
bẩn mắt	bɤ̆ŋ˨˩˦măk˦˥
nhấn chìm	ɲɤ̆ŋ˦˥cim˧˨
trề	ʈe˧˨
bom hoá học	bɔm˧˧hwa˦˥hɔk͡p˨˩˨
lảng trí	laŋ˨˩˦ʈi˦˥
quỳnh minh	win˧˨min˧˧
niết đài	niək˦˥daj˧˨
tháng giêng	tʰaŋ˦˥jen˧˧
gùi	ɣuj˧˨
nhiệt độ không khí	ɲiək˨˩˨do˨˩˨xoŋ͡m˧˧xi˦˥
cùm cụp	kum˧˨kup˨˩˨
rối ruột rối gan	ʐoj˦˥ʐuək˨˩˨ʐoj˦˥ɣaŋ˧˧
yên chính	iɛŋ˧˧cin˦˥
gắng gổ	ɣăŋ˦˥ɣo˨˩˦
ghi nhận	ɣi˧˧ɲɤ̆ŋ˨˩˨
ngủ lang	ŋu˨˩˦laŋ˧˧
chìa khoá	ciə˧˨xwa˦˥
quyền thần	wiɛŋ˧˨tʰɤ̆ŋ˧˨
ềnh ềnh	en˧˨en˧˨
khi vui thì vỗ tay vào	xi˧˧juj˧˧tʰi˧˨jo˨˩˦tăj˧˧jaw˧˨
ình oàng	in˧˨waŋ˧˨
chuyên mục	cwiəŋ˧˧muk͡p˨˩˨
đậu hương	dɤ̆w˨˩˨hɯəŋ˧˧
léo xéo	leo˦˥seo˦˥
quyền môn	wiɛŋ˧˨moŋ͡m˧˧
tà thuyết	ta˧˨tʰwiək˦˥
biến thể từ	biəŋ˦˥tʰe˨˩˦tɯ˧˨
đánh bật	dan˦˥bɤ̆k˨˩˨
tồ tồ	to˧˨to˧˨
thất bảo	tʰɤ̆k˦˥baw˨˩˦
địa hướng động	diə˨˩˨hɯəŋ˦˥doŋ͡m˨˩˨
biến thiên	biəŋ˦˥tʰiəŋ˧˧
nẫu nà	nɤ̆w˨˩˦na˧˨
thị phi	tʰi˨˩˨fi˧˧
lửa đạn	lɯə˨˩˦daŋ˨˩˨
tiêu diệt	tiəw˧˧jiək˨˩˨
cười hô hố	kɯəj˧˨ho˧˧ho˦˥
bố chồng	bo˦˥coŋ͡m˧˨
bỏ mặc	bɔ˨˩˦măk˨˩˨
thê noa	tʰe˧˧nwa˧˧
lúa chiêm ấm	luə˦˥cim˧˧ɤ̆m˦˥
cau có	kăw˧˧kɔ˦˥
khác vời	xak˦˥jɤj˧˨
tối om	toj˦˥ɔm˧˧
hàm số	ham˧˨ʂo˦˥
lấp biển dời non	lɤ̆p˦˥biəŋ˨˩˦jɤj˧˨nɔŋ͡m˧˧
nhâng nháo	ɲɤ̆ŋ˧˧ɲaw˦˥
đặc sứ	dăk˨˩˨ʂɯ˦˥
tù tì	tu˧˨ti˧˨
giáo hội	jaw˦˥hoj˨˩˨
mưu đồ	mɯw˧˧do˧˨
thuốc đạn	tʰuək˦˥daŋ˨˩˨
men rạn	mɛŋ˧˧ʐaŋ˨˩˨
