sanjuanēnsis	s̠anjʊanẽːs̠ɪs̠
dexendrusī	d̪ɛks̠ɛn̪d̪ɾʊs̠iː
crāpula	kɾaːpʊɫ̪a
factiō	fakt̪ioː
propitius	pɾɔpɪt̪iʊs̠
inculcāverimus	ɪŋkʊɫ̪kaːwɛɾɪmʊs̠
isbūrus	ɪs̠bʊɾʊs̠
didacopolis	d̪ɪd̪akɔpɔl̪ɪs̠
tēlevīsiō	t̪eːɫ̪ɛwiːs̠ioː
indictītius	ɪn̪d̪ɪkt̪iːt̪iʊs̠
prōvocātīvōs	pɾoːwɔkaːt̪iːwoːs̠
lubet	ɫ̪ʊbɛt̪
tagēs	t̪aɡeːs̠
cephalīs	kɛpʰal̪iːs̠
nigriceps	nɪɡrɪkɛps̠
dīrēctūra	d̪iːɾeːkt̪uːɾa
putreō	pʊt̪ɾeoː
ceriālia	kɛɾiaːl̪ia
olfaciō	ɔɫ̪fakioː
pudibundus	pʊd̪ɪbʊn̪d̪ʊs̠
surruō	s̠ʊrrʊoː
tūtemet	t̪uːt̪ɛmɛt̪
colōna	kɔɫ̪oːna
pharī̆saeus	pʰaɾiːs̠ae̯ʊs̠
annōsus	annoːs̠ʊs̠
cnēmis	kneːmɪs̠
irrogārās	ɪrrɔɡaːɾaːs̠
instēius	ĩːs̠t̪eːjʊs̠
carentēs	kaɾɛn̪t̪eːs̠
vēcors	weːkɔrs̠
perge	pɛrɡɛ
zephyrium	zɛpʰʏɾiʊ̃ˑ
excutiō	ɛks̠kʊt̪ioː
caprifolium	kapɾɪfɔl̪iʊ̃ˑ
dēvēneritis	d̪eːweːnɛɾiːt̪ɪs̠
dēferō	d̪eːfɛɾoː
fidēprōmissor	fɪd̪eːpɾoːmɪs̠s̠ɔr
subvolō	s̠ʊbwɔɫ̪oː
syndicus	s̠ʏn̪d̪ɪkʊs̠
grudiī	ɡrʊd̪iiː
tabānus	t̪abaːnʊs̠
obtineō	ɔpt̪ɪneoː
numeria	nʊmɛɾia
exōrnā	ɛks̠oːrnaː
ballante	bal̠l̠an̪t̪ɛ
psilis	ps̠ɪl̪ɪs̠
quadrus	kʷad̪ɾʊs̠
coxus	kɔks̠ʊs̠
cānēscō	kaːneːs̠koː
incessus	ɪŋkɛs̠s̠ʊs̠
antipās	an̪t̪ɪpaːs̠
sūtūra	s̠uːt̪uːɾa
nāvigantēs	naːwɪɡan̪t̪eːs̠
tardō	t̪ard̪oː
argenus	arɡɛnʊs̠
cygnus	kʏŋnʊs̠
pharetra	farɛt̪ra
cerdō	kɛrd̪oː
scapha	s̠kapʰa
sub	s̠ʊb
rhypēs	rʏpeːs̠
leptophyllus	ɫ̪ɛpt̪ɔpʰʏl̠l̠ʊs̠
subjicit	s̠ʊbjɪkɪt̪
obtūrante	ɔpt̪uːɾan̪t̪ɛ
obcō	ɔpkoː
olīva	ɔl̪iːwa
tentābundus	t̪ɛn̪t̪aːbʊn̪d̪ʊs̠
reūniās	reuːniaːs̠
multāverimus	mʊɫ̪t̪aːwɛɾiːmʊs̠
baroptenus	baɾɔpt̪ɛnʊs̠
imperitāverimus	ɪmpɛɾɪt̪aːwɛɾiːmʊs̠
summa	s̠ʊmma
incolō	ɪŋkɔɫ̪oː
colluviō	kɔl̠l̠ʊwioː
alte	aɫ̪t̪ɛ
vesbius	wɛs̠biʊs̠
arminius	armɪniʊs̠
quadrilīneātus	kʷad̪ɾɪl̪iːneaːt̪ʊs̠
sedusiī	s̠ɛd̪ʊs̠iiː
seurbī	s̠eu̯rbiː
asper	as̠pɛr
renāscor	rɛnaːs̠kɔr
assevērāta	as̠s̠ɛweːɾaːt̪a
tius	t̪iʊs̠
nova	nɔwaː
praeambulus	pɾae̯ambʊɫ̪ʊs̠
amathūs	amat̪ʰuːs̠
casos	kas̠ɔs̠
exaestuō	ɛks̠ae̯s̠t̪ʊoː
nīxor	niːks̠ɔr
apsinthītēs	aps̠ɪn̪t̪ʰiːt̪eːs̠
ministrāveris	mɪnɪs̠t̪ɾaːwɛɾɪs̠
abruptiō	abrʊpt̪ioː
cūbānus	kuːbaːnʊs̠
intrōlātūrus	ɪn̪t̪ɾoːɫ̪aːt̪uːɾʊs̠
himalayēnsis	hɪmaɫ̪ajjẽːs̠ɪs̠
legātis	ɫ̪ɛɡaːt̪ɪs̠
ītōn	iːt̪oːn
iūliānōrum	juːl̪iaːnoːɾʊ̃ˑ
sinnacēs	s̠ɪnnakeːs̠
territōriālis	t̪ɛrrɪt̪oːɾiaːl̪ɪs̠
mendōsus	mɛn̪d̪oːs̠ʊs̠
paedagōgō	pae̯d̪aɡoːɡoː
intervenit	ɪn̪t̪ɛrwɛnɪt̪
invenīmus	ɪnwɛniːmʊs̠
ītalorōmānicus	iːt̪aɫ̪ɔɾoːmaːnɪkʊs̠
mactāveritis	makt̪aːwɛɾiːt̪ɪs̠
vorāta	wɔɾaːt̪a
sagrus	s̠aɡrʊs̠
retorqueō	rɛt̪ɔrkᶣeoː
longiturnus	ɫ̪ɔŋɡɪt̪ʊrnʊs̠
augusta	au̯ɡʊs̠t̪a
interpoler	ɪn̪t̪ɛrpɔɫ̪ɛr
impēnsius	ɪmpẽːs̠iʊs̠
achātēs	akʰaːt̪eːs̠
horizontālis	hɔɾɪzzɔn̪t̪aːl̪ɪs̠
timorēnsis	t̪ɪmɔɾẽːs̠ɪs̠
inconvenientiam	ɪŋkɔnwɛniɛn̪t̪iãˑ
pammachum	pammakʰʊ̃ˑ
incidō	ɪŋkɪd̪oː
intestis	ɪn̪t̪ɛs̠t̪ɪs̠
lūxuriātis	ɫ̪uːks̠ʊɾiaːt̪ɪs̠
lutōsus	ɫ̪ʊt̪oːs̠ʊs̠
cōnficiō	kõːfɪkioː
acadēmīa	akad̪eːmiːa
indium	ɪn̪d̪iʊ̃ˑ
labeōsus	ɫ̪abeoːs̠ʊs̠
contiguus	kɔn̪t̪ɪɡʊʊs̠
dēbueritis	d̪eːbʊɛɾiːt̪ɪs̠
tauromenium	t̪au̯rɔmɛniʊ̃ˑ
chesinus	kʰɛs̠ɪnʊs̠
pūnctātus	puːŋkt̪aːt̪ʊs̠
quantuslibet	kʷan̪t̪ʊs̠l̪ɪbɛt̪
putrefacta	pʊt̪ɾɛfakt̪a
fīnālis	fiːnaːl̪ɪs̠
dēprecābundus	d̪eːpɾɛkaːbʊn̪d̪ʊs̠
ergō	ɛrɡoː
fāta	faːt̪a
olisīpōnēnsis	ɔl̪ɪs̠iːpoːnẽːs̠ɪs̠
septēnī	s̠ɛpt̪eːniː
assūmptīvus	as̠s̠uːmpt̪iːwʊs̠
varrutius	warrʊt̪iʊs̠
cremūtius	kɾɛmuːt̪iʊs̠
malignō	mal̪ɪŋnoː
ligustīnus	l̪ɪɡʊs̠t̪iːnʊs̠
rufitarsis	rʊfɪt̪ars̠ɪs̠
sphaericus	s̠pʰae̯rɪkʊs̠
circumiciō	kɪrkʊmjɪkioː
crēdiderimus	kɾeːd̪ɪd̪ɛɾɪmʊs̠
ēlūceō	eːɫ̪uːkeoː
librārium	l̪ɪbɾaːɾiʊ̃ˑ
eunicus	eu̯nɪkʊs̠
dēmorior	d̪eːmɔɾiɔr
ēiūrō	eːjuːɾoː
modālis	mɔd̪aːl̪ɪs̠
spodos	s̠pɔd̪ɔs̠
sēnagallia	s̠eːnaɡal̠l̠ia
stimula	s̠t̪ɪmʊɫ̪a
computandō	kɔmpʊt̪an̪d̪oː
coruscāre	kɔɾʊs̠kaːɾɛ
metaurus	mɛt̪au̯rʊs̠
signāret	s̠ɪŋnaːɾɛt̪
cȳrēneus	kyːɾeːneʊs̠
scrīnium	s̠kɾiːniʊ̃ˑ
natāveritis	nat̪aːwɛɾiːt̪ɪs̠
versū	wɛrs̠uː
surrēpō	s̠ʊrreːpoː
celeripēs	kɛɫ̪ɛɾɪpeːs̠
cesserō	kɛs̠s̠ɛɾoː
megarōstris	mɛɡaɾoːs̠t̪ɾɪs̠
algida	aɫ̪ɡɪd̪aː
perspeculor	pɛrs̠pɛkʊɫ̪ɔr
phlegra	pʰɫ̪ɛɡra
bacchantēs	bakkʰan̪t̪eːs̠
trāchīs	t̪ɾaːkʰiːs̠
lectum	ɫ̪ɛkt̪ʊ̃ˑ
ēlectuārium	eːɫ̪ɛkt̪ʊaːɾiʊ̃ˑ
exercitibus	ɛks̠ɛrkɪt̪ɪbʊs̠
conglūtinō	kɔŋɡɫ̪uːt̪ɪnoː
mopsium	mɔps̠iʊ̃ˑ
indicārēs	ɪn̪d̪ɪkaːɾeːs̠
nigrīnus	nɪɡriːnʊs̠
sēnseris	s̠ẽːs̠ɛɾɪs̠
ascendō	as̠kɛn̪d̪oː
incitātiō	ɪŋkɪt̪aːt̪ioː
corticulus	kɔrt̪ɪkʊɫ̪ʊs̠
contueor	kɔn̪t̪ʊeɔr
supplicium	s̠ʊppl̪ɪkiʊ̃ˑ
regenerātī	rɛɡɛnɛɾaːt̪iː
fācundus	faːkʊn̪d̪ʊs̠
paternus	pat̪ɛrnʊs̠
marcēscō	markeːs̠koː
strittō	s̠t̪ɾɪt̪t̪oː
gabrī	ɡabɾiː
invīsibilis	ɪnwiːs̠ɪbɪl̪ɪs̠
saudō	s̠au̯d̪oː
nūdāveris	nuːd̪aːwɛɾiːs̠
commendātiō	kɔmmɛn̪d̪aːt̪ioː
caeroesī	kae̯roe̯s̠iː
grandimanus	ɡran̪d̪ɪmanʊs̠
pantagiās	pan̪t̪aɡiaːs̠
clōdicō	kɫ̪oːd̪ɪkoː
remisceō	rɛmɪs̠keoː
iūliānam	juːl̪iaːnãˑ
saepiō	s̠ae̯pioː
mellilla	mɛl̠l̠ɪl̠l̠a
calculātōrius	kaɫ̪kʊɫ̪aːt̪oːɾiʊs̠
scydra	s̠kʏd̪ɾa
inventiōnī	ɪnwɛn̪t̪ioːniː
permodicus	pɛrmɔd̪ɪkʊs̠
laepia	ɫ̪ae̯pia
vergilī	wɛrɡɪl̪iː
cōnfūsiō	kõːfuːs̠ioː
sēricārius	s̠eːɾɪkaːɾiʊs̠
necessitūdō	nɛkɛs̠s̠ɪt̪uːd̪oː
maior	majjɔr
mustāceus	mʊs̠t̪aːkeʊs̠
praetermittō	pɾae̯t̪ɛrmɪt̪t̪oː
bibō	bɪboː
voster	wɔs̠t̪ɛr
suāviloquentia	s̠waːwɪɫ̪ɔkᶣɛn̪t̪ia
sampsīs	s̠amps̠iːs̠
canistrilūdium	kanɪs̠t̪ɾɪɫ̪uːd̪iʊ̃ˑ
fungor	fʊŋɡɔr
humectantēs	hʊmɛkt̪an̪t̪eːs̠
orbitālis	ɔrbɪt̪aːl̪ɪs̠
penniger	pɛnnɪɡɛr
implōrātis	ɪmpɫ̪oːɾaːt̪ɪs̠
flagrāns	fɫ̪aɡrãːs̠
columella	kɔɫ̪ʊmɛl̠l̠a
daedalus	d̪ae̯d̪aɫ̪ʊs̠
lamētus	ɫ̪ameːt̪ʊs̠
prōvenientēs	pɾoːwɛniɛn̪t̪eːs̠
retrōcēdit	rɛt̪ɾoːkeːd̪ɪt̪
vitrūvius	wɪt̪ɾuːwiʊs̠
palpebra	paɫ̪pɛbɾa
geminō	ɡɛmɪnoː
balla	bal̠l̠a
stergēthron	s̠t̪ɛrɡeːt̪ʰɾɔn
tincontium	t̪ɪŋkɔn̪t̪iʊ̃ˑ
pāsceris	paːs̠keːɾɪs̠
ferīnās	fɛɾiːnaːs̠
rīvālitās	riːwaːl̪ɪt̪aːs̠
peruānus	pɛɾʊaːnʊs̠
moscha	mɔs̠kʰaː
hebeninus	hɛbɛnɪnʊs̠
bōlētāria	boːɫ̪eːt̪aːɾia
scurrīlis	s̠kʊrriːl̪ɪs̠
patellulifōrmia	pat̪ɛl̠l̠ʊl̪ɪfoːrmia
paraffīnum	paɾaffiːnʊ̃ˑ
tībulus	t̪iːbʊɫ̪ʊs̠
raeda	rae̯d̪a
appellātiō	appɛl̠l̠aːt̪ioː
errāticus	ɛrraːt̪ɪkʊs̠
febrīcula	fɛbɾiːkʊɫ̪a
argentīna	arɡɛn̪t̪iːnaː
formīdābilis	fɔrmiːd̪aːbɪl̪ɪs̠
cautēla	kau̯t̪eːɫ̪a
frequentia	fɾɛkᶣɛn̪t̪ia
hermus	hɛrmʊs̠
pascuālis	pas̠kʊaːl̪ɪs̠
cluvidiēnus	kɫ̪ʊwɪd̪ieːnʊs̠
conquaerō	kɔŋkʷae̯roː
brūnsvīcēnsis	bɾũːs̠wiːkẽːs̠ɪs̠
factūre	fakt̪uːɾɛ
exterior	ɛks̠t̪ɛɾiɔr
caricē	kaɾɪkeː
invītus	ɪnwiːt̪ʊs̠
simplificor	s̠ɪmpl̪ɪfɪkɔr
roraimēnsēs	rɔɾaɪmẽːs̠eːs̠
sollius	s̠ɔl̠l̠iʊs̠
tuburchinābundus	t̪ʊbʊrkʰɪnaːbʊn̪d̪ʊs̠
bombȳcinus	bɔmbyːkɪnʊs̠
cervīx	kɛrwiːks̠
lingonēs	l̪ɪŋɡɔneːs̠
cucurrit	kʊkʊrrɪt̪
tibī̆	t̪ɪbɪ
mūnificēns	muːnɪfɪkẽːs̠
rōmilius	roːmɪl̪iʊs̠
hydrōpicus	hʏd̪ɾoːpɪkʊs̠
administram	ad̪mɪnɪs̠t̪ɾãˑ
furor	fʊɾɔr
reflāgitō	rɛfɫ̪aːɡɪt̪oː
onychinus	ɔnʏkʰɪnʊs̠
ēniteō	eːnɪt̪eoː
adgāvīsūrus	ad̪ɡaːwiːs̠uːɾʊs̠
semel	s̠ɛmɛɫ̪
phaunos	pʰau̯nɔs̠
batīs	bat̪iːs̠
prōdictiō	pɾoːd̪ɪkt̪ioː
nātīvus	naːt̪iːwʊs̠
prōvolō	pɾoːwɔɫ̪oː
oleārius	ɔɫ̪eaːɾiʊs̠
generāre	ɡɛnɛɾaːɾɛ
enthūsiastās	ɛn̪t̪ʰuːs̠ias̠t̪aːs̠
lībāverimus	l̪iːbaːwɛɾɪmʊs̠
vīviparus	wiːwɪpaɾʊs̠
liricen	l̪ɪɾɪkɛn
sevērus	s̠ɛweːɾʊs̠
ūndēquīnquāgēsimus	uːn̪d̪eːkᶣiːŋkʷaːɡeːs̠ɪmʊs̠
forsitan	fɔrs̠ɪt̪an
exsolvō	ɛks̠ɔɫ̪woː
autō	au̯t̪oː
exārēscō	ɛks̠aːɾeːs̠koː
laciniātus	ɫ̪akɪniaːt̪ʊs̠
indēclīnābilis	ɪn̪d̪eːkl̪iːnaːbɪl̪ɪs̠
vīpera	wiːpɛɾa
īnfirmitās	ĩːfɪrmɪt̪aːs̠
paedīcātor	pae̯d̪iːkaːt̪ɔr
absortus	aps̠ɔrt̪ʊs̠
lītigāsse	l̪iːt̪ɪɡaːs̠s̠ɛ
hostēs	hɔs̠t̪eːs̠
bēlus	beːɫ̪ʊs̠
lapicīda	ɫ̪apɪkiːd̪a
aciculinus	akɪkʊl̪ɪnʊs̠
focō	fɔkoː
revenīmus	rɛweːnɪmʊs̠
ferōculus	fɛɾoːkʊɫ̪ʊs̠
pāscēbāminī	paːs̠keːbaːmɪniː
lēgāverimus	ɫ̪eːɡaːwɛɾɪmʊs̠
praetī	pɾae̯t̪iː
sandaliārius	s̠an̪d̪al̪iaːɾiʊs̠
tiliaventum	t̪ɪl̪iawɛn̪t̪ʊ̃ˑ
adiūdicō	ad̪juːd̪ɪkoː
brevitās	bɾɛwɪt̪aːs̠
leptus	ɫ̪ɛpt̪ʊs̠
irrisibilis	ɪrrɪs̠ɪbɪl̪ɪs̠
pestilentus	pɛs̠t̪ɪɫ̪ɛn̪t̪ʊs̠
otesia	ɔt̪ɛs̠ia
urbānē	ʊrbaːneː
kalendās	kaɫ̪ɛn̪d̪aːs̠
odōrō	ɔd̪oːɾoː
prōpulsō	pɾoːpʊɫ̪s̠oː
tyrus	t̪ʏɾʊs̠
ēlanguēscō	eːɫ̪aŋɡᶣeːs̠koː
foslius	fɔs̠l̪iʊs̠
inaudītus	ɪnau̯d̪iːt̪ʊs̠
prōfugiō	pɾoːfʊɡioː
virō	wɪɾoː
bilanx	bɪɫ̪aŋks̠
paedagōgīum	pae̯d̪aɡoːɡiːʊ̃ˑ
abōmināmentum	aboːmɪnaːmɛn̪t̪ʊ̃ˑ
condēscēnsiō	kɔn̪d̪eːs̠kẽːs̠ioː
gaelī	ɡae̯l̪iː
intermaneō	ɪn̪t̪ɛrmaneoː
ibycus	ɪbʏkʊs̠
parabolānus	paɾabɔɫ̪aːnʊs̠
acerbus	akɛrbʊs̠
nūtrīcāverimus	nuːt̪ɾiːkaːwɛɾɪmʊs̠
commoneō	kɔmmɔneoː
restaurātī	rɛs̠t̪au̯raːt̪iː
nū̆cleātī	nʊkɫ̪eaːt̪iː
regenerantī	rɛɡɛnɛɾan̪t̪iː
indicīva	ɪn̪d̪ɪkiːwa
minuscule	mɪnʊs̠kʊɫ̪ɛ
erōticus	ɛɾoːt̪ɪkʊs̠
addua	ad̪d̪ʊa
tenebrōsa	t̪ɛnɛbɾoːs̠aː
stertor	s̠t̪ɛrt̪ɔr
nardō	nard̪oː
comparātīvus	kɔmpaɾaːt̪iːwʊs̠
eculeus	ɛkʊɫ̪eʊs̠
rupilius	rʊpɪl̪iʊs̠
sacceus	s̠akkeʊs̠
aquilōnia	akᶣɪɫ̪oːnia
pola	pɔɫ̪a
aesis	ae̯s̠ɪs̠
bovīlis	bɔwiːl̪ɪs̠
āxilla	aːks̠ɪl̠l̠a
dolopia	d̪ɔɫ̪ɔpia
compartior	kɔmpart̪iɔr
capistērium	kapɪs̠t̪eːɾiʊ̃ˑ
amadocī	amad̪ɔkiː
pascha	pas̠kʰa
inclīnō	ɪŋkl̪iːnoː
cōnstīpō	kõːs̠t̪iːpoː
perductiō	pɛrd̪ʊkt̪ioː
vē̆rnus	wɛrnʊs̠
fīnītīvus	fiːniːt̪iːwʊs̠
artificiālis	art̪ɪfɪkiaːl̪ɪs̠
adfectuōsus	at̪fɛkt̪ʊoːs̠ʊs̠
praelocūtiōnēs	pɾae̯ɫ̪ɔkuːt̪ioːneːs̠
trunculātus	t̪ɾʊŋkʊɫ̪aːt̪ʊs̠
referō	rɛfɛɾoː
internōscō	ɪn̪t̪ɛrnoːs̠koː
ābītō	aːbiːt̪oː
trifasciātus	t̪ɾɪfas̠kiaːt̪ʊs̠
habitābam	habɪt̪aːbãˑ
scabō	s̠kaboː
interpungere	ɪn̪t̪ɛrpʊŋɡeːɾɛ
flāvipūnctātus	fɫ̪aːwɪpuːŋkt̪aːt̪ʊs̠
banasa	banas̠a
amāritūdō	amaːɾɪt̪uːd̪oː
abdicārās	abd̪ɪkaːɾaːs̠
arānea	aɾaːnea
habituālis	habɪt̪ʊaːl̪ɪs̠
petroselīnum	pɛt̪ɾɔs̠ɛl̪iːnʊ̃ˑ
erimus	ɛɾɪmʊs̠
hyrminum	hʏrmɪnʊ̃ˑ
dēterminēs	d̪eːt̪ɛrmɪneːs̠
introeō	ɪn̪t̪ɾɔeoː
clibanus	kl̪ɪbanʊs̠
eborācēnsis	ɛbɔɾaːkẽːs̠ɪs̠
circumiaceō	kɪrkʊmjakeoː
advectō	ad̪wɛkt̪oː
salvus	s̠aɫ̪wʊs̠
ūrīna	uːɾiːna
prophētis	pɾɔpʰeːt̪ɪs̠
amyntās	amʏn̪t̪aːs̠
arimaspī	aɾɪmas̠piː
recumbō	rɛkʊmboː
carpinātius	karpɪnaːt̪iʊs̠
dorsī	d̪ɔrs̠iː
obtūrāveris	ɔpt̪uːɾaːwɛɾɪs̠
palatitae	paɫ̪at̪ɪt̪ae̯
incitāveris	ɪŋkɪt̪aːwɛɾiːs̠
plastēs	pɫ̪as̠t̪eːs̠
moschī	mɔs̠kʰiː
perseus	pɛrs̠eʊs̠
excors	ɛks̠kɔrs̠
hēius	heːiʊs̠
indignābundus	ɪn̪d̪ɪŋnaːbʊn̪d̪ʊs̠
nauseābundus	nau̯s̠eaːbʊn̪d̪ʊs̠
orītae	ɔɾiːt̪ae̯
dēsignātor	d̪eːs̠ɪŋnaːt̪ɔr
terminus	t̪ɛrmɪnʊs̠
danīsta	d̪aniːs̠t̪a
ineō	ɪneoː
corrēctus	kɔrreːkt̪ʊs̠
tomōs	t̪ɔmoːs̠
externa	ɛks̠t̪ɛrnaː
latrō	ɫ̪at̪roː
pāscere	paːs̠kɛɾɛ
īnsepultus	ĩːs̠ɛpʊɫ̪t̪ʊs̠
iamblichus	jambl̪ɪkʰʊs̠
dator	d̪at̪ɔr
mollūgō	mɔl̠l̠uːɡoː
peruānās	pɛɾʊaːnaːs̠
pūnctiuncula	puːŋkt̪iʊŋkʊɫ̪a
paesus	pae̯s̠ʊs̠
dāns	d̪ãːs̠
sublīmōs	s̠ʊbl̪iːmoːs̠
arvus	arwʊs̠
būcolium	buːkɔl̪iʊ̃ˑ
intempestīvitās	ɪn̪t̪ɛmpɛs̠t̪iːwɪt̪aːs̠
reserō	rɛs̠ɛɾoː
monumentum	mɔnʊmɛn̪t̪ʊ̃ˑ
sāturnālia	s̠aːt̪ʊrnaːl̪ia
amāsis	amaːs̠ɪs̠
erannaboās	ɛɾannabɔaːs̠
laelia	ɫ̪ae̯l̪ia
victimō	wɪkt̪ɪmoː
hittiō	hɪt̪t̪ioː
tētrior	t̪eːt̪ɾiɔr
rapiditās	rapɪd̪ɪt̪aːs̠
palatha	paɫ̪at̪ʰa
agnōmen	aŋnoːmɛn
conjiciō	kɔnjɪkioː
aestuōsus	ae̯s̠t̪ʊoːs̠ʊs̠
incohātīs	ɪŋkɔhaːt̪iːs̠
frusinō	fɾʊs̠ɪnoː
aristophanēs	aɾɪs̠t̪ɔpʰaneːs̠
rennuō	rɛnnʊoː
manceps	maŋkɛps̠
sānctificō	s̠aːŋkt̪ɪfɪkoː
prōductīvō	pɾoːd̪ʊkt̪iːwoː
chrīstophorus	kʰɾiːs̠t̪ɔpʰɔɾʊs̠
apothēcō	apɔt̪ʰeːkoː
poenitentia	poe̯nɪt̪ɛn̪t̪ia
malianda	mal̪ian̪d̪a
cāsū	kaːs̠uː
anteceptus	an̪t̪ɛkɛpt̪ʊs̠
abscissa	aps̠kɪs̠s̠a
latentissimus	ɫ̪at̪ɛn̪t̪ɪs̠s̠ɪmʊs̠
nāzaraeus	naːzzaɾae̯ʊs̠
sōlāmen	s̠oːɫ̪aːmɛn
cappellānus	kappɛl̠l̠aːnʊs̠
graminicolus	ɡramɪnɪkɔɫ̪ʊs̠
volverimus	wɔɫ̪wɛɾɪmʊs̠
gildō	ɡɪɫ̪d̪oː
cassubicus	kas̠s̠ʊbɪkʊs̠
praeclūdō	pɾae̯kɫ̪uːd̪oː
incoinquinātus	ɪŋkɔɪŋkᶣɪnaːt̪ʊs̠
aragonicus	aɾaɡɔnɪkʊs̠
synoviālis	s̠ʏnɔwiaːl̪ɪs̠
impetibilis	ɪmpɛt̪ɪbɪl̪ɪs̠
rubellulus	rʊbɛl̠l̠ʊɫ̪ʊs̠
capitulātiō	kapɪt̪ʊɫ̪aːt̪ioː
dubitātiō	d̪ʊbɪt̪aːt̪ioː
doanās	d̪ɔanaːs̠
burgrāphius	bʊrɡraːpʰiʊs̠
portendō	pɔrt̪ɛn̪d̪oː
acerbē	akɛrbeː
seorsus	s̠eɔrs̠ʊs̠
accanite	akkanɪt̪ɛ
profectīcius	pɾɔfɛkt̪iːkiʊs̠
būcīta	buːkiːt̪a
amnīsus	amniːs̠ʊs̠
circumspargō	kɪrkũːs̠parɡoː
unguentārius	ʊŋɡᶣɛn̪t̪aːɾiʊs̠
tricorythus	t̪ɾɪkɔɾʏt̪ʰʊs̠
vacuēfactūrus	wakʊeːfakt̪uːɾʊs̠
sabrīnus	s̠abɾiːnʊs̠
ruber	rʊbɛr
māgālia	maːɡaːl̪ia
abnegātīva	abnɛɡaːt̪iːwa
sōphrosynēn	s̠oːpʰɾɔs̠ʏneːn
obtemperāveritis	ɔpt̪ɛmpɛɾaːwɛɾiːt̪ɪs̠
placia	pɫ̪akia
pējōre	peːjoːɾɛ
pernecessārius	pɛrnɛkɛs̠s̠aːɾiʊs̠
grossa	ɡrɔs̠s̠a
angustiā	aŋɡʊs̠t̪iaː
expetessō	ɛks̠pɛt̪ɛs̠s̠oː
specificus	s̠pɛkɪfɪkʊs̠
iūrātōrius	juːɾaːt̪oːɾiʊs̠
senī	s̠ɛniː
promōna	pɾɔmoːna
diovēs	d̪iɔweːs̠
dērīsōrius	d̪ɛɾɪs̠ɔɾiʊs̠
dēglūbō	d̪eːɡɫ̪uːboː
rālla	raːl̠l̠a
reintegrāns	reɪn̪t̪ɛɡrãːs̠
tarmitēs	t̪armɪt̪eːs̠
porculus	pɔrkʊɫ̪ʊs̠
pūnītīs	puːniːt̪iːs̠
respondeō	rɛs̠pɔn̪d̪eoː
adsistrīcibus	at̪s̠ɪs̠t̪ɾɪkɪbʊs̠
barbānīs	barbaːniːs̠
alternantēs	aɫ̪t̪ɛrnan̪t̪eːs̠
locāveris	ɫ̪ɔkaːwɛɾiːs̠
septemvirātus	s̠ɛpt̪ɛmwɪɾaːt̪ʊs̠
dēceptōrius	d̪eːkɛpt̪oːɾiʊs̠
vīperea	wiːpɛɾeaː
imitor	ɪmɪt̪ɔr
baptīzāssem	bapt̪iːzzaːs̠s̠ɛ̃ˑ
pāstō	paːs̠t̪oː
expīrāre	ɛks̠piːɾaːɾɛ
erīneus	ɛɾiːneʊs̠
nāvāveritis	naːwaːwɛɾiːt̪ɪs̠
volūtō	wɔɫ̪uːt̪oː
eumenidēs	eu̯mɛnɪd̪eːs̠
eurydicē	eu̯rʏd̪ɪkeː
flōridēnsis	fɫ̪oːɾɪd̪ẽːs̠ɪs̠
vējovis	weːjɔwɪs̠
sortiger	s̠ɔrt̪ɪɡɛr
līquis	l̪iːkᶣɪs̠
ingeniātor	ɪŋɡɛniaːt̪ɔr
teuthrānia	t̪eu̯t̪ʰɾaːnia
armāmentārium	armaːmɛn̪t̪aːɾiʊ̃ˑ
esperanticus	ɛs̠pɛɾan̪t̪ɪkʊs̠
solidus	s̠ɔl̪ɪd̪ʊs̠
maculōsus	makʊɫ̪oːs̠ʊs̠
echeleos	ɛkʰɛɫ̪eɔs̠
chrȳsobora	kʰɾyːs̠ɔbɔɾa
digitulus	d̪ɪɡɪt̪ʊɫ̪ʊs̠
complector	kɔmpɫ̪ɛkt̪ɔr
velānius	wɛɫ̪aːniʊs̠
exportem	ɛks̠pɔrt̪ɛ̃ˑ
gibbus	ɡɪbbʊs̠
intersum	ɪn̪t̪ɛrs̠ʊ̃ˑ
dēcernō	d̪eːkɛrnoː
lāmentō	ɫ̪aːmɛn̪t̪oː
quadrigeminus	kʷad̪ɾɪɡɛmɪnʊs̠
perstringō	pɛrs̠t̪ɾɪŋɡoː
largitūdō	ɫ̪arɡɪt̪uːd̪oː
būmādus	buːmaːd̪ʊs̠
ovidius	ɔwɪd̪iʊs̠
brevirōstris	bɾɛwɪɾoːs̠t̪ɾɪs̠
nīcer	niːkɛr
teneritās	t̪ɛnɛɾɪt̪aːs̠
prōmulgat	pɾoːmʊɫ̪ɡat̪
bifasciātus	bɪfas̠kiaːt̪ʊs̠
habueris	habʊɛɾiːs̠
invertō	ɪnwɛrt̪oː
scūpī	s̠kuːpiː
lacumacēs	ɫ̪akʊmakeːs̠
incolomis	ɪŋkɔɫ̪ɔmɪs̠
dēfraudō	d̪eːfɾau̯d̪oː
daphnūs	d̪apʰnuːs̠
annūllō	annuːl̠l̠oː
praevenit	pɾae̯weːnɪt̪
intrōductōriō	ɪn̪t̪ɾoːd̪ʊkt̪oːɾioː
sphaeroglōssa	s̠pʰae̯rɔɡɫ̪oːs̠s̠a
arōmatizō	aɾoːmat̪ɪzzoː
