vitamiene	vitɐminə
kroegman	kruxmɐn
Menlyn	mɛnlɛɪn
Nov	nɔf
Andri	ɐndri
bushalte	bœshɐltə
grondpryse	xrɔːntprɛɪsə
Braunvieh	brəʊnfi
Phobos	phʊəbɔs
NCCI	ŋsi
sielkundig	silkœndəx
melaats	məlɑːts
Geraas	xərɑːs
betrag	bətrɐx
raamwerk	rɑːmværk
dispuut	dəspyt
fungeer	fœŋxiər
voorverhitte	fʊərfərhətə
blootgestel	blʊətxəstæl
Broeder	brudər
oefengroep	ufənxrup
weggevoer	væxəfuːr
tam	tɐm
insinkings	ənsəŋkəŋs
dele	diələ
ligdraers	ləxdrɑːrs
ongevoelige	ɔnxəfuləxə
Britanje	britɐnjə
ywerig	ɛɪvərəx
verdoem	fərdum
resorteer	riəsɔrtiər
vraatsug	frɑːtsœx
bevoegdhede	bəfuxthiədə
Samaritane	sɐmɐritɑːnə
Jansen	jɐnsən
verwarrend	fərvɐrənt
WET	vɛt
ontwerper	ɔntværpər
ingedring	ənxədrəŋ
Muldersdrif	mœldərsdrəf
Schoombee	ʃʊəmbiə
Posisie	puzisi
onderwater	ɔnərvɑːtər
nominale	nɔminɑːlə
skolastiese	skʊəlɐstisə
voorsmaak	fʊərsmɑːk
prutpot	prœtpɔt
gars	xɐrs
mensheid	mẽnshɛɪt
Reenen	riənən
afgelope	ɐfxəlʊəpə
skat	skɐt
NAMPO	nɑːmpu
verdeling	fərdiələŋ
dagblaaie	dɐxblɑɪə
opgeknap	ɔpxəknɐp
veelseggende	fiəlsæxəndə
toekenning	tukɛnəŋ
beraamde	bərɑːmdə
geïsoleer	xəisuliər
Agatha	ɑːxɐthɑː
haaraf	hɑːrɐf
TOE	tu
knoffel	knɔfəl
HOD	hɔt
manspersoon	mɐnspərsʊən
Manasse	mɑːnɐsə
plaaslike	plɑːsləkə
Chopper	xɔpər
eggo	æxu
fietswedren	fitsvɛtrɛn
doodvonnis	dʊətfɔnəs
inklok	əŋklɔk
aardbol	ɑːrtbɔl
Eindig	ɛɪndəx
brandskade	brɐntskɑːdə
kindertyd	kəndərtɛɪt
Rekeningkundige	riəkənəŋkœndəxə
donkiejare	dɔŋkijɑːrə
vlooimark	flʊɪmɐrk
Oase	uɑːsə
boedels	budəls
krampagtig	krɐmpɐxtəx
seile	sɛɪlə
cherrie	xæri
rugsak	rœxsɐk
uitgespook	øytxəspʊək
tienuur	tinyr
onsmaaklike	ɔnsmɑːkləkə
groeipyne	xruɪpɛɪnə
spaander	spɑːndər
galblaas	xɐlblɑːs
gewens	xəvẽns
openinge	ʊəpənəŋə
inlê	ənleː
Bonifatius	bʊənifɐtiœs
bloeding	bludəŋ
Montreal	mɔntriɐl
pynlike	pɛɪnləkə
Notify	nʊətifɛɪ
Paaie	pɑɪə
Bloomberg	blʊəmbærx
Swazi	swɑːzi
medeleraar	miədəliərɑːr
leeftyd	liəftɛɪt
sakekern	sɑːkəkərən
montering	mɔntiərəŋ
Taalbeweging	tɑːlbəviəxəŋ
et	ɛt
kossproei	kɔspruɪ
insette	ənsɛtə
High	həx
Tobie	tʊəbi
funksie	fœŋksi
keel	kiəl
Boelie	buli
enigeen	iənəxiən
Zacharias	zɐxɑːriɐs
Combrinck	kɔmbrəŋk
ds	diəɛs
gatskop	xɐtskɔp
klaargemaak	klɑːrxəmɑːk
omgestamp	ɔmxəstɐmp
buitelug	bøytəlœx
Work	vɔrk
afrigters	ɐfrəxtərs
Tau	təʊ
meermale	miərmɑːlə
bronsmedalje	brɔnsmədɐljə
kindervermaak	kəndərfərmɑːk
komplekse	kɔmplæksə
groentjies	xruɪŋcis
toep	tup
respons	rəspɔns
Boervrou	buːrfrəʊ
rigtings	rəxtəŋs
Naam	nɑːm
Nagenoeg	nɑːxənux
toppresteerders	tɔprəstiərdərs
grootpens	xrʊətpɛns
klassiek	klɐsik
Locke	lɔkə
insolvent	ənsɔlfɛnt
Hehe	həhiə
misterieuse	məstiəriøəsə
Khama	khɑːmɐ
Klopse	klɔpsə
sonbril	sɔnbrəl
kwyt	kwɛɪt
onvolledige	ɔnfɔliədəxə
stemmige	stɛməxə
toutjie	təʊci
gemeubileerd	xəmøəbiliərt
book	bʊək
geyk	xəɛɪk
Lantern	lɐntæːrən
binnestroom	bənəstrʊəm
gekanaliseer	xəkɐnɐlisiər
Doelskoppe	dulskɔpə
Ernstige	ærənstəxə
Beeld	biəlt
Diepe	dipə
pretstap	prɛtstɐp
afstootlike	ɐfstʊətləkə
stempel	stɛmpəl
ontvanklik	ɔntfɐŋklək
stamhoofde	stɐmhʊəfdə
Albasinidam	ɐlbɑːsinidɐm
dok	dɔk
saamsleep	sɑːmsliəp
Dairy	daɪrɛɪ
bekoorlike	bəkʊərləkə
paaie	pɑɪə
Eerlikheid	iərləkhɛɪt
inkopiesentrum	əŋkʊəpisɛntrœm
wingerd	vəŋərt
huweliks	hyvələks
kollektief	kulɛktif
Pruise	prøysə
vervulling	fərfœləŋ
geëmigreer	xəɛməxriər
oerwoud	urvəʊt
vak	fɐk
heen	hiən
floaties	flʊəɑːtis
vervaag	fərfɑːx
frustrerende	frœstriərəndə
tandvleis	tɐntflɛɪs
swemklere	swɛmkliərə
probeer	prubiər
afsydig	ɐfsɛɪdəx
stoepie	stupi
l	æl
KRAG	krɐx
lokaliteit	lukɐlitɛɪt
beslegting	bəslæxtəŋ
verfilming	fərfəlməŋ
Hiemstra	himstrɐ
Bloubul	bləʊbœl
lewelose	liəvəlʊəsə
utopie	ytʊəpi
korreksie	kurɛksi
kopkrap	kɔpkrɐp
HHA	hɐ
versamelnaam	fərsɑːməlnɑːm
Kor	kɔr
weerhouding	viərhəʊdəŋ
Maatskappye	mɑːtskɐpɛɪə
naslaanbron	nɑːslɑːnbrɔn
Upper	œpər
voorgegaan	fʊərxəxɑːn
Missouri	məsəʊri
Binnenshuise	bənənshøysə
voorgelees	fʊərxəliəs
Nehemia	nəhiəmiɐ
Roemeense	rumiənsə
Hudson	hœtsɔn
koerantpapier	kurɐntpɐpiːr
uitloop	øytlʊəp
rendement	rɛndəmɛnt
G	xiə
ván	fɐn
soene	sunə
Nasionale	nɐʃiunɑːlə
uitgebeeld	øytxəbiəlt
famielie	fɑːmili
Barnabas	bɐrnɑːbɐs
wind	vənt
Roos	rʊəs
vermaan	fərmɑːn
hervorm	hærfɔrəm
voordra	fʊərdrɑː
tottie	tɔti
Coco	kʊəku
sentimentele	sɛntimɛntiələ
Hoogenhout	hʊəxənhəʊt
ontdekkers	ɔndækərs
Tyson	tɛɪsɔn
Stry	strɛɪ
mossels	mɔsəls
gehul	xəhœl
Versier	fərsiːr
Kameel	kɐmiəl
buitekamer	bøytəkɑːmər
koedoe	kudu
periodieke	piəriudikə
belewe	bəliəvə
KLEIN	klɛɪn
biere	biːrə
veranderinge	fərɐndərəŋə
skietgeveg	skitxəfæx
x	ɛks
Vietnam	fitnɐm
verwag	fərvɐx
onderwyseresse	ɔnərvɛɪsərɛsə
Kie	ki
bemarkings	bəmɐrkəŋs
vreesbevange	friəsbəfɐŋə
Génesis	xiənəsəs
intrekkers	əntrækərs
stampe	stɐmpə
verkopers	fərkʊəpərs
Raptor	rɐptɔr
lafaard	lɐfɑːrt
pantomime	pɐntʊəmimə
gemeenskapsprojekte	xəmiənskɐpsprujɛktə
lensiesop	lɛnsisɔp
bemanningslede	bəmɐnəŋsliədə
prysgawe	prɛɪsxɑːvə
kniel	knil
Voeg	fux
Diaz	diɐz
verveling	fərfiələŋ
oudheid	əʊthɛɪt
verhoor	fərhʊər
Grand	xrɐnt
streel	striəl
trokkie	trɔki
saamgevat	sɑːmxəfɐt
motiewe	mʊətivə
neergesien	niərxəsin
nouste	nəʊstə
andersyds	ɐndərsɛɪts
gemiddeldes	xəmədəldəs
there	tiərə
kortkom	kɔrtkɔm
drukgroep	drœkxrup
munt	mœnt
Waenhuiskrans	vɑːnhøyskrɑ̃ns
grootbek	xrʊətbæk
Michelangelo	məxiəlɐŋiəlu
eksamen	ɛksɑːmən
misstof	məstɔf
gelowe	xəlʊəvə
Jaguares	jɐɡwɐrəs
stoptekens	stɔptiəkəns
klerk	klærk
Voorsien	fʊərsin
groothandelprys	xrʊəthɐndəlprɛɪs
toekomsplanne	tukɔmsplɐnə
Kubota	kybʊətɐ
ultramoderne	œltrɑːmudærənə
Mud	mœt
Hiervan	hiːrfɐn
newe	niəvə
bate	bɑːtə
regspleging	ræxspliəxəŋ
eindtyd	ɛɪntɛɪt
aansluiting	ɑːnsløytəŋ
polisse	pʊələssə
volwassenes	fɔlvɐsənəs
Baanbreker	bɑːnbriəkər
Deens	diəns
Verwys	fərvɛɪs
tonnelvisie	tɔnəlvisi
Branden	brɐndən
Weldon	vældɔn
dwangarbeid	dwɐŋɐrbɛɪt
opgaar	ɔpxɑːr
Geboortes	xəbʊərtəs
organiseer	ɔrxɐnisiər
gewete	xəviətə
Lehmann	ləhmɐn
pedagogiek	pɛdɐxʊəxik
padgee	pɐtxiə
heterogene	hɛtruxiənə
GLRU	xlry
slange	slɐŋə
Bisantynse	bisɐntɛɪnsə
oningeligtes	ɔnənxələxtəs
skeertyd	skiərtɛɪt
kWh	kɑːviəhɑː
Victrix	fəktrəks
Hope	hʊəpə
gesterf	xəstærf
gelyktydig	xəlɛɪktɛɪdəx
vuilgoed	føylxut
geveerde	xəfiərdə
Bobbejaan	bɔbəjɑːn
bloedvloei	blutfluɪ
Akkommodasie	ɐkɔmədɑːsi
Proe	pru
oorlaaide	ʊərlɑɪdə
landwyd	lɐntvɛɪt
padlangs	pɐtlɐŋs
inkleurboek	əŋkløərbuk
virrie	fəri
DonderdaeDis	dɔnərdɑːdəs
inhoud	ənhəʊt
musiekblyspel	mœsikblɛɪspæl
skoonheid	skʊənhɛɪt
waansin	vɑːnsən
argeologiese	ɐrxiulʊəxisə
planttyd	plɐntɛɪt
meegewerk	miəxəværk
fragment	frɐxmɛnt
ten	tɛn
Lotto	lɔtu
opvat	ɔpfɐt
onredelike	ɔnriədələkə
spanningsroman	spɐnəŋsrumɐn
skokkende	skɔkəndə
erenstig	iərənstəx
herinnerings	hærənərəŋs
gemaklike	xəmɐkləkə
geskenkies	xəskɛŋkis
Asaf	ɑːsɐf
Hoofde	hʊəfdə
gasvry	xɐsfrɛɪ
wysgeer	vɛɪsxiər
aandryf	ɑːndrɛɪf
series	siəris
Oh	ɔ
lawyer	lɐvɛɪər
FacebookDeel	fɑːsəbʊəkdiəl
Vryheidsoorlog	frɛɪhɛɪtsʊərlɔx
Kubane	kybɑːnə
bonatuurlik	bʊənɐtyrlək
kan	kɐn
Spektrum	spɛktrœm
gepreek	xəpriək
uitklaar	øytklɑːr
missionale	məʃiʊənɑːlə
woonarea	vʊənɑːriɐ
nadoodse	nɑːdʊətsə
sien	sin
groete	xrutə
Kersboom	kærsbʊəm
Bongi	bɔŋi
SAGIS	sɑːxəs
Boonzaaier	bʊənzɑɪər
Nanette	nɑːnɛtə
Lomu	lʊəmy
Budd	bœd
Taj	tɐj
gesange	xəsɐŋə
temalied	tiəmɑːlit
middelste	mədəlstə
Prime	primə
suigkrag	søyxkrɐx
ooreenkomstig	ʊəriəŋkɔmstəx
Tennistoernooi	tɛnəsturnʊɪ
voerkraal	fuːrkrɑːl
bouterrein	bəʊtərɛɪn
reddingspanne	rɛdəŋspɐnə
Eros	iərɔs
omhoog	ɔmhʊəx
geïrriteerd	xəiritiərt
stunning	stœnəŋ
donateur	dʊənɐtøər
navorsingsmetodologie	nɑːfɔrsəŋsmətʊəduluxi
Goeiemôre	xuɪəmɔːrə
reën	riən
vertrouelinge	fərtrəʊələŋə
Sabbat	sɐbɐt
Pasiënte	pɐsiɛntə
heeljaar	hiəljɑːr
barmhartige	bɐrəmhɐrtəxə
skets	skɛts
Weimar	vɛɪmɐr
misdaadsyfer	məsdɑːtsɛɪfər
vierwielaangedrewe	fiːrvilɑːnxədriəvə
vlakte	flɐktə
gapings	xɑːpəŋs
kits	kəts
pyniging	pɛɪnəxəŋ
medemenslikheid	miədəmẽnsləkhɛɪt
skepping	skɛpəŋ
valsheid	fɐlshɛɪt
emigrante	ɛməxrɐntə
afsnydatum	ɐfsnɛɪdɑːtœm
kwyn	kwɛɪn
aldrie	ɐldri
Langsaan	lɐŋsɑːn
vorm	fɔrəm
streeklanddros	striəklɐndrɔs
Utrecht	ytræxt
doringkroon	dʊərəŋkrʊən
Vonkel	fɔŋkəl
Course	kəʊrsə
verpleegsters	fərpliəxstərs
Damme	dɐmə
betaam	bətɑːm
omgewings	ɔmxiəvəŋs
ne	niə
verdraagsaam	fərdrɑːxsɑːm
Reuse	røəsə
verbastering	fərbɐstərəŋ
buro	byrʊə
Areas	ɑːriɐs
WARE	vɑːrə
Reënboognasie	riənbʊəxnɑːsi
insit	ənsət
selfaangestelde	sælfɑːnxəstældə
beswyming	bəswɛɪməŋ
onberekenbare	ɔnbəriəkənbɑːrə
State	stɑːtə
assimilasie	ɐsimilɑːsi
Inhambane	ənhɐmbɑːnə
Atletiekklub	ɐtlətiklœp
KOM	kɔm
onderdorp	ɔnərdɔrp
leerplanne	liərplɐnə
rustiger	rœstəxər
veeboerdery	fiəbuːrdərɛɪ
weggewaai	væxəvɑɪ
pos	pɔs
skolier	skʊəliːr
Honderd	hɔnərt
Kokkedoor	kɔkədʊər
Dean	diəɐn
Antropologie	ɐntrʊəpuluxi
onverstandige	ɔnfərstɐndəxə
WEN	vɛn
ritueel	rətyiəl
Shrien	ʃrin
voorland	fʊərlɐnt
opposisiepartye	ɔpəzisipɐrtɛɪə
Voices	fɔɪsəs
aromatiese	ɐrʊəmɑːtisə
Sanherib	sɐnhiərəp
Tarien	tɑːrin
gemeentelede	xəmiəntəliədə
triomfeer	triɔmfiər
onkruiddoder	ɔnkrøydʊədər
Fouriesburg	fəʊrisbœrx
Boesmansrivier	busmɐnsrəfiːr
verskonings	fərskʊənəŋs
underdog	œndərdɔx
dikwels	dəkvəls
lugbesoedeling	lœxbəsudələŋ
diersoort	diːrsʊərt
onuitvoerbaar	ɔnøytfuːrbɑːr
presidentsvrou	prəsədɛntsfrəʊ
Cheetahs	xiətɑːs
uitgekom	øytxəkɔm
Off	ɔf
dissiplines	dəsəplinəs
ondankbare	ɔndɐŋkbɑːrə
mikrobes	mikrʊəbəs
geneesheer	xəniəshiər
Kultuurvereniging	kœltyrfəriənəxəŋ
einste	ɛɪnstə
speke	spiəkə
opheffing	ɔphɛfəŋ
kinkels	kəŋkəls
Deli	diəli
noodsaaklikhede	nʊətsɑːkləkhiədə
Plekke	plækə
opdam	ɔpdɐm
onderdrukker	ɔnərdrœkər
huppel	hœpəl
masjienerie	məʃinəri
Hotelle	hutælə
kadawer	kɐdɑːvər
énige	iənəxə
telegram	tæləxrɐm
Kuifie	køyfi
Jemen	jiəmən
alleenwees	ɐliənviəs
afgewyk	ɐfxəvɛɪk
Ver	fæːr
Heer	hiər
intuïsie	əntuːisi
Augustus	ɔxœstœs
ongemagtigde	ɔnxəmɐxtəxdə
farao	fɑːrʊə
Kolbe	kɔlbə
Roeping	rupəŋ
hompe	hɔmpə
Vital	fitɐl
afsluiting	ɐfsløytəŋ
Sara	sɑːrɐ
ratels	rɑːtəls
uitsending	øytsɛndəŋ
betowerende	bətʊəvərəndə
Brothers	brɔthərs
Bank	bɐŋk
gemagtig	xəmɐxtəx
Gesondheidswetenskappe	xəsɔnthɛɪtsviətənskɐpə
opwarm	ɔpvɐrəm
Anon	ɐnɔn
Gail	xaɪl
inspekteur	ənspɛktøər
flikker	fləkər
klere	kliərə
Kangogrotte	kɐŋɔxrɔtə
demografie	dɛmuxrɐfi
motiveringspreker	mʊətifiərəŋspriəkər
dwarsboming	dwɐrsbʊəməŋ
nuwe	nyvə
nederigheid	niədərəxɛɪt
eiendomsregte	ɛɪəndɔmsræxtə
kerrie	kæri
file	filə
Australasiese	ʊəstrɑːlɑːsisə
rommel	rɔməl
flink	fləŋk
Acacia	ɑːkɑːsiɐ
Haan	hɑːn
steriliseer	stɛrilisiər
sagmoedige	sɐxmudəxə
blindes	bləndəs
GW	xiəviə
internis	əntərnəs
beledigende	bəliədəxəndə
naamskending	nɑːmskɛndəŋ
bewerkstellig	bəværkstæləx
oneffektiewe	ɔnifɛktivə
Hieronder	hiːrɔnər
brandweerwa	brɐntviərvɑː
fonds	fɔnts
Kersseisoen	kærsɛɪsun
ekonomie	ɛkunumi
noodsaaklik	nʊətsɑːklək
hoofpaaie	hʊəfpɑɪə
Vinpro	fənpru
wyse	vɛɪsə
genotipe	xənʊətipə
Screen	skriən
inpalm	ənpɐləm
simmetriese	səmiətrisə
beeldhouers	biəlthəʊərs
Beijing	bɛɪjəŋ
PE	piə
Stone	stʊənə
ongeskoolde	ɔnxəskʊəldə
deurdringende	dyərdrəŋəndə
DAE	dɑː
onbekwame	ɔnbəkwɑːmə
vernis	fərnəs
men	mɛn
afskud	ɐfskœt
Assistent	ɐsəstɛnt
P	piə
ongestoord	ɔnxəstʊərt
Illuminati	iluminɑːti
onverdiende	ɔnfərdində
Anneline	ɐnəlinə
Huismuis	høysmøys
taalgemeenskap	tɑːlxəmiənskɐp
klewerig	kliəvərəx
paaseiers	pɑːsɛɪərs
magiese	mɑːxisə
Raka	rɑːkɐ
Response	rəspɔnsə
Opgedateer	ɔpxədɐtiər
moelik	mulək
gewilder	xəvəldər
hamburgers	hɐmbœrɡərs
bevolkingsdigtheid	bəfɔlkəŋsdəxthɛɪt
Tegelykertyd	təxəlɛɪkərtɛɪt
uitgeteerde	øytxətiərdə
Marieta	mɐritɐ
Story	sturɛɪ
Dinsdag	dənsdɐx
baadjie	bɑɪci
slukkie	slœki
bevryder	bəfrɛɪdər
Network	nɛtvɔrk
hieruit	hiːrøyt
onderwysers	ɔnərvɛɪsərs
rof	rɔf
dossiere	dɔsiːrə
langer	lɐŋər
sê	seː
edelstene	iədəlstiənə
geswerf	xəswærf
bekendstel	bəkɛntstæl
NASPERS	nɐspærs
gespreksgenoot	xəsprɛksxənʊət
springs	sprəŋs
Jensma	jɛnsmɑː
weggooi	væxʊɪ
vyftigjarige	fɛɪftəxjɑːrəxə
betroubare	bətrəʊbɑːrə
bestuurslid	bəstyːrslət
GHA	ɡɑː
maklikste	mɐkləkstə
noukeurig	nəʊkøərəx
Alternatiewe	ɐltərnɐtivə
kospakkies	kɔspɐkis
korrigeer	kɔrəxiər
offisier	ɔfəsiːr
redekawel	riədəkɑːvəl
bekla	bəklɑː
geredeneer	xərədəniər
liefdesverhaal	lifdəsfərhɑːl
Pleks	plæks
konseptuele	kɔnsɛptyiələ
Netjies	nɛːicis
geboorteproses	xəbʊərtəprusɛs
markkragte	mɐrkrɐxtə
belangrikke	bəlɐŋrəkə
winskopie	vənskʊəpi
Garsies	xɐrsis
Maar	mɑːr
werk	værk
groeiwyse	xruɪvɛɪsə
wei	vɛɪ
Adonis	ɐdʊənəs
onderhandelingstafel	ɔnərhɐndələŋstɑːfəl
ekspedisie	ɛkspədisi
Annatjie	ɐnaɪci
skrifte	skrəftə
matriks	mɑːtrəks
ingewande	ənxəvɐndə
Beleggingskorporasie	bəlæxəŋskɔrpʊərɑːsi
onderhandelbaar	ɔnərhɐndəlbɑːr
Varennes	fɑːrɛnɛs
kaarte	kɑːrtə
diskrete	dəskriətə
seun	søən
tender	tɛndər
toeëien	tuːɛɪən
Lyndon	lɛɪndɔn
diff	dəf
evolusie	ɛvɔlysi
Tshepo	tshiəpu
Steunpilaar	støənpilɑːr
munisipaliteit	mynisipɐlitɛɪt
swakheid	swɐkhɛɪt
wyk	vɛɪk
Bedonderde	bədɔnərdə
korruptes	kurœptəs
deeltjie	diəlci
RMS	ærɛmɛs
Mpho	mphʊə
USD	œst
Superrugby	sypərœɡbi
Kommersiële	kɔmærʃiiələ
nagereg	nɑːxəræx
nougeset	nəʊxəsɛt
vergaap	fərxɑːp
afgesnyde	ɐfxəsnɛɪdə
kersvader	kærsfɑːdər
beveg	bəfæx
eindrondte	ɛɪndrɔntə
benader	bənɑːdər
Stompie	stɔmpi
DOOD	dʊət
Kommandant	kɔmɐndɐnt
woonhuis	vʊənhøys
ingangshek	ənxɐŋshæk
yslike	ɛɪsləkə
wang	vɐŋ
lading	lɑːdəŋ
niefiksie	nifəksi
etenstafel	iətənstɑːfəl
oorgangsproses	ʊərxɐŋsprusɛs
wettigheid	vɛtəxɛɪt
duik	døyk
geprogrammeer	xəpruxrɐmiər
stilis	stiləs
ontslae	ɔntslɑː
Jamaika	jɐmaɪkɐ
bas	bɐs
Spambotte	spɐmbɔtə
Albatros	ɐlbɐtrɔs
rondes	rɔndəs
nektar	nɛktɐr
Sanparke	sɐnpɐrkə
verlaat	fərlɑːt
Magdel	mɐxdəl
Darren	dɐrɛn
nagraadse	nɑːxrɑːtsə
Nantes	nɑːntəs
Schlebusch	ʃliəbœʃ
geweste	xəvɛstə
Tazz	tɐz
inhegtenisnemings	ənhæxtənəsniəməŋs
Springbokafrigter	sprəŋbɔkɐfrəxtər
Sportman	spɔrtmɐn
ingesteek	ənxəstiək
isotoop	isutʊəp
Kop	kɔp
porieë	pʊəriːə
aangeblaas	ɑːnxəblɑːs
gewis	xəvəs
polis	pʊələs
simpatieke	səmpɐtikə
Klap	klɐp
Spur	spœr
feestelikheid	fiəstələkhɛɪt
Heidegger	hɛɪdəxər
Byeenkomste	bɛɪiəŋkɔmstə
Anc	ɑːɛnsiə
dusvêr	dœsfæːr
ploeter	plutər
regdenkende	ræxdɛŋkəndə
moses	mʊəsəs
Noorde	nʊərdə
piel	pil
ommesientjie	ɔməsiŋci
Shikoku	ʃikʊəky
Hollander	hɔlɐndər
Troeteldiere	trutəldiːrə
Merlin	mærlən
patos	pɑːtɔs
eienskap	ɛɪənskɐp
persoonlik	pərsʊənlək
GAAN	xɑːn
BGM	biəxiəɛm
Athlone	ɐtlʊənə
geskiedskrywers	xəskitskrɛɪvərs
bulk	bœlk
gevormde	xəfɔrəmdə
versinnebeeld	fərsənəbiəlt
avontuur	ɐvɔntyr
fosfaat	fɔsfɑːt
blare	blɑːrə
voortyd	fʊərtɛɪt
kapitale	kɐpitɑːlə
afsak	ɐfsɐk
bekwame	bəkwɑːmə
mastitis	mɐstitəs
medewerking	miədəværkəŋ
bakstene	bɐkstiənə
verkiesings	fərkisəŋs
Vossies	fɔsis
belowende	bəlʊəvəndə
Oakdale	ʊəɐkdɑːlə
steenkoolmyne	stiəŋkʊəlmɛɪnə
intertekstuele	əntərtɛkstyiələ
Pluto	plytu
Jasper	jɐspər
Kaylee	kɑːɛɪliə
Achmat	ɐxmɐt
arbeidskoste	ɐrbɛɪtskɔstə
basuin	bɐsøyn
linkerkant	ləŋkərkɐnt
geïnfekteerde	xəənfɛktiərdə
kommetaar	kɔmətɑːr
Taalkommissie	tɑːlkumisi
Droë	druːə
Totale	tutɑːlə
Heerlikheid	hiərləkhɛɪt
stimulerend	stəmyliərənt
viktimisasie	fəktimisɑːsi
blomkool	blɔmkʊəl
font	fɔnt
kikker	kəkər
uitlanders	øytlɐndərs
apartheidsregering	ɐpɐrthɛɪtsrəxiərəŋ
Document	dʊəkymɛnt
Kant	kɐnt
issue	əsyə
woordeboeke	vʊərdəbukə
vertoon	fərtʊən
denkbeeldig	dɛŋkbiəldəx
aminosure	ɐminʊəsyrə
jaarweek	jɑːrviək
perseptuele	pærsɛptyiələ
haaks	hɑːks
lasterlik	lɐstərlək
Uitenhage	øytɛnhɑːxə
Stadion	stɑːdiɔn
Ateïs	ɐtiəəs
kat	kɐt
Garnett	xɐrnɛt
besproeiingstelsel	bəspruɪəŋstælsəl
voorstede	fʊərstiədə
SAWA	sɑːvɑː
Stade	stɑːdə
straler	strɑːlər
Viserektor	fisirɛktɔr
treinwaens	trɛɪnvɑːns
myndorp	mɛɪndɔrp
voering	fuːrəŋ
Apply	ɐplɛɪ
kommando	kumɐndu
Mede	miədə
dwergies	dwærxis
gekookte	xəkʊəktə
Nixon	niksɔn
verlangse	fæːrlɐŋsə
Sciences	ssiŋsɛs
Syngenta	sɛɪŋxɛntɐ
poephol	puphɔl
Oorlogsmuseum	ʊərlɔxsmysøəm
skiem	skim
uitgeboul	øytxəbəʊl
verkleurmannetjie	fərkløərmɐnici
rissies	rəsis
vryheidstrewe	frɛɪhɛɪtstriəvə
teikengroep	tɛɪkənxrup
Garstfonteinweg	xɐrstfɔntɛɪnvæx
aangegryp	ɑːnxəxrɛɪp
Moederkerk	mudərkærk
Sisulu	sisyly
Vlak	flɐk
Pen	pɛn
kortweg	kɔrtvæx
slym	slɛɪm
nagskof	nɐxskɔf
vanieljegeursel	fɐniljiəxøərsəl
naaldekokers	nɑːldəkʊəkərs
kunsgalery	kœnsxɐlərɛɪ
konveksie	kɔnfɛksi
Aub	əʊp
Marise	mɐrisə
gemaal	xəmɑːl
Wine	vinə
Australasië	ʊəstrɑːlɐsiəiəə
heerlikheid	hiərləkhɛɪt
kleinood	klɛɪnʊət
objektief	ɔbjɛktif
vervolg	fərfɔlx
Kundera	kœndərɐ
you	ɛɪəʊ
plaaskind	plɑːskənt
rondgery	rɔntxərɛɪ
SARS	sɐrs
Jahn	jɑːn
Liedjies	licis
sinkers	səŋkərs
teenreaksie	tiənriɐksi
Rosenberg	rʊəsənbærx
Lééf	liəf
TOP	tɔp
gemakliker	xəmɐkləkər
egalige	iəxɑːləxə
publieke	pœblikə
ondervra	ɔnərfrɑː
kontekste	kɔntɛkstə
gaas	xɑːs
brandstofheffing	brɐntstɔfhɛfəŋ
Loeloeraai	luluːrɑɪ
keerpunt	kiərpœnt
Kuys	køys
baard	bɑːrt
Geliefdes	xəlifdəs
Kasakstan	kɑːsɐkstɐn
motoriese	mutʊərisə
borsvoed	bɔrsfut
Jennie	jɛni
bevriend	bəfrint
sjef	ʃɛf
kelk	kælk
Merkel	mærkəl
Arm	ɐrəm
kringloop	krəŋlʊəp
klimraam	kləmrɑːm
bedelaars	biədəlɑːrs
eggenoot	æxənʊət
soutgehalte	səʊtxəhɐltə
eter	iətər
donderdag	dɔnərdɐx
blomtuin	blɔmtøyn
ongeduld	ɔnxədœlt
meenthuis	miənthøys
onderdanig	ɔnərdɑːnəx
Gebou	xəbəʊ
inkomstegaping	əŋkɔmstəxɑːpəŋ
betoon	bətʊən
rondloper	rɔntlʊəpər
rokkel	rɔkəl
dinkwerk	dəŋkværk
Tekort	təkɔrt
kontraktueel	kɔntrɐktyiəl
magte	mɐxtə
vermaarde	fərmɑːrdə
pokke	pɔkə
Moorde	mʊərdə
pilaar	pilɑːr
timing	timəŋ
spreuke	sprøəkə
tereggestel	təræxxəstæl
insamelings	ənsɑːmələŋs
Koevoet	kufut
gebreekte	xəbriəktə
waterpunt	vɑːtərpœnt
tannies	tɐnis
uitgevang	øytxəfɐŋ
skewe	skiəvə
onfeilbaar	ɔnfɛɪlbɑːr
Bredasdorp	brədɑːsdɔrp
opsetlike	ɔpsɛtləkə
tel	tæl
voormalige	fʊərmɑːləxə
personeelkamer	pærsuniəlkɑːmər
Polisiemanne	pulisimɐnə
veld	fælt
Tereg	təræx
enkelspel	ɛŋkəlspæl
afgevaardigde	ɐfxəfɑːrdəxdə
Bashar	bɐshɐr
variante	vɐriɐntə
spiese	spisə
nuutgemaak	nytxəmɑːk
Aston	ɐstɔn
slyp	slɛɪp
jenewer	jəniəvər
tikmasjien	təkməʃin
Computicket	kɔmpytəkɛt
spirituele	spirətyiələ
Zwavelpoort	zvɑːfælpʊərt
klerekas	kliərəkɐs
opleidingskursus	ɔplɛɪdəŋskœrsœs
gillend	xələnt
eiergeel	ɛɪərxiəl
vermelde	fərmældə
vrygewige	frɛɪxiəvəxə
Ultimate	œltimɑːtə
Friend	frint
Orania	ʊərɑːniɐ
studies	stydis
