Зенги	zˈɛŋɡɪ
режњева	rˈɛʒɲevɐ
тестаменту	tˈɛstɐmˌɛntʊ
Боготи	bˈoɡotɪ
Чајна	t͡ʃˈɑjnɐ
риме	rˈimɛ
оперу	ˈopɛrʊ
правично	prˈavɪt͡ʃno
наводну	nˈavodnʊ
Трагови	trˈaɡovɪ
Дјук	djˈuk
реалној	rˈɛɐlnoj
предсједник	prˈɛtsjednɪk
представљали	prˈɛtstɐvljˌɐlɪ
првобитни	prvˈobɪtnɪ
Агесилаја	ˈaɡɛsˌɪlɑjɐ
отровала	ˈotrovˌɐlɐ
загађени	zˈaɡɐd͡ʑˌɛnɪ
политичари	pˈolɪtˌɪt͡ʃɑrɪ
комплексан	kˈomplɛksɐn
СС	sˈəsˌə
угрозио	ˈuɡrozˌɪo
представљање	prˈɛtstɐvljˌɐɲe
набаве	nˈabɐvɛ
племићкој	plˈɛmɪt͡ɕkoj
апроксимира	ˈaproksˌɪmɪrɐ
Французи	frˈant͡sʊzɪ
удахне	ˈudɐhnɛ
шест	ʃˈɛst
Тројици	trˈojɪt͡sɪ
новинска	nˈovɪnskɐ
дам	dˈam
финални	fˈinɐlnɪ
орбите	ˈorbɪtɛ
Данима	dˈanɪmɐ
жељену	ʒˈɛʎenʊ
друголигашу	drˈuɡolˌɪɡɐʃʊ
невероватном	nˈɛvɛrˌovɐtnom
Тејлора	tˈejlorɐ
kW	kˈədˈuplovə
немамо	nˈɛmɐmo
председнички	prˈɛtsɛdnˌɪt͡ʃkɪ
варошима	vˈɑroʃˌɪmɐ
одевене	ˈodɛvˌɛnɛ
Едвардом	ˈɛdvɑrdom
зависном	zˈavɪsnom
Бакотић	bˈakotɪt͡ɕ
букве	bˈukvɛ
манифестација	mˈanɪfˌɛstɐt͡sˌɪjɐ
Борислав	bˈorɪslɐv
обешена	ˈobɛʃˌɛnɐ
документарца	dˈokʊmˌɛntɑrt͡sɐ
устаљен	ˈustɐʎen
утицајима	ˈutɪt͡sˌɑjɪmɐ
пнеумонија	pnˈɛʊmˌonɪjɐ
Ери	ˈɛrɪ
фантастику	fˈantɐstˌɪkʊ
Шпанском	ʃpˈanskom
причала	prˈit͡ʃɐlɐ
пуцале	pˈut͡sɐlɛ
маслине	mˈaslɪnɛ
штавише	ʃtˈavɪʃɛ
заснован	zˈasnovɐn
узана	ˈuzɐnɐ
усправна	ˈusprɐvnɐ
манифестацијама	mˈanɪfˌɛstɐt͡sˌɪjɐmɐ
Магарац	mˈaɡɑrɐt͡s
усправним	ˈusprɐvnɪm
лествици	lˈɛstvɪt͡sɪ
купце	kˈupt͡sɛ
Уједињеним	ˈujedˌɪɲenɪm
електро	ˈɛlɛktro
серума	sˈɛrʊmɐ
отели	ˈotɛlɪ
хранљиве	xrˈanʎɪvɛ
Шепард	ʃˈɛpɑrd
површинско	pˈovrʃɪnsko
инсигнија	ˈinsɪɡnˌɪjɐ
Сергеја	sˈɛrɡejɐ
масив	mˈasɪv
ужасна	ˈuʒɐsnɐ
туристичког	tˈurɪstˌɪt͡ʃkoɡ
Сабах	sˈabɐh
испупчење	ˈispʊpt͡ʃˌɛɲe
семантици	sˈɛmɐntˌɪt͡sɪ
Батерворт	bˈatɛrvort
револуцији	rˈɛvolˌʊt͡sɪjɪ
Клод	klˈod
напитак	nˈapɪtɐk
рефрена	rˈɛfrɛnɐ
најбогатија	nˈɑjboɡˌɐtɪjɐ
артиљеријским	ˈɑrtɪʎˌerɪjskɪm
конзолама	kˈonzolˌɐmɐ
Коришћен	kˈorɪʃt͡ɕɛn
Од	ˈod
пашалук	pˈaʃɐlʊk
тереном	tˈɛrɛnom
даноноћно	dˈanonˌot͡ɕno
кључног	kʎˈut͡ʃnoɡ
гостију	ɡˈostɪjʊ
принципима	prˈint͡sɪpˌɪmɐ
петобоју	pˈɛtobˌojʊ
сајмови	sˈɑjmovɪ
војвоткиња	vˈojvotkˌɪɲɐ
сигнализације	sˈiɡnɐlˌɪzɐt͡sˌɪje
кинематографију	kˈinɛmˌɐtoɡrˌɐfɪjʊ
Код	kˈod
увлачећи	ˈuvlɐt͡ʃˌɛt͡ɕɪ
РБД	rbd
весео	vˈɛsɛo
Бонапарте	bˈonɐpˌɑrtɛ
механа	mˈɛhɐnɐ
Откривају	ˈotkrɪvˌɑjʊ
позивом	pˈozɪvom
шуме	ʃˈumɛ
Кориснички	kˈorɪsnˌɪt͡ʃkɪ
Сиска	sˈiskɐ
загушење	zˈaɡʊʃˌɛɲe
државну	drʒˈavnʊ
попреко	pˈoprɛko
клинова	klˈinovɐ
писци	pˈist͡sɪ
спољашњост	spˈoʎɐʃɲost
жестокој	ʒˈɛstokoj
сакупљао	sˈakʊpʎˌɐo
балканских	bˈalkɐnskɪh
ординације	ˈordɪnˌɐt͡sɪje
мрак	mrˈak
депресијама	dˈɛprɛsˌɪjɐmɐ
царину	t͡sˈɑrɪnʊ
колонијалним	kˈolonˌɪjɐlnɪm
угледали	ˈuɡlɛdˌɐlɪ
победничке	pˈobɛdnˌɪt͡ʃkɛ
Ленс	lˈɛns
практиковао	prˈaktɪkˌovɐo
доминантним	dˈomɪnˌɐntnɪm
Аурелија	ˈaʊrˌɛlɪjɐ
уводном	ˈuvodnom
класом	klˈasom
Извођач	ˈizvod͡ʑɐt͡ʃ
Чехе	t͡ʃˈɛhɛ
насумице	nˈasʊmˌɪt͡sɛ
Далмацију	dˈalmɐt͡sˌɪjʊ
стваралачка	stvˈɑrɐlˌɐt͡ʃkɐ
духовници	dˈuhovnˌɪt͡sɪ
неуспешне	nˈɛʊspˌɛʃnɛ
Руди	rˈudɪ
компоновању	kˈomponˌovɐɲʊ
одређивати	ˈodrɛd͡ʑˌɪvɐtɪ
класа	klˈasɐ
врхунац	vrhˈunɐt͡s
Уређивачки	ˈurɛd͡ʑˌɪvɐt͡ʃkɪ
совјетска	sˈovjetskɐ
сениорски	sˈɛnɪˌorskɪ
лондонском	lˈondonskom
добио	dˈobɪo
галерији	ɡˈalɛrˌɪjɪ
нисмо	nˈismo
пожари	pˈoʒɑrɪ
савезница	sˈavɛznˌɪt͡sɐ
Лисабону	lˈisɐbˌonʊ
Арапа	ˈɑrɐpɐ
драмским	drˈamskɪm
трговца	trɡˈoft͡sɐ
насељеници	nˈasɛʎˌenɪt͡sɪ
пресељава	prˈɛsɛʎˌɐvɐ
дискретних	dˈiskrɛtnɪh
Јаков	jˈakov
жељна	ʒˈɛʎnɐ
изговарајући	ˈizɡovˌɑrɑjˌʊt͡ɕɪ
Византијци	vˈizɐntˌɪjt͡sɪ
скривању	skrˈivɐɲʊ
заштитна	zˈaʃtɪtnɐ
боравком	bˈorɐfkom
Лици	lˈit͡sɪ
поред	pˈorɛd
ренесанси	rˈɛnɛsˌɐnsɪ
библиотеку	bˈiblɪˌotɛkʊ
оснаживање	ˈosnɐʒˌɪvɐɲe
паром	pˈɑrom
Вођен	vˈod͡ʑɛn
Састојао	sˈastojˌɐo
тужени	tˈuʒɛnɪ
схвативши	shvˈatɪfʃɪ
Позитивни	pˈozɪtˌɪvnɪ
роману	rˈomɐnʊ
BBC	bˈəbˌət͡sˌə
ученим	ˈut͡ʃɛnɪm
логистичке	lˈoɡɪstˌɪt͡ʃkɛ
уљних	ˈuʎnɪh
продате	prˈodɐtɛ
Обрадовић	ˈobrɐdˌovɪt͡ɕ
загребачка	zˈaɡrɛbˌɐt͡ʃkɐ
излеће	ˈizlɛt͡ɕɛ
музичка	mˈuzɪt͡ʃkɐ
лоса	lˈosɐ
стајним	stˈɑjnɪm
фриза	frˈizɐ
Калиф	kˈalɪf
исплаћује	ˈisplɐt͡ɕˌʊje
обнављању	ˈobnɐvljˌɐɲʊ
Дјука	djˈukɐ
издатака	ˈizdɐtˌɐkɐ
Подручја	pˈodrʊt͡ʃjɐ
графичку	ɡrˈafɪt͡ʃkʊ
расама	rˈasɐmɐ
Пајовић	pˈɑjovɪt͡ɕ
Криту	krˈitʊ
сажаљење	sˈaʒɐʎˌeɲe
државу	drʒˈavʊ
Милошем	mˈiloʃɛm
сопствених	sˈopstvɛnɪh
писменост	pˈismɛnost
Матеја	mˈatejɐ
смјештен	smjˈeʃtɛn
хемоглобина	xˈɛmoɡlˌobɪnɐ
Арсеналу	ˈɑrsɛnˌɐlʊ
завршавала	zˈavrʃɐvˌɐlɐ
Стварна	stvˈɑrnɐ
ратничке	rˈatnɪt͡ʃkɛ
ваздухопловној	vˈazdʊhˌoplovnoj
погледа	pˈoɡlɛdɐ
угрожавање	ˈuɡroʒˌɐvɐɲe
бункер	bˈuŋkɛr
бегови	bˈɛɡovɪ
домаћинству	dˈomɐt͡ɕˌɪnstvʊ
Чин	t͡ʃˈin
избацивања	ˈizbɐt͡sˌɪvɐɲɐ
аикидо	ˈaɪkˌɪdo
покретањем	pˈokrɛtˌɐɲem
шиљака	ʃˈiʎɐkɐ
хромозому	xrˈomozˌomʊ
ужем	ˈuʒɛm
Visual	vˈisʊɐl
узгајани	ˈuzɡɑjˌɐnɪ
Дрита	drˈitɐ
узрасте	ˈuzrɐstɛ
премаши	prˈɛmɐʃɪ
поднета	pˈodnɛtɐ
симболичну	sˈimbolˌɪt͡ʃnʊ
Бонд	bˈond
опростила	ˈoprostˌɪlɐ
рецензију	rˈɛt͡sɛnzˌɪjʊ
Духом	dˈuhom
Традиционалне	trˈadɪt͡sˌɪonˌɐlnɛ
утолико	ˈutolˌɪko
Беверли	bˈɛvɛrlɪ
апсорбује	ˈapsorbˌʊje
Исака	ˈisɐkɐ
Магнусен	mˈaɡnʊsɛn
Владин	vlˈadɪn
Дубаија	dˈubɐˌɪjɐ
сусретну	sˈusrɛtnʊ
Брезовица	brˈɛzovˌɪt͡sɐ
римску	rˈimskʊ
пређашњи	prˈɛd͡ʑɐʃɲɪ
Деј	dˈej
контролисаним	kˈontrolˌɪsɐnɪm
оснивачем	ˈosnɪvˌɐt͡ʃɛm
бацати	bˈat͡sɐtɪ
увлачења	ˈuvlɐt͡ʃˌɛɲɐ
спровођењем	sprˈovod͡ʑˌɛɲem
бијелих	bˈijelɪh
љубоморни	ʎˈubomˌornɪ
моторичким	mˈotorˌɪt͡ʃkɪm
поновити	pˈonovˌɪtɪ
Станку	stˈaŋkʊ
уздигнутим	ˈuzdɪɡnˌʊtɪm
односили	ˈodnosˌɪlɪ
алтернатива	ˈaltɛrnˌɐtɪvɐ
ратарство	rˈatɑrstvo
противничкој	prˈotɪvnˌɪt͡ʃkoj
безмало	bˈɛzmɐlo
бачке	bˈat͡ʃkɛ
париског	pˈɑrɪskoɡ
унију	ˈunɪjʊ
ослика	ˈoslɪkɐ
детаљима	dˈɛtɐʎˌɪmɐ
Теодори	tˈɛodˌorɪ
смири	smˈirɪ
културолошким	kˈultʊrˌoloʃkɪm
Лариса	lˈɑrɪsɐ
прво	prvˈo
проводнику	prˈovodnˌɪkʊ
младић	mlˈadɪt͡ɕ
Пежоов	pˈɛʒoov
претерани	prˈɛtɛrˌɐnɪ
патријархалној	pˈatrɪjˌɑrhɐlnoj
Леј	lˈej
прегледачима	prˈɛɡlɛdˌɐt͡ʃɪmɐ
трансмисија	trˈansmɪsˌɪjɐ
фарма	fˈɑrmɐ
Конвенција	kˈonvɛnt͡sˌɪjɐ
Косовски	kˈosofskɪ
мисаоних	mˈisɐˌonɪh
Пакао	pˈakɐo
женскарош	ʒˈɛnskɑroʃ
ишчекивању	ˈiʃt͡ʃɛkˌɪvɐɲʊ
престане	prˈɛstɐnɛ
Намењен	nˈamɛɲen
Силу	sˈilʊ
позабаве	pˈozɐbˌɐvɛ
пиваре	pˈivɑrɛ
Добијени	dˈobɪjˌenɪ
Наше	nˈaʃɛ
предводник	prˈɛdvodnɪk
Браничева	brˈanɪt͡ʃˌɛvɐ
Анђелко	ˈand͡ʑɛlko
Џеремија	d͡ʒˈɛrɛmˌɪjɐ
измишљеним	ˈizmɪʃʎˌenɪm
чвором	t͡ʃvˈorom
чистоће	t͡ʃˈistot͡ɕɛ
Цезарини	t͡sˈɛzɑrˌɪnɪ
тамној	tˈamnoj
уочено	ˈuot͡ʃˌɛno
сумњиве	sˈumɲɪvɛ
МТВ	mˈətˌəvˌə
варијанта	vˈɑrɪjˌɐntɐ
суорганизатор	sˈuorɡˌɐnɪzˌɐtor
ОФ	ˈof
динамична	dˈinɐmˌɪt͡ʃnɐ
Христифора	xrˈistɪfˌorɐ
аматерски	ˈamɐtˌɛrskɪ
метак	mˈɛtɐk
резервата	rˈɛzɛrvˌɐtɐ
супротставила	sˈuprotstˌɐvɪlɐ
страствен	strˈastvɛn
моторних	mˈotornɪh
Једина	jˈedɪnɐ
интерната	ˈintɛrnˌɐtɐ
Маринка	mˈɑrɪŋkɐ
Добрице	dˈobrɪt͡sɛ
шанац	ʃˈanɐt͡s
северозападног	sˈɛvɛrˌozɐpˌɐdnoɡ
Проучавајући	prˈo͡ʊt͡ʃɐvˌɑjʊt͡ɕɪ
полагати	pˈolɐɡˌɐtɪ
сој	sˈoj
Прешао	prˈɛʃɐo
предузеле	prˈɛdʊzˌɛlɛ
Карловачког	kˈɑrlovˌɐt͡ʃkoɡ
госту	ɡˈostʊ
Нику	nˈikʊ
Барач	bˈɑrɐt͡ʃ
угасили	ˈuɡɐsˌɪlɪ
фарови	fˈɑrovɪ
Немању	nˈɛmɐɲʊ
неписменост	nˈɛpɪsmˌɛnost
геоморфолошке	ɡˈɛomˌorfolˌoʃkɛ
Наводећи	nˈavodˌɛt͡ɕɪ
углова	ˈuɡlovɐ
кациги	kˈat͡sɪɡɪ
напредујући	nˈaprɛdˌʊjʊt͡ɕɪ
помоћи	pˈomot͡ɕɪ
Ротшилд	rˈotʃɪld
Миланове	mˈilɐnˌovɛ
угриза	ˈuɡrɪzɐ
резултирају	rˈɛzʊltˌɪrɑjʊ
Ханон	xˈanon
дијагностичких	dˈijɐɡnˌostɪt͡ʃkɪh
олуји	ˈolʊjɪ
безбедности	bˈɛzbɛdnˌostɪ
индустријама	ˈindʊstrˌɪjɐmɐ
окршај	ˈokrʃɑj
теписи	tˈɛpɪsɪ
циркус	t͡sˈirkʊs
Старом	stˈɑrom
силују	sˈilʊjʊ
рецептори	rˈɛt͡sɛptˌorɪ
планови	plˈanovɪ
надмоћних	nˈadmot͡ɕnɪh
будеш	bˈudɛʃ
степенице	stˈɛpɛnˌɪt͡sɛ
опанке	ˈopɐŋkɛ
херојских	xˈɛrojskɪh
примарном	prˈimɑrnom
Лулу	lˈulʊ
систематског	sˈistɛmˌɐtskoɡ
врач	vrˈat͡ʃ
Војводство	vˈojvotstvo
текућим	tˈɛkʊt͡ɕɪm
Едип	ˈɛdɪp
Мекгил	mˈɛkɡɪl
договара	dˈoɡovˌɑrɐ
крст	krst
рањеника	rˈaɲenˌɪkɐ
живело	ʒˈivɛlo
премештању	prˈɛmɛʃtˌɐɲʊ
Који	kˈojɪ
компјутерским	kˈompjʊtˌɛrskɪm
Чаплин	t͡ʃˈaplɪn
Коси	kˈosɪ
Токвил	tˈokvɪl
пожаревачке	pˈoʒɑrˌɛvɐt͡ʃkɛ
враћени	vrˈat͡ɕɛnɪ
клона	klˈonɐ
плиткој	plˈitkoj
гасним	ɡˈasnɪm
биолози	bˈiolˌozɪ
академским	ˈakɐdˌɛmskɪm
Глена	ɡlˈɛnɐ
Холивуд	xˈolɪvʊd
фратара	frˈatɑrɐ
изнесу	ˈiznɛsʊ
проналазака	prˈonɐlˌɐzɐkɐ
кулу	kˈulʊ
солисти	sˈolɪstɪ
атмосфера	ˈatmosfˌɛrɐ
потпредседник	pˈotprɛtsˌɛdnɪk
телеграфске	tˈɛlɛɡrˌɐfskɛ
увући	ˈuvʊt͡ɕɪ
Факултет	fˈakʊltɛt
штедње	ʃtˈɛdɲe
погоном	pˈoɡonom
осликавају	ˈoslɪkˌɐvɑjʊ
прерушава	prˈɛrʊʃˌɐvɐ
беж	bˈɛʒ
роботи	rˈobotɪ
ескадрон	ˈɛskɐdron
јеврејску	jˈevrejskʊ
Вредности	vrˈɛdnostɪ
побије	pˈobɪje
Фукс	fˈuks
стадиона	stˈadɪˌonɐ
протеран	prˈotɛrɐn
претпостављам	prˈɛtpostˌɐvljɐm
унутрашњом	ˈunʊtrˌɐʃɲom
Исте	ˈistɛ
Печују	pˈɛt͡ʃʊjʊ
Заступао	zˈastʊpˌɐo
Сри	srˈi
строгости	strˈoɡostɪ
наше	nˈaʃɛ
отпочињање	ˈotpot͡ʃˌɪɲɐɲe
месног	mˈɛsnoɡ
Ђаковића	d͡ʑˈakovˌɪt͡ɕɐ
RS	rˈəsˌə
Грузијаца	ɡrˈuzɪjˌɐt͡sɐ
најновија	nˈɑjnovˌɪjɐ
метрике	mˈɛtrɪkɛ
непроходне	nˈɛprohˌodnɛ
ресама	rˈɛsɐmɐ
добровољачког	dˈobrovˌoʎɐt͡ʃkoɡ
дотад	dˈotɐd
Пап	pˈap
платформу	plˈatformʊ
нетачно	nˈɛtɐt͡ʃno
награђени	nˈaɡrɐd͡ʑˌɛnɪ
Косова	kˈosovɐ
мрачно	mrˈat͡ʃno
врх	vrh
Извођење	ˈizvod͡ʑˌɛɲe
Каналу	kˈanɐlʊ
наруџбина	nˈɑrʊd͡ʒbˌɪnɐ
години	ɡˈodɪnɪ
Хелеспонт	xˈɛlɛspont
Ђаци	d͡ʑˈat͡sɪ
Варшаву	vˈɑrʃɐvʊ
гнијездо	ɡnˈijezdo
свесног	svˈɛsnoɡ
Царевић	t͡sˈɑrɛvɪt͡ɕ
сазивања	sˈazɪvˌɐɲɐ
млађих	mlˈad͡ʑɪh
Флечера	flˈɛt͡ʃɛrɐ
зарони	zˈɑronɪ
носивост	nˈosɪvost
проблем	prˈoblɛm
Кали	kˈalɪ
прерадио	prˈɛrɐdˌɪo
кућна	kˈut͡ɕnɐ
Елија	ˈɛlɪjɐ
извозом	ˈizvozom
престонице	prˈɛstonˌɪt͡sɛ
неуспешна	nˈɛʊspˌɛʃnɐ
Галина	ɡˈalɪnɐ
покривене	pˈokrɪvˌɛnɛ
штампаних	ʃtˈampɐnɪh
одличној	ˈodlɪt͡ʃnoj
ломљеним	lˈomʎenɪm
биологије	bˈiolˌoɡɪje
побеђена	pˈobɛd͡ʑˌɛnɐ
Социјални	sˈot͡sɪjˌɐlnɪ
партизанску	pˈɑrtɪzˌɐnskʊ
Кули	kˈulɪ
цитата	t͡sˈitɐtɐ
великодушан	vˈɛlɪkˌodʊʃɐn
Палама	pˈalɐmɐ
бунт	bˈunt
Институтом	ˈinstɪtˌʊtom
Британије	brˈitɐnˌɪje
каменца	kˈamɛnt͡sɐ
Билијем	bˈilɪjem
Једначина	jˈednɐt͡ʃˌɪnɐ
транспортних	trˈansportnɪh
Високом	vˈisokom
планираним	plˈanɪrˌɐnɪm
Аутобус	ˈaʊtˌobʊs
мајко	mˈɑjko
угаона	ˈuɡɐˌonɐ
учитавање	ˈut͡ʃɪtˌɐvɐɲe
Успешна	ˈuspɛʃnɐ
прогласило	prˈoɡlɐsˌɪlo
проглашења	prˈoɡlɐʃˌɛɲɐ
поему	pˈoɛmʊ
уништава	ˈunɪʃtˌɐvɐ
Немања	nˈɛmɐɲɐ
Франческо	frˈant͡ʃɛsko
издељен	ˈizdɛʎen
гледаоцима	ɡlˈɛdɐˌot͡sɪmɐ
удаљеној	ˈudɐʎˌenoj
Бонда	bˈondɐ
пливачку	plˈivɐt͡ʃkʊ
бомбаш	bˈombɐʃ
Полазна	pˈolɐznɐ
Поворка	pˈovorkɐ
Валид	vˈalɪd
мањем	mˈaɲem
дос	dˈos
блата	blˈatɐ
римејк	rˈimejk
ловаца	lˈovɐt͡sɐ
Нападом	nˈapɐdom
џунгли	d͡ʒˈuŋɡlɪ
никотин	nˈikotɪn
теренског	tˈɛrɛnskoɡ
Ђорђа	d͡ʑˈord͡ʑɐ
рачунања	rˈat͡ʃʊnˌɐɲɐ
важнији	vˈaʒnɪjɪ
дечијег	dˈɛt͡ʃɪjeɡ
Лидери	lˈidɛrɪ
правном	prˈavnom
школство	ʃkˈolstvo
анонимне	ˈanonˌɪmnɛ
потврђене	pˈotvrd͡ʑɛnɛ
онлајн	ˈonlɑjn
добровољно	dˈobrovˌoʎno
одстојању	ˈotstojˌɐɲʊ
израсла	ˈizrɐslɐ
пролетаријат	prˈolɛtˌɑrɪjɐt
Седнице	sˈɛdnɪt͡sɛ
боље	bˈoʎe
разврставају	rˈazvrstɐvˌɑjʊ
Манојла	mˈanojlɐ
Епископског	ˈɛpɪskˌopskoɡ
Намесништво	nˈamɛsnˌɪʃtvo
либералног	lˈibɛrˌɐlnoɡ
јастребача	jˈastrɛbˌɐt͡ʃɐ
л	lˈə
Хераклу	xˈɛrɐklʊ
Пејн	pˈejn
стабилном	stˈabɪlnom
део	dˈɛo
морфолошким	mˈorfolˌoʃkɪm
Приватни	prˈivɐtnɪ
осму	ˈosmʊ
мирна	mˈirnɐ
трансформатора	trˈansformˌɐtorɐ
проценио	prˈot͡sɛnˌɪo
револуцију	rˈɛvolˌʊt͡sɪjʊ
дубоком	dˈubokom
регрутоване	rˈɛɡrʊtˌovɐnɛ
јаку	jˈakʊ
устручавао	ˈustrʊt͡ʃˌɐvɐo
стабилизацијом	stˈabɪlˌɪzɐt͡sˌɪjom
Свифт	svˈift
прославља	prˈoslɐvljɐ
мутаната	mˈutɐnˌɐtɐ
Хајдуци	xˈɑjdʊt͡sɪ
доказе	dˈokɐzɛ
бачених	bˈat͡ʃɛnɪh
донира	dˈonɪrɐ
омладинских	ˈomlɐdˌɪnskɪh
неоспорно	nˈɛospˌorno
потврдно	pˈotvrdno
историја	ˈistorˌɪjɐ
хигијену	xˈiɡɪjˌenʊ
окупе	ˈokʊpɛ
ваздухопловна	vˈazdʊhˌoplovnɐ
удаљеног	ˈudɐʎˌenoɡ
Дасо	dˈaso
практичну	prˈaktɪt͡ʃnʊ
наоружања	nˈaorˌʊʒɐɲɐ
плуг	plˈuɡ
преносива	prˈɛnosˌɪvɐ
погодовала	pˈoɡodˌovɐlɐ
хамама	xˈamɐmɐ
секунду	sˈɛkʊndʊ
неговали	nˈɛɡovˌɐlɪ
Островица	ˈostrovˌɪt͡sɐ
Муслиманске	mˈuslɪmˌɐnskɛ
заступљенија	zˈastʊpʎˌenɪjɐ
телеграм	tˈɛlɛɡrɐm
похваљен	pˈohvɐʎen
поседима	pˈosɛdˌɪmɐ
студира	stˈudɪrɐ
минутажу	mˈinʊtˌɐʒʊ
Павић	pˈavɪt͡ɕ
занатски	zˈanɐtskɪ
експлозија	ˈɛksplozˌɪjɐ
умешаности	ˈumɛʃˌɐnostɪ
блатњавим	blˈatɲɐvɪm
Клеарх	klˈɛɑrh
краткотрајних	krˈatkotrˌɑjnɪh
својстава	svˈojstɐvɐ
дишу	dˈiʃʊ
пехара	pˈɛhɑrɐ
растворе	rˈastvorɛ
молекулима	mˈolɛkˌʊlɪmɐ
Рем	rˈɛm
одвојен	ˈodvojen
Ракоција	rˈakot͡sˌɪjɐ
папила	pˈapɪlɐ
тресе	trˈɛsɛ
сирових	sˈirovɪh
поглавље	pˈoɡlɐvlje
вагину	vˈaɡɪnʊ
концентрацији	kˈont͡sɛntrˌɐt͡sɪjɪ
памте	pˈamtɛ
изненади	ˈiznɛnˌɐdɪ
Загорја	zˈaɡorjɐ
размотри	rˈazmotrɪ
Ђурђеви	d͡ʑˈurd͡ʑɛvɪ
противничка	prˈotɪvnˌɪt͡ʃkɐ
другарицу	drˈuɡɑrˌɪt͡sʊ
пороту	pˈorotʊ
спринтерске	sprˈintɛrskɛ
токо	tˈoko
целокупне	t͡sˈɛlokˌʊpnɛ
алкохолизма	ˈalkohˌolɪzmɐ
разноврсни	rˈaznovrsnɪ
петоро	pˈɛtoro
узрочници	ˈuzrot͡ʃnˌɪt͡sɪ
кич	kˈit͡ʃ
вршећи	vrʃˈɛt͡ɕɪ
Контакти	kˈontɐktɪ
толеранцији	tˈolɛrˌɐnt͡sɪjɪ
Плавуш	plˈavʊʃ
Хортон	xˈorton
кабинету	kˈabɪnˌɛtʊ
Флориду	flˈorɪdʊ
амајлије	ˈamɑjlˌɪje
Ваздушне	vˈazdʊʃnɛ
законика	zˈakonˌɪkɐ
Хума	xˈumɐ
револуционарних	rˈɛvolˌʊt͡sɪˌonɑrnɪh
непријатно	nˈɛprɪjˌɐtno
недоступне	nˈɛdostˌʊpnɛ
систематском	sˈistɛmˌɐtskom
Зигфрид	zˈikfrɪd
протерује	prˈotɛrˌʊje
Приликом	prˈilɪkom
довољној	dˈovoʎnoj
смењује	smˈɛɲʊje
оргуљама	ˈorɡʊʎˌɐmɐ
Временски	vrˈɛmɛnskɪ
генезе	ɡˈɛnɛzɛ
Дмитриј	dmˈitrɪj
банкарства	bˈaŋkɑrstvɐ
дешавали	dˈɛʃɐvˌɐlɪ
гнијезду	ɡnˈijezdʊ
појачан	pˈojɐt͡ʃɐn
александријског	ˈalɛksˌɐndrɪjskoɡ
критиковале	krˈitɪkˌovɐlɛ
споредна	spˈorɛdnɐ
побољшање	pˈoboʎʃˌɐɲe
нечега	nˈɛt͡ʃɛɡɐ
Ронде	rˈondɛ
репрезентативни	rˈɛprɛzˌɛntɐtˌɪvnɪ
Розберга	rˈozbɛrɡɐ
мушкарци	mˈuʃkɑrt͡sɪ
заборављено	zˈaborˌɐvljeno
судила	sˈudɪlɐ
класицизма	klˈasɪt͡sˌɪzmɐ
Понор	pˈonor
поштовано	pˈoʃtovˌɐno
океанског	ˈokɛˌɐnskoɡ
Својим	svˈojɪm
наредни	nˈɑrɛdnɪ
светлосни	svˈɛtlosnɪ
изражавању	ˈizrɐʒˌɐvɐɲʊ
Даниловић	dˈanɪlˌovɪt͡ɕ
дупљама	dˈupʎɐmɐ
југоисточну	jˈuɡoˌɪstot͡ʃnʊ
исељавају	ˈisɛʎˌɐvɑjʊ
Алисија	ˈalɪsˌɪjɐ
ухапшене	ˈuhɐpʃˌɛnɛ
одиграна	ˈodɪɡrˌɐnɐ
Издавачке	ˈizdɐvˌɐt͡ʃkɛ
Knight	knˈikht
Сармати	sˈɑrmɐtɪ
човеком	t͡ʃˈovɛkom
Вертикални	vˈɛrtɪkˌɐlnɪ
процена	prˈot͡sɛnɐ
Азијом	ˈazɪjom
Сото	sˈoto
краткорочне	krˈatkorˌot͡ʃnɛ
Костом	kˈostom
напете	nˈapɛtɛ
Апача	ˈapɐt͡ʃɐ
моји	mˈojɪ
надлежностима	nˈadlɛʒnˌostɪmɐ
гусара	ɡˈusɑrɐ
сликане	slˈikɐnɛ
живјело	ʒˈivjelo
одржаване	ˈodrʒɐvˌɐnɛ
Пале	pˈalɛ
секундарно	sˈɛkʊndˌɑrno
Станоја	stˈanojɐ
илузије	ˈilʊzˌɪje
материјама	mˈatɛrˌɪjɐmɐ
кћерком	kt͡ɕˈɛrkom
Утва	ˈutvɐ
лежања	lˈɛʒɐɲɐ
певачима	pˈɛvɐt͡ʃˌɪmɐ
успјешна	ˈuspjeʃnɐ
позвало	pˈozvɐlo
грмљем	ɡrmʎˈem
данашње	dˈanɐʃɲe
надгробним	nˈadɡrobnɪm
