گاڏڙ	ɡaːɖˈʌr.
وي	ʋˈeː
ڪلثوم	kˌəlsˈuːm
فرضي	fərˈʌzi
ماڻھو	maːɳˈʌhoː
ٻڌن	bədʰˈʌn
ھٿن	həʈˈʌn
ھيٺ	hˈeːʈʰ
تقاضا	t̪əqˈaːzaː
ٻيا	bjˈaː
فرقي	fərˈʌqi
نوابن	nˈaʋaːbˌən
سطحي	sətˈʌhi
ڪندا	kˈʌndaː
بهرو	bəhˈʌroː
نامور	naːmˈoːr
ڪومل	koːmˈʌl
وھن	ʋəhˈʌn
مناسب	mˌənaːsˈʌb
پهاڙ	pəhˈaːr.
چڪر	cəkˈʌr
ايڊيشن	ˌeːɖiʃˈʌn
اھڙين	ˌahr.ˈiːn
پراڻين	pˌəraːɳˈiːn
پارڪر	pˌaːrəkˈʌr
خيبرپختونخوا	xˌeːbərˌəpxt̪oːnˈʌxʋaː
اداري	adˈaːri
ڀٽ	bʰˈʌʈ
پهر	pəhˈʌr
ڪاڪي	kˈaːki
آرا	ˈaːraː
بغاوت	bˌaɣaːʋˈat
آستان	aːst̪ˈaːn
خارج	xaːrˈʌɟ
راجائن	rˌaːɟaːˈɪn
جيتريون	ɟˌeːt̪rjˈoːn
ٻرڙو	bərˈʌr.oː
صادق	ʂaːdˈʌq
لاڙو	lˈaːr.oː
ساحل	saːhˈʌl
خلائي	xəlˈaːi
نيڪي	nˈeːki
ٽن	ʈˈʌn
واشنگٽن	ʋˌaːʃənɡəʈˈʌn
ماڊل	maːɖˈʌl
ترڪيب	t̪ˌərkˈiːb
ويساک	ʋeːsˈaːkʰ
ھارمون	hˌaːrmˈoːn
ڇوٽ	cʰˈoːʈ
پھرئين	pˌəhərˈiːn
واسطيدار	ʋˌaːstidˈaːr
شاهه	ʃaːhˈʌh
گنگا	ɡˈʌnɡaː
پيغام	peːɣˈaːm
عالمي	aːlˈʌmi
رفتار	rˈafətˌaːr
جڏهن	ɟaɖˈẽhɪ̃
پٺاڻن	pˌəʈʰaːɳˈʌn
دڙا	dˈʌr.aː
ڪچري	kəcˈʌri
صوف	ʂˈoːf
قائد	qaːˈɪd
رونق	roːnˈʌq
اڃ	ˈaɲ
پروگرامن	pˌəroːɡraːmˈʌn
اونھاري	uːnhˈaːri
علامہ	ˌalaːmˈʌh
ٻڙي	bˈʌr.i
آکاڻيون	ˌaːkʰaːɳjˈoːn
واڻي	ʋˈaːɳi
لائبريري	lˌaːɪbrˈiːri
تراني	t̪ərˈaːni
ڪنڊو	kˈʌnɖoː
نصرپور	nˌəʂərpˈoːr
جتن	ɟət̪ˈʌn
پھچائڻ	pˌəhcaːˈɪɳ
ليکڪن	lˌeːkʰəkˈʌn
ڊگھائي	ɖəɡʰˈaːi
نار	nˈaːr
رهواسين	rˌəhʋaːsˈiːn
ڪيا	kjˈaː
جهنڊو	ɟəhˈʌnɖoː
وڙھڻ	ʋər.hˈʌɳ
بولي	bˈoːli
آھستي	aːhˈʌst̪i
حشر	həʃˈʌr
پٽن	pəʈˈʌn
انضمام	ˌanəzmˈaːm
لکيون	ləkʰjˈoːn
چيڪي	cˈeːki
جھلم	ɟˌəhəlˈʌm
عبدالله	ˌabdˌaːləlˈʌh
بارڪ	bˈaːrək
رب	rˈʌb
ليکراج	lˌeːkʰrˈaːɟ
ليکيو	lˈeːkʰjoː
طرفن	tˌərəfˈʌn
لکندي	ləkʰˈʌndi
ٽڪي	ʈˈʌki
گھري	ɡʰˈʌri
ويچارن	ʋˌeːcaːrˈʌn
ڇنڊ	cʰˈʌnɖ
طبقو	təbˈʌqoː
منزل	mˈanzˌɪl
ڏامر	ɖaːmˈʌr
ڀرسان	bʰˌərsˈaːn
وٺندڙ	ʋˌəʈʰəndˈʌr.
حالات	hˌaːlˈaːt
براهوي	bərˈaːhʋi
پردي	pˈʌrdi
آشا	ˈaːʃaː
خانقاه	xˌaːnqˈaːh
ڌرمي	dʰərˈʌmi
دفعي	dəfˈaːi
چڪو	cˈʌkoː
قصيدا	qəʂˈiːdaː
آلات	ˌaːlˈaːt
ڪڍيا	kˈʌɖʰjaː
پان	pˈaːn
سڌوسنئون	sˌədʰoːsˌənˈoːn
آيا	ˈaːjaː
آلي	ˈaːli
قلندري	qˌələndˈʌri
فائنل	fˌaːɪnˈʌl
ڇاپيو	cʰˈaːpjoː
حلقو	həlˈʌqoː
جرنيل	ɟərˈʌnjal
ڀيٽي	bʰˈeːʈi
ٺاهه	ʈʰaːhˈʌh
حيرت	heːrˈʌt̪
بدقسمتي	bˌədəqˌəsəmˈʌt̪i
باهه	bˈaːhəh
خودمختياري	xˈʊdməxt̪jˌaːri
هندستاني	hˌɪndəɪstˈaːni
ارادن	ˌaraːdˈʌn
ٻاهرئين	bˌaːhərˈiːn
اوڏ	ˈuːɖ
نمائندن	nˈʊmaːˈɪndən
نندو	nˈʌndoː
عمدا	amˈʌdaː
ٺري	ʈʰˈʌri
کرب	kʰərˈʌb
عدالتي	ˌadaːlˈʌt̪i
ڪائونسلون	kˌaːoːnsəlˈoːn
مزار	məzˈaːr
کا	kʰˈaː
متاثر	mˌət̪aːsˈʌr
ڪلام	kəlˈaːm
ٽيڪس	ʈeːkˈʌs
ڊان	ɖˈaːn
نمائندگي	nˈʊmaːˈɪndəɡˌiː
ڪوهستان	kˌoːhəˈɪstaːn
براڊ	bərˈaːɖ
متعلق	mˌət̪aːlˈʌq
بن	bˈʌn
يعقوبي	jˌaːqoːbˈiː
دڪان	dəkˈaːn
سگھو	sˈʌɡʰoː
منجهائن	mˌənəɟhaːˈɪn
موڪلي	moːkˈʌli
ھينئر	heːnˈʌr
ھڪٻئي	hˌəkəbˈʌi
لکندڙن	lˌəkʰəndər.ˈʌn
گيهه	ɡeːhˈʌh
ٻٻر	bəbˈʌr
توازن	t̪ʋaːzˈʌn
بحرين	bˌəhrˈiːn
رام	rˈaːm
مدافعت	mˌədaːfˈaːt̪
ڳوٺاڻا	ɡoːʈʰˈaːɳaː
شمار	ʃəmˈaːr
ڪالم	kaːlˈʌm
ويھ	ʋˈeːh
ڇا	cʰˈaː
معاف	mˈaːf
سرحدون	sˌərəhdˈoːn
ٻور	bˈoːr
ٽرمپ	ʈərˈʌmp
شاهاڻي	ʃaːhˈaːɳi
سماجي	səmˈaːɟi
وحداني	ʋˌəhdˈaːni
ڀيد	bʰˈeːd
ڏينديون	ɖeːndjˈoːn
غارن	ɣaːrˈʌn
رسايو	rəsˈaːjoː
جنتا	ɟənˈʌt̪aː
چارڻ	caːrˈʌɳ
ڦٽندو	pʰəʈˈʌndoː
آمري	aːmˈʌri
رطوبت	rˌətoːbˈʌt̪
باڪو	bˈaːkoː
اجتماعي	ˌɪɟtɪmaːˈaːi
ڳڻتي	ɡəɳˈʌt̪i
اوليت	uːlˈiːt̪
ڪمرا	kəmˈʌraː
رساله	rˌəsaːlˈʌh
مائيڪل	mˌaːikˈʌl
عاقل	aːqˈʌl
پائي	pˈaːi
يونيسيف	jˌoːnisˈiːf
گهرجي	ɡˌəhərˈʌɟi
آريا	ˈaːrjaː
ڪلراٺي	kˌəlrˈaːʈʰi
ھيس	hˈeːs
مرتب	mˌərət̪ˈʌb
چمڪ	cəmˈʌk
انڪري	ˌanəkˈʌri
سرمست	sˌərəmˈʌst̪
راھ	rˈaːh
واعظ	ʋaːˈaːʐ
لڌا	lˈʌdʰaː
نيت	nˈeːt̪
اھا	ˈahaː
مقالو	məqˈaːloː
ڪانہ	kaːnˈʌh
اڳوڻو	aɡˈoːɳoː
جنگيون	ɟənɡjˈoːn
آسٽريليا	ˌaːsəʈrˈiːljaː
اختيارن	ˌaxt̪jaːrˈʌn
پڄي	pˈʌɟi
نشريات	nˌəʃriˈaːt
شريڪ	ʃərˈiːk
نسل	nəsˈʌl
سڏائيندا	sˌəɖaːˈiːndaː
ايوب	eːˈoːb
مڙئي	mər.ˈʌi
حفاظت	hˌəfaːʐˈʌt̪
مڌم	mədʰˈʌm
ھنن	hənˈʌn
گرھ	ɡərˈʌh
پارا	pˈaːraː
پھتي	pəhˈʌt̪i
ڌوئڻ	dʰoːˈɪɳ
معنوي	mˈaːnʋi
آگ	ˈaːɡ
قديمه	qˌədimˈʌh
ٽيليويزن	ʈˌeːljʋizˈʌn
ٽنگون	ʈənɡˈoːn
مي	mˈeː
خلاف	xəlˈaːf
فيصد	feːʂˈʌd
ميرزا	meːrˈʌzaː
آفت	aːfˈʌt̪
ٽينس	ʈˈeːns
مسجدن	mˈasɟˌɪdn
نشاستي	nəʃˈaːst̪i
رھاڪو	rəhˈaːkoː
موضوع	mˈoːzuː
گانن	ɡaːnˈʌn
ٻڌندو	bədʰˈʌndoː
ائسوسيئيشن	ˌaːɪsˌoːsiiʃˈʌn
ايليا	ˈeːljaː
مرحلا	mˌərəhˈʌlaː
بهرحال	bˌəhərhˈaːl
ھدايت	hˌədaːˈiːt̪
امريڪا	ˌamrˈiːkaː
ڪڪرن	kˌəkərˈʌn
آفاق	aːfˈaːq
عراق	arˈaːq
شاھ	ʃˈaːh
شيعا	ʃˈiːaː
انٽرويو	ˌanəʈˈʌrʋjoː
نندي	nˈʌndi
ايپليڪيشن	ˌeːplˌiːkiʃˈʌn
ڇڏيندو	cʰəɖˈiːndoː
جاٽن	ɟaːʈˈʌn
ٺهيل	ʈʰˈʌhjal
ڦوڳ	pʰˈoːɡ
لطيف	lətˈiːf
ايڊ	ˈeːɖ
ماد	mˈaːd
ڀريو	bʰˈʌrjoː
جويو	ɟʋjˈoː
کين	kʰˈeːn
ڀينر	bʰeːnˈʌr
حصيدار	hˌəʂidˈaːr
ميڊيڪل	mˌeːɖikˈʌl
وارثن	ʋˌaːrəsˈʌn
مدراس	mˌədrˈaːs
ملي	mˈʌli
جينياتي	ɟeːnjˈaːt̪i
اجائي	aɟˈaːi
آکيري	aːkʰˈiːri
وسڪاري	ʋˌəskˈaːri
چرڪس	cˌərəkˈʌs
خدمتن	xˌədəmət̪ˈʌn
ائڪٽ	ˌaːɪkˈʌʈ
ملڪاڻي	mˌəlkˈaːɳi
جاميٽري	ɟˌaːmiʈˈʌri
ڍڳيون	ɖʰəɡjˈoːn
اپڀرنش	ˌapəbʰˌərənˈʌʃ
ٻول	bˈoːl
ميسارجي	mˌeːsaːrˈʌɟi
بيس	bˈeːs
جڙيل	ɟˈʌr.jal
پراڻن	pˌəraːɳˈʌn
ڀرين	bʰərˈiːn
ڦڦڙ	pʰəpʰˈʌr.
وٽس	ʋəʈˈʌs
منفرد	mˌənəfˈʌrd
مرزا	mərˈʌzaː
ڪان	kˈaːn
سرٽيفڪيٽ	sˌərʈˌiːfkˈiːʈ
صدر	ʂədˈʌr
طارق	taːrˈʌq
ٽرانسپورٽ	ʈˌəraːnsˌəpoːrˈʌʈ
سرفراز	sˌərəfrˈaːz
ٻيڙا	bˈeːr.aː
مينهون	mˌeːnhˈoːn
نمونو	nəmˈoːnoː
پلاڻ	pəlˈaːɳ
جاسوسن	ɟˌaːsoːsˈʌn
ڇهين	cʰəhˈiːn
سوشل	soːʃˈʌl
بديع	bˈʌdi
برقي	bərˈʌqi
سيڪيورٽي	sˌeːkjoːrˈʌʈi
خادم	xaːdˈʌm
وڏيرو	ʋəɖˈiːroː
مولا	mˈoːlaː
طرف	tərˈʌf
سگهه	sˌəɡəhˈʌh
وڏيري	ʋəɖˈiːri
قيصر	qeːʂˈʌr
وڄائين	ʋˌəɟaːˈiːn
طلب	təlˈʌb
هفتي	həfˈʌt̪i
خواجن	xʋaːɟˈʌn
بيلجيم	bˈeːlɟˌiːm
اطلاعات	ˌatlaːˈaːt̪
عبدالحڪيم	ˌabdˌaːləhkˈiːm
تولا	t̪ˈoːlaː
تياري	t̪jˈaːri
لاهيندي	laːhˈiːndi
ويانا	ʋjˈaːnaː
ٻالڪ	baːlˈʌk
ڪاپي	kˈaːpi
جاندار	ɟaːndˈaːr
ڪاربن	kˌaːrəbˈʌn
برٽش	bˌərəʈˈʌʃ
شايع	ʃˈaːjaː
رعيت	raːˈiːt̪
ڏيتي	ɖˈeːt̪i
شبير	ʃəbˈiːr
صفحي	ʂəfˈʌhi
سلسلا	sˈɪlsˌɪlaː
قريشي	qərˈiːʃi
سائٽ	sˈaːʈ
مهراڻي	mˌəhərˈaːɳi
ماڻڻ	maːɳˈʌɳ
لڳڻ	ləɡˈʌɳ
پراچين	pˌəraːcˈiːn
واپاري	ʋaːpˈaːri
سوچن	soːcˈʌn
ڪجهہ	kˈʊɟʰʊ
مقالن	mˌəqaːlˈʌn
بلوچستان	bˌəloːcˈɪstaːn
ميرس	meːrˈʌs
ٿيل	tʰˈɪal
ڪوڪا	kˈoːkaː
ڪاربان	kˌaːrbˈaːn
ملھايو	mˌəlhˈaːjoː
تباهه	t̪əbˈaːhəh
سڙي	sˈʌr.i
ٻولي	bˈoːli
اٿس	aʈˈʌs
ڪيليفورنيا	kˌeːlifoːrˈʌnjaː
ميين	mjˈeːn
وڪيپيڊيا	ʋˌəkipˈiːɖjaː
ڍاٽڪي	ɖʰaːʈˈʌki
تباهي	t̪əbˈaːhi
قافيي	qˈaːfji
جيتري	ɟeːt̪ˈʌri
پورهيو	poːrˈʌhjoː
تخلص	t̪ˌəxəlˈʌʂ
کلڻ	kʰəlˈʌɳ
اقرار	ˌaqrˈaːr
سيڪنڊري	sˌeːkənɖˈʌri
بادشاهت	bˈaːdʃˌaːhət̪
ڪسٽم	kˌəsəʈˈʌm
ڪٿائن	kˌətʰaːˈɪn
ڦاڙي	pʰˈaːr.i
رول	rˈoːl
رد	rˈʌd
رخ	rˈʊx
پيري	pˈeːri
عبدالرحمان	ˌabdˌaːlərˌəhmˈaːn
عصمت	ˌaʂəmˈʌt̪
آرام	aːrˈaːm
چوندا	cˈoːndaː
گيت	ɡˈeːt̪
پرولي	pərˈoːli
ماڃر	maːɲˈʌr
آبائي	aːbˈaːi
پيداواري	pˌeːdaːʋˈaːri
سندس	səndˈʌs
مياڻي	mjˈaːɳi
عبدالملڪ	ˌabdˌaːləməlˈʌk
پکي	pˈʌkʰi
بيشڪ	bˈeːʃək
فضائي	fəzˈaːi
رڳ	rˈʌɡ
ويجهڙائي	ʋˌeːɟəhər.ˈaːi
ترجمو	t̪ˌərəɟˈʌmoː
بزرگ	bˈʊzʊɾɡ
مواد	mʋˈaːd
ڌرين	dʰərˈiːn
ڪٽيل	kˈʌʈjal
راشد	raːʃˈʌd
مقام	məqˈaːm
آدمشماري	ˌaːdəmˌəʃmˈaːri
نگر	nəɡˈʌr
حڪمران	hˌəkəmrˈaːn
ڌماڪي	dʰəmˈaːki
جيت	ɟˈeːt̪
ريڪارڊ	rˌeːkaːrˈʌɖ
لکيل	lˈʌkʰjal
مڏ	mˈʌɖ
ناريون	naːrjˈoːn
رئيس	rəˈiːs
ماسا	mˈaːsaː
وڪڻڻ	ʋˌəkəɳˈʌɳ
ڏيکاريل	ɖeːkʰˈaːrjal
اونڌو	ˈuːndʰoː
قربان	qˌərbˈaːn
اسڪرپٽ	ˌasəkˌərəpˈʌʈ
سٽا	sˈʌʈaː
جمادي	ɟəmˈaːdi
رھيو	rˈʌhjoː
هٿي	hˈʌtʰi
فيس	fˈeːs
تبصرا	t̪ˌəbəʂˈʌraː
لڏ	lˈʌɖ
فطري	fətˈʌri
ٿنڀن	ʈˌənəbʰˈʌn
مزاحيه	mˌəzaːhˈiːh
معدنيات	mˌaːdniˈaːt
جذبن	ɟˌəzəbˈʌn
شمسي	ʃəmˈʌsi
وائيس	ʋaːˈiːs
گذرندڙ	ɡˌəzərəndˈʌr.
ڪک	kˈʌkʰ
پاران	paːrˈaːn
گذران	ɡˌəzrˈaːn
جدائي	ɟˈʊdaːˌiː
ڊين	ɖˈeːn
وگهي	ʋəɡˈʌhi
مڇين	məcʰˈiːn
ڊزائين	ɖˌəzaːˈiːn
ڇڊي	cʰˈʌɖi
گهر	ɡəhˈʌr
شورو	ʃˈoːroː
ڪمي	kˈʌmi
سيڪشن	sˌeːkəʃˈʌn
ڍير	ɖʰˈeːr
جھنڊو	ɟəhˈʌnɖoː
چنا	cˈʌnaː
رشي	rˈʌʃi
صنعتون	ʂˌənaːt̪ˈoːn
جيسين	ɟeːsˈiːn
باگڙي	bˈaːɡr.ˌiː
پر	pˈʌr
دل	dˈʌl
وڌيا	ʋˈʌdʰjaː
مستطيل	məst̪ˈʌtjal
چاڪر	caːkˈʌr
معروضي	maːrˈoːzi
اسٽاڪ	ˌasʈˈaːk
نئون	nəˈoːn
ڏيپلي	ɖeːpˈʌli
پيٽرول	pˌeːʈrˈoːl
ڍاڪا	ɖʰˈaːkaː
وريو	ʋˈʌrjoː
گورنمينٽ	ɡˌoːrənminˈʌʈ
سھڪار	sˌəhkˈaːr
هينئر	heːnˈʌr
ذات	zˈaːt̪
واڻ	ʋˈaːɳ
اکيون	akʰjˈoːn
نائون	naːˈoːn
لطيفي	lətˈiːfi
تصور	t̪əʂˈoːr
باغين	bˈaːɣin
ڇپرائي	cʰˌəprˈaːi
ڪائي	kˈaːi
لاڳاپو	laːɡˈaːpoː
ڌاتن	dʰaːt̪ˈʌn
گادي	ɡˈaːdi
تهذيبن	t̪ˌəhəzibˈʌn
فرائيڊ	fˌəraːˈiːɖ
راڳڻي	raːɡˈʌɳi
ميون	mjˈoːn
لاهن	laːhˈʌn
آلبم	ˌaːləbˈʌm
گولن	ɡoːlˈʌn
بئراج	bərˈaːɟ
نڀائي	nəbʰˈaːi
ٻارهين	bˌaːrhˈiːn
امڪان	ˌamkˈaːn
ليڪچرر	lˌeːkəcərˈʌr
فنڪار	fˌənkˈaːr
منير	mənˈiːr
منجهانئس	mˌənəɟhaːnˈʌs
راڳن	raːɡˈʌn
روزا	rˈoːzaː
حوالا	haʋˈaːlaː
پوش	pˈoːʃ
ٺهندي	ʈʰəhˈʌndi
مدح	mˌədˈah
ڇاڪاڻ	cʰaːkˈaːɳ
ء	hˈamzah
گھوڙي	ɡʰˈoːr.i
کجور	kʰəɟˈoːr
موجودہ	moːɟˈuːdh
چيمبر	ceːmbˈʌr
مسلڪ	mˌəsəlˈʌk
سئفٽ	səfˈʌʈ
ڪارپوريشن	kˌaːrpˌoːriʃˈʌn
پختون	pəxt̪ˈuːn
شاهي	ʃˈaːhi
ايس	ˈeːs
بيڪ	bˈeːk
ماهر	maːhˈʌr
هڏ	hˈʌɖ
عبراني	ˌabrˈaːni
مصور	məʂˈoːr
بمباري	bəmbˈaːri
محسن	mˈoːhsˌɪn
رپورٽ	rˌəpoːrˈʌʈ
جذباتي	ɟˌəzbˈaːt̪i
لڳائيندا	lˌəɡaːˈiːndaː
عرق	arˈʌq
ڊائريا	ɖaːˈɪrjaː
تعلقن	t̪ˌaːləqˈʌn
ڀلا	bʰˈʌlaː
جهليو	ɟəhˈʌljoː
آزاد	aːzˈaːd
سڃاتو	səɲˈaːt̪oː
پڙهندو	pˌər.əhˈʌndoː
ع	ˈa͡ɪn
مدنظر	mˌədənəʐˈʌr
ميوي	mjʋˈeː
سونھن	sˈoːnhn
منسٽر	mˌənsəʈˈʌr
هوائون	hʋaːˈoːn
رھي	rˈʌhi
زڪوات	zˌəkoːˈaːt
ڳتيل	ɡˈʌt̪jal
ديوي	djʋˈeː
پوٽر	poːʈˈʌr
پتڻ	pət̪ˈʌɳ
سوار	sʋˈaːr
عليہ	alˈiːh
گڏ	ɡˈʌɖ
رڪارڊنگ	rˌəkaːrəɖˈʌnɡ
ٻڌائيندي	bˌədʰaːˈiːndi
رهيا	rˈʌhjaː
اوچا	ˈuːcaː
ٻارڙن	bˌaːrər.ˈʌn
هرات	hˌərˈaːt
جلدن	ɟˌələdˈʌn
آبادين	aːbˈaːdin
ڇڏيندي	cʰəɖˈiːndi
ڪارگل	kˌaːrəɡˈʌl
طبي	təbˈiː
کرل	kʰərˈʌl
سورهن	sˌoːrəhˈʌn
دراصل	dˌəraːʂˈʌl
پٽاندڙ	pˌəʈaːndˈʌr.
ڳنڍجي	ɡˌənəɖʰˈʌɟi
جلاوطن	ɟˌəlaːoːtˈʌn
استعفي	ast̪ˈaːfi
وجهندڙ	ʋˌəɟəhəndˈʌr.
پليو	pˈʌljoː
برفي	bərˈʌfi
بربر	bˌərəbˈʌr
قول	qˈoːl
ويھين	ʋeːhˈiːn
بهترين	bˌəhət̪rˈiːn
محڪمي	mˌəhəkˈʌmi
محض	məhˈʌz
مائٽي	mˈaːʈi
الوجود	ˌaloːɟˈoːd
ماري	mˈaːri
مايي	mˈaːji
گيتا	ɡˈeːt̪aː
نئين	nəˈiːn
سيشن	seːʃˈʌn
لٿي	lˈʌtʰi
مستقل	mˌəst̪əqˈʌl
ڪلڪتي	kˌələkˈʌt̪i
اچي	ˈaci
انتهائي	ˌɪntɪhˈaːi
ڏسندا	ɖɪsˈʌndaː
هڻنديون	hˌəɳndjˈoːn
ڪاڇو	kˈaːcʰoː
دودو	dˈoːdoː
گهيريل	ɡəhˈiːrjal
ثقافت	sˌəqaːfˈʌt̪
مشينن	mˌəʃinˈʌn
منڊي	mˈʌnɖi
وڙهندي	ʋˌər.əhˈʌndi
ارسطو	ˌarəsˈʌtoː
سڌارا	sədʰˈaːraː
نبيري	nəbˈiːri
کاڄ	kʰˈaːɟ
وهندڙ	ʋˌəhəndˈʌr.
حڪومتي	hˌəkoːmˈʌt̪i
رياضي	rjˈaːzi
شموليت	ʃˌəmoːlˈiːt̪
جوڌا	ɟˈoːdʰaː
رديف	rədˈiːf
ملٽن	mˌələʈˈʌn
سنهري	sˌənəhˈʌri
مجمدار	mˌəɟəmdˈaːr
مهاڻي	məhˈaːɳi
بادشاھتون	bˈaːdʃˌaːht̪ˌoːn
نقشبندي	nˌəqəʃəbˈʌndi
دارالعلوم	dˌaːraːlaːlˈoːm
طريقت	tˌəriqˈʌt̪
پيٽ	pˈeːʈ
وڻندو	ʋəɳˈʌndoː
ڇپيل	cʰˈʌpjal
وحدت	ʋˌəhədˈʌt̪
مشرق	mˈaʃrˌɪq
تقدير	t̪ˌəqdˈiːr
ورھاست	ʋˌərhˈaːst̪
اولهندي	ˌuːləhˈʌndi
پڙهندي	pˌər.əhˈʌndi
وس	ʋˈʌs
غربت	ɣˌərəbˈʌt̪
ڀرت	bʰərˈʌt̪
وئي	ʋˈʌi
ڏاڪا	ɖˈaːkaː
جنيوا	ɟˈʌnjʋaː
ارڙھين	ˌarr.hˈiːn
گهرن	ɡˌəhərˈʌn
وڙهي	ʋər.ˈʌhi
ليکبو	lˌeːkʰbˈoː
اوڀرندي	ˌuːbʰərˈʌndi
معين	maːˈiːn
يوسف	joːsˈʌf
خاندان	xaːndˈaːn
کاڌي	kʰˈaːdʰi
ڪش	kˈʌʃ
بجي	bˈʌɟi
عامر	aːmˈʌr
مت	mˈʌt̪
صليب	ʂəlˈiːb
مٿي	mˈʌtʰi
مقابلا	mˌəqaːbˈʌlaː
سڌين	sədʰˈiːn
ساڻ	sˈaːɳ
پيڙهه	pˌeːr.əhˈʌh
مهاڻن	mˌəhaːɳˈʌn
دماغي	dəmˈaːɣi
ڀڃ	bʰˈʌɲ
ڇڏي	cʰˈʌɖi
چٽيل	cˈʌʈjal
قانونسازي	qˌaːnoːnsˈaːzi
سماج	səmˈaːɟ
نيرو	nˈeːroː
الاساطير	ˌalaːsaːtˈiːr
لھي	lˈʌhi
گھڙي	ɡʰˈʌr.i
اعتقاد	ˌeːtɪqˈaːd
نقادن	nˌəqaːdˈʌn
شروعات	ʃʊrˈuːaːt
ڪورٽون	kˌoːrʈˈoːn
خيالي	xjˈaːli
پهچندا	pˌəhəcˈʌndaː
معني	mˈaːni
وعدو	ʋˈaːdoː
پٺاڻ	pəʈʰˈaːɳ
حڪومتن	hˌəkoːmət̪ˈʌn
نارنگي	naːrˈʌnɡi
ساموئي	saːmˈoːi
سنجيده	sˌənɟidˈʌh
ڀاشا	bʰˈaːʃaː
فيلو	fˈeːloː
رکيو	rˈʌkʰjoː
پاتو	pˈaːt̪oː
جئن	ɟˈʌn
ڊگهائي	ɖˌəɡhˈaːi
ڳنڍيل	ɡənˈʌɖʰjal
ڀارت	bʰaːrˈʌt̪
ردعمل	rˌədaːmˈʌl
ڄمي	ɟˈʌmi
بيمارين	bˈeːmaːrˌiːn
ڍل	ɖʰˈʌl
ٿاڻي	tʰˈaːɳi
ايٿوپيا	eːtʰˈoːpjaː
پروهت	pˌəroːhˈʌt̪
پڌرا	pədʰˈʌraː
آذربائيجاني	ˌaːzərbˈaːiɟˌaːni
ورثي	ʋərˈʌsi
ڇني	cʰˈʌni
اداڪارن	ˌadaːkaːrˈʌn
طاري	tˈaːri
سمجهيا	sˌəməɟˈʌhjaː
سادات	sˌaːdˈaːt
مشروط	mˌəʃrˈuːt
مثالي	məsˈaːli
آرٽ	aːrˈʌʈ
نتاشا	nət̪ˈaːʃaː
گلگت	ɡˌələɡˈʌt̪
ڪفن	kəfˈʌn
تفريح	t̪əfˈʌrih
ڇر	cʰˈʌr
ليڪچرار	lˌeːkəcrˈaːr
زبيده	zəbˈiːdəh
خواهش	xʋaːhˈʌʃ
سهوليتون	sˌəhoːlit̪ˈoːn
مجلس	mˌəɟəlˈʌs
پريفيڪچر	pˌərifˌiːkəcˈʌr
فقير	fəqˈiːr
اوپن	uːpˈʌn
بدران	bˌədrˈaːn
عبدالغني	ˌabdˌaːləɣˈʌni
ڪمپيئرنگ	kˌəmpiˈɪrənɡ
نيو	njˈoː
کنيل	kʰˈʌnjal
پٽيون	pəʈjˈoːn
عمودي	amˈoːdi
ٺاھيندا	ʈʰaːhˈiːndaː
مارو	mˈaːroː
بيابان	bjˈaːbˈaːn
کٻي	kʰˈʌbi
دلين	dəlˈiːn
مزدور	mˌəzdˈuːr
ڪوئن	koːˈɪn
مشائخ	mˌəʃaːˈɪx
کوليون	kʰoːljˈoːn
ڪلمتي	kˌələmˈʌt̪i
گوئٽي	ɡˈoːʈi
مٿيون	mətʰjˈoːn
جهنڊي	ɟəhˈʌnɖi
وڪي	ʋˈʌki
باوجود	bˈaːoːɟˌoːd
پيسا	pˈeːsaː
ڪڍبو	kˌəɖʰbˈoː
آتم	aːt̪ˈʌm
جوڙيون	ɟoːr.jˈoːn
گانا	ɡˈaːnaː
ڪريون	kərjˈoːn
کوجنائون	kʰˌoːɟnaːˈoːn
ٻيڙو	bˈeːr.oː
مرهٺي	mˌərəhˈʌʈʰi
لاڙڪاڻو	lˌaːr.kˈaːɳoː
اسمن	ˌasəmˈʌn
اسم	ˈɪsm
پريشاني	pˌəriʃˈaːni
سنڀاليندو	sˌənbʰaːlˈiːndoː
گذرندي	ɡˌəzərˈʌndi
مهم	məhˈʌm
لڳي	lˈʌɡi
شهنشاهت	ʃˌəhənʃaːhˈʌt̪
مھيني	məhˈiːni
ٻڌائيندا	bˌədʰaːˈiːndaː
مذھبي	mˌəzəhbˈiː
فعال	fˈaːl
لڪي	lˈʌki
ڏهاڙن	ɖˌəhaːr.ˈʌn
ڪجن	kəɟˈʌn
فرمانبرداري	fˌərmˌaːnbərdˈaːri
والد	ʋaːlˈʌd
نے	nˈʌeː
اسين	asˈiːn
ڪرام	kərˈaːm
آنو	ˈaːnoː
پوئلڳن	poːˈɪləɡˌən
مطلب	mˌətəlˈʌb
آنديون	aːndjˈoːn
ڀتيون	bʰət̪jˈoːn
ارڙهن	ˌarər.əhˈʌn
ذوالفقار	zʋˌaːləfqˈaːr
اوس	ˈuːs
جـي	ɟˈiːmlˈetəcʰˈahacˈaːrbˈʊr.ijˈeː
ديرو	dˈeːroː
ھٽائي	həʈˈaːi
سالم	saːlˈʌm
ناميارا	naːmjˈaːraː
سيريز	seːrˈiːz
وچون	ʋəcˈoːn
چارڻن	cˌaːrəɳˈʌn
نور	nˈoːr
برخلاف	bˌərəxlˈaːf
