呼呼	xu˥˥xu˥˥
葩	pʰa˥˥
選購	ɕɥœn˨˩˦koʊ˥˩
從輕發落	tsʰʊŋ˧˥tɕʰɪŋ˥˥fa˥˥luɔ˥˩
勖	ɕy˥˩
泰阿倒持	tʰaɪ˥˩ɤ˥˥tɑʊ˥˩ʈʂʰɚ˧˥
虝	xu˨˩˦
套匯	tʰɑʊ˥˩xweɪ˥˩
困獸猶鬥	kʰuən˥˩ʂoʊ˥˩joʊ˧˥toʊ˥˩
聍	nɪŋ˧˥,nɪŋ˨˩˦
逃亡	tʰɑʊ˧˥wɑŋ˧˥
眼睛	jɛn˨˩˦tɕɪŋ˥˥,jɛn˨˩˦tɕɪŋ˧
白頭帖子	paɪ˧˥tʰoʊ˧˥tʰjɛ˨˩˦tsɯ˧
觪	ɕɪŋ˥˥
珠算口訣	ʈʂu˥˥swan˥˩kʰoʊ˨˩˦tɕɥœ˧˥
邞	fu˥˥
傭	jʊŋ˥˥,jʊŋ˧˥
走	tsoʊ˨˩˦
挾	ɕjɛ˧˥,ɕja˧˥,tɕja˥˥
鹵素	lu˨˩˦su˥˩
觽	ɕi˥˥
室內	ʂɚ˥˩neɪ˥˩
㸞	pan˨˩˦
駕駛座	tɕja˥˩ʂɚ˨˩˦tsuɔ˥˩
托兒費	tʰuɔ˥˥aɻ˧˥suɔ˨˩˦
鉵	tʰʊŋ˧˥
萠	mɤŋ˧˥
創意	ʈʂʰwɑŋ˥˩i˥˩
城鎮化	ʈʂʰɤŋ˧˥ʈʂən˥˩xwa˥˩
脡	tʰɪŋ˨˩˦
荷梗	xɤ˧˥kɤŋ˨˩˦
顀	ʈʂʰweɪ˧˥
迅速	ɕyn˥˩su˥˩
鈤	ʐɚ˥˩
算式	swan˥˩ʂɚ˥˩
謙受益，滿招損	tɕʰjɛn˥˩ʂoʊ˥˩i˥˩man˨˩˦ʈʂɑʊ˥˥suən˨˩˦
悲愴淒涼	peɪ˥˥ʈʂʰwɑŋ˥˩tɕʰi˥˥ljɑŋ˧˥
模擬	mɔ˧˥ni˨˩˦
業內人士	jɛ˥˩neɪ˥˩ʐən˧˥ʂɚ˥˩
䒕	ɕjɑʊ˨˩˦
黃銅	xwɑŋ˧˥tʰʊŋ˧˥
楣	meɪ˧˥
演唱	jɛn˨˩˦ʈʂʰɑŋ˥˩
充滿希望	ʈʂʰʊŋ˥˥man˨˩˦ɕi˥˥wɑŋ˥˩
腐爛	fu˨˩˦lan˥˩
招待所	ʈʂɑʊ˥˥taɪ˥˩suɔ˨˩˦
沙壟	ʂa˥˥lʊŋ˨˩˦
𠀍	ʂɚ˥˩
燒鹼	ʂɑʊ˥˥tɕjɛn˨˩˦
隕	ɥœn˧˥,yn˨˩˦
檴	xuɔ˥˩
䫕	ʈʂɚ˥˩
魧	xɑŋ˧˥
蓻	tɕi˧˥
特快列車	tʰɤ˥˩kʰuaɪ˥˩ljɛ˥˩ʈʂʰɤ˥˥
剈	ɥœn˥˥
翻江倒海	fan˥˥tɕjɑŋ˥˥tɑʊ˨˩˦xaɪ˨˩˦
䛰	xuən˥˩,xuən˧˥
狑	lɪŋ˧˥
愔	ɪn˥˥
招商	ʈʂɑʊ˥˥ʂɑŋ˥˥
夏季	ɕja˥˩tɕi˥˩
連環	ljɛn˧˥xwan˧˥
拉呱兒	la˧˥kwa˨˩˦aɻ˧
㖹	fən˥˩
領風騷	lɪŋ˨˩˦fɤŋ˥˥sɑʊ˥˥
茊	tsɯ˥˥,tsʰɯ˧˥
駼	tʰu˧˥
猏	tɕjɛn˥˥
悶熱	mən˥˥ʐɤ˥˩
有人緣兒	joʊ˨˩˦ʐən˧˥ɥœn˧˥aɻ˧
右派	joʊ˥˩pʰaɪ˥˩
股東	ku˨˩˦tʊŋ˥˥
㽭	ʐwan˨˩˦
大廳	ta˥˩tʰɪŋ˥˥
咵	kʰwa˥˥
諄諄教誨	ʈʂuən˥˥ʈʂuən˥˥tɕjɑʊ˥˩xweɪ˥˩
䮁	pʰjɛn˧˥
老么	lɑʊ˨˩˦jɑʊ˥˥
不義之財	pu˧˥i˥˩ʈʂɚ˥˥tsʰaɪ˧˥
古	ku˨˩˦
消耗	ɕjɑʊ˥˥xɑʊ˥˩
䨽	feɪ˨˩˦
滿不在乎	man˨˩˦pu˥˩tsaɪ˥˩xu˥˥
艏	ʂoʊ˨˩˦
縱恣	tsʊŋ˥˩tsɯ˥˩
報警	pɑʊ˥˩tɕɪŋ˨˩˦
絵	xweɪ˥˩
虛度光陰	ɕy˥˥tu˥˩kwɑŋ˥˥ɪn˥˥
㪝	ljɛn˥˩
措置	tsʰuɔ˥˩ʈʂɚ˥˩
天花板	tʰjɛn˥˥xwa˥˥pan˨˩˦
家事零落	tɕja˥˥ʂɚ˥˩lɪŋ˧˥luɔ˥˩
說不定	ʂuɔ˥˥pu˧tɪŋ˥˩
䳽	xɤ˥˩
㛔	pʰɤŋ˧˥
咧著嘴笑	ljɛ˨˩˦ʈʂɤ˧tsweɪ˨˩˦ɕjɑʊ˥˩
大使館	ta˥˩ʂɚ˨˩˦kwan˨˩˦
筻	kɑŋ˥˩
啥事	ʂa˧˥ʂɚ˥˩
肋條	leɪ˥˩tʰjɑʊ˧˥,lɤ˥˩tʰjɑʊ˧˥
傴僂	y˨˩˦loʊ˧˥
䭰	pɤŋ˥˩,pɤŋ˨˩˦
懸吊	ɕɥœn˧˥tjɑʊ˥˩
分類	fən˥˥leɪ˥˩
悟門	u˥˩mən˧˥
裁減	tsʰaɪ˧˥tɕjɛn˨˩˦
血雨腥風	ɕɥœ˥˩y˨˩˦ɕɪŋ˥˥fɤŋ˥˥
咔	kʰa˨˩˦
嬌	tɕjɑʊ˥˥
自尊心	tsɯ˥˩tsuən˥˥ɕɪn˥˥
羾	kʊŋ˥˩
匡算	kʰwɑŋ˥˥swan˥˩
䶵	ʈʂʰɚ˧˥,ʂɚ˨˩˦
巘	jɛn˨˩˦
曒	tɕjɑʊ˨˩˦
鵝卵石	ɤ˧˥lwan˨˩˦ʂɚ˧˥
襓	ʐɑʊ˧˥
俯地挺身	fu˨˩˦ti˥˩tʰɪŋ˨˩˦ʂən˥˥
垞	ʈʂʰa˧˥
海洋	xaɪ˨˩˦jɑŋ˧˥
㟖	lʊŋ˥˩
粗獷	tsʰu˥˥kwɑŋ˨˩˦
𣎆	luɔ˥˩
纖維	ɕjɛn˥˥weɪ˧˥
瀪	fan˧˥
攗	meɪ˧˥
騛	feɪ˥˥
啤酒瓶	pʰi˧˥tɕjoʊ˨˩˦pʰɪŋ˧˥
素食主義	su˥˩ʂɚ˧˥ʈʂu˨˩˦i˥˩
事例	ʂɚ˥˩li˥˩
整頓基層組織	ʈʂɤŋ˨˩˦tuən˥˩tɕi˥˥tsʰɤŋ˧˥tsu˨˩˦ʈʂɚ˥˥
劭美	ʂɑʊ˥˩meɪ˨˩˦
銫	sɤ˥˩
孩	xaɪ˧˥
收斂	ʂoʊ˥˥ljɛn˥˩,ʂoʊ˥˥ljɛn˨˩˦
燽	ʈʂʰoʊ˧˥
燻爐	ɕyn˥˥lu˧˥
諦聽	ti˥˩tʰɪŋ˥˥
恕不奉陪	ʂu˥˩pu˧˥fɤŋ˥˩pʰeɪ˧˥
爵	tɕɥœ˧˥
叛逆犯上	pʰan˥˩ni˥˩fan˥˩ʂɑŋ˥˩
糍	tsɯ˥˥,tsʰɯ˧˥
䮇	y˥˩
隻	ʈʂɚ˥˥
灞	pa˥˩
摪	tɕjɑŋ˥˥
縣尉	ɕjɛn˥˩weɪ˥˩
駡	ma˥˩
腡	luɔ˧˥,kwa˥˥
雒	luɔ˥˩
狂妄	kʰwɑŋ˧˥wɑŋ˥˩
銄	ʂɑŋ˥˩
溬	tɕʰjɑŋ˥˥
受挫	ʂoʊ˥˩tsʰuɔ˥˩
殷實	ɪn˥˥ʂɚ˧˥
獪	kʰuaɪ˥˩,xwa˧˥
甛	tʰjɛn˧˥
提案	tʰi˧˥an˥˩
通緝逃犯	tʰʊŋ˥˥tɕʰi˥˩tʰɑʊ˧˥fan˥˩,tʰʊŋ˥˥tɕi˥˥tʰɑʊ˧˥fan˥˩
䊾	mu˥˩
甹	pʰɪŋ˥˥,pʰɪŋ˧˥
萍水相逢	pʰɪŋ˧˥ʂweɪ˨˩˦ɕjɑŋ˥˥fɤŋ˧˥
䚈	tɕɥœn˥˩,ʈʂwan˥˩,u˥˩
衧	y˧˥
藙	i˥˩
欬	kʰɤ˧˥,kʰaɪ˥˩
剬	ʈʂɚ˥˩,tʰwan˧˥,twan˥˥
䣣	tɑŋ˨˩˦,tɑʊ˥˩
佴	aɻ˥˩,mi˨˩˦,naɪ˥˩
猱升	nɑʊ˧˥ʂɤŋ˥˥
修	ɕjoʊ˥˥
敃	mɪn˨˩˦
吐氣	tʰu˨˩˦tɕʰi˥˩
照相機	ʈʂɑʊ˥˩ɕjɑŋ˥˩tɕi˥˥
身分	ʂən˥˥fən˥˩
戋	tɕjɛn˥˥
字帖	tsɯ˥˩tʰjɛ˥˩
節約經費	tɕjɛ˧˥ɥœ˥˥tɕɪŋ˥˥feɪ˥˩
拖吊	tʰuɔ˥˥tjɑʊ˥˩
轕	kɤ˧˥
看見	kʰan˥˩tɕjɛn˥˩
遞給	ti˥˩keɪ˨˩˦
㬓	pʰjɑʊ˥˩
䟝	tʰoʊ˥˩
部首	pu˥˩ʂoʊ˨˩˦
身分證	ʂən˥˥fən˥˩ʈʂɤŋ˥˩
徝	ʈʂɚ˥˩
赤崁樓	ʈʂʰɚ˥˩kʰan˨˩˦loʊ˧˥
璠	fan˧˥
㼩	ʈʂʰɤŋ˧˥
鯚	tɕi˥˩
領事官員	lɪŋ˨˩˦ʂɚ˥˩kwan˥˥ɥœn˧˥
打醮	ta˨˩˦tɕjɑʊ˥˩
保	pɑʊ˨˩˦
謐	mi˥˩
斬草除根	ʈʂan˨˩˦tsʰɑʊ˨˩˦ʈʂʰu˧˥kən˥˥
鄪	pi˥˩
厚	xoʊ˥˩
菺	tɕjɛn˥˥
七擒七縱	tɕʰi˥˥tɕʰɪn˧˥tɕʰi˥˥tsʊŋ˥˩
楥	ɥœn˧˥,ɕɥœn˥˩
伣	ɕjɛn˥˩
盤剝	pʰan˧˥pɔ˥˥
鏤刻	loʊ˥˩kʰɤ˥˩
爹爹	tjɛ˥˥tjɛ˧
巍奕	weɪ˥˥i˥˩,weɪ˧˥i˥˩
䴎	leɪ˨˩˦
妗子	tɕɪn˥˩tsɯ˧
一方面	i˥˩fɑŋ˥˥mjɛn˥˩
當道	tɑŋ˥˥tɑʊ˥˩
學到老，學不到	ɕɥœ˧˥tɑʊ˥˩lɑʊ˨˩˦ɕɥœ˧˥pu˧˥tɑʊ˥˩
當年	tɑŋ˥˥njɛn˧˥,tɑŋ˥˩njɛn˧˥
鼠肚雞腸	ʂu˨˩˦tu˥˩tɕi˥˥ʈʂʰɑŋ˧˥
膀胱	pʰɑŋ˧˥kwɑŋ˥˥
大力子	ta˥˩li˥˩tsɯ˧
撫摸	fu˨˩˦mɔ˥˥
家當	tɕja˥˥tɑŋ˥˩
儸	luɔ˧˥
盼望	pʰan˥˩wɑŋ˥˩
備戰	peɪ˥˩ʈʂan˥˩
當眾出醜	tɑŋ˥˥ʈʂʊŋ˥˩ʈʂʰu˥˥ʈʂʰoʊ˨˩˦
鵽	tuɔ˥˩,ʈʂwa˥˥,ʈʂweɪ˥˩
弝	pa˥˩
奕	i˥˩
雁	jɛn˥˩
短暫	twan˨˩˦tsan˥˩,twan˨˩˦ʈʂan˥˩
才力超群	tsʰaɪ˧˥li˥˩ʈʂʰɑʊ˥˥tɕʰyn˧˥
未開化	weɪ˥˩kʰaɪ˥˥xwa˥˩
溜索	ljoʊ˥˥suɔ˨˩˦
彌合	mi˧˥xɤ˧˥
出招	ʈʂʰu˥˥ʈʂɑʊ˥˥
鬭	toʊ˥˩
摭	tʰuɔ˥˩,ʈʂɚ˧˥
緋	feɪ˥˥
婆娘	pʰɔ˧˥njɑŋ˧˥
加重語氣	tɕja˥˥ʈʂʊŋ˥˩y˨˩˦tɕʰi˥˩
咬	tɕjɑʊ˥˥,jɑʊ˨˩˦
斫	ʈʂuɔ˧˥
切割機	tɕʰjɛ˥˥kɤ˥˥tɕi˥˥
継	tɕi˥˩
醺	ɕyn˥˥
混濁	xuən˥˩ʈʂuɔ˧˥
鑘	leɪ˧˥
酚	fən˥˥
不脛而走	pu˧˥tɕɪŋ˥˩aɻ˧˥tsoʊ˨˩˦
鍡	weɪ˨˩˦
蒬	ɥœn˥˥
踴躍	jʊŋ˨˩˦ɥœ˥˩
婀娜多姿	ɤ˥˥nuɔ˧˥tuɔ˥˥tsɯ˥˥
旍	tɕɪŋ˥˥
蜟	y˥˩
憋氣	pjɛ˥˥tɕʰi˥˩
圍裙	weɪ˧˥tɕʰyn˧˥
截稿日期	tɕjɛ˧˥kɑʊ˨˩˦ʐɚ˥˩tɕʰi˥˥
自作主張	tsɯ˥˩tsuɔ˥˩ʈʂu˨˩˦ʈʂɑŋ˥˥
式樣	ʂɚ˥˩jɑŋ˥˩
閉門造車	pi˥˩mən˧˥tsɑʊ˥˩ʈʂʰɤ˥˥,pi˥˩mən˧˥tsɑʊ˥˩tɕy˥˥
氯	ly˥˩
驗血	jɛn˥˩ɕjɛ˨˩˦
贍	ʂan˥˩,tan˥˩
㝫	lʊŋ˧˥
偢睬，偢採，偢倸，偢采	ʈʂʰoʊ˨˩˦tsʰaɪ˨˩˦
藏掖	tsʰɑŋ˧˥jɛ˥˥
港口	kɑŋ˨˩˦kʰoʊ˨˩˦
㤃	fɑŋ˧˥
㧜	ljɛ˥˩
㫁	twan˥˩
倒剪	tɑʊ˥˩tɕjɛn˨˩˦
蠠	mi˥˩
榔	lɑŋ˨˩˦,lɑŋ˧˥
車手	ʈʂʰɤ˥˥ʂoʊ˨˩˦
劕	ʈʂɚ˧˥
大便	ta˥˩pjɛn˥˩
䤱	ʂɚ˥˩
蔱	ʂa˥˥
圪針	kɤ˥˥ʈʂən˧
功	kʊŋ˥˥
殺蟲劑	ʂa˥˥ʈʂʰʊŋ˧˥tɕi˥˩
名宿	mɪŋ˧˥su˥˩
茀	fu˧˥,pɔ˧˥
獎勵	tɕjɑŋ˨˩˦li˥˩
㢔	tsʊŋ˨˩˦
發行商	fa˥˥ɕɪŋ˧˥ʂɑŋ˥˥
骽	tʰweɪ˨˩˦
嚩	pʰɔ˧˥,fu˧˥
䎃	ʐan˨˩˦
坲	fɔ˧˥
開花	kʰaɪ˥˥xwa˥˥
昏君	xuən˥˥tɕyn˥˥
哷	lɤ˥˩
炸藥包	ʈʂa˥˩jɑʊ˥˩pɑʊ˥˥
拗不過	njoʊ˥˩pu˧kuɔ˥˩
胭脂魚	jɛn˥˥ʈʂɚ˥˥y˧˥,jɛn˥˥ʈʂɚ˧y˧˥
憤怒	fən˥˩nu˥˩
勁兒	tɕɪn˥˩aɻ˧
譁然	xwa˧˥ʐan˧˥
祿	lu˥˩
垸	xwan˥˩
且	tɕʰjɛ˨˩˦,tɕy˥˥
美侖美奐	meɪ˨˩˦luən˧˥meɪ˨˩˦xwan˥˩
叐	pa˧˥
無事不登三寶殿	u˧˥ʂɚ˥˩pu˥˩tɤŋ˥˥san˥˥pɑʊ˨˩˦tjɛn˥˩
知識化	ʈʂɚ˥˥ʂɚ˥˩xwa˥˩,ʈʂɚ˥˥ʂɚ˧xwa˥˩
氣勢洶洶	tɕʰi˥˩ʂɚ˥˩ɕjʊŋ˥˥ɕjʊŋ˥˥
做事	tsuɔ˥˩ʂɚ˥˩
駕長	tɕja˥˩ʈʂɑŋ˨˩˦
塞子	saɪ˥˥tsɯ˧
朝綱	ʈʂʰɑʊ˧˥kɑŋ˥˥
毯子	tʰan˨˩˦tsɯ˧
文化差異	uən˧˥xwa˥˩ʈʂʰa˥˥i˥˩
酠	tɕʰja˨˩˦
逃遁	tʰɑʊ˧˥tuən˥˩
朝山	ʈʂʰɑʊ˧˥ʂan˥˥
泀	sɯ˥˥
㨼	lɥœ˥˩
滑落	xwa˧˥luɔ˥˩
滿足	man˨˩˦tsu˧˥
詷	tʰʊŋ˧˥
女婿	ny˨˩˦ɕy˥˩
匏	pʰɑʊ˧˥
榎	tɕja˨˩˦
耨	noʊ˥˩
䤻	tuɔ˥˩
低頭伏罪	ti˥˥tʰoʊ˧˥fu˧˥tsweɪ˥˩
深交	ʂən˥˥tɕjɑʊ˥˥
哐	kʰwɑŋ˥˥
㒆	ʈʂʰɚ˥˩,kʰɤ˥˩,ɕjɑʊ˥˩,jɛn˥˩,ɕi˥˩
幽會	joʊ˥˥xweɪ˥˩
手肘	ʂoʊ˨˩˦ʈʂoʊ˨˩˦
鍴	twan˥˥
哯	ɕjɛn˥˩
邘	y˧˥
培訓	pʰeɪ˧˥ɕyn˥˩
壯觀	ʈʂwɑŋ˥˩kwan˥˥
棗泥	tsɑʊ˨˩˦ni˧˥
紾	tʰjɛn˨˩˦,ʈʂən˨˩˦
馬駒子	ma˨˩˦tɕy˥˥tsɯ˧
図	tʰu˧˥
夜宵兒	jɛ˥˩ɕjɑʊ˥˥aɻ˧
放映	fɑŋ˥˩ɪŋ˥˩
擔不起	tan˥˥pu˧tɕʰi˨˩˦
冷清	lɤŋ˨˩˦tɕʰɪŋ˥˥
璱	sɤ˥˩
磷	lɪn˥˩,lɪŋ˧˥,lɪn˧˥,lɪn˨˩˦
犟嘴	tɕjɑŋ˥˩tsweɪ˨˩˦
密詔	mi˥˩ʈʂɑʊ˥˩
逆水行舟，不進則退	ni˥˩ʂweɪ˨˩˦ɕɪŋ˧˥ʈʂoʊ˥˥pu˧˥tɕɪn˥˩tsɤ˧˥tʰweɪ˥˩
借刀殺人	tɕjɛ˥˩tɑʊ˥˥ʂa˥˥ʐən˧˥
不然	pu˥˩ʐan˧˥
攣	lwan˧˥,ljɛn˥˩
䏒	pʰjɛn˥˩
舀	jɑʊ˨˩˦
蜐	tɕjɛ˧˥
何時	xɤ˧˥ʂɚ˧˥
壁壘	pi˥˩leɪ˨˩˦
委	weɪ˨˩˦,weɪ˥˥
解聘	tɕjɛ˨˩˦pʰɪn˥˩
鬧劇	nɑʊ˥˩tɕy˥˩
發霉	fa˥˥meɪ˧˥
姦夫	tɕjɛn˥˥fu˥˥
茅	mɑʊ˧˥
麥糠	maɪ˥˩kʰɑŋ˥˥
非僧非俗	feɪ˥˥sɤŋ˥˥feɪ˥˥su˧˥
獌	man˥˩
專長	ʈʂwan˥˥ʈʂʰɑŋ˧˥
椀	wan˨˩˦
葺	tɕʰi˥˩
義大利麵	i˥˩ta˥˩li˥˩mjɛn˥˩
三下五除二	san˥˥ɕja˥˩u˨˩˦ʈʂʰu˧˥aɻ˥˩
招待	ʈʂɑʊ˥˥taɪ˥˩
漸漸	tɕjɛn˥˩tɕjɛn˥˩
鞏固	kʊŋ˨˩˦ku˥˩
點	tjɛn˨˩˦,ʈʂan˥˥,tuɔ˥˩
丰姿	fɤŋ˥˥tsɯ˥˥
爔	ɕi˥˥
彇	ɕjɑʊ˥˥
球隊	tɕʰjoʊ˧˥tweɪ˥˩
舅母	tɕjoʊ˥˩mu˨˩˦
橫加	xɤŋ˥˩tɕja˥˥
撲鼻	pʰu˥˥pi˧˥
餎	lɤ˧
聱	ɑʊ˧˥,joʊ˧˥
造紙	tsɑʊ˥˩ʈʂɚ˨˩˦
倒爺	tɑʊ˨˩˦jɛ˧˥
驢駒	ly˧˥tɕy˥˥
從容就義	tsʰʊŋ˥˥ʐʊŋ˧˥tɕjoʊ˥˩i˥˩,tsʰʊŋ˧˥ʐʊŋ˧˥tɕjoʊ˥˩i˥˩
螹	tɕjɛn˥˩,ʈʂʰan˧˥
㺘	ʈʂan˥˩
禞	kɑʊ˥˩
龞	pjɛ˥˥
瘎	ʂən˥˩
將兵	tɕjɑŋ˥˩pɪŋ˥˥
諓	tɕjɛn˥˩
叢林	tsʰʊŋ˧˥lɪn˧˥
拖垮	tʰuɔ˥˥kʰwa˨˩˦
鏕	lu˥˩
騆	ʈʂoʊ˥˥
䌝	tɕɪn˥˩
友誼	joʊ˨˩˦i˥˩,joʊ˨˩˦i˧˥
橋墩	tɕʰjɑʊ˧˥tuən˥˥
堁	kʰɤ˥˩
猆	feɪ˥˥
藥	ʂuɔ˥˩,lɥœ˥˩,jɑʊ˥˩,ɥœ˥˩
芃	pʰɤŋ˧˥
下	ɕja˥˩
韮	tɕjoʊ˨˩˦
衣帽間	i˥˥mɑʊ˥˩tɕjɛn˥˥
扁平	pjɛn˨˩˦pʰɪŋ˧˥
絮叨	ɕy˥˩tɑʊ˧
幹掉	kan˥˩tjɑʊ˥˩
備	peɪ˥˩
㤪	ɥœn˥˩
嚮導	ɕjɑŋ˥˩tɑʊ˨˩˦
圖集	tʰu˧˥tɕi˧˥
不登大雅之堂	pu˥˩tɤŋ˥˥ta˥˩ja˨˩˦ʈʂɚ˥˥tʰɑŋ˧˥
熸	tɕjɛn˥˥
饙	fən˥˥
鱐	su˥˩
㲷	tan˥˩
儱	lʊŋ˨˩˦
浠	ɕi˥˥
學術界	ɕɥœ˧˥ʂu˥˩tɕjɛ˥˩
㦀	fɤŋ˧˥
猶豫不決	joʊ˧˥y˥˩pu˥˩tɕɥœ˧˥
臭氣燻天	ʈʂʰoʊ˥˩tɕʰi˥˩ɕyn˥˥tʰjɛn˥˥
論文撮要	luən˥˩uən˧˥tsʰuɔ˥˥jɑʊ˥˩
佞人	nɪŋ˥˩ʐən˧˥
岺	lɪŋ˧˥
滾粗	kuən˨˩˦tsʰu˥˥
㼗	tɪŋ˨˩˦,tʰɪŋ˧˥
醮婦	tɕjɑʊ˥˩fu˥˩
專利	ʈʂwan˥˥li˥˩
頂	tɪŋ˨˩˦
推銷	tʰweɪ˥˥ɕjɑʊ˥˥
烘烤	xʊŋ˥˥kʰɑʊ˨˩˦
該	kaɪ˥˥
部分切除	pu˥˩fən˥˩tɕʰjɛ˥˥ʈʂʰu˧˥
模糊	mɔ˧˥xu˧˥,mɔ˧˥xu˧
橂	tjɛn˥˩
逪	tsʰuɔ˥˩
經紀	tɕɪŋ˥˥tɕi˥˩
污	wa˥˥,y˥˥,u˥˩,u˥˥
枯澀	kʰu˥˥sɤ˥˩
課本	kʰɤ˥˩pən˨˩˦
投機	tʰoʊ˧˥tɕi˥˥
徻	weɪ˥˩
俟	tɕʰi˧˥,sɯ˥˩
杯子	peɪ˥˥tsɯ˧
起訖	tɕʰi˨˩˦tɕʰi˥˩
覺	tɕɥœ˧˥,tɕjɑʊ˥˩
㡢	man˥˩
繼承人	tɕi˥˩ʈʂʰɤŋ˧˥ʐən˧˥
擽	li˥˩,lɥœ˥˩,luɔ˥˩
伃	y˧˥
妉	tan˥˥
髀	pi˥˩
讚歎	tsan˥˩tʰan˥˩
踐	tɕjɛn˥˩
薔	tɕʰjɑŋ˧˥,sɤ˥˩
耉	koʊ˨˩˦
辦公室	pan˥˩kʊŋ˥˥ʂɚ˥˩
腙	tsʊŋ˥˥
談不上	tʰan˧˥pu˧ʂɑŋ˥˩
銼刀	tsʰuɔ˥˩tɑʊ˥˥
掿	nuɔ˥˩
楜	xu˧˥
胖	pʰɑŋ˥˩,pʰan˥˩,pʰan˧˥
翅膀	ʈʂʰɚ˥˩pɑŋ˨˩˦
禢	tʰa˥˥
礃	ʈʂɑŋ˨˩˦
饒舌	ʐɑʊ˧˥ʂɤ˧˥
䍐	xan˨˩˦,xan˥˩
羅盤	luɔ˧˥pʰan˧˥
重疊	ʈʂʰʊŋ˧˥tjɛ˧˥
自動	tsɯ˥˩tʊŋ˥˩
諁	ʈʂʰuɔ˥˩
鈊	ɕɪn˥˥
老辣	lɑʊ˨˩˦la˥˩
用詞切當	jʊŋ˥˩tsʰɯ˧˥tɕʰjɛ˥˩tɑŋ˥˩
琽	tu˨˩˦
䭕	tɕjɛn˥˩,tsan˨˩˦
耷拉著兩條辮子	ta˥˥la˧ʈʂɤ˧ljɑŋ˨˩˦tʰjɑʊ˧˥pjɛn˥˩tsɯ˧
馱	tʰuɔ˧˥,taɪ˥˩,tuɔ˥˩
名牌	mɪŋ˧˥pʰaɪ˧˥
誏	lɑŋ˨˩˦
言行合一	jɛn˧˥ɕɪŋ˧˥xɤ˧˥i˥˥,jɛn˧˥ɕɪŋ˥˩xɤ˧˥i˥˥
賛	tsan˥˩
魺	xɤ˧˥
糑	ni˥˩
別開生面	pjɛ˧˥kʰaɪ˥˥ʂɤŋ˥˥mjɛn˥˩
螊	ljɛn˧˥,ɕjɛn˧˥
凷	kʰuaɪ˥˩
聵	kʰweɪ˥˩
噊	y˥˩
紖	ʈʂən˥˩,ɪn˨˩˦
被覆	peɪ˥˩fu˥˩
先鋒	ɕjɛn˥˥fɤŋ˥˥
苭	jɑʊ˨˩˦
叒	ʐuɔ˥˩
獠	ljɑʊ˧˥,lɑʊ˨˩˦
蕎	tɕʰjɑʊ˧˥,tɕjɑʊ˥˥
鬥	toʊ˥˩
從容自若	tsʰʊŋ˥˥ʐʊŋ˧˥tsɯ˥˩ʐuɔ˥˩
說謊	ʂuɔ˥˥xwɑŋ˨˩˦
靜止	tɕɪŋ˥˩ʈʂɚ˨˩˦
煉鐵	ljɛn˥˩tʰjɛ˨˩˦
㟉	lɑʊ˧˥
想擰了	ɕjɑŋ˨˩˦nɪŋ˨˩˦lɤ˧
氨基	an˥˥tɕi˥˥
憹	nɑʊ˧˥
流離失所	ljoʊ˧˥li˧˥ʂɚ˥˥suɔ˨˩˦
鼴鼠	jɛn˨˩˦ʂu˨˩˦
苛待老人	kʰɤ˥˥taɪ˥˩lɑʊ˨˩˦ʐən˧˥
輪番	luən˧˥fan˥˥
勤快	tɕʰɪn˧˥kʰuaɪ˥˩
小姐	ɕjɑʊ˨˩˦tɕjɛ˧,ɕjɑʊ˨˩˦tɕjɛ˨˩˦
證件	ʈʂɤŋ˥˩tɕjɛn˥˩
揙	pjɛn˥˩
此外	tsʰɯ˨˩˦uaɪ˥˩
照料病人	ʈʂɑʊ˥˩ljɑʊ˥˩pɪŋ˥˩ʐən˧˥
活到老學到老，還有三分學不到	xuɔ˧˥tɑʊ˥˩lɑʊ˨˩˦ɕɥœ˧˥tɑʊ˥˩lɑʊ˨˩˦xaɪ˧˥joʊ˨˩˦san˥˥fən˥˥ɕɥœ˧˥pu˧˥tɑʊ˥˩
慊	tɕʰjɛ˥˩,tɕʰjɛn˥˩
鼬	joʊ˥˩
樹枝	ʂu˥˩ʈʂɚ˥˥
繁茂	fan˧˥mɑʊ˥˩
記在心裡	tɕi˥˩tsaɪ˥˩ɕɪn˥˥li˧
紐	njoʊ˨˩˦
下行公文	ɕja˥˩ɕɪŋ˧˥kʊŋ˥˥uən˧˥
苫	ʈʂʰan˥˥,ʂan˥˩,ʂan˥˥,tʰjɛn˥˥
外甥	uaɪ˥˩ʂɤŋ˥˥
千慮一得	tɕʰjɛn˥˥ly˥˩i˥˩tɤ˧˥
賢	ɕjɛn˧˥
窈窕	jɑʊ˨˩˦tʰjɑʊ˨˩˦
憔	tɕʰjɑʊ˧˥
雞蛋	tɕi˥˥tan˥˩
魯	lu˨˩˦,ly˨˩˦
䛷	wan˨˩˦
鱟	xoʊ˥˩
擕	ɕi˥˥,ɕjɛ˧˥,ɕi˧˥
拉肚子	la˥˥tu˥˩tsɯ˧
葛	kɤ˧˥,kɤ˨˩˦
小山	ɕjɑʊ˨˩˦ʂan˥˥
下棋	ɕja˥˩tɕʰi˧˥
䑰	pu˥˩
蹨	njɛn˨˩˦
偤	joʊ˨˩˦
劓殄	i˥˩tʰjɛn˨˩˦
泥壁	ni˥˩pi˧
高強	kɑʊ˥˥tɕʰjɑŋ˧˥
