ܚܠܘܠܐ	ħəlulɑʔ
ܓܢܘܡܐ	ɡənomeʔ
ܓܘܣܢܐ	ɡawsɑnɑ
ܠܓܬܐ	ləɣɛttɑ
ܒܪܩܩܐ	barqɑqɑʔ
ܩܠܡܐ	qalmeʔ
ܥܢܒܐ	ʕɛnbɑʔ
ܠܘܡܐ	lumaʔs
ܓܘܪܣܐ	ɡurrɑsɑʔ
ܟܦܪܐ	kafre
ܣܟܐ	sɛkke
ܓܪܓܐ	ɡɑrɡɑʔ
ܙܘܪܕܝܬܐ	zordiθɑ
ܐܓܘܢܐ	ʔaɡɡonɑʔ
ܪܕܝܐ	rɑðajjɑʔ
ܟܢܦܐ	kɛnəfɑʔ
ܚܡܘܪܬܐ	ħumreʔ
ܒܢܝܢܐ	bɛnjɑnɑʔ
ܛܒܠܐ	tˤəvɑlɑʔ
ܕܘܪܐ	dureʔ
ܩܢܛܐ	qɛntˤɑʔ
ܐܒܓܕ	ʔabɡad
ܐܒܢܐ	ʔɛbbɑne
ܚܪܫܬܐ	ħarʃɑθɑ
ܢܚܫܐ	nɛħʃeʔ
ܟ	x
ܡܐܣܪܝܬܐ	maʔsɑrjɑθɑʔ
ܒܩܠܐ	baqqɑlɑʔ
ܬܪܢܓܠܐ	tarnɑɣleʔ
ܢܘܛܐ	nawtˤe
ܒܝܠܕܪܐ	bildɑreʔ
ܩܒܪܐ	qɑboro
ܩܕܡ	qəðɑm
ܚܨܝܦܘܬܐ	ħasˤsˤifuθɑʔ
ܡܒܠܘܥܝܬܐ	mawloʕiθɑ
ܫܠܡܐ	ʃlɑmɑ
ܕܘܪܩܝܢܐ	doraqqine
ܦܝܠܘܣܘܦܐ	pilosofɑʔ
ܢܟܠܐ	nɛxlɑʔ
ܟܪܡܐ	karmeʔ
ܕܩܘܩܐ	dɑqoqɑʔ
ܡܢܝܩܝܬܐ	mənejqjɑθɑʔ
ܟܦܘܪܬܐ	kɑforɑθɑʔ
ܦܘܚܐ	pawħɑʔ
ܥܩܒܬܐ	ʕɛqbɑθɑʔ
ܡܬܐ	mɑθɑʔ
ܚܘܚܐ	ħoħe
ܒܓܠܬܐ	baɣlɑθɑʔ
ܦܘܢܝܐ	punnɑjeʔ
ܟܘܪܗܢܐ	kurhɑneʔ
ܨܘܪܬܐ	sˤurɑθɑʔ
ܩܝܢܝܬܐ	qinjɑθɑʔ
ܢܚܢܚܬܐ	naħnaħtɑ
ܡܨܥܬܐ	mɛsˤʕɑθɑʔ
ܫܒܪܐ	ʃavreʔ
ܡܕܒܪܐ	maðbəreʔ
ܚܘܒܐ	ħubbɑʔ
ܕܟܪܐ	dɪxrɑ
ܩܒܝܬܐ	qabbiθɑ
ܦܘܕܐ	pawdɑʔ
ܙܩܘܪܐ	zəqurɑʔ
ܚܡܪܐ	ħəmɑrɑ
ܟܪܬܐ	karrɑθɑθɑʔ
ܟܪܡܐ	kɑrmeʔ
ܫܓܠ	ʃəɣal
ܡܕܪܫܬܐ	maðrɛʃtɑʔ
ܣܢܘܢܝܬܐ	sənoniθɑʔ
ܬܦܝܐ	təfajjeʔ
ܥܘܠܘܬܐ	ʕulluθɑʔ
ܒܘܒܠܐ	buvlɑ
ܝܕܢܬܐ	jaðnɑθɑʔ
ܓܪܒܐ	ɡarbɑ
ܐܘܢܓܠܝܘܢ	ʔɛwwanɡallijon
ܦܘܪܙܠܐ	purzəleʔ
ܡܓܠܐ	maɡɡəle
ܐܣܛܪܘܢܘܡܝܐ	ʔastˤəronomɑjɑʔ
ܫܘܡܪܐ	ʃummɑre
ܓܡܝܫܐ	ɡammiʃeʔ
ܙܒܢܐ	zəvɑnɑʔ
ܕܪܐ	darrɑ
ܝܒܫܢܐ	javʃɑnɑʔ
ܐܚܝܢܬܐ	ħjɑntɑ
ܚܢܓܪܐ	ħanɡəreʔ
ܬܡܪܬܐ	təmarəθɑ
ܦܪܣܐ	pərɑseʔ
ܬܠܝܐ	təlɑjeʔ
ܦܢܩܝܕܬܐ	pɛnqiðɑθɑʔ
ܚܒܪܐ	ħabbɑrɑ
ܣܠܩܐ	sɛlqɑʔ
ܣܡܝܘܬܐ	samjuθɑʔ
ܩܛܐ	qatˤtˤɑʔ
ܣܦܪܐ	sɛfreʔ
ܢܘܩܙܐ	nuqqɑzeʔ
ܪܓܫܐ	rɛɣʃɑʔ
ܬܪܡܐ	tarrɑmɑ
ܝ	i
ܡܫܡܫܢܐ	məʃamməʃɑneʔ
ܐܒܠܬܐ	ʔɛbbɑltɑ
ܡܘܩܐ	muqeʔ
ܒܠܥܐ	bəlɑʕeʔ
ܐܣܘܪܐ	ʔăsureʔ
ܡܕܒܪܐ	məðavreʔ
ܪܡܫܐ	ramʃɑʔ
ܐܠܝܬܐ	ʔaljɑθɑ
ܣܟܪܐ	səxɑreʔ
ܕܒܒܐ	dabbɑve
ܒܝܢܐ	binɑʔ
ܡܒܠܘܥܝܬܐ	mavloʕiθɑ
ܩܫܬܐ	qɑʃtɑ
ܡܘܬܐ	mawtɑʔ
ܒܥܝܪܐ	bəʕirɑʔ
ܡܙܠܐ	mazlɑʔ
ܓܝܒܐ	ɡajəvɑ
ܬܘܪܓܡܐ	turɡɑmɑʔ
ܡܚܪܡܬܐ	maħramtɑʔ
ܣܐܡܐ	semɑ
ܒܟܐ	bəxɑʔ
ܫܥܘܠܐ	ʃəʕoleʔ
ܣܪܓܐ	sarrɑːɣɑːʔ
ܙܡܪܘܪܐ	zamrurɑ
ܛܝܝܐ	tˤajjɑje
ܚܝܛܬܐ	ħajjɑtˤtɑ
ܓܦܐ	ɡɛppɑʔ
ܚܘܢܛܐ	ħunnɑtˤe
ܢܨܐ	nɛsˤsˤɑʔ
ܚܪܘܫܬܐ	ħɛrroʃtɑʔ
ܙܕܝܩܘܬܐ	zaddiquθɑʔ
ܟܟܪܐ	kakkərɑʔ
ܡܐܡܪܐ	meʔmrɑʔ
ܐܝܠܐ	ʔajlɑ
ܟܠܝܦܬܐ	kalliftɑʔ
ܣܟܪܐ	sakkəreʔ
ܓܕܪܐ	ɡəðɑre
ܚܪܒܐ	ħarbɑ
ܣܠܘܪܐ	səlorɑ
ܚܛܘܦܝܐ	ħətˤufjeʔ
ܩܘܦܕܐ	quppəðeʔ
ܚܪܘܬܐ	ħəroθɑʔ
ܫܓܘܫܝܐ	ʃəɣuʃjɑʔ
ܢܟܝܢܐ	nɪxjɑnɑ
ܓ	ɣ
ܕܠܩܐ	dɛlqɑʔ
ܬܪܡܝܬܐ	tarməjɑθɑʔ
ܫܡܫܐ	ʃɛmʃɑ
ܥܢܒܐ	ʕɛnəveʔ
ܐܓܝܪܐ	ʔăɣiro
ܡܬܩܘܠܬܐ	maθqulɑθɑʔ
ܦܪܟܐ	pərɑxe
ܕܦܢܐ	dappannas
ܩܨܪܐ	qɑsˤreʔ
ܛܟܣܐ	tˤɛksɑʔ
ܕܦܢܐ	dafnɑʔ
ܡܪܟܒܐ	markəvɑʔ
ܫܘܚܠܦܐ	ʃuħlɑfeʔ
ܢܝܚܬܐ	nəjɑħɑθɑʔ
ܙܡܝܪܬܐ	zəmirtɑʔ
ܡܛܠܬܐ	mətˤalləθɑ
ܫܘܫܡܐ	ʃuʃʃəmeʔ
ܩܘܪܠܐ	qurlɑʔ
ܦܣܡܐ	fɑsmo
ܪܥܠܐ	rəʕɑlɑʔ
ܕܘܪܩܝܢܐ	doraqqinɑ
ܚܡܪܬܐ	ħammɑrtɑʔ
ܦܝܣܐ	pəjɑseʔ
ܕ	d
ܟܘܪܐ	koreʔ
ܡܥܪܐ	məʕarrɑʔ
ܟܘܡܬܪܐ	kummaθre
ܣܟܠܬܐ	səxaltɑʔ
ܨܪܨܘܪܐ	sˤarsˤurɑʔ
ܕܘܪܐ	durɑʔ
ܕܘܪܫܐ	durrɑʃɑʔ
ܒܥܘܛܐ	bɑʕotˤɑʔ
ܬܘܣܦܬܐ	tawsɛftɑʔ
ܘ	u
ܓܢܫܝܐ	ɡɛnnɛʃjeʔ
ܡܟܣܐ	mɑxsɑʔ
ܝܗܘܕܝܬܐ	jəhuðɑjtɑ
ܙܩܬܐ	zɛqteʔ
ܫܘܫܢܬܐ	ʃuʃantɑʔ
ܣܠܘܪܐ	sallurɑ
ܟܦܪܐ	kafrɑ
ܚܘܫܒܢܐ	ħuʃbɑnɑʔ
ܚܪܘܪܐ	ħɑrorɑ
ܙܩܪܬܐ	zaqqɑrtɑʔ
ܩܠܥܐ	qɛlʕeʔ
ܛܘܗܡܐ	tˤohmeʔ
ܓܠܠܐ	ɡalləlɑʔ
ܠܘܪܐ	lurɑʔ
ܠܒܫܐ	ləvɑʃeʔ
ܟܦܘܪܘܬܐ	kɑforuθɑʔ
ܐܝܟ	ʔɑx
ܓܫܪܐ	ɡɛʃre
ܡܥܦܪܐ	maʕpərɑʔ
ܥܠܥܠܐ	ʕalʕɑlɑʔ
ܟܪܘܙܘܬܐ	kɑrozuθɑʔ
ܬܕܡܘܪܬܐ	tɛðmərɑθɑʔ
ܩܘܪܐܢ	qurʔɑn
ܛܘܣܐ	tˤawsɑʔ
ܢ	n
ܝܠܘܦܐ	jɑlofɑ
ܡܓܠܐ	məɣallɑ
ܦܝܠܐ	pəjɑlɑ
ܟܝܠܐ	kajlɑʔ
ܦܩܪܐ	paqreʔ
ܙܒܢܐ	zɛvneʔ
ܕܘܒܪܐ	dubbɑreʔ
ܓܪܕܐ	ɡɑrdeʔ
ܪܒܐ	rabbeʔ
ܚܐܪܘܬܐ	ħeʔruθɑ
ܚܪܬܐ	ħarrəθɑ
ܟܐܬܐ	kɑθɑʔ
ܫܠܗܒܝܬܐ	ʃalhevjɑθɑʔ
ܐܣܦܣ	ʔɛspɛs
ܛܒܝܬܐ	tˤəviθɑ
ܓܘܝܐ	ɡojɑʔ
ܐܛܪܘܓܐ	ʔatˤruɡɡe
ܦܠܓܡܐ	pəlɛɣmɑtˤɑʔ
ܫܪܒܐ	ʃərɑvɑʔ
ܢܘܪܒܐ	nurbeʔ
ܚܝܪܐ	ħəjɑrɑʔ
ܡܝܣܘܟܐ	majsuxɑʔ
ܥܘܕܐ	ʕuðeʔ
ܦܐܪܐ	paʔrɑʔ
ܪܒܨܐ	rɛvsˤeʔ
ܨܒܥܐ	sˤabbɑʕeʔ
ܡܪܟܒܐ	markəveʔ
ܫܢܐ	ʃɛnnɑʔ
ܣܟܪܐ	sakkərɑʔ
ܬܪܥܐ	tarrɑʕeʔ
ܦܥܪܐ	pɑʕrɑʔ
ܥܢܙܐ	ʕannɑzɑʔ
ܪܥܝܐ	rɛʕjɑʔ
ܢܒܝܘܬܐ	nəvijawwɑθɑ
ܦܣܡܐ	pɑsmɑ
ܙܘܥܐ	zawʕe
ܣܝܦܐ	səjɑfɑ
ܛܪܦܐ	tˤarpɑneʔ
ܫܘܫܦܐ	ʃuʃɛppɑʔ
ܫܢܐ	ʃəneʔ
ܢܝܚܐ	nəjɑħɑʔ
ܡܚܢܘܩܝܬܐ	maħnoqjɑθɑʔ
ܓܙܡܐ	ɡəzɑmeʔ
ܛܠܐ	tˤəleʔ
ܛܠܢܝܬܐ	tˤɛllɑniθɑʔ
ܦܟܐ	pakkɑʔ
ܚܪܘܬܐ	ħarruθɑʔ
ܚܣܢܐ	ħɛsneʔ
ܓܘܙܥܐ	ɡuzʕɑ
ܡܪܥܐ	mɛrʕeʔ
ܩܠܝܬܐ	qəlɑjɑθɑʔ
ܗܘܬܐ	hawwəθɑ
ܦܬܢܐ	pɛθnɑ
ܙܩܬܐ	zɛqtɑʔ
ܦܢܝܬܐ	pɛnjɑθɑʔ
ܟܦܘܪܐ	kɑforɑʔ
ܫܪܪܐ	ʃərɑrɑʔ
ܐܙܒܪܟܐ	ʔɛzəvɑrəxeʔ
ܩܪܐܐ	qarʔɑ
ܒܪܝܬܐ	bɛrjɑθɑʔ
ܣܒܐ	sɑvɑʔ
ܡܠܚܐ	mallɑħe
ܡܪܕܝܬܐ	mardiθɑʔ
ܚܪܘܪܐ	ħərurɑ
ܥܝܘܬܐ	ʕajjuθɑʔ
ܬܗܘܡܬܐ	təhomɑθɑʔ
ܐܣܦܪܝܣܐ	ʔɛspərejsɑʔ
ܨܢܪܬܐ	sˤɛnnɑrtɑʔ
ܥܦܪܐ	ʕəfɑrɑʔ
ܦܬܠܐ	pəθɑlɑʔ
ܚܡܘܨܘܬܐ	ħammusˤuθɑ
ܓܝܪܐ	ɡajjɑrɑ
ܫܘܚܠܦܐ	ʃuħlɑfɑʔ
ܚܕܘܬܐ	ħəðawwɑθɑʔ
ܪܨܝܦܬܐ	rəsˤifɑθɑ
ܥܘܕܐ	ʕoðeʔ
ܙܩܬܐ	zəqɑθeʔ
ܨܪܨܘܪܐ	sˤarsˤureʔ
ܐܘܪܒܛܐ	ʔorbitˤɑʔ
ܐܝܩܪܐ	ʔiqɑreʔ
ܣܒܠܬܐ	sɛbbəlɑθɑ
ܒܠܘܥܬܐ	bɑloʕjɑθɑ
ܙܘܪܐ	zəwɑrɑʔ
ܥܢܐ	ʕɑnawwɑθɑʔ
ܬܢܘܪܐ	tannurɑ
ܡܓܢ	məɣan
ܟܒܠܐ	kəvɑleʔ
ܫܒܪܬܐ	ʃəvartɑʔ
ܝܘܠܦܢܐ	julləfɑneʔ
ܢܡܠܐ	namlɑ
ܬܘܬܐ	təwɑθɑ
ܚܘܪܐ	ħawrɑ
ܦܪܫܐ	pərɑʃɑʔ
ܦܓܐܢܐ	paɡɡɑʔneʔ
ܦܠܓܐ	pɑlɡeʔ
ܩܦܘܦܐ	qappufeʔ
ܚܢܓܪܐ	ħanɡərɑʔ
ܝܩܕܐ	jaqdɑʔ
ܡܣܟܝܢܐ	mɛskino
ܕܚܠܬܐ	dɛħlɑθɑ
ܣܒܠܬܐ	sɛvləθɑ
ܥܘܪܐ	ʕurɑʔ
ܓܝܪܐ	ɡirɑ
ܡܪܙܐ	marzeʔ
ܥܒܐ	ʕɑvɑ
ܪܥܠܬܐ	rɛʕlɑθɑʔ
ܦܘܪܦܥܐ	purpɑʕe
ܩܛܝܢܬܐ	qatˤtˤinjɑθɑʔ
ܐܦܙܓܐ	ʔɑfzəɣɑʔ
ܦܣܬܐ	passɑθɑʔ
ܨܒܝܢܝܘܬܐ	sˤɛvjɑnɑjuθɑʔ
ܫܠܕܐ	ʃəladdɑʔ
ܦܠܚܐ	pɑlħɑʔ
ܕܘܡܪܐ	dummɑrɑʔ
ܟܠܙܘܙܐ	kalzuzɑʔ
ܥܒܪܐ	ʕɛvrɑʔ
ܩܪܘܝܐ	qɑrojɑʔ
ܟܠܝܦܗ	xallifɑh
ܪܘܚܐ	rwoħo
ܥܪܦܠܐ	ʕarpɛllɑʔ
ܩܪܕܐ	qɛrdɑ
ܚܡܪܐ	ħamre
ܩܘܦܕܐ	quppədeʔ
ܥܘܒܐ	ʕubbeʔ
ܩܝܣܐ	qajsɑ
ܟܘܬܢܝܬܐ	kottənɑjɑθɑʔ
ܪܓܠܐ	rəɣɑle
ܫܠܦܐ	ʃɑlpe
ܐܒܢܐ	ʔawnɑ
ܕܒܚܐ	dɛvħeʔ
ܡܘܬܐ	mawteʔ
ܚܝܠܐ	ħajlɑʔ
ܢܒܝܐ	nəvijɑʔ
ܦܠܚܬܐ	palħɑθɑʔ
ܐܣܦܘܩܠܛܪܐ	ʔɛspuqlɑtˤre
ܣܘܪܗܒܐ	surhowo
ܟܪܣܐ	kɛrseʔ
ܛܠܦܘܢܐ	tˤalponɑʔ
ܓܐܪܐ	ɡeʔrɑʔ
ܐܝܡܡܐ	ʔimɑmawwɑθɑʔ
ܢܝܒܐ	niveʔ
ܥܓܠܬܐ	ʕəɣɛləθɑ
ܫܘܟܢܐ	ʃukkɑnɑʔ
ܨܒܝܢܐ	sˤɛvjɑneʔ
ܟܠܫܐ	kɛlʃɑ
ܠܘܚܐ	luħe
ܡܛܪܬܐ	mətˤɑre
ܝܗܘܕܝܐ	ʔihuðɑje
ܠܘܥܐ	loʕɑʔ
ܦܣܩܝܬܐ	pɛsqiθɑʔ
ܦܬܓܡܐ	pɛθəɣɑmɑʔ
ܫܘܫܢܬܐ	ʃawʃantɑʔ
ܨܝܪܐ	sˤireʔ
ܚܘܦܐ	ħawpɑʔ
ܦܘܣܩܢܐ	pusqɑneʔ
ܥܝܢܐ	ʕajnɑʔ
ܟܬܦܐ	kaθpeʔ
ܛܒܠܐ	tˤavlɑʔ
ܐܣܦܪܝܣܐ	ʔɛspərajseʔ
ܐܘܟܡܐ	ʔukkɑmɑʔ
ܣܦܣܝܪܐ	safsejre
ܒܘܪܣܝܐ	bursɑjeʔ
ܡܛܪܐ	matˤtˤərɑʔ
ܐܠܘܗܝܡ	ʔɛ̆lohim
ܙܪܘܥܐ	zɑroʕeʔ
ܟܘܬܫܐ	kuttɑʃe
ܙܪܘܥܐ	zɑroʕɑʔ
ܝܬܡܐ	jaθmɑʔ
ܙܡܪܘܬܐ	zammɑruθɑʔ
ܦܝܣܐ	pisɑʔ
ܐܪܡܠܬܐ	ʔarməlɑθɑ
ܓܒܪܐ	ɡavrɑ
ܨܢܕܘܩܐ	sˤanduqɑ
ܐܬܢܐ	ʔɑθono
ܚܪܫܘܬܐ	ħarrɑʃwɑθɑʔ
ܝܙܕ	jazd
ܥܠܩܬܐ	ʕəlaqtɑ
ܢܪܓܐ	nɑrəɣe
ܣܢܘܢܝܬܐ	sənonjɑθɑʔ
ܗܘ	hɑw
ܦܬܚܐ	pɛθħeʔ
ܫܠܗܒܝܬܐ	ʃalhɛbbiθɑʔ
ܚܪܘܪܐ	ħoruro
ܦܪܫܐ	parrɑʃeʔ
ܓܘܠܒܐ	ɡulbe
ܒܥܘܛܬܐ	bəʕutˤɑθɑʔ
ܥܘܛܫܐ	ʕutˤtˤɑʃeʔ
ܢܩܡܬܐ	nɛqɛmθo
ܙܡܪܘܪܐ	zɑmruro
ܠܡܐܢܐ	ləmeʔneʔ
ܚܛܗܐ	ħatˤtˤɑhɑʔ
ܐܣܩܦܬܐ	ʔɛsqafəθɑʔ
ܕܠܩܐ	dallɑqeʔ
ܟܪܘܒܐ	kərovɑʔ
ܓܘܦܐ	ɡofɑ
ܥܡܘܕܐ	ʕɑmoðeʔ
ܚܙܘܪܐ	ħəzurɑ
ܓܫܘܫܘܬܐ	ɡɑʃoʃuθɑ
ܟܝܣܐ	kisɑʔ
ܠܓܐ	laɡɡeʔ
ܙܢܓܒܝܠ	zanɡəvil
ܥܢܢܐ	ʕənɑnɑʔ
ܚܡܪܬܐ	ħəmɑrtɑʔ
ܬܕܐܐ	taðʔɑʔ
ܩܛܡܐ	qɛtˤmɑʔ
ܟܢܘܫܬܐ	kənuʃtɑ
ܫܒܛܐ	ʃəvɑtˤɑʔ
ܐܚܫܡܝܬܐ	ʔaħʃɑmiθɑʔ
ܦܠܥܐ	pɛlʕeʔ
ܛܗܪܐ	tˤahrawwɑθɑ
ܫܒܬܐ	ʃabbəθɑʔ
ܩܢܝܢܐ	qɛnjɑnɑʔ
ܫܒܝܠܐ	ʃəvilɑʔ
ܥܩܒܐ	ʕəqɑvɑʔ
ܩܛܠܐ	qɛtˤlɑʔ
ܚܢܐ	ħɛnneʔ
ܟܣܬܐ	kɛsseʔ
ܟܘܬܝܢܐ	kottinɑ
ܥܩܪܒܐ	ʕəqarbɑʔ
ܡܘܡܐ	mumɑʔ
ܚܙܘܪܐ	ħazzurɑ
ܦ	f
ܫܚܢܐ	ʃɛħneʔ
ܐܘܪܟܐ	ʔurkɑ
ܥܪܒܐ	ʕɑrɑvɑ
ܚܨܘܕܐ	ħɑsˤoðe
ܓܘܝܐ	ɡəwɑjɑʔ
ܫܝܫܬܐ	ʃiʃtɑʔ
ܐܣܦܘܓܐ	ʔɛspoɡɡeʔ
ܣܘܟܬܐ	sawke
ܫܥܠܐ	ʃəʕɑleʔ
ܡܠܦܢܐ	malləfɑneʔ
ܒܘܡܐ	bumɑʔ
ܡܕܟܘܢܐ	maðəxoneʔ
ܬܕܝܘܢܐ	tɛðjoneʔ
ܩܣܛܘܢܪܐ	qɛstˤonɑrɑʔ
ܢܦܛܐ	naftˤɑ
ܓܪܕܐ	ɡɑrdɑʔ
ܐܚܕ	ʔɛ̆ħað
ܘܥܕܐ	waʕdeʔ
ܡܙܡܟܐ	mazməxeʔ
ܟܘܡܬܪܐ	kummaθrɑ
ܒܗܪܐ	bahreʔ
ܐܡܙܪܬܐ	ʔamzartɑʔ
ܢܨܒܬܐ	nɛsˤbɑθɑ
ܫܪܫܐ	ʃɛrʃeʔ
ܚܫܚܬܐ	ħəʃaħtɑʔ
ܡܛܪܬܐ	mətˤɑrɑθɑ
ܐܦܕܢܐ	ʔɑppaðneʔ
ܚܘܫܒܐ	ħuʃʃɑveʔ
ܩܘܦܕܐ	quppədɑʔ
ܩܦܝܐ	qɛfjɑʔ
ܣܘܓܝܬܐ	soɣjɑθɑʔ
ܩܠܝܕܐ	qəliðɑʔ
ܠܘܥܐ	luʕeʔ
ܓܢܒܬܐ	ɡannɑvɑθɑ
ܚܪܘܫܬܐ	ħarroʃtɑʔ
ܨܝܕܐ	sˤajjɑðɑʔ
ܐܪܫܟܝܬܐ	ʔɑrɛʃəxɑjtɑʔ
ܣܡܟܐ	sɑmkeʔ
ܝܪܬܐ	jɑrteʔ
ܐܡܝܫܐ	ʔɑmiʃɑʔ
ܦܪܫܐ	pərɑʃeʔ
ܟܟܘܫܝܬܐ	kɑxuʃjɑθɑʔ
ܩܘܥܐ	quʕeʔ
ܦܓܥܐ	pɪɣʕɑ
ܙܘܒܢܐ	zubbɑneʔ
ܡܫܡܫܢܝܬܐ	məʃamməʃɑniθɑʔ
ܙܓܪܘܪܐ	zaɣrurɑ
ܟܬܒܐ	kəθɑveʔ
ܬܝܟܐ	təjɑxeʔ
ܗܢܝܢ	hɛnnejn
ܡܥܡܪܐ	maʕməreʔ
ܟܢܘܢܝܬܐ	kənunjɑθɑʔ
ܥܪܒܐ	ʕɪrbɑ
ܓܘܪܢܐ	ɡurnɑ
ܨܝܪܐ	sˤəjɑreʔ
ܚܪܝܥܐ	ħəriʕe
ܣܣܐ	seso
ܕܕܬܐ	dɑðɑθɑ
ܟܪܒܣܐ	karbɑsɑʔ
ܛܥܡܐ	tˤaʕmɑʔ
ܥܘܬܪܐ	ʕuθreʔ
ܙܒܠܐ	zɛvleʔ
ܩܡܪܐ	qamreʔ
ܣܘܡܟܐ	summɑxɑʔ
ܦܩܚܐ	pɛqħeʔ
ܩܛܥܐ	qɛtˤʕeʔ
ܬܪܢܓܘܠܬܐ	tarnɑɣuljɑθɑʔ
ܟܐܬܐ	kɛttɑʔ
ܦܘܕܐ	pawdeʔ
ܐܕܢܐ	ʔɛðnɑ
ܐܓܘܪܣܐ	ʔɑɣorsɑneʔ
ܘܙܬܐ	wazzɑθɑ
ܙܓܐ	zaɡɡɑ
ܒܩܠܐ	baqqɑleʔ
ܚܝܘܬܐ	ħajwɑθɑʔ
ܡܫܘܛܐ	mɑʃotˤeʔ
ܐܟܕܝܐ	ʔɛkkəðɑjeʔ
ܣܢܕܠܐ	sɛndɑleʔ
ܟܟܪܐ	kakkəreʔ
ܥܪܒܐ	ʕrowo
ܝܗܒ	jav
ܒܟܐ	bakkeʔ
ܒܘܚܪܢܐ	buħrɑnɑ
ܝܬܡܐ	jaθmeʔ
ܒܓܐ	bɑɣɑʔ
ܢܘܚܡܐ	nuħħɑmɑ
ܣܝܒܪܬܐ	sajbərɑθɑʔ
ܗܠܟܐ	halkeʔ
ܐܪܘܢܐ	ʔɑronɑʔ
ܙܩܬܐ	zɛqqəθɑʔ
ܢܫܒܐ	nɛʃbeʔ
ܡܚܘܙܐ	moħuzo
ܝܒܢܐ	javnɑʔ
ܕܘܓܐ	duɡɡɑ
ܦܛܝܚܐ	patˤtˤiħe
ܩܘܪܫܐ	qurrɑʃɑʔ
ܦܘܡܐ	pumɑ
ܐܣܛܘܟܣܐ	ʔɛstˤuksɑʔ
ܟܘܒܐ	kubbe
ܣܗܕܘܬܐ	sɑhɛðwɑθɑ
ܣܦܝܢܝܬܐ	səfinjɑθɑ
ܚܕܚܝܙܐ	ħaðħizeʔ
ܢܝܙܟܐ	najzəxeʔ
ܢܥܘܪܬܐ	nɑʕorɑθɑ
ܕܒܘܪܐ	dɛbborɑʔ
ܡܫܡܫܢܐ	məʃamməʃɑnɑʔ
ܛܠܝܐ	tˤaljɑ
ܡܘܚܐ	muħeʔ
ܐܝܩܘܢܐ	ʔiqoneʔ
ܩܠܦܬܐ	qəlɑfɑθɑ
ܣܘܛܡܐ	sutˤmɑʔ
ܒܒܬܐ	bowto
ܡܒܘܥܐ	mabbuʕeʔ
ܐܒܗܐ	ʔăvɑhe
ܩܒܝܬܐ	qɑvjɑθɑ
ܦܠܦܠܐ	pɛlpəlɑʔ
ܡܥܠܬܐ	maʕʕaltɑ
ܟܘܟܒܝ	kawkəvaj
ܬܡܪܐ	tamrɑʔ
ܘܥܕܐ	waʕdɑʔ
ܥܠܘܐ	ʕɛlweʔ
ܐܘܪܝܙܘܢ	ʔorizon
ܫܘܚܕܐ	ʃuħdeʔ
ܟܝܢܐ	kjɑnɑ
ܚܘܕܪܐ	ħuðro
ܝܪܩܘܢܐ	jarqoneʔ
ܬܠܝܬܝܘܬܐ	təliθɑjwɑθɑ
ܪܚܫܐ	raħʃɑ
ܡܪܘܡܐ	mərawmɑʔ
ܦܘܡܐ	pume
ܡܘܠܕܐ	mawlɑðeʔ
ܗܝ	hɑj
ܚܘܪܐ	ħəwɑrɑ
ܢܒܪܫܬܐ	navrəʃɑθɑ
ܫܘܪܐ	ʃureʔ
ܟܪܢܒܐ	karnɑveʔ
ܦܪܝܣܬܐ	pərisɑθɑʔ
ܦܣܬܐ	pɛssəθɑʔ
ܚܡܝܥܘܬܐ	ħammiʕuθɑʔ
ܛܥܡܬܐ	tˤaʕmɑθɑ
ܪ	rejʃ
ܫܛܝܦܬܐ	ʃətˤifɑθɑʔ
ܥܝܕܐ	ʕəjɑðe
ܬܘܡܐ	tawmeʔ
ܚܦܪ	ħəfɑr
ܪܚܡܘܬܐ	raħmuθɑʔ
ܩܕܡܐ	qaðmɑʔ
ܒܘܪܟܐ	burkeʔ
ܒܒܛܝܠܘܬܐ	bavətˤiluθɑʔ
ܚܘܕܬܐ	ħuddɑθe
ܢܥܐ	nɑʕɑʔ
ܝܠܘܦܐ	jɑlopɑ
ܓܙܬܐ	ɡɛzzəθɑ
ܕܝܪܐ	dajrɑθɑʔ
ܟܘܣܝܬܐ	kosiθɑʔ
ܥܕܬܐ	ʕeðtɑ
ܚܘܟܐ	ħawkɑ
ܐܣܛܪܛܝܐ	ʔɛstˤəratˤtˤijeʔ
ܐܠܡܐ	ʔɛlmɑ
ܚܡܬܐ	ħɛmməθe
ܙܡܪܐ	zammɑrɑʔ
ܐܪܙܐ	ʔarze
ܓܙܐ	ɡazze
ܡܠܚܐ	mallɑħɑ
ܚܒܪܐ	ħabbɑre
ܬܪܒܐ	tarbɑʔ
ܩܛܝܢܬܐ	qatˤtˤintɑʔ
ܩܢܘܢܐ	qɑnoneʔ
ܢܓܡܐ	naɣmɑʔ
ܬܦܫܘܪܬܐ	tafʃurtɑʔ
ܪܒܐ	rabbɑʔ
ܦܠܐܬܐ	pɛlleʔθɑʔ
ܐܝܠܐ	ʔajjɑlɑ
ܦܘܠܕ	pulɑð
ܣܣܐ	sassɑ
ܕܩܘܩܐ	dɑqoqeʔ
ܐܦܩܪܣܐ	ʔafqarsɑ
ܣܪܛܐ	sɑrtˤeʔ
ܐܣܬܐ	ʔăsɛtteʔ
ܐܪܫܟܝܬܐ	ʔarrɛʃəxɑjtɑʔ
ܥܝܢܬܐ	ʕajnɑθɑʔ
