portbagaj	portbaɡaʒ
decapant	dekapant
băiet	bəjet
cerebral	tʃerebral
hojbăire	hoʒbəire
săcret	səkret
carbinol	karbinol
proconsul	prokonsul
canadiancă	kanadijankə
aprobativ	aprobativ
germanizare	dʒermanizare
tuberculoză	tuberkulozə
computare	komputare
neantagonic	neantaɡonik
canota	kanota
fariseism	fariseism
cetogeneză	tʃetodʒenezə
paralexematic	paraleksematik
oprii	oprij
simpatiza	simpatiza
înlăcrimat	ɨnləkrimat
piroforic	piroforik
doime	doime
arendășesc	arendəʃesk
latinomanie	latinomanije
smârcâială	smɨrkɨjalə
bolobocel	bolobotʃel
ardezie	ardezije
dârî	dɨrɨ
axiomă	aksiomə
modificări	modifikərʲ
nesaț	nesats
aibă	ajbə
erai	eraj
golancă	ɡolankə
deșternut	deʃternut
ciunist	tʃ̩unist
voie	voje
îmbolbojit	ɨmbolboʒit
rula	rula
defalcare	defalkare
președinție	preʃedintsije
mitrofor	mitrofor
adaptăm	adaptəm
putu	putu
încârduit	ɨnkɨrduit
nunească	nunĕaskə
incident	intʃident
inghinal	ingʲ̩inal
melesteu	melestew
ihtiologic	ihtiolodʒik
tăbăcărie	təbəkərije
paleologie	paleolodʒije
izotopie	izotopije
vegetare	vedʒetare
frânghiuță	frɨngʲ̩iutsə
realiza	realiza
propășitor	propəʃitor
aducție	aduktsije
edil	edil
ierbăluță	jerbəlutsə
endoplastă	endoplastə
pradă	pradə
nitragin	nitradʒin
nazarinean	nazarinĕan
dinăuntru	dinəuntru
kilometrat	kʲilometrat
crudiciune	kruditʃ̩une
etnobotanic	etnobotanik
declanșare	deklanʃare
terapeutic	terapeutik
asamblor	asamblor
întocmesc	ɨntokmesk
caporal	kaporal
budoar	budŏar
coștereață	koʃterĕatsə
hinterland	hinterland
frig	friɡ
revanșare	revanʃare
moruă	moruwə
putrezire	putrezire
omenire	omenire
arondare	arondare
galvanic	ɡalvanik
include	inklude
precipițiu	pretʃipitsju
discurs	diskurs
dezvărare	dezvərare
lustrină	lustrinə
papaveracee	papaveratʃee
arteriopatie	arteriopatije
acuratețe	akuratetse
științelor	ʃtijintselor
potcoveală	potkovĕalə
zdrăngăni	zdrənɡəni
picoliță	pikolitsə
scaraoschi	skaraoskʲ̩ʲ
activitate	aktivitate
dibenzoil	dibenzoil
buret	buret
specialiști	spetʃijaliʃtʲ
subsecretariat	supsekretarijat
deschegat	deskʲ̩eɡat
logodnă	loɡodnə
practicate	praktikate
răzmiriță	rəzmiritsə
teleormănean	telĕormənĕan
telangiectazie	telandʒijektazije
pseudoalelă	pseudoalelə
ploua	plowa
urmeze	urmeze
beau	bĕaw
contrasemna	kontrasemna
înțelept	ɨntselept
rezolvantă	rezolvantə
tutelat	tutelat
supraordonare	supraordonare
sertărel	sertərel
semnalizator	semnalizator
medic	medik
scălâmbăiat	skəlɨmbəjat
canceriform	kantʃeriform
husărește	husəreʃte
pașcanu	paʃkanu
trosni	trosni
semănare	semənare
carbohidrat	karbohidrat
mărunțit	məruntsit
damaschinaj	damaskʲ̩inaʒ
tălmăcită	təlmətʃitə
belhiță	belhitsə
radiodifuzare	radiodifuzare
instrumentație	instrumentatsije
faulta	faulta
zimțată	zimtsatə
ventricular	ventrikular
văros	vəros
tabac	tabak
opsomanie	opsomanije
împlântat	ɨmplɨntat
mahorcă	mahorkə
borcănat	borkənat
atotcuprinzător	atotkuprinzətor
murgul	murɡul
holban	holban
bancare	bankare
nosfiță	nosfitsə
mâniei	mɨnijej
patriotic	patriotik
înțesare	ɨntsesare
euristic	euristik
târlaș	tɨrlaʃ
ecografie	ekoɡrafije
galantonie	ɡalantonije
vizigot	viziɡot
culbutare	kulbutare
pensetă	pensetə
salivar	salivar
periostoză	periostozə
șoldăneșteancă	ʃoldəneʃtĕankə
nenic	nenik
vâzdogea	vɨzdodʒ̩a
mister	mister
coborât	koborɨt
mustometru	mustometru
uvologie	uvolodʒije
șabăr	ʃabər
adecvat	adekvat
sângeros	sɨndʒeros
minimal	minimal
inscripție	inskriptsije
rădicat	rədikat
cărămizi	kərəmizʲ
modal	modal
primăria	primərija
taban	taban
gonoree	ɡonoree
droșcă	droʃkə
prefectură	prefekturə
calorifug	kalorifuɡ
membru	membru
admonițiune	admonitsiune
danțare	dantsare
cheiuri	kʲ̩ejurʲ
heretisire	heretisire
noncontradicție	nonkontradiktsije
moliftă	moliftə
drâmboia	drɨmboja
dezdoit	dezdoit
învinuit	ɨnvinuit
regiunii	redʒiunij
popor	popor
dren	dren
anatomie	anatomije
veștezit	veʃtezit
cui	kuj
coaste	kŏaste
plisare	plisare
fie	fije
năsăudean	nəsəudĕan
găman	ɡəman
eneadă	eneadə
trombon	trombon
meritare	meritare
conformitate	konformitate
arhidiecezan	arhidijetʃezan
opiaceu	opiatʃew
jazistic	ʒazistik
sforzando	sforzando
contractilitate	kontraktilitate
supradominantă	supradominantə
curopalat	kuropalat
timonerie	timonerije
inginerii	indʒinerij
lansetă	lansetə
băican	bəjkan
retălmăcire	retəlmətʃire
reapariție	reaparitsije
cratogen	kratodʒen
desclocire	desklotʃire
mielografie	mijeloɡrafije
ego	eɡo
împrejura	ɨmpreʒura
necunoscător	nekunoskətor
bolund	bolund
incomodare	inkomodare
țesere	tsesere
bulonare	bulonare
dârjenie	dɨrʒenije
pifati	pifati
mediu	medju
erpetolog	erpetoloɡ
temperamental	temperamental
heroină	heroinə
certitudine	tʃertitudine
formare	formare
bălan	bəlan
pom	pom
mandata	mandata
raliez	ralijez
neunitar	neunitar
pușcăriaș	puʃkərijaʃ
puci	putʃʲ
medita	medita
ceruială	tʃerujalə
apical	apikal
înalt	ɨnalt
birt	birt
nomol	nomol
digitalizare	didʒitalizare
buciumare	butʃ̩umare
frumoșii	frumoʃij
irmizea	irmizĕa
grupuri	ɡrupurʲ
paratiroidă	paratiroidə
profetizat	profetizat
latine	latine
pipăială	pipəjalə
codălbire	kodəlbire
indignare	indiɡnare
gol	ɡol
băbește	bəbeʃte
enchimoză	enkʲ̩imozə
capitulare	kapitulare
încerc	ɨntʃerk
rearanjare	rearanʒare
chirăit	kʲ̩irəit
euribar	euribar
butur	butur
steclire	steklire
cățelan	kətselan
macula	makula
huștea	huʃtĕa
raliță	ralitsə
înșeua	ɨnʃeuwa
genă	dʒenə
cometal	kometal
carbamic	karbamik
prezentate	prezentate
antetrupiță	antetrupitsə
gemere	dʒemere
păscuță	pəskutsə
epidictic	epidiktik
stopaj	stopaʒ
pluviometru	pluviometru
decerebrare	detʃerebrare
tăbluit	təbluit
chelălăire	kʲ̩elələire
portarmă	portarmə
dropioi	dropioj
stufat	stufat
brăzdau	brəzdaw
privighere	privigʲ̩ere
zămislit	zəmislit
miopatie	miopatije
aprehensiune	aprehensiune
monorefringență	monorefrindʒentsə
pirop	pirop
presur	presur
privatizare	privatizare
vernescu	vernesku
șipot	ʃipot
ovovivipar	ovovivipar
îngăima	ɨnɡəima
panoplia	panoplija
foile	foile
cosă	kosə
descălicătoare	deskəlikətŏare
bem	bem
tăricel	təritʃel
biotaxie	biotaksije
canavață	kanavatsə
translatat	translatat
recarburare	rekarburare
mecadon	mekadon
mânaș	mɨnaʃ
etimologism	etimolodʒism
minereu	minerew
răsură	rəsurə
tarabulus	tarabulus
parter	parter
stereofotogramă	stereofotoɡramə
hărșnit	hərʃnit
colorimetru	kolorimetru
ucigător	utʃiɡətor
rătăcise	rətətʃise
agresor	aɡresor
mordant	mordant
pisăgire	pisədʒire
ovin	ovin
pârlogit	pɨrlodʒit
desensibilizat	desensibilizat
chinezi	kʲ̩inezʲ
unsprezecelea	unsprezetʃelĕa
otomicoză	otomikozə
geogenic	dʒeodʒenik
urletele	urletele
motociclism	mototʃiklism
întăresc	ɨntəresk
nesincer	nesintʃer
asociatii	asotʃiatij
șleau	ʃlĕaw
dispariție	disparitsije
celofan	tʃelofan
molicel	molitʃel
colegilor	koledʒilor
polisintetic	polisintetik
dănănae	dənənae
coșmagă	koʃmaɡə
para	para
indurație	induratsije
împart	ɨmpart
îmburuienat	ɨmburujenat
proptă	proptə
aflau	aflaw
savart	savart
senzori	senzorʲ
trădători	trədətorʲ
paliac	paliak
cristaliza	kristaliza
teoretizare	teoretizare
betegie	betedʒije
scripcă	skripkə
indivizibil	indivizibil
termofosfat	termofosfat
zolit	zolit
șese	ʃese
tartraj	tartraʒ
ascuțime	askutsime
oranjerie	oranʒerije
secerătoare	setʃerətŏare
miluit	miluit
bazona	bazona
înfrigurat	ɨnfriɡurat
concentrare	kontʃentrare
scării	skərij
iresponsabil	iresponsabil
barometru	barometru
împunsătură	ɨmpunsəturə
întărnițat	ɨntərnitsat
rațională	ratsionalə
datorită	datoritə
cucăire	kukəire
meschinărie	meskʲ̩inərije
personaj	personaʒ
martiriu	martirju
economism	ekonomism
faimă	fajmə
vânturător	vɨnturətor
obăr	obər
onicofagie	onikofadʒije
romfast	romfast
construi	konstrui
mior	mior
virament	virament
paspoalat	paspŏalat
reântoarcere	reɨntŏartʃere
bornaj	bornaʒ
alegațiune	aleɡatsiune
zăcare	zəkare
lăcrimare	ləkrimare
actualism	aktuwalism
cheii	kʲ̩eij
dinanțian	dinantsijan
urlați	urlatsʲ
limoterapie	limoterapije
ceam	tʃ̩am
acceptare	aktʃeptare
fibrilație	fibrilatsije
pinguin	pinɡuin
poftitor	poftitor
deseară	desĕarə
stănciulescu	stəntʃ̩ulesku
păienjenit	pəjenʒenit
ilustru	ilustru
cistosarcom	tʃistosarkom
minus	minus
rizat	rizat
păpat	pəpat
singure	sinɡure
protobromură	protobromurə
vorbind	vorbind
coreut	koreut
comoție	komotsije
comunice	komunitʃe
rufă	rufə
surprind	surprind
seminomadism	seminomadism
goethean	ɡo̩t̩ean
promise	promise
vicecancelar	vitʃekantʃelar
spondiloză	spondilozə
irigațiune	iriɡatsiune
desăgit	desədʒit
zurbavă	zurbavə
sextină	sekstinə
hemicristalin	hemikristalin
îngâmfat	ɨnɡɨmfat
semnare	semnare
holoangăr	holŏanɡər
pleonastic	pleonastik
idiolect	idiolekt
slăbănogit	sləbənodʒit
genovez	dʒenovez
vasilisc	vasilisk
învăpăiat	ɨnvəpəjat
cântare	kɨntare
polemizare	polemizare
solar	solar
spanac	spanak
năvădire	nəvədire
neobliterată	neobliteratə
duhnit	duhnit
atunce	atuntʃe
superfluu	superfluww
spatele	spatele
clarinetist	klarinetist
eforturile	eforturile
melițoi	melitsoj
columbiform	kolumbiform
vizor	vizor
utopism	utopism
honoris	honoris
glabru	ɡlabru
nădușitor	nəduʃitor
nicolescu	nikolesku
tușire	tuʃire
fasonaj	fasonaʒ
paragenetic	paradʒenetik
obădare	obədare
beșliu	beʃliw
insinua	insinuwa
nesocotit	nesokotit
racorda	rakorda
stetografia	stetoɡrafija
geotropism	dʒeotropism
firoscos	firoskos
smoching	smokʲ̩inɡ
coccis	koktʃis
confidențial	konfidentsijal
învestitură	ɨnvestiturə
evitabil	evitabil
lobectomie	lobektomije
shock	ʃ̩ok̩
cvasiunanim	kvasiunanim
scărpina	skərpina
hidrocoră	hidrokorə
metis	metis
sapropel	sapropel
conferire	konferire
domolit	domolit
pane	pane
muierire	mujerire
subscris	supskris
geocarpie	dʒeokarpije
graham	ɡraham
dezincrustant	dezinkrustant
indiferentism	indiferentism
sarailie	sarailije
decupator	dekupator
senet	senet
chefnire	kʲ̩efnire
imolare	imolare
supăra	supəra
măduvă	məduvə
brumăriu	bruməriw
binele	binele
plasator	plasator
tranc	trank
extrafin	ekstrafin
ergonomic	erɡonomik
filicină	filitʃinə
țesutoterapie	tsesutoterapije
maternal	maternal
țopescu	tsopesku
termobarometru	termobarometru
dealurile	dĕalurile
osmiu	osmju
țintaură	tsintaurə
mugitor	mudʒitor
mitruț	mitruts
heterogam	heteroɡam
șambelan	ʃambelan
palmier	palmier
încununat	ɨnkununat
scriitoarei	skrijitŏarej
bratiloveanu	bratilovĕanu
simțimânt	simtsimɨnt
iodhidric	jodhidrik
demonolatru	demonolatru
retroversie	retroversije
ciotcă	tʃ̩otkə
megacosm	meɡakosm
club	klub
sibiu	sibiw
aprobator	aprobator
arcănire	arkənire
spuzeală	spuzĕalə
sutural	sutural
germicid	dʒermitʃid
locomotivă	lokomotivə
pastelizant	pastelizant
cabalistic	kabalistik
rectal	rektal
prețăluitor	pretsəluitor
trubadur	trubadur
bilocular	bilokular
secetă	setʃetə
onixis	onigzis
vinuț	vinuts
izopletă	izopletə
pornim	pornim
hipertrofia	hipertrofija
tahilalic	tahilalik
hidrocarbură	hidrokarburə
friza	friza
leșinătură	leʃinəturə
viril	viril
relaior	relajor
pericopă	perikopə
orațiune	oratsiune
stabor	stabor
blaugaz	blauɡaz
filozofa	filozofa
privativ	privativ
soroceancă	sorotʃ̩ankə
flata	flata
altcareva	altkareva
caponat	kaponat
antologat	antoloɡat
bontit	bontit
demarcare	demarkare
secui	sekuj
exclamație	eksklamatsije
omiletic	omiletik
funcționar	funktsionar
plimbăreț	plimbərets
companiei	kompanijej
râurit	rɨurit
doctrină	doktrinə
cuvelaj	kuvelaʒ
bubă	bubə
paraleu	paralew
cocostârc	kokostɨrk
instalare	instalare
preumblare	preumblare
emenagog	emenaɡoɡ
tabără	tabərə
metodei	metodej
chilia	kʲ̩ilija
blinda	blinda
infirmabil	infirmabil
glie	ɡlije
animozitate	animozitate
pandant	pandant
inversare	inversare
smâncit	smɨntʃit
arii	arij
contrare	kontrare
variabil	varijabil
cârciumărit	kɨrtʃ̩umərit
fungi	fundʒʲ
antetitlu	antetitlu
curierat	kurijerat
minerit	minerit
fretat	fretat
cetățile	tʃetətsile
ordonanțare	ordonantsare
ticneală	tiknĕalə
hanganu	hanɡanu
turci	turtʃʲ
posedant	posedant
lipotimie	lipotimije
fură	furə
clăire	kləire
cașeu	kaʃew
oblici	oblitʃʲ
dicotomie	dikotomije
înhuma	ɨnhuma
tărășenie	tərəʃenije
oftătură	oftəturə
tranzitoriu	tranzitorju
suprareal	suprarĕal
trânti	trɨnti
colonizabil	kolonizabil
ortodontic	ortodontik
călduroasă	kəldurŏasə
amoros	amoros
ucu	uku
cler	kler
dorsalgie	dorsaldʒije
experiențe	eksperijentse
capan	kapan
necristalizat	nekristalizat
vamă	vamə
trei	trej
detumescență	detumestʃentsə
încărunțit	ɨnkəruntsit
sonda	sonda
cucurigire	kukuridʒire
tranzient	tranzijent
alamină	alaminə
ciurec	tʃ̩urek
hiperfrecvență	hiperfrekventsə
întreaga	ɨntrĕaɡa
mezenteric	mezenterik
deznisipare	deznisipare
covercă	koverkə
lăcuință	ləkuintsə
aspriu	aspriw
omuleții	omuletsij
ediția	editsija
paraxial	paraksial
atonalism	atonalism
armoniu	armonju
lobită	lobitə
rărit	rərit
spoitor	spoitor
exponometrie	eksponometrije
greblare	ɡreblare
desertiza	desertiza
cromleh	kromleh
mâț	mɨts
gâfâia	ɡɨfɨja
rugasem	ruɡasem
scopit	skopit
sergentul	serdʒentul
mimant	mimant
termografie	termoɡrafije
fiziocratic	fiziokratik
antianticorp	antiantikorp
tincu	tinku
fumuiag	fumujaɡ
tologit	tolodʒit
urziceni	urzitʃenʲ
reeditare	reeditare
surdomut	surdomut
optâșpelea	optɨʃpelĕa
cedat	tʃedat
redie	redije
necunoscut	nekunoskut
ondulatoriu	ondulatorju
benzipiren	benzipiren
căminele	kəminele
crisoterapie	krisoterapije
orzișor	orziʃor
trematod	trematod
automată	automatə
sărăntoc	sərəntok
metafizician	metafizitʃijan
talamic	talamik
letargic	letardʒik
nemerire	nemerire
picuire	pikuire
sărbătorit	sərbətorit
aviditate	aviditate
hâjdău	hɨʒdəw
îmbrâncire	ɨmbrɨntʃire
fanatic	fanatik
găinițare	ɡəinitsare
măgherani	məgʲ̩eranʲ
întrebuința	ɨntrebuintsa
gunoi	ɡunoj
meșină	meʃinə
paralogie	paralodʒije
hulpav	hulpav
prostrație	prostratsije
acolisi	akolisi
grevist	ɡrevist
mutualist	mutuwalist
determinist	determinist
replicat	replikat
dințare	dintsare
răpăitor	rəpəitor
stăpânului	stəpɨnuluj
cămătaru	kəmətaru
plac	plak
atmosferic	atmosferik
hidrogamă	hidroɡamə
gargariseală	ɡarɡarisĕalə
hidragog	hidraɡoɡ
stol	stol
ocolitor	okolitor
francat	frankat
textier	tekstijer
continuat	kontinuwat,kontinwat
ori	orʲ
narcoză	narkozə
cabotin	kabotin
clupat	klupat
cobaltare	kobaltare
gongoric	ɡonɡorik
curtenitor	kurtenitor
zguros	zɡuros
înjumătățire	ɨnʒumətətsire
îndatina	ɨndatina
fericit	feritʃit
ciclotron	tʃiklotron
pătul	pətul
cablat	kablat
alupei	alupej
omniscient	omnistʃijent
puturoșie	puturoʃije
foraj	foraʒ
briere	brijere
slătinean	slətinĕan
motru	motru
spălăcire	spələtʃire
mobilată	mobilatə
depunător	depunətor
legume	leɡume
urmaș	urmaʃ
amputa	amputa
comprimate	komprimate
tangibil	tandʒibil
însuflețit	ɨnsufletsit
preacuvios	prĕakuvios
venerolog	veneroloɡ
vânzările	vɨnzərile
pârlici	pɨrlitʃʲ
șină	ʃinə
fustigație	fustiɡatsije
răstignire	rəstiɡnire
arbitraj	arbitraʒ
semănătură	semənəturə
penetra	penetra
vlăstarul	vləstarul
frauda	frauda
vurt	vurt
doroftei	doroftej
hipotracțiune	hipotraktsiune
săgetare	sədʒetare
paludă	paludə
țuluc	tsuluk
slobozia	slobozija
zătignit	zətiɡnit
tardiv	tardiv
metafosfat	metafosfat
vedeți	vedetsʲ
aderat	aderat
fericire	feritʃire
transformat	transformat
judocan	ʒudokan
vocabulă	vokabulə
tăietură	təjeturə
aprețuit	apretsuit
latifundiar	latifundijar
anuar	anuwar
dezvinovățire	dezvinovətsire
discusiv	diskusiv
perplex	perpleks
hipersonic	hipersonik
azi	azʲ
glisa	ɡlisa
blaza	blaza
izopicnă	izopiknə
evreu	evrew
ungur	unɡur
soluția	solutsija
medrea	medrĕa
evocator	evokator
monocilindric	monotʃilindrik
hagi	hadʒi
hălpăire	həlpəire
sir	sir
scoso	skoso
votcă	votkə
rezida	rezida
cristalografie	kristaloɡrafije
provenință	provenintsə
cerebel	tʃerebel
vlaicu	vlajku
nărânzat	nərɨnzat
ceruză	tʃeruzə
nesemnificativ	nesemnifikativ
discut	diskut
parfumat	parfumat
prigoană	priɡŏanə
critica	kritika
defilare	defilare
mangalizare	manɡalizare
oronim	oronim
confere	konfere
nevătămat	nevətəmat
amidază	amidazə
gagist	ɡadʒist
dehidrogenare	dehidrodʒenare
cutare	kutare
sodom	sodom
tricocefaloză	trikotʃefalozə
bătaie	bətaje
dragomiroiu	draɡomiroju
consacrare	konsakrare
mintal	mintal
bălțățeanu	bəltsətsĕanu
divulga	divulɡa
clanț	klants
călimară	kəlimarə
piratat	piratat
antropofagie	antropofadʒije
evapora	evapora
promitea	promitĕa
vuietare	vujetare
capela	kapela
amilodextrină	amilodekstrinə
cociorvă	kotʃ̩orvə
incitat	intʃitat
termoprotecție	termoprotektsije
vicar	vikar
periclita	periklita
ancastrament	ankastrament
chesea	kʲ̩esĕa
sinusoidă	sinusoidə
potențiometrie	potentsiometrije
contactate	kontaktate
uzinal	uzinal
îmblânzitor	ɨmblɨnzitor
brioală	briŏalə
pectină	pektinə
contraria	kontrarija
dopant	dopant
atârnat	atɨrnat
țărcușor	tsərkuʃor
obstetrical	obstetrikal
vâslă	vɨslə
răchițică	rəkʲ̩itsikə
nistorescu	nistoresku
bugetivor	budʒetivor
creșă	kreʃə
înregistrează	ɨnredʒistrĕazə
tendalet	tendalet
ilimitat	ilimitat
sedilă	sedilə
savant	savant
derătecat	derətekat
scumpit	skumpit
răsuriu	rəsuriw
imprecizie	impretʃizije
pari	parʲ
radiofon	radiofon
tăpălagă	təpəlaɡə
competiția	kompetitsija
balona	balona
impregnol	impreɡnol
pruriginos	pruridʒinos
parafinos	parafinos
dilatant	dilatant
micrometru	mikrometru
erezie	erezije
apuntare	apuntare
zgripțoroi	zɡriptsoroj
rapiță	rapitsə
pristolnic	pristolnik
zavescă	zaveskə
gospodărioară	ɡospodəriŏarə
microcosmic	mikrokosmik
melanină	melaninə
banderolă	banderolə
pijama	piʒama
pocăință	pokəintsə
zvastică	zvastikə
slin	slin
apărător	apərətor
neprevedere	neprevedere
handicapat	handikapat
orografic	oroɡrafik
lucea	lutʃ̩a
certăreț	tʃertərets
alcalimetrie	alkalimetrije
sloi	sloj
reformare	reformare
viral	viral
mirăslău	mirəsləw
persiflator	persiflator
sporovoi	sporovoi
pacheșcă	pakʲ̩eʃkə
grevare	ɡrevare
liturghier	liturgʲ̩ijer
ferură	ferurə
deformator	deformator
cartiruire	kartiruire
paralitic	paralitik
coronament	koronament
preformare	preformare
obstructiv	obstruktiv
mortificat	mortifikat
stimuli	stimulʲ
aligator	aliɡator
sălbătăciune	səlbətətʃ̩une
chintal	kʲ̩intal
neclintite	neklintite
lăcomos	ləkomos
netehnic	netehnik
heliograf	helioɡraf
rohatcă	rohatkə
misteriu	misterju
balonare	balonare
piraterie	piraterije
reclama	reklama
plângem	plɨndʒem
lupți	luptsʲ
căsătoria	kəsətorija
pistonfon	pistonfon
centum	tʃentum
rack	rak̩
gasconadă	ɡaskonadə
aragaz	araɡaz
boșorogeală	boʃorodʒ̩alə
osificație	osifikatsije
dictiocauloză	diktiokaulozə
țăranu	tsəranu
românofob	romɨnofob
sporovăi	sporovəi
ataraxic	ataraksik
sos	sos
temenea	temenĕa
simen	simen
minții	mintsij
dezideologiza	dezideolodʒiza
îmbucat	ɨmbukat
scelerat	stʃelerat
lipofibrom	lipofibrom
comunard	komunard
bujie	buʒije
laturi	laturʲ
clătire	klətire
certare	tʃertare
derusifica	derusifika
metacentru	metatʃentru
premenire	premenire
solomonian	solomonijan
alvatec	alvatek
șarjabil	ʃarʒabil
nour	nour
catigorisit	katiɡorisit
litopon	litopon
nota	nota
acaț	akats
nesocotire	nesokotire
ameliorant	ameliorant
mistagogic	mistaɡodʒik
vorbește	vorbeʃte
convex	konveks
amorsa	amorsa
pedigreu	pediɡrew
licitant	litʃitant
murdărește	murdəreʃte
jac	ʒak
cangrenat	kanɡrenat
mâtcălău	mɨtkələw
judecător	ʒudekətor
ciuruială	tʃ̩urujalə
bolile	bolile
eldis	eldis
imaculat	imakulat
antiimperialism	antiimperijalism
tăciunat	tətʃ̩unat
izbit	izbit
șepcuță	ʃepkutsə
vitrifiant	vitrifijant
afuiere	afujere
fulgarin	fulɡarin
prisacaru	prisakaru
neghidat	negʲ̩idat
albăstrior	albəstrior
condescendent	kondestʃendent
închiriază	ɨnkʲ̩irijazə
fanon	fanon
supersistem	supersistem
blanșare	blanʃare
rugăminte	ruɡəminte
conductivitate	konduktivitate
adaptiv	adaptiv
poansonaj	pŏansonaʒ
pilastru	pilastru
congresist	konɡresist
recursie	rekursije
proamerican	proamerikan
buhurdar	buhurdar
zbârcire	zbɨrtʃire
șupuri	ʃupuri
iepșună	jepʃunə
clonc	klonk
regândire	reɡɨndire
ouătoare	owətŏare
dumbrăvean	dumbrəvĕan
matroz	matroz
astrologie	astrolodʒije
isopescu	isopesku
pastișa	pastiʃa
prismă	prismə
cârpă	kɨrpə
spânu	spɨnu
corpore	korpore
complot	komplot
stiloidă	stiloidə
demitentă	demitentə
melodramatizare	melodramatizare
