ометяхте	o̝mɛtʲaxt̪ɛ
възнесоха	vəznɛsoxə
търсите	t̪ɤrsit̪ɛ
попичалото	popitʃəɫo̝t̪o̝
припечех	pripɛtʃɛx
ранена	rɐnɛnə
насметен	nɐsmɛt̪ɛn
шит	ʃit̪
изпасеното	ispasɛno̝t̪o̝
подчертаващите	po̝t̪tʃɛrt̪avəʃt̪it̪ɛ
вреш	vrɛʃ
превъзнесеният	prɛvɐznɛsɛnijət̪
повлечени	povlɛtʃɛni
насмел	nɐsmɛɫ
обезглавен	o̝bɛzɡɫɐvɛn
причинилите	pritʃinilit̪ɛ
учиха	otʃixə
умиращото	omiɾəʃt̪o̝t̪o̝
допичайте	d̪opitʃəjt̪ɛ
авансово	avansovo
ушивани	oʃivəni
отсичахме	ot̪sitʃəxmɛ
сприятелих	sprijət̪ɛlix
гласувах	ɡɫɐsuvəx
коронясването	ko̝ɾonʲasvənɛt̪o̝
разплакваме	rɐspɫakvəmɛ
започваща	zɐpɔtʃvəʃt̪ə
пометена	pomɛt̪ɛnə
подведени	pod̪vɛd̪ɛni
напредвало	nɐprɛd̪vəɫo̝
превежданата	prɛvɛʒd̪ənət̪ə
навеждах	nɐvɛʒd̪əx
започванетата	zɐpɔtʃvənɛt̪ət̪ə
пишехте	piʃɛxt̪ɛ
разлюбеше	rɐzlʲubɛʃɛ
боядисаната	bo̝jɐd̪isənət̪ə
влязохте	vlʲazoxt̪ɛ
отворела	ot̪vɔɾɛɫə
опасвалият	opasvəlijət̪
зареждаме	zɐrɛʒd̪əmɛ
пронесем	pro̝nɛsɛm
целуналия	t͡sɛɫonalijə
ухапвахме	oxapvəxmɛ
обрекло	obrɛkɫo̝
мела	mɛɫə
срещни	srɛʃni
взелия	vzɛlijə
ходим	xɔd̪im
адресиралият	ad̪rɛsiɾəlijət̪
доите	d̪oit̪ɛ
живеех	ʒivɛɛx
наоблечеше	nəo̝blɛtʃɛʃɛ
пеело	pɛɛɫo̝
получела	poɫutʃɛɫə
подписаният	pot̪pisənijət̪
ебеше	ɛbɛʃɛ
избирано	izbiɾəno̝
чуващото	tʃuvəʃt̪o̝t̪o̝
надвнасял	nɐd̪vnasʲəɫ
допичалото	d̪opitʃəɫo̝t̪o̝
вдишваш	vd̪iʃvəʃ
завиранетата	zɐviɾənɛt̪ət̪ə
легализирани	lɛɡəliziɾəni
отваряйте	ot̪varʲəjt̪ɛ
зашило	zɐʃiɫo̝
опрелия	oprɛlijə
гласувахме	ɡɫɐsuvəxmɛ
търсено	t̪ɤrsɛno
протичалият	prot̪itʃəlijət̪
заслужилите	zɐsɫuʒilit̪ɛ
коронясваме	ko̝ɾonʲasvəmɛ
възнасяща	vəznasʲəʃt̪ə
целува	t͡sɛɫuvə
упрекваните	oprɛkvənit̪ɛ
ушиване	oʃivənɛ
изведеше	izvɛd̪ɛʃɛ
понапичай	po̝nɐpitʃəj
коронясана	ko̝ɾonʲasənə
начитахме	nɐtʃit̪əxmɛ
влезех	vlɛzɛx
повличат	povlitʃət̪
създавала	sɐzd̪avəɫə
поднеслите	pod̪nɛslit̪ɛ
берете	bɛɾɛt̪ɛ
посетихте	po̝sɛt̪ixt̪ɛ
опридащи	oprid̪əʃt̪i
изтървава	ist̪ɐrvavə
запиращият	zɐpiɾəʃt̪ijət̪
забравете	zəbrɐvɛt̪ɛ
предричащите	prɛd̪ritʃəʃt̪it̪ɛ
продължахте	pro̝d̪ɐɫʒaxt̪ɛ
принасяйки	prinasʲəjkʲi
понапечените	po̝nɐpɛtʃɛnit̪ɛ
вплиталото	fplit̪əɫot̪o
бушуващата	boʃuvəʃt̪ət̪ə
напекло	nɐpɛkɫo̝
корях	korʲax
ранели	rɐnɛli
прелъстяват	prɛɫɐstʲavət̪
произлизат	pro̝izlizət̪
изпридахме	isprid̪əxmɛ
спри	spri
използвалата	ispɔɫzvəɫət̪ə
измината	izminət̪ə
довлечените	d̪ovlɛtʃɛnit̪ɛ
танцуващи	t̪ɐnt͡suvəʃt̪i
млъкват	mɫɤkvət̪
препоръчва	prɛporɤtʃvə
оприданите	oprid̪ənit̪ɛ
забременяващото	zəbrɛmɛnʲavəʃt̪o̝t̪o̝
предричаха	prɛd̪ritʃəxə
довеждащи	d̪ovɛʒd̪əʃt̪i
търсените	t̪ɤrsɛnit̪ɛ
зареваваща	zəɾɛvavəʃt̪ə
господарствуват	ɡo̝spod̪arst̪vo̝vət̪
почвалия	potʃvalijə
раченето	ratʃɛnɛt̪o̝
измираща	izmiɾəʃt̪ə
зованията	zovanijət̪ə
присъствате	prisɤst̪vət̪ɛ
изведената	izvɛd̪ɛnət̪ə
оцелявания	o̝t͡sɛlʲavənijə
озадачаваше	o̝zəd̪ɐtʃavəʃɛ
излизахме	izlizəxmɛ
унеслата	onɛsɫət̪ə
ранявани	rɐnʲavəni
наобличалото	nəoblitʃəɫo̝t̪o̝
съчеталият	sətʃɛt̪alijət̪
избождащата	izbɔʒd̪əʃt̪ət̪ə
назови	nəzovi
срещаш	srɛʃt̪əʃ
бесени	bɛsɛni
превеждахме	prɛvɛʒd̪əxmɛ
озадачава	o̝zəd̪ɐtʃavə
наказалия	nɐkazəlijə
оцелеят	o̝t͡sɛlɛjət̪
предскажеш	prɛt̪skaʒɛʃ
бушуването	boʃuvənɛt̪o̝
припечеха	pripɛtʃɛxə
опечена	opɛtʃɛnə
съществувах	səʃt̪ɛst̪vuvəx
набодат	nəbod̪ɤt̪
взиманото	vziməno̝t̪o̝
напичала	nɐpitʃəɫə
глобилия	ɡɫobilijə
шибаният	ʃibənijət̪
плащаща	pɫaʃt̪əʃt̪ə
наелата	nɐɛɫət̪ə
гордеенета	ɡord̪ɛɛnɛt̪ə
превеждани	prɛvɛʒd̪əni
навестяващият	nəvɛstʲavəʃt̪ijət̪
бягащо	bʲaɡəʃt̪o
помитаната	pomit̪ənət̪ə
прегърналите	prɛɡɤrnəlit̪ɛ
изнудван	iznud̪vən
кладенето	kɫad̪ɛnɛt̪o̝
прощаваната	proʃt̪avənət̪ə
заслужилият	zɐsɫuʒilijət̪
замете	zəmɛt̪ɛ
разлюбения	rɐzlʲubɛnijə
изслушала	isɫuʃəɫə
продължа	pro̝d̪ɐɫʒɤ
изплетях	isplɛtʲax
платената	pɫɐt̪ɛnət̪ə
пелият	pɛlijət̪
обосновах	o̝bo̝snovax
продавано	prod̪avəno̝
сврем	svrɛm
хапах	xapəx
легнала	lɛɡnəɫə
отичай	ot̪itʃəj
абсорбиращата	apsorbirəʃt̪ət̪ə
заречеха	zəɾɛtʃɛxə
почнел	pɔtʃnɛɫ
забременяващия	zəbrɛmɛnʲavəʃt̪ijə
разлюбвалия	rɐzlʲubvəlijə
почнати	pɔtʃnət̪i
скубеха	skubɛxə
забравям	zɐbravʲəm
изчезваща	istʃɛzvəʃt̪ə
ометели	o̝mɛt̪ɛli
докажи	d̪o̝kɐʒi
казващ	kazvəʃt̪
капеха	kapɛxə
доплетена	d̪oplɛt̪ɛnə
забранявано	zəbrɐnʲavəno̝
опиращия	opiɾəʃt̪ijə
окрадва	okrad̪və
обричаният	obritʃənijət̪
прелъстявай	prɛɫɐstʲavəj
траяно	t̪rajəno̝
потушихме	po̝t̪oʃixmɛ
разходили	rɐsxɔd̪ili
изтървана	ist̪ɐrvanə
забраняваме	zəbrɐnʲavəmɛ
обсъждането	opsɤʒd̪ənɛt̪o̝
спял	spʲaɫ
нахапалото	nɐxapəɫo̝t̪o̝
разболялото	rəzbolʲaɫo̝t̪o̝
отхапващо	ot̪xapvəʃt̪o̝
зачетяло	zətʃɛtʲaɫo̝
предрекло	prɛd̪rɛkɫo̝
кървяла	kɐrvʲaɫə
въвеждайки	vəvɛʒd̪əjkʲi
въвлечения	vəvlɛtʃɛnijə
препрочета	prɛpro̝tʃɛt̪ɤ
повеждаха	povɛʒd̪əxə
съгласила	səɡɫɐsiɫə
разхождащите	rɐsxɔʒd̪əʃt̪it̪ɛ
вплитали	fplit̪əli
честитилата	tʃɛst̪it̪iɫət̪ə
изгризат	izɡrizɤt̪
попекла	popɛkɫə
сприятеляванетата	sprijət̪ɛlʲavənɛt̪ət̪ə
анатемосахте	anət̪ɛmɔsəxt̪ɛ
обковяхте	o̝pkovʲaxt̪ɛ
измиращо	izmiɾəʃt̪o̝
съобщавана	səopʃt̪avənə
сравнена	srɐvnɛnə
аблактацията	abɫəkt̪atsijət̪ə
австралийка	əfstrəlijkə
отнесем	o̝t̪nɛsɛm
нагризвалия	nɐɡrizvəlijə
дебнатите	d̪ɛbnət̪it̪ɛ
отнасях	ot̪nasʲəx
пренесем	prɛnɛsɛm
господарствахме	ɡo̝spod̪arst̪vəxmɛ
граничещ	ɡrɐnitʃɛʃt̪
ковяло	kovʲaɫo̝
отхапеш	ot̪xapɛʃ
срещалия	srɛʃt̪əlijə
изплашваме	ispɫaʃvəmɛ
обзавеждало	o̝bzɐvɛʒd̪əɫo̝
заповядващо	zəpovʲad̪vəʃt̪o̝
разлюбвана	rɐzlʲubvənə
гордее	ɡord̪ɛɛ
оцеляхме	o̝t͡sɛlʲaxmɛ
допичаме	d̪opitʃəmɛ
обесващо	obɛsvəʃt̪o̝
опридано	oprid̪əno̝
попекохме	popɛko̝xmɛ
агностичка	əɡnostitʃkə
виждащо	viʒd̪əʃt̪o
отворилото	ot̪vɔɾiɫo̝t̪o̝
безделничила	bɛzd̪ɛɫnitʃiɫə
помогнала	po̝moɡnaɫə
изтървавайте	ist̪ɐrvavəjt̪ɛ
шибалото	ʃibaɫo̝t̪o̝
вдишаме	vd̪iʃəmɛ
помогнах	po̝moɡnax
възнесяхте	vəznɛsʲaxt̪ɛ
доведяла	d̪o̝vɛdʲaɫə
обещаеш	o̝bɛʃt̪aɛʃ
запиралите	zɐpiɾəlit̪ɛ
нахапалият	nɐxapəlijət̪
назоваваща	nəzovavəʃt̪ə
захапа	zɐxapə
понапечехте	po̝nəpɛtʃɛxt̪ɛ
обичана	obitʃənə
зачиталите	zɐtʃit̪əlit̪ɛ
въвляклата	vəvlʲakɫət̪ə
накълваващи	nəkɐɫvavəʃt̪i
построява	po̝st̪rojavə
обесите	obɛsit̪ɛ
осиновяха	o̝sinovʲaxə
авиаторския	aviat̪orskʲijə
студентствалата	st̪od̪ɛnt̪st̪vəɫət̪ə
въвеждащо	vəvɛʒd̪əʃt̪o
припрян	priprʲan
предречели	prɛd̪rɛtʃɛli
вдишващ	vd̪iʃvəʃt̪
осиновявах	o̝sinovʲavəx
снасяна	snasʲənə
навеждащо	nɐvɛʒd̪əʃt̪o̝
лъжещият	ɫɤʒɛʃt̪ijət̪
погребете	po̝ɡrɛbɛt̪ɛ
наемалия	nɐɛməlijə
смазвай	smazvəj
извлечените	izvlɛtʃɛnit̪ɛ
обличам	oblitʃəm
внеслия	vnɛslijə
срещала	srɛʃt̪aɫə
препрочетем	prɛpro̝tʃɛt̪ɛm
решахме	rɛʃaxmɛ
изгубилите	izɡubilit̪ɛ
напреднеш	nɐprɛd̪nɛʃ
вършала	vɐrʃaɫə
съгласели	səɡɫɐsɛli
заковавалото	zəkovavəɫo̝t̪o̝
уплашващото	opɫaʃvəʃt̪o̝t̪o̝
сушащо	soʃaʃt̪o̝
наплитани	nɐplit̪əni
занесохте	zɐnɛso̝xt̪ɛ
подобряващото	po̝d̪obrʲavəʃt̪o̝t̪o̝
изнеслата	iznɛsɫət̪ə
изричащата	izritʃəʃt̪ət̪ə
допрочетяхте	d̪o̝pro̝tʃɛtʲaxt̪ɛ
построения	po̝st̪roɛnijə
гордеела	ɡord̪ɛɛɫə
навличан	nɐvlitʃən
зрелите	zrɛlit̪ɛ
наизлизали	nəizlizəli
забава	zəbavə
допекъл	d̪opɛkəɫ
втечнявах	ft̪ɛtʃnʲavəx
изгубваха	izɡubvəxə
засичащата	zɐsitʃəʃt̪ət̪ə
наричащия	nɐritʃəʃt̪ijə
разнасят	rɐznasʲət̪
завелия	zɐvɛlijə
ходил	xɔd̪iɫ
четени	tʃɛt̪ɛni
загубената	zɐɡubɛnət̪ə
погледнатия	poɡlɛd̪nət̪ijə
омели	omɛli
изпасващото	ispasvəʃt̪o̝t̪o̝
запичаният	zɐpitʃənijət̪
потушаващи	po̝t̪oʃavəʃt̪i
припечеше	pripɛtʃɛʃɛ
нагребваше	nɐɡrɛbvəʃɛ
изплашил	ispɫaʃiɫ
допиращо	d̪opiɾəʃt̪o̝
наковаващото	nəkovavəʃt̪o̝t̪o̝
подчерталият	po̝t̪tʃɛrt̪alijət̪
зареждащия	zɐrɛʒd̪əʃt̪ijə
озаглавявала	o̝zəɡɫɐvʲavəɫə
кради	krəd̪i
обвинявани	o̝bvinʲavəni
почвах	pɔtʃvəx
отравяйки	ot̪ravʲəjkʲi
желаещите	ʒɛɫaɛʃt̪it̪ɛ
получилата	poɫutʃiɫət̪ə
засичал	zɐsitʃəɫ
подкупващ	pot̪kupvəʃt̪
подмитащ	pod̪mit̪əʃt̪
вземащи	vzɛməʃt̪i
попеклия	popɛklijə
сяданията	sʲad̪ənijət̪ə
загини	zəɡʲini
пестил	pɛst̪iɫ
заричане	zɐritʃənɛ
будило	bod̪iɫo̝
разнасялата	rɐznasʲəɫət̪ə
гризял	ɡrizʲaɫ
отключваните	ot̪klʲutʃvənit̪ɛ
дотичанетата	d̪ot̪itʃənɛt̪ət̪ə
тресяло	t̪rɛsʲaɫo̝
анатемосванията	anət̪ɛmɔsvənijət̪ə
кладено	kɫad̪ɛno̝
облеченото	oblɛtʃɛno̝t̪o̝
вечерянетата	vɛtʃɛrʲənɛt̪ət̪ə
опасвала	opasvəɫə
забраняван	zəbrɐnʲavən
автор	aftor
подвежданата	pod̪vɛʒd̪ənət̪ə
надонасящите	nəd̪onasʲəʃt̪it̪ɛ
подклаждайте	pot̪kɫaʒd̪əjt̪ɛ
пекла	pɛkɫə
заплитан	zɐplit̪ən
удовлетворявах	o̝d̪o̝vlɛt̪vorʲavəx
докажела	d̪okaʒɛɫə
изораване	izoravənɛ
замирало	zɐmiɾəɫo̝
предупреждаваха	prɛd̪o̝prɛʒd̪avəxə
начитано	nɐtʃit̪əno̝
дадено	d̪ad̪ɛno
пиех	piɛx
аплодираше	apɫod̪iɾəʃɛ
пърдяща	pɐrdʲaʃt̪ə
съзряната	sɐzrʲanət̪ə
обосновавайки	o̝bo̝snovavəjkʲi
обсъдиха	opsɤd̪ixə
надвнасялият	nɐd̪vnasʲəlijət̪
започвах	zɐpɔtʃvəx
снесени	snɛsɛni
решаваното	rɛʃavəno̝t̪o̝
избиращите	izbiɾəʃt̪it̪ɛ
погребахте	poɡrɛbəxt̪ɛ
завряхме	zɐvrʲaxmɛ
дебнехте	d̪ɛbnɛxt̪ɛ
одобряхте	o̝d̪obrʲaxt̪ɛ
разбралото	rɐzbraɫo̝t̪o̝
тръгвайте	t̪rɤɡvəjt̪ɛ
обещаваше	o̝bɛʃt̪avəʃɛ
спала	spaɫə
въоръжах	vəo̝ɾɐʒax
изплитах	isplit̪əx
летяло	lɛtʲaɫo̝
въвежданета	vəvɛʒd̪ənɛt̪ə
повлечеше	po̝vlɛtʃɛʃɛ
поотичащия	po̝ot̪itʃəʃt̪ijə
предричахме	prɛd̪ritʃəxmɛ
наоблечело	nəo̝blɛtʃɛɫo̝
обзавеждалите	o̝bzɐvɛʒd̪əlit̪ɛ
прегърнеше	prɛɡɤrnɛʃɛ
опичалият	opitʃəlijət̪
лягащият	lʲaɡəʃt̪ijət̪
отчели	ot̪tʃɛli
унесохте	onɛso̝xt̪ɛ
втечненият	ft̪ɛtʃnɛnijət̪
изговореха	izɡovɔɾɛxə
запридала	zɐprid̪əɫə
загубвалото	zɐɡubvəɫo̝t̪o̝
ходиха	xod̪ixə
прегърни	prɛɡɐrni
закупувалото	zəkopuvəɫo̝t̪o̝
препичал	prɛpitʃəɫ
запрелите	zɐprɛlit̪ɛ
затрисаше	zɐt̪risəʃɛ
отвличащия	ot̪vlitʃəʃt̪ijə
подписвала	pot̪pisvəɫə
разплакваното	rɐspɫakvəno̝t̪o̝
занасяните	zɐnasʲənit̪ɛ
разхожданото	rɐsxɔʒd̪əno̝t̪o̝
дъвчейки	d̪ɤftʃɛjkʲi
напечете	nəpɛtʃɛt̪ɛ
студентстването	st̪od̪ɛnt̪st̪vənɛt̪o̝
унасящото	onasʲəʃt̪o̝t̪o̝
дотечи	d̪o̝t̪ɛtʃi
лежахте	lɛʒaxt̪ɛ
повлеченото	povlɛtʃɛno̝t̪o̝
опредохте	oprɛd̪o̝xt̪ɛ
вечерянета	vɛtʃɛrʲənɛt̪ə
възпираме	vɐspiɾəmɛ
изгубвахме	izɡubvəxmɛ
мълчащото	mɐɫtʃaʃt̪o̝t̪o̝
танцувало	t̪ɐnt͡suvəɫo̝
съзрян	sɐzrʲan
внасяха	vnasʲəxə
измитаха	izmit̪əxə
реклото	rɛkɫo̝t̪o̝
разплаквано	rɐspɫakvəno̝
почвай	pɔtʃvəj
подписана	pot̪pisənə
ходили	xɔd̪ili
озаглавиха	o̝zəɡɫɐvixə
накажела	nɐkaʒɛɫə
отричащата	ot̪ritʃəʃt̪ət̪ə
назован	nəzovan
прегръщаният	prɛɡrɤʃt̪ənijət̪
изпяват	ispʲavət̪
подмитаха	pod̪mit̪əxə
загубила	zɐɡubiɫə
забождащата	zɐbɔʒd̪əʃt̪ət̪ə
насмиталото	nɐsmit̪əɫo̝t̪o̝
загубвайте	zɐɡubvəjt̪ɛ
мразех	mrazɛx
мълчейки	mɐɫtʃɛjkʲi
въвличащите	vəvlitʃəʃt̪it̪ɛ
втечнена	ft̪ɛtʃnɛnə
адресирах	ad̪rɛsiɾəx
възпиран	vɐspiɾən
охраняванетата	o̝xrɐnʲavənɛt̪ət̪ə
седналата	sɛd̪nəɫət̪ə
наклаждащия	nɐkɫaʒd̪əʃt̪ijə
обезсмъртяващата	o̝bɛsmɐrtʲavəʃt̪ət̪ə
тичайте	t̪itʃəjt̪ɛ
уплашени	opɫaʃɛni
загубвайки	zɐɡubvəjkʲi
злоупотребяха	zɫo̝o̝po̝t̪rɛbʲaxə
изчезващата	istʃɛzvəʃt̪ət̪ə
ебаната	ɛbanət̪ə
продължите	pro̝d̪ɐɫʒit̪ɛ
запре	zɐprɛ
залезело	zɐlɛzɛɫo̝
предрече	prɛd̪rɛtʃɛ
отравяли	ot̪ravʲəli
построявахме	po̝st̪rojavəxmɛ
играха	iɡraxə
оцелели	o̝t͡sɛlɛli
запряла	zɐprʲaɫə
мечтахте	mɛtʃt̪axt̪ɛ
занесения	zɐnɛsɛnijə
гребящата	ɡrɛbʲaʃt̪ət̪ə
изнасяйте	iznasʲəjt̪ɛ
анулираща	anuliɾəʃt̪ə
назовавахме	nəzovavəxmɛ
интересувахме	int̪ɛɾɛsuvəxmɛ
счупеше	stʃupɛʃɛ
слизалото	slizəɫo̝t̪o̝
доплетените	d̪oplɛt̪ɛnit̪ɛ
удовлетвори	o̝d̪o̝vlɛt̪vori
обезглавяваните	o̝bɛzɡɫɐvʲavənit̪ɛ
глезльо	ɡlɛzlʲo
пишещи	piʃɛʃt̪i
причиняваното	pritʃinʲavəno̝t̪o̝
лизалото	lizəɫo̝t̪o̝
казвала	kɐzvaɫə
намеквали	nɐmɛkvəli
наобличам	nəoblitʃəm
изричане	izritʃənɛ
влюбвай	vlʲubvəj
заплашената	zɐpɫaʃɛnət̪ə
окрадванетата	okrad̪vənɛt̪ət̪ə
вечеряхме	vɛtʃɛrʲəxmɛ
вковавайте	fkovavəjt̪ɛ
произлизам	pro̝izlizəm
обричаща	obritʃəʃt̪ə
подвеждани	pod̪vɛʒd̪əni
пронасям	pronasʲəm
вдишвана	vd̪iʃvənə
арестуваше	aɾɛst̪uvəʃɛ
наранявал	nəɾɐnʲavəɫ
провряхте	provrʲaxt̪ɛ
целунел	t͡sɛɫunɛɫ
закупената	zɐkupɛnət̪ə
влезлия	vlɛzlijə
насмитаща	nɐsmit̪əʃt̪ə
насичаният	nɐsitʃənijət̪
забраняващ	zəbrɐnʲavəʃt̪
обковат	o̝pkovɤt̪
съчетаващите	sətʃɛt̪avəʃt̪it̪ɛ
гризали	ɡrizəli
зареденият	zəɾɛd̪ɛnijət̪
излязлото	izlʲazɫo̝t̪o̝
разболяващия	rəzbolʲavəʃt̪ijə
вършаха	vɐrʃaxə
виждалото	viʒd̪aɫot̪o
написаната	nɐpisənət̪ə
изплашванетата	ispɫaʃvənɛt̪ət̪ə
лъгания	ɫɤɡənijə
оцелелият	o̝t͡sɛlɛlijət̪
наречено	nɐrɛtʃɛno̝
нагризяхме	nəɡrizʲaxmɛ
пращанетата	praʃt̪ənɛt̪ət̪ə
изпичащо	ispitʃəʃt̪o̝
пристигаш	prist̪iɡəʃ
възпроизведяха	vəspro̝izvɛdʲaxə
подведохме	pod̪vɛd̪o̝xmɛ
прочелото	protʃɛɫo̝t̪o̝
слушано	sɫuʃəno̝
абсорбирахме	apsorbirəxmɛ
оцветяхте	o̝t͡svɛtʲaxt̪ɛ
сушали	soʃali
начетеш	nətʃɛt̪ɛʃ
довличаш	d̪ovlitʃəʃ
зашивали	zɐʃivəli
заковавам	zəkɔvavəm
съгласили	səɡɫɐsili
избоденото	izbɔd̪ɛno̝t̪o̝
афоризъм	afɔrizəm
изболата	izbɔɫət̪ə
погребяла	po̝ɡrɛbʲaɫə
коронясаха	ko̝ɾonʲasəxə
надебеляващият	nəd̪ɛbɛlʲavəʃt̪ijət̪
въвличан	vəvlitʃən
изведат	izvɛd̪ɤt̪
авторитетният	aft̪oɾit̪ɛt̪nijət̪
извличаният	izvlitʃənijət̪
подкупена	pot̪kupɛnə
