берлегендәге	bˌerleɣendˈæɣe
стадионында	stˌɒdionˈɯndɑ
атлый	ˈɒtɫɯj
сөенә	sœˈenæ
Энвер	ˈenwer
йөриләр	ˌɪœrˈilær
әйтерсең	ˌæɪtˈerseŋ
Мурзин	mˈurzin
Изге	ˈizɣe
туризм	tˈurizm
милләтеннән	mˌillætˈennæn
министрлар	minˈistrɫɑr
Исәнбәт	isˈænbæt
итер	ˈiter
ашка	ˈɒʃqɒ
мөмкинлекләр	mˌœmkinlˈeklær
Шәйхетдинов	ʃˌæɪxetdˈinow
Заманалар	zˌɒmɒnˈɑɫɑr
Дума	dˈumɑ
кирәкмәс	kirˈækmæs
мәчетенә	mˌæɕetˈenæ
яңалыкларын	jˌɑŋɑɫɯqɫˈɑrɯn
комиссиясендә	qˌomissˌijæsˈendæ
барлый	bˈɒrɫɯj
операцион	ˌoperɑtsˈion
җыентык	ʑɯˈentɯq
тамырдан	tɒmˈɯrdɑn
хушлашырга	xˌuʃɫɑʃˈɯrʁɑ
теркәлгән	terkˈælɣæn
шаһиты	ʃɒhˈitɯ
ниятләп	nijˈætlæp
белүләре	bˌelylˈære
еллардагы	jˌɯɫɫɑrdˈɑʁɯ
борчак	bˈorɕɑq
вәгъдәләр	wæɣʔdˈælær
интернетын	ˌinternˈetɯn
күплеге	kyplˈeɣe
бирелергә	bˌirelˈerɣæ
якты	jˈɑqtɯ
базар	bˈɒzɒr
паркта	pˈɒrqtɒ
бәйледер	bˌæɪlˈeder
сыйныфлары	sˌɯjnɯfɫˈɑrɯ
тумышы	tumˈɯʃɯ
күрсәтелә	kˌyrsætˈelæ
җәзалау	ʑˌæzɑɫˈɑu
адресына	ˌɒdresˈɯnɑ
радасы	rɒdˈɒsɯ
укытучылар	ˌuqɯtuɕˈɯɫɑr
Сабирҗан	sɒbˈirʑɑn
якыннанрак	jˌɑqɯnnˈɑnrɑq
берлеккә	berlˈekkæ
дисеңме	disˈeŋme
Алланың	ɒɫɫˈɒnɯŋ
Чубаровны	ɕˌubɑrˈownɯ
Гадәти	ʁɒdˈæti
булдырмый	buɫdˈɯrmɯj
үземдә	yzˈemdæ
мәдәниятенең	mˌædænˌijætˈeneŋ
туе	tˈue
Сатып	sˈɒtɯp
куркыталар	qˌurqɯtˈɑɫɑr
япкан	jˈɑpqɑn
карамагында	qˌɒrɒmɑʁˈɯndɑ
үстем	ˈystem
язмышлы	jɑzmˈɯʃɫɯ
оешмаларны	ˌoeʃmɑɫˈɑrnɯ
Кире	kˈire
тәэсир	tæˈesir
төзелү	tœzˈely
быелдан	bɯˈeɫdɑn
урысларда	ˌurɯsɫˈɑrdɑ
барлыгын	bɒrɫˈɯʁɯn
концепция	qˌontseptsˈijæ
күктә	kˈyktæ
чак	ɕˈɒq
компонентны	qˌomponˈentnɯ
Олимпиадасына	ˌoɫimpˌiɑdɑsˈɯnɑ
кал	qˈɒɫ
планлаштырган	pɫˌɒnɫɒʃtˈɯrʁɑn
Таксим	tˈɒqsim
визуаль	wizˈuɑɫʔ
үткәргән	ytkˈærɣæn
бүлешергә	bˌyleʃˈerɣæ
көтелгән	kœtˈelɣæn
Сарытау	sˌɒrɯtˈɑu
Гыйләҗев	ʁɯjɫˈæʑew
карашлары	qˌɒrɒʃɫˈɑrɯ
пленум	plˈenum
ясау	jɑsˈɑu
вакытыннан	wˌɒqɯtˈɯnnɑn
Вахит	wˈɒxit
йөрүчеләр	ˌɪœryɕˈelær
Рабит	rˈɒbit
Мөхәммәтҗанова	mˌœxæmmˌætʑɑnˈowɑ
иминлеге	ˌiminlˈeɣe
балта	bˈɒɫtɒ
көчәйгән	kˌœɕæˈɪɣæn
калсам	qˈɒɫsɒm
Юлтыева	jˌuɫtɯˈewɑ
көньягындагы	kˌœnʔjæʁɯndˈɑʁɯ
транспортында	trˌɒnsportˈɯndɑ
дүрт	dˈyrt
Ватаным	wɒtˈɒnɯm
буарга	buˈɑrʁɑ
Хисап	xˈisɑp
бәянең	bæjˈæneŋ
петицияне	pˌetitsijˈæne
намазын	nɒmˈɒzɯn
фикерләргә	fˌikerlˈærɣæ
Ригада	riʁˈɑdɑ
сөйләүче	sˌœɪlæˈyɕe
югалып	juʁˈɑɫɯp
коллективлар	qˌoɫɫektˈiwɫɑr
тәүлеккә	tˌæylˈekkæ
көрәшкә	kœrˈæʃkæ
сөргендә	sœrɣˈendæ
уңышларын	ˌuŋɯʃɫˈɑrɯn
шатлана	ʃɒtɫˈɒnɑ
онытылды	ˌonɯtˈɯɫdɯ
Ислам	ˈisɫɑm
Вацлав	wˈɒtsɫɑw
тыңлаулар	tˌɯŋɫɑˈuɫɑr
матурлыкны	mˌɒturɫˈɯqnɯ
җитәкчесе	ʑˌitækɕˈese
җирләргә	ʑirlˈærɣæ
көнләшеп	kœnlˈæʃep
көчтән	kˈœɕtæn
әйләнештә	ˌæɪlænˈeʃtæ
ризалыгын	rˌizɑɫˈɯʁɯn
кулындагы	qˌuɫɯndˈɑʁɯ
Нинель	nˈinelʔ
авторны	ɑwtˈornɯ
чыгышларын	ɕˌɯʁɯʃɫˈɑrɯn
күбәеп	kybˈæep
үстерәбез	ˌysterˈæbez
дәһшәтле	dæhʃˈætle
меңгә	mˈeŋɣæ
ныгыды	nɯʁˈɯdɯ
шәһәрләрендәге	ʃˌæhærlˌærendˈæɣe
сөйләме	sˌœɪlˈæme
бүгенге	byɣˈeŋɣe
белгәндә	belɣˈændæ
артмады	ɒrtmˈɒdɯ
мактый	mˈɒqtɯj
тынычлык	tɯnˈɯɕɫɯq
телен	tˈelen
терроризмга	tˌerrorˈizmʁɑ
сурәтләүче	sˌurætlæˈyɕe
Иттифак	ittˈifɑq
күрсәтәчәкләр	kˌyrsætæɕˈæklær
Удмурт	ˈudmurt
һуннар	hˈunnɑr
сакта	sˈɒqtɒ
тоткарлауны	tˌotqɑrɫɑˈunɯ
каралмаган	qˌɒrɒɫmˈɑʁɑn
Зюганов	zjuʁˈɑnow
Бәйге	bæˈɪɣe
китерү	kitˈery
акчаларга	ˌɒqɕɒɫˈɑrʁɑ
изгелек	izɣˈelek
сайлаудан	sˌɒɪɫɑˈudɑn
Анысын	ɒnˈɯsɯn
Канаданың	qˌɒnɒdˈɑnɯŋ
байракны	bˌɒɪrˈɑqnɯ
егылып	jɯʁˈɯɫɯp
тюркология	tjˌurqoɫoʁˈijæ
Табиб	tˈɒbib
курсында	qursˈɯndɑ
мәсьәләдә	mˌæsʔælˈædæ
авызга	ɑwˈɯzʁɑ
әрнеп	ˈærnep
татарстанлы	tˌɒtɒrstˈɑnɫɯ
арбасына	ˌɒrbɒsˈɯnɑ
йөргән	ɪˈœrɣæn
йөрештә	ˌɪœrˈeʃtæ
иркен	ˈirken
куллар	qˈuɫɫɑr
Сәрия	særˈijæ
яңарту	jɑŋˈɑrtu
яраксыз	jɑrˈɑqsɯz
Барселона	bˌɒrseɫˈonɑ
идең	ˈideŋ
алмаячагы	ˌɒɫmɒjɑɕˈɑʁɯ
чагыштырырга	ɕˌɒʁɯʃtɯrˈɯrʁɑ
радиолары	rˌɒdioɫˈɑrɯ
автобусны	ˌɑwtobˈusnɯ
зиратын	zirˈɑtɯn
укучысына	ˌuquɕɯsˈɯnɑ
Үтәшева	ˌytæʃˈewɑ
иртә	ˈirtæ
туксанынчы	tˌuqsɑnˈɯnɕɯ
хөрмәт	xˈœrmæt
әшнәлек	æʃnˈælek
асаба	ɒsˈɒbɑ
Һәрберсенең	hˌærbersˈeneŋ
сыйфатлары	sˌɯjfɑtɫˈɑrɯ
уздырачакбыз	ˌuzdɯrɑɕˈɑqbɯz
Илеш	ˈileʃ
астына	ɒstˈɯnɑ
Ведомости	wˌedomˈosti
таш	tˈɒʃ
төзелгәч	tœzˈelɣæɕ
чактагы	ɕɒqtˈɒʁɯ
сәясәтне	sˌæjæsˈætne
сынына	sɯnˈɯnɑ
шунда	ʃˈundɑ
уйнавын	ˌuɪnˈɑwɯn
үзәктән	yzˈæktæn
давыл	dˈɑwɯɫ
хезмәткәренең	xˌezmætkærˈeneŋ
кисә	kˈisæ
Автор	ˈɑwtor
максатлары	mˌɒqsɒtɫˈɑrɯ
Сәләтле	sælˈætle
кичендә	kiɕˈendæ
Хафиз	xˈɒfiz
танклар	tˈɒnqɫɒr
Декларациягә	dˌeqɫɑrˌɑtsijˈæɣæ
улларын	uɫɫˈɑrɯn
ашханә	ɒʃxˈɒnæ
җитәкчелегеннән	ʑˌitækɕˌeleɣˈennæn
тапкыр	tˈɒpqɯr
йөзенә	ˌɪœzˈenæ
эшчәнлек	eʃɕˈænlek
мавыктыргыч	mˌɑwɯqtˈɯrʁɯɕ
шактый	ʃˈɒqtɯj
Бикмөхәммәтова	bˌikmœxˌæmmætˈowɑ
күргәнем	kyrɣˈænem
келәмнәр	kelˈæmnær
ясый	jˈɑsɯj
Аллаһка	ɒɫɫˈɒhqɑ
Үзгәртеп	yzɣˈærtep
барыгыз	bɒrˈɯʁɯz
сыйфатында	sˌɯjfɑtˈɯndɑ
музей	muzˈeɪ
Әрмәнстанга	ˌærmænstˈɑŋʁɑ
фикергә	fikˈerɣæ
солдаты	soɫdˈɑtɯ
әһелләрен	ˌæhellˈæren
көнчыгыштагы	kˌœnɕɯʁɯʃtˈɑʁɯ
моңын	mˈoŋɯn
арта	ˈɒrtɒ
уздыра	uzdˈɯrɑ
әүвәл	æˈywæl
әзерләнгәндә	ˌæzerlæŋɣˈændæ
гомумкешелек	ʁˌomumqeʃˈelek
кайвакытта	qˌɒɪwɑqˈɯttɑ
Милләтләр	millˈætlær
Авылда	ɑwˈɯɫdɑ
проектын	proˈeqtɯn
туңдырылган	tˌuŋdɯrˈɯɫʁɑn
хезмәт	xˈezmæt
идарәсенең	ˌidɑræsˈeneŋ
хокукка	xoqˈuqqɑ
урнаштыруга	ˌurnɑʃtɯrˈuʁɑ
Яһүдин	jæhˈydin
тарткалаш	tɒrtqˈɒɫɑʃ
сәхнәсе	sæxnˈæse
китабында	kˌitɑbˈɯndɑ
сөйләүчеләр	sˌœɪlˌæyɕˈelær
Анталиядә	ˌɒntɒɫijˈædæ
уздырабыз	ˌuzdɯrˈɑbɯz
йортларының	ˌɪortɫɑrˈɯnɯŋ
Бронислав	bronˈisɫɑw
вәкилләреннән	wˌækillærˈennæn
төшенчә	tœʃˈenɕæ
Мәчеттә	mæɕˈettæ
очраклары	ˌoɕrɑqɫˈɑrɯ
көнбатышта	kˌœnbɑtˈɯʃtɑ
максатыбыз	mˌɒqsɒtˈɯbɯz
шартларда	ʃɒrtɫˈɒrdɑ
күмү	kˈymy
хәрбиләрнең	xˌærbilˈærneŋ
Кәримовның	kˌærimˈownɯŋ
җилләре	ʑillˈære
Читтәге	ɕittˈæɣe
програмында	prˌoʁrɑmˈɯndɑ
бөтен	bˈœten
куюлары	qˌujuɫˈɑrɯ
галимнәренә	ʁˌɒɫimnærˈenæ
күрсәтмәү	kˌyrsætmˈæy
тотты	tˈottɯ
торакка	torˈɑqqɑ
ярдәмчеләр	jˌærdæmɕˈelær
атады	ɒtˈɒdɯ
Беркемгә	berkˈemɣæ
Дүшәмбе	dyʃˈæmbe
бәйгеләрендә	bˌæɪɣˌelærˈendæ
Штатларның	ʃtɒtɫˈɒrnɯŋ
Кичкә	kˈiɕkæ
спортта	spˈorttɑ
планында	pɫɒnˈɯndɑ
казакълар	qɒzˈɒqʔɫɑr
үтеп	ˈytep
җиңелде	ʑiŋˈelde
каһарманлыгы	qˌɒhɒrmɑnɫˈɯʁɯ
этәрергә	ˌetærˈerɣæ
озату	ozˈɑtu
табылуын	tˌɒbɯɫˈuɯn
шатлыклы	ʃɒtɫˈɯqɫɯ
калканын	qɒɫqˈɒnɯn
Сәгыйть	sˈæʁɯjtʔ
ярминкәгә	jˌærminkˈæɣæ
Йолдыз	ɪˈoɫdɯz
кистереп	kistˈerep
сөйлисез	sˌœɪlˈisez
инде	ˈinde
янына	jɑnˈɯnɑ
итсәгез	itsˈæɣez
Гыйлметдинов	ʁˌɯjɫmetdˈinow
җитте	ʑˈitte
ташланды	tɒʃɫˈɒndɯ
Жуков	ʒˈuqow
өстенлеген	ˌœstenlˈeɣen
очрый	ˈoɕrɯj
оештыруны	ˌoeʃtɯrˈunɯ
исәпли	isˈæpli
татарын	tɒtˈɒrɯn
фикерегезне	fˌikereɣˈezne
борчылган	borɕˈɯɫʁɑn
килгәннәр	kilɣˈænnær
балны	bˈɒɫnɯ
Җамалетдинов	ʑˌɒmɒɫetdˈinow
явып	jˈɑwɯp
радиотапшырулар	rˌɒdiˌotɑpʃɯrˈuɫɑr
иреште	irˈeʃte
бозган	bˈozʁɑn
Донской	donsqˈoɪ
карарлык	qɒrˈɒrɫɯq
кызган	qˈɯzʁɑn
Бакуга	bɒqˈuʁɑ
сәламәтлек	sˌæɫɑmˈætlek
акчабыз	ɒqɕˈɒbɯz
белгәч	bˈelɣæɕ
өйрәтү	ˌœɪrˈæty
фаҗигале	fˌɒʑiʁˈɑɫe
ябышып	jɑbˈɯʃɯp
гомерем	ʁomˈerem
милләтләрне	mˌillætlˈærne
әһәмият	ˌæhæmˈijæt
Баку	bˈɒqu
язган	jˈɑzʁɑn
яшемдә	jæʃˈemdæ
Анкараның	ˌɒnqɒrˈɑnɯŋ
радикаллар	rˌɒdiqˈɑɫɫɑr
кырып	qˈɯrɯp
Веселов	wesˈeɫow
сәхнәләштерелгән	sˌæxnælˌæʃterˈelɣæn
проблемнарның	prˌobɫemnˈɑrnɯŋ
Каршылык	qɒrʃˈɯɫɯq
Атласи	ɒtɫˈɒsi
яндырылды	jˌɑndɯrˈɯɫdɯ
сөрү	sˈœry
кысалар	qɯsˈɑɫɑr
Агыйделдә	ˌɒʁɯjdˈeldæ
Күрәбез	kyrˈæbez
Гыйбатдинов	ʁˌɯjbɑtdˈinow
кунак	qˈunɑq
кибетләренә	kˌibetlærˈenæ
эшләсәң	eʃlˈæsæŋ
мөселманны	mˌœseɫmˈɑnnɯ
чагыштырганда	ɕˌɒʁɯʃtɯrʁˈɑndɑ
керсен	kˈersen
төшенчәне	tˌœʃenɕˈæne
хисе	xˈise
чәчәкләре	ɕˌæɕæklˈære
ташланып	tɒʃɫˈɒnɯp
бәрелеш	bærˈeleʃ
ихтыярилар	ˌixtɯjærˈiɫɑr
күргәннәрен	kˌyrɣænnˈæren
системасының	sˌistemɑsˈɯnɯŋ
риваятьләр	rˌiwɑjˈætʔlær
Ком	qˈom
республикаларында	rˌespubɫˌiqɑɫɑrˈɯndɑ
чәчеп	ɕˈæɕep
теләкне	telˈækne
тәмәке	tæmˈæke
тәрбияләүгә	tˌærbijˌælæˈyɣæ
Утрау	utrˈɑu
авырулар	ˌɑwɯrˈuɫɑr
көннән	kˈœnnæn
Республика	rˌespubɫˈiqɑ
планшет	pɫˈɒnʃet
йөкле	ɪˈœkle
Чыңгыз	ɕˈɯŋʁɯz
әйтергә	ˌæɪtˈerɣæ
табылган	tɒbˈɯɫʁɑn
ПКК	pkk
күтәрүдә	kˌytærˈydæ
урыны	urˈɯnɯ
Урыслар	urˈɯsɫɑr
өстәргә	œstˈærɣæ
базасын	bɒzˈɒsɯn
депутатларына	dˌeputˌɑtɫɑrˈɯnɑ
кимеми	kimˈemi
Ягъкуб	jˈɑʁʔqub
алынганнан	ˌɒɫɯŋʁˈɑnnɑn
әзерләде	ˌæzerlˈæde
тыңлыйлар	tɯŋɫˈɯjɫɑr
кыйбласын	qɯjbɫˈɑsɯn
Шәһәрнең	ʃæhˈærneŋ
вәхши	wˈæxʃi
үлемендә	ˌylemˈendæ
тудырылмаган	tˌudɯrɯɫmˈɑʁɑn
соңгысы	soŋʁˈɯsɯ
аралашыр	ˌɒrɒɫˈɑʃɯr
билдән	bˈildæn
Европаны	jˌɯwropˈɑnɯ
хәтта	xˈættɑ
өстәмә	œstˈæmæ
башкортның	bɒʃqˈortnɯŋ
әйбере	ˌæɪbˈere
Казакъстанга	qˌɒzɒqʔstˈɑŋʁɑ
патшабикә	pˌɒtʃɒbˈikæ
күңелне	kyŋˈelne
малае	mɒɫˈɒe
атнасына	ˌɒtnɒsˈɯnɑ
Сары	sˈɒrɯ
Гарәбстаны	ʁˌɒræbstˈɑnɯ
алмаячакбыз	ˌɒɫmɒjɑɕˈɑqbɯz
думасының	dˌumɑsˈɯnɯŋ
Тарихны	tɒrˈixnɯ
якта	jˈɑqtɑ
күтәрелүе	kˌytærelˈye
йәшлек	ɪˈæʃlek
сюжеты	sjyʒˈetɯ
котлау	qotɫˈɑu
нефтьне	nˈeftʔne
төшерелде	tˌœʃerˈelde
Себердән	sebˈerdæn
Меңләгән	meŋlˈæɣæn
салкын	sˈɒɫqɯn
тапшырып	tɒpʃˈɯrɯp
эшлик	ˈeʃlik
төркемендә	tˌœrkemˈendæ
сүзем	sˈyzem
Омски	ˈomsqi
тәкъдимнең	tækʔdˈimneŋ
егылган	jɯʁˈɯɫʁɑn
мулла	mˈuɫɫɑ
җыелма	ʑɯˈeɫmɑ
ихтыяҗ	ixtˈɯjɑʑ
хәрәмләшүләргә	xˌæræmlˌæʃylˈærɣæ
Форбс	fˈorbs
текстлар	tˈeqstɫɑr
хезмәтен	xezmˈæten
Урда	ˈurdɑ
пленар	plˈenɑr
шәһәрдә	ʃæhˈærdæ
шешне	ʃˈeʃne
Иосиф	iˈosif
кайткан	qɒˈɪtqɑn
телләрнең	tellˈærneŋ
дәресләренә	dˌæreslærˈenæ
башкарылган	bˌɒʃqɒrˈɯɫʁɑn
университетта	ˌuniwˌersitˈettɑ
тукталып	tuqtˈɑɫɯp
әйттегез	ˌæɪttˈeɣez
урыннарының	ˌurɯnnɑrˈɯnɯŋ
Карар	qˈɒrɒr
беренчел	berˈenɕel
яулыкларын	jˌɑuɫɯqɫˈɑrɯn
паспорт	pˈɒsport
епархия	jˌɯpɑrxˈijæ
сүзендә	syzˈendæ
яна	jˈɑnɑ
көрд	kˈœrd
Сергей	serɣˈeɪ
шаккатыргыч	ʃˌɒqqɒtˈɯrʁɯɕ
сорауларны	sˌorɑuɫˈɑrnɯ
эләгү	elˈæɣy
салымнарны	sˌɒɫɯmnˈɑrnɯ
күзәтү	kyzˈæty
Ахырда	ɒxˈɯrdɑ
Азиядән	ˌɒzijˈædæn
асылын	ɒsˈɯɫɯn
кырыс	qˈɯrɯs
Данил	dˈɒnil
ясаучыларның	jˌɑsɑˌuɕɯɫˈɑrnɯŋ
карасын	qɒrˈɒsɯn
тетрәтте	tetrˈætte
куркыту	qurqˈɯtu
ятуына	jˌɑtuˈɯnɑ
Аргентина	ˌɒrʁentˈinɑ
күлмәкләр	kylmˈæklær
Серж	sˈerʒ
ассызыклады	ˌɒssɯzɯqɫˈɑdɯ
таулары	tˌɒuɫˈɑrɯ
Керри	kˈerri
Конституциядә	qˌonstitˌutsijˈædæ
парламентларында	pˌɒrɫɒmˌentɫɑrˈɯndɑ
Татары	tɒtˈɒrɯ
үсәргә	ysˈærɣæ
Асылъяр	ɒsˈɯɫʔjɑr
тапшырган	tɒpʃˈɯrʁɑn
чорыннан	ɕorˈɯnnɑn
нугайбәкләрнең	nˌuʁɑˌɪbæklˈærneŋ
уйладым	ˌuɪɫˈɑdɯm
Башнефть	bˈɒʃneftʔ
Июль	ˈijylʔ
кайтачак	qˌɒɪtˈɑɕɑq
интервьюда	ˌinterwʔjˈydɑ
Бәхет	bˈæxet
диндә	dˈindæ
федерациясендә	fˌederˌɑtsijæsˈendæ
газетларны	ʁˌɒzetɫˈɑrnɯ
акчалата	ˌɒqɕɒɫˈɑtɑ
омтыла	omtˈɯɫɑ
думасына	dˌumɑsˈɯnɑ
беләләр	belˈælær
пенсиясе	pˌensijˈæse
үзлегеннән	ˌyzleɣˈennæn
кәнәфигә	kˌænæfˈiɣæ
татарлар	tɒtˈɒrɫɑr
башлангычында	bˌɒʃɫɒŋʁɯɕˈɯndɑ
Энгел	ˈeŋɣel
яллар	jˈɑɫɫɑr
бетерелә	bˌeterˈelæ
октябрь	ˈoqtjɑbrʔ
өйләрдә	ˌœɪlˈærdæ
кигән	kˈiɣæn
бушлык	bˈuʃɫɯq
сөйләштек	sˌœɪlˈæʃtek
Алексеев	ˌɒɫeksˈeew
Вадим	wˈɒdim
Урамда	urˈɑmdɑ
гаепләүләргә	ʁˌɒeplˌæylˈærɣæ
кыйммәтләрен	qˌɯjmmætlˈæren
арасындагы	ˌɒrɒsɯndˈɑʁɯ
ашыгыч	ɒʃˈɯʁɯɕ
эшлеклеләре	ˌeʃleklelˈære
Тантаналы	tˌɒntɒnˈɑɫɯ
беравыздан	bˌerɑwˈɯzdɑn
ясалмады	jˌɑsɑɫmˈɑdɯ
гөмбә	ɣˈœmbæ
әсәрләрен	ˌæsærlˈæren
тартылучылар	tˌɒrtɯɫuɕˈɯɫɑr
сыерлар	sɯˈerɫɑr
лаеклы	ɫɒˈeqɫɯ
хәрбиләренә	xˌærbilærˈenæ
Ромнига	romnˈiʁɑ
каналны	qɒnˈɒɫnɯ
чорында	ɕorˈɯndɑ
низаглар	nizˈɑʁɫɑr
Уңнан	ˈuŋnɑn
сылтау	sɯɫtˈɑu
яратуын	jˌɑrɑtˈuɯn
Кадыровның	qˌɒdɯrˈownɯŋ
агентлыгында	ˌɒʁentɫɯʁˈɯndɑ
Замана	zɒmˈɒnɑ
укытучыларның	ˌuqɯtˌuɕɯɫˈɑrnɯŋ
ягулык	jɑʁˈuɫɯq
Метшин	mˈetʃin
саммиты	sɒmmˈitɯ
сузылырга	sˌuzɯɫˈɯrʁɑ
тоярга	tojˈɑrʁɑ
салалар	sɒɫˈɒɫɑr
сурәтләгән	sˌurætlˈæɣæn
очраклар	oɕrˈɑqɫɑr
бәйләмнәре	bˌæɪlæmnˈære
киметә	kimˈetæ
ТНВда	tnwdˈɒ
әверелде	ˌæwerˈelde
карга	qˈɒrʁɒ
төзелсә	tœzˈelsæ
идеологияне	ˌideˌoɫoʁijˈæne
Тикшерүче	tˌikʃerˈyɕe
китерелде	kˌiterˈelde
ахмак	ˈɒxmɒq
Төркиядән	tˌœrkijˈædæn
өстеннән	œstˈennæn
күргәзмәләр	kˌyrɣæzmˈælær
Тапшырулар	tˌɒpʃɯrˈuɫɑr
Дүсән	dˈysæn
шәхесләре	ʃˌæxeslˈære
төзүдә	tœzˈydæ
тарафына	tˌɒrɒfˈɯnɑ
рәвешендә	rˌæweʃˈendæ
йөрисез	ˌɪœrˈisez
фиркадән	firqˈɑdæn
харап	xˈɒrɒp
чабу	ɕˈɒbu
эволюция	ˌewoɫjytsˈijæ
Динамо	dinˈɑmo
Уку	ˈuqu
фермерлык	fermˈerɫɯq
бастырдылар	bˌɒstɯrdˈɯɫɑr
культурасын	qˌuɫʔturˈɑsɯn
йөрүчеләрнең	ˌɪœrˌyɕelˈærneŋ
авырудан	ˌɑwɯrˈudɑn
Тапшыруның	tˌɒpʃɯrˈunɯŋ
чиркәүләргә	ɕˌirkæylˈærɣæ
түбәнсетеп	tˌybænsˈetep
ачылды	ɒɕˈɯɫdɯ
профессионаллар	prˌofessˌionˈɑɫɫɑr
җитәкчеләргә	ʑˌitækɕelˈærɣæ
буяулар	bˌujɑˈuɫɑr
Нәҗип	nˈæʑip
авторлар	ɑwtˈorɫɑr
кибетне	kibˈetne
банк	bˈɒnq
Гайнетдинне	ʁˌɒɪnetdˈinne
сизелерлек	sˌizelˈerlek
бүләкләү	bˌylæklˈæy
эстрадасын	ˌestrɑdˈɑsɯn
моның	mˈonɯŋ
хупламый	xupɫˈɑmɯj
уздырыла	ˌuzdɯrˈɯɫɑ
булмыймы	buɫmˈɯjmɯ
берәү	berˈæy
сериалларны	sˌeriɑɫɫˈɑrnɯ
толерантлык	tˌoɫerˈɑntɫɯq
Эшче	ˈeʃɕe
код	qˈod
Чиркәү	ɕirkˈæy
җиңәчәк	ʑiŋˈæɕæk
хәлен	xˈælen
кагылмаган	qˌɒʁɯɫmˈɑʁɑn
ташланган	tɒʃɫˈɒŋʁɑn
Мөфтиләр	mœftˈilær
кораллары	qˌorɑɫɫˈɑrɯ
Ваня	wˈɒnjɑ
йолаларын	ˌɪoɫɑɫˈɑrɯn
башындагы	bˌɒʃɯndˈɑʁɯ
йөрүенә	ˌɪœryˈenæ
мөрәҗәгатьнең	mˌœræʑæʁˈɑtʔneŋ
тәртипсезлек	tˌærtipsˈezlek
хезмәтләр	xezmˈætlær
укучының	ˌuquɕˈɯnɯŋ
Кырмыскалы	qˌɯrmɯsqˈɑɫɯ
кибетенә	kˌibetˈenæ
киеменең	kˌiemˈeneŋ
ремонтка	remˈontqɑ
тәрбия	tærbˈijæ
планда	pɫˈɒndɒ
иткәнчә	itkˈænɕæ
баручылар	bˌɒruɕˈɯɫɑr
көнбатыштан	kˌœnbɑtˈɯʃtɑn
гадәти	ʁɒdˈæti
озынрак	ozˈɯnrɑq
төшерер	tœʃˈerer
губернаторы	ʁˌubernɑtˈorɯ
күтәрәчәк	kˌytærˈæɕæk
корбаннар	qorbˈɑnnɑr
аерылуы	ˌɒerɯɫˈuɯ
уратып	urˈɑtɯp
кайгыртуны	qˌɒɪʁɯrtˈunɯ
кырыла	qɯrˈɯɫɑ
бәхәсләшеп	bˌæxæslˈæʃep
сишәмбедә	sˌiʃæmbˈedæ
Баруди	bɒrˈudi
эзлим	ˈezlim
ашаучы	ˌɒʃɒˈuɕɯ
эшләрдән	eʃlˈærdæn
киңәйде	kˌiŋæˈɪde
Зорге	zˈorʁe
абруйлы	ˌɒbruˈɪɫɯ
авторы	ɑwtˈorɯ
әсәрләренең	ˌæsærlærˈeneŋ
блокаданы	bɫˌoqɑdˈɑnɯ
аңлыйлар	ɒŋɫˈɯjɫɑr
россиян	rossˈijæn
тыуған	tɯˈuʁɑn
сөйләдем	sˌœɪlˈædem
шурасына	ʃˌurɑsˈɯnɑ
Безне	bˈezne
мәхкәмәләре	mˌæxkæmælˈære
Жюри	ʒjˈyri
фиркаләр	firqˈɑɫær
җәсәден	ʑæsˈæden
кырымтатарча	qˌɯrɯmtɑtˈɑrɕɑ
өчесен	œɕˈesen
үлеменнән	ˌylemˈennæn
нефте	nˈefte
уздылар	uzdˈɯɫɑr
мәчетеннән	mˌæɕetˈennæn
Босния	bosnˈijæ
украиннар	ˌuqrɑˈinnɑr
уйныйбыз	ˌuɪnˈɯjbɯz
фикерен	fikˈeren
сафта	sˈɒftɒ
хөкүмәтен	xˌœkymˈæten
фикереңне	fˌikerˈeŋne
осетиннар	ˌosetˈinnɑr
Егет	jˈeɣet
җырчылары	ʑˌɯrɕɯɫˈɑrɯ
конституцион	qˌonstitutsˈion
бурычын	burˈɯɕɯn
берләшүен	bˌerlæʃˈyen
Карасубазарда	qˌɒrɒsˌubɑzˈɑrdɑ
террорчылыкта	tˌerrorɕɯɫˈɯqtɑ
КФУның	kfˈunɯŋ
саен	sˈɒen
депутатларын	dˌeputɑtɫˈɑrɯn
эшләнмәгән	ˌeʃlænmˈæɣæn
Минзәлә	minzˈælæ
сәгать	sˈæʁɑtʔ
чикләүләр	ɕˌiklæˈylær
Әле	ˈæle
партиясенә	pˌɒrtijæsˈenæ
студенты	studˈentɯ
Нәбиев	næbˈiew
иткәнен	itkˈænen
техник	tˈexnik
язуларын	jˌɑzuɫˈɑrɯn
заводта	zɑwˈodtɑ
Ялгышмасам	jˌɑɫʁɯʃmˈɑsɑm
Ла	ɫˈɒ
Рәмиев	ræmˈiew
Тишков	tˈiʃqow
белемгә	belˈemɣæ
пәрәнҗәне	pˌærænʑˈæne
