bestridan	bestriːdɑn
grillan	ɡrillɑn
maga	mɑːɡɑ
murnan	murnɑn
henn	xenn
wigan	wiːɡɑn
scogan	ʃoːjɑn
scandlic	ʃɑndliːt͡ʃ
stæppan	stæppɑn
wag	wɑːɡ
palmsunnandæg	pɑlmsunnɑndæj
forþscype	forθʃype
gal	ɡɑːl
gesamnian	jesɑmniɑn
gefæd	jefæd
wringan	wrinɡɑn
sæmest	sæːmest
ofercierran	ofert͡ʃi͜yrrɑn
cirichyll	t͡ʃirit͡ʃxyll
stirc	stirk
dwæs	dwæːs
roweþ	roːweθ
mynetsmiþþe	mynetsmiθθe
wandrian	wɑndriɑn
unfulfremednes	unfulfremednes
þa	θɑː
ridan	riːdɑn
rynel	rynel
tælan	tæːlɑn
cwœn	kwøːn
gat	ɡɑːt
þurhgefeoht	θurxjefe͜oxt
wancol	wɑnkol
ciricwag	t͡ʃirit͡ʃwɑːɡ
wintergegang	winterjeɡɑnɡ
gealla	jæ͜ɑllɑ
hogode	hoɣode
suord	sword
bæþ	bæθ
laur	lɑur
feowertig	fe͜oːwertij
weorþleas	we͜orθlæ͜ɑːs
pintreowen	piːntre͜oːwen
spyrd	spyrd
cwist	kwist
guþsele	ɡuːθsele
bugon	buɡon
ymbscinan	ymbʃiːnɑn
hilderæs	xilderæːs
sliepescoh	sli͜yːpeʃoːx
smeah	smæ͜ɑːx
isernsmiþ	iːsernsmiθ
wiþcwedennes	wiθkwedennes
hærfest	xærfest
geniman	jenimɑn
dryman	dryːmɑn
birce	birt͡ʃe
gietan	jetɑn
swylc	swylt͡ʃ
cnihtwesende	knixtwesende
dælan	dæːlɑn
asceadan	ɑːʃæ͜ɑːdɑn
getæsu	jetæːsu
eahtafeald	æ͜ɑxtɑfæ͜ɑld
girdan	ɡirdɑn
cyperen	kyperen
æppel	æppel
lacu	lɑku
mæd	mæːd
leo	le͜oː
atorcoppe	ɑːtorkoppe
sunnanniht	sunnɑnnixt
steorra	ste͜orrɑ
bewritan	bewriːtɑn
amore	ɑmore
sar	sɑːr
licþeote	liːkθe͜oːte
bræmelberie	bræːmelberie
amarian	ɑːmɑriɑn
wac	wɑːk
antimber	ɑntimber
slawlice	slɑːwliːt͡ʃe
understandan	understɑndɑn
beirnan	beirnɑn
geola	joːlɑ
isceald	iːst͡ʃæ͜ɑld
synder	synder
ore	ore
geondsawan	je͜ondsɑːwɑn
scipgefeoht	ʃipjefe͜oxt
wæteryþ	wæteryːθ
denu	denu
sceap	ʃæ͜ɑːp
fon	foːn
boclar	boːk
ingangan	inɡɑnɡɑn
bat	bɑːt
æftergengel	æfterɡenɡel
ladteow	lɑːdte͜oːw
neþan	neːθɑn
hagosteald	xɑɡostæ͜ɑld
tæht	tæːxt
læt	læt
wyllan	wyllɑn
cracian	krɑkiɑn
metan	metɑn
niþera	niθerɑ
gedwolspræc	jedwolspræːt͡ʃ
gelic	jeliːt͡ʃ
geteorigendlic	jete͜oːrijendliːt͡ʃ
edor	edor
ceaf	t͡ʃæ͜ɑf
andwig	ɑndwiːɡ
dunholm	dunxolm
micele	mit͡ʃele
ungemæte	unjemæːte
andswerian	ɑndswerjɑn
hildewæpen	xildewæːpen
spind	spind
mushafoc	muːsxɑfok
wih	wiːx
nibacen	niːbɑken
hraþor	xrɑθor
ymbfon	ymbfoːn
woh	woːx
ceac	t͡ʃæ͜ɑːk
esa	eːsɑ
bled	bleːd
gehyrde	jehyːrde
sadolian	sɑdoliɑn
þing	θinɡ
geworht	jeworxt
fotsceamol	foːtʃɑmol
here	xere
woþ	woːθ
hoga	xoɡɑ
eþelrice	eːθelriːt͡ʃe
wafian	wɑːfiɑn
brocen	broken
tolætan	toːlæːtɑn
ræd	ræːd
forhealdan	forxæ͜ɑldɑn
ymbsniþan	ymbsniːθɑn
lareowdom	lɑːre͜oːwdoːm
foresceawung	foreʃæ͜ɑːwunɡ
scyan	skyːɑn
gehiersumian	jexi͜yːrsumiɑn
snægl	snæjl
friþ	friθ
twæde	twæːde
snawig	snɑːwij
sawol	sɑːwol
searmonaþ	sæ͜ɑːrmoːnɑθ
forscyttan	forʃyttɑn
afor	ɑːfor
geondwadan	je͜ondwɑdɑn
willan	willɑn
hæftnung	xæftnunɡ
teond	te͜oːnd
smeċċan	smekkɑn
stybb	stybb
hwopan	xwoːpɑn
mimorian	mimoriɑn
heora	heo̯rɑ
singal	sinɡɑl
deofolseoc	de͜oːfolse͜oːk
ærendwreca	æːrendwrekɑ
þieder	θi͜yder
mor	moːr
holian	xoːliɑn
hunigbære	xunijbæːre
eaþmed	æ͜ɑːθmeːd
wefan	wefɑn
cnyllan	knyllɑn
garas	ɡɑːrɑs
glida	ɡlidɑ
mæst	mæst
undercyrran	undert͡ʃyrrɑn
bidaþ	biːdɑθ
apuldor	ɑpuldor
gielpword	ji͜ylpword
leohtlic	le͜oːxtliːt͡ʃ
on	on
fæss	fæss
hwon	xwon
cirse	t͡ʃirse
wagegan	wɑɡejɑn
feþer	feθer
langsumnes	lɑnɡsumnes
liefan	li͜yːfɑn
gebindan	jebindɑn
gerec	jerek
forcweþan	forkweθɑn
hearmcweþan	xæ͜ɑrmkweθɑn
dweorg	dwe͜orɡ
feowerfeald	fe͜oːwerfæ͜ɑld
underfon	underfoːn
full	full
holian	xoliɑn
cynegierd	kyneji͜yrd
hwærhwugu	xwæːrxwuɡu
feltwyrt	feltwyrt
dolg	dolɡ
gretan	ɡreːtɑn
torr	torr
tydre	tyːdre
œle	øle
towrecan	toːwrekɑn
weþe	weːθe
gewæde	jewæːde
wundorlice	wundorliːt͡ʃe
geclofa	ɡeklofɑ
sealtern	sæ͜ɑltern
horsc	xorsk
upflering	upfleːrinɡ
gesaweled	jesɑːweled
þrexwold	θrekswold
broc	broːk
dumb	dumb
bescitan	beʃiːtɑn
mæce	mæːt͡ʃe
undergan	underɡɑːn
weorcsum	we͜orksum
reht	rext
wohgestreon	woːxjestre͜oːn
onweg	onwej
hlaf	xlɑːf
wæterseocnes	wæterse͜oːknes
swiþlic	swiːθliːt͡ʃ
swiftnes	swiftnes
gesprecan	jesprekɑn
seþend	seːθend
þy	θyː
staþolfæstnian	stɑθolfæstniɑn
hræw	xræːw
cusceote	kuːʃote
forgifendlic	forjifendliːt͡ʃ
ymbhealdan	ymbxæ͜ɑldɑn
beodan	be͜oːdɑn
grin	ɡrin
cyneg	kyneɡ
potian	potiɑn
bepæcestre	bepæːt͡ʃestre
gitsian	jiːtsiɑn
beneotan	bene͜oːtɑn
diepe	di͜yːpe
feogan	fe͜oːjɑn
ambehtan	ɑmbextɑn
cetel	ketel
geatolic	jæ͜ɑtoliːt͡ʃ
clerc	klerk
pinness	piːnness
forþcuman	forθkumɑn
healfscyldig	xæ͜ɑlfʃyldij
wordgecwide	wordjekwide
benc	bent͡ʃ
wansceaft	wɑnʃæ͜ɑft
se	seː
forþflowan	forθfloːwɑn
swelc	swelt͡ʃ
merisc	meriʃ
hwelpian	xwelpiɑn
cierr	t͡ʃi͜yrr
seaxland	sæ͜ɑkslɑnd
smæl	smæl
þoftræden	θoftræːden
cempestre	kempestre
cweþan	kweθɑn
oferfylgan	oferfyljɑn
oferwadan	oferwɑdɑn
os	oːs
hawian	xɑːwiɑn
mæw	mæːw
hild	xild
feorh	fe͜orx
nioþan	ni͜uθɑn
hagena	xɑɡenɑ
splott	splott
weorod	we͜orod
geunsoþian	jeunsoːθiɑn
liegcwalu	li͜yːjkwɑlu
geostrandæg	je͜ostrɑndæj
bitan	biːtɑn
wæd	wæd
wiccan	witt͡ʃɑn
truwian	truːwiɑn
sawelleas	sɑːwellæ͜ɑːs
tyge	tyje
eftacennednes	eftɑːkennednes
stigon	stiɣon
tæcaþ	tæːt͡ʃɑθ
lysan	lyːsɑn
wuduland	wudulɑnd
firengeorn	firenje͜orn
spæc	spæːt͡ʃ
cwelan	kwelɑn
eadig	æ͜ɑːdij
syflige	syflije
firenlice	firenliːt͡ʃe
crudan	kruːdɑn
æþele	æθele
æmtian	æːmtiɑn
beslæpan	beslæːpɑn
unwis	unwiːs
tacnung	tɑːknunɡ
geteorodnes	jete͜oːrodnes
gefeon	jefe͜oːn
flanhræd	flɑːnxræd
cwæde	kwæːde
geondsendan	je͜ondsendɑn
neod	ne͜oːd
stæfwritere	stæfwriːtere
bearm	bæ͜ɑrm
ræswian	ræːswiɑn
bræs	bræs
feorsian	fe͜orsiɑn
gehwæde	jexwæːde
þurhdelfan	θurxdelfɑn
meaht	mæ͜ɑxt
briw	briːw
gehabban	jexɑbbɑn
cycen	t͡ʃyken
oþþon	oθθon
goldwrecan	ɡoldwrekɑn
mycg	myjj
geciegendlic	jet͡ʃi͜yːjendliːt͡ʃ
wealdende	wæ͜ɑldende
þringan	θrinɡɑn
firenlic	firenliːt͡ʃ
hold	xold
swyþe	swyːθe
forhatena	forxɑːtenɑ
sincgiefa	sinkji͜yfɑ
hoppian	xoppiɑn
scedeland	ʃedelɑnd
nyttian	nyttiɑn
ofersprecol	ofersprekol
fotadl	foːtɑːdl
hind	xind
penningmangere	penninɡmɑnɡere
nearu	næ͜ɑru
unnytlic	unnytliːt͡ʃ
geotan	je͜oːtɑn
cawel	kɑwel
hleonian	xle͜oniɑn
smicor	smikor
stæl	stæl
nydwracu	nyːdwrɑku
mereswin	mereswiːn
forfaran	forfɑrɑn
wlancian	wlɑnkiɑn
syll	syll
heregrima	xereɡriːmɑ
fundian	fundiɑn
geþolian	jeθoliɑn
ohthere	oxtxere
eadric	æ͜ɑːdriːk
efenlicnes	efenliːknes
orsorh	orsorx
sife	sife
gefræge	jefræːje
drof	droːf
freondlaþu	fre͜oːndlɑθu
brytland	brytlɑnd
stægel	stæːjel
steopfæder	ste͜oːpfæder
plume	pluːme
endedæg	endedæj
clyccan	klytt͡ʃɑn
romane	roːmɑːne
cyndelic	kyndeliːt͡ʃ
ametan	ɑːmetɑn
geogoþ	juɡoθ
into	intoː
trog	troɡ
ongean	onjæ͜ɑːn
aþecgan	ɑːθejjɑn
æcirn	æːkirn
eadgar	æ͜ɑːdɡɑːr
wyscan	wyːʃʃɑn
portesmuða	portesmuːθɑ
freondscipe	fre͜oːndʃipe
boxtreow	bokstre͜oːw
feasceaft	fæ͜ɑːʃæ͜ɑft
geiewan	jei͜yːwɑn
hwæþer	xwæθer
ceorliscnes	t͡ʃe͜orliʃnes
framhweorfan	frɑmxwe͜orfɑn
andwlitan	ɑndwliːtɑn
cyþþu	kyːθθu
tælg	tælɡ
flotian	flotiɑn
eþelstaþol	eːθelstɑθol
gemyndig	jemyndij
bihreosan	bixre͜oːsɑn
þec	θek
frecgan	frejjɑn
fæx	fæks
barum	bɑrum
fortredan	fortredɑn
wæstmian	wæstmiɑn
wohlice	woːxliːt͡ʃe
sawelhus	sɑːwelxuːs
inlic	inliːt͡ʃ
ciricfriþ	t͡ʃirit͡ʃfriθ
yþ	yːθ
wildor	wildor
beswican	beswiːkɑn
wiþgan	wiθɡɑːn
lencten	lenkten
hælo	xæːlo
francland	frɑnklɑnd
behlæstan	bexlæstɑn
hyran	xyːrɑn
middæg	middæj
scid	ʃiːd
mægþ	mæːjθ
witleas	witlæ͜ɑːs
ardæde	ɑːrdæːde
þanon	θɑnon
gisl	jiːsl
inhold	inxold
þurhscriþan	θurxʃriːθɑn
æt	æt
geondhyrdan	je͜ondxyrdɑn
slegel	slejel
forscieppan	forʃi͜yppɑn
næren	næːren
hwæder	xwæder
plantian	plɑntiɑn
fæstnian	fæstniɑn
liegnan	li͜yːjnɑn
wyrd	wyrd
all	ɑll
befeolan	befe͜oːlɑn
folde	folde
yferra	yferrɑ
coþu	koθu
cnafa	knɑfɑ
spann	spɑnn
begrafan	beɡrɑfɑn
efesian	efesiɑn
wodnes	woːdnes
wuduþistel	wuduθistel
dæg	dæj
cuþe	kuːθe
þeodcyning	θe͜oːdkyninɡ
reced	ret͡ʃed
cirichata	t͡ʃirit͡ʃxɑtɑ
gyccan	jytt͡ʃɑn
gesceapennys	jeʃæ͜ɑpennys
hunbeorht	xunbe͜orxt
unforbugendlice	unforbuɡendliːt͡ʃe
peorð	pe͜orθ
þrym	θrym
gamol	ɡɑmol
cweden	kweden
slaw	slɑːw
ængel	ænjel
acwele	ɑːkwele
brytmælum	brytmæːlum
nis	nis
hlisful	xliːsful
drugaþ	druːɡɑθ
tæsan	tæːsɑn
peru	peru
breoton	bre͜oton
sprecolnes	sprekolnes
untwiefeald	untwi͜yfæ͜ɑld
giemend	ji͜yːmend
æppelleaf	æppellæ͜ɑːf
wifhad	wiːfxɑːd
fealu	fæ͜ɑlu
ræden	ræːden
bennian	benniɑn
fæhþ	fæːxθ
wuffa	wuffɑ
ceod	ke͜od
tweogan	twe͜oːjɑn
tahte	tɑːxte
myrþra	myrθrɑ
oþþeodan	oθθe͜oːdɑn
welwillendnes	welwillendnes
widmærsian	wiːdmæːrsiɑn
hwisprian	xwispriɑn
sædeor	sæːde͜oːr
alimpan	ɑːlimpɑn
leohtberend	le͜oːxtberend
meare	mæ͜ɑːre
fearh	fæ͜ɑrx
feor	fe͜or
giend	ji͜ynd
leas	læ͜ɑːs
scrobbesbyrigscir	ʃrobbesbyrijʃiːr
cran	krɑn
wæcce	wætt͡ʃe
smoca	smokɑ
cnyssan	knyssɑn
swiþan	swiːθɑn
forheardian	forxæ͜ɑrdiɑn
sawal	sɑːwɑl
geseþan	jeseːθɑn
swinn	swinn
mannlice	mɑnnliːt͡ʃe
wylm	wylm
þursdæg	θursdæj
wohhæmed	woːxxæːmed
ryne	ryne
rom	roːm
bisenian	biseniɑn
wudig	wudij
talente	tɑlente
belæfan	belæːfɑn
sawelgedal	sɑːweljedɑːl
gelimpan	jelimpɑn
blondenfeax	blondenfæ͜ɑks
wuscbearn	wuːskbæ͜ɑrn
predician	predikiɑn
winterdun	winterduːn
swearm	swæ͜ɑrm
scearpnes	ʃæ͜ɑrpnes
gewican	jewiːkɑn
wiþerhabban	wiθerxɑbbɑn
þenian	θeniɑn
dreah	dræːɑ̯h
fieldestol	fi͜yldestoːl
forn	foːrn
swæfon	swæːfon
deagolnes	dæ͜ɑːɡolnes
fearr	fæ͜ɑrr
becuman	bekumɑn
feorþa	fe͜oːrθɑ
stif	stiːf
strange	strɑnɡe
þeox	θe͜oks
ealdfæder	æ͜ɑldfæder
ænglisc	ænɡliʃ
bred	bred
begyman	bejyːmɑn
slæpleas	slæːplæ͜ɑːs
beacn	bæ͜ɑːkn
abrastlian	ɑːbrɑstliɑn
næft	næft
læcecræft	læːt͡ʃekræft
besteman	besteːmɑn
ongegn	onjejn
sehtlian	sextliɑn
forlæran	forlæːrɑn
æþel	æːθel
grellan	ɡrellɑn
scrutnung	ʃruːtnunɡ
tienfeald	ti͜yːnfæ͜ɑld
dreman	dreːmɑn
edniewe	edni͜yːwe
duru	duru
efenwyrcung	efenwyrt͡ʃunɡ
æmetta	æːmettɑ
lippa	lippɑ
hæt	xæt
agen	ɑjeːn
ead	æ͜ɑːd
gesendan	jesendɑn
carte	kɑrte
tæhton	tæːxton
stubb	stubb
heore	xe͜oːre
finc	fint͡ʃ
witleast	witlæ͜ɑːst
sælic	sæːliːt͡ʃ
hundendleftig	xundendleftij
cyningdom	kyninɡdoːm
hryman	xryːmɑn
gæsne	ɡæːsne
agengehweorfan	ɑjeːnjexwe͜orfɑn
smugan	smuːɡɑn
usic	uːsit͡ʃ
wyrþe	wyrθe
larsum	lɑːrsum
ofgangendlic	ofɡɑnɡendliːt͡ʃ
ciricbot	t͡ʃirit͡ʃboːt
besmirwan	besmirwɑn
fæle	fæːle
cwician	kwikiɑn
forwlencan	forwlent͡ʃɑn
foresægdnes	foresæjdnes
gild	jild
dæl	dæl
genemnendlic	jenemnendliːt͡ʃ
wiþ	wiθ
oferteon	oferte͜oːn
healt	xæ͜ɑlt
mos	moːs
forliger	forlijer
gitsung	jiːtsunɡ
sceafmælum	ʃæ͜ɑfmæːlum
sceone	ʃe͜oːne
leodræden	le͜oːdræːden
bacas	bɑkɑs
magan	mɑɡɑn
þreotteoþa	θre͜oːtte͜oːθɑ
þreanied	θræ͜ɑːni͜yːd
efnettan	efnettɑn
hæfdon	hæfdon
styring	styrinɡ
forelocc	forelokk
sawolcund	sɑːwolkund
ræding	ræːdinɡ
deorfellen	de͜oːrfellen
wifer	wifer
heolca	xe͜olkɑ
yþlaf	yːθlɑːf
earm	æ͜ɑrm
foresteppan	foresteppɑn
stælwierþe	stæːlwi͜yrθe
þynne	θynne
nowiht	noːwixt
wuldorwerod	wuldorwerod
þearle	θæ͜ɑrle
heofonrice	xe͜ofonriːt͡ʃe
bebindan	bebindɑn
bescinan	beʃiːnɑn
stincan	stinkɑn
forbitan	forbiːtɑn
wearm	wæ͜ɑrm
rodfæstnian	roːdfæstniɑn
gegrapian	jeɡrɑːpiɑn
inlendisc	inlendiʃ
cann	kɑnn
gestrienendlic	jestri͜yːnendliːt͡ʃ
glisnian	ɡlisniɑn
mæseren	mæseren
weþer	weθer
micelmod	mit͡ʃelmoːd
nefa	nefɑ
wuduwe	wuduwe
rihtnes	rixtnes
mare	mɑre
gristel	ɡristel
socen	soːken
hynþu	xyːnθu
eotan	e͜otɑn
wenden	wenden
nytnes	nytnes
twelf	twelf
fæstnes	fæstnes
ligen	liːjen
amasian	ɑːmɑsiɑn
mangian	mɑnɡiɑn
faþu	fɑθu
styric	styrik
gleawscipe	ɡlæ͜ɑːwʃipe
forteon	forte͜oːn
griþleas	ɡriθlæ͜ɑːs
ge	jeː
wurþan	wurθɑn
hengest	xenjest
wiþlædan	wiθlæːdɑn
andig	ɑndij
oferhleoþrian	oferxle͜oːθriɑn
wemmend	wemmend
ærendian	æːrendiɑn
þrægan	θræːjɑn
unstaþolfæst	unstɑθolfæst
port	port
sumerlæcan	sumerlæːt͡ʃɑn
unscyldig	unʃyldij
stræc	stræk
dyncge	dynje
andsaca	ɑndsɑkɑ
modig	moːdij
beorhtlice	be͜orxtliːt͡ʃe
liegræscettung	li͜yːjræʃettunɡ
naso	nɑso
æfenglom	æːfenɡloːm
haca	xɑkɑ
swiftlice	swiftliːt͡ʃe
fell	fell
þyrel	θyːrel
geeaþmodian	jeæ͜ɑːθmoːdiɑn
mæden	mæːden
bræw	bræːw
cneht	knext
feall	fæ͜ɑll
bliss	bliss
sigorian	siɡoriɑn
amber	ɑmber
godspell	ɡodspell
leodcyning	le͜oːdkyninɡ
scealfor	ʃæ͜ɑlfor
ceoweþ	t͡ʃe͜oːweθ
blæcan	blæːt͡ʃɑn
wealhheafoc	wæ͜ɑlxxæ͜ɑfok
cyrnel	kyrnel
frecennes	freːkennes
misfonde	misfoːnde
þiccett	θikkett
heardlice	xæ͜ɑrdliːt͡ʃe
mamera	mɑmerɑ
geondbrædan	je͜ondbræːdɑn
bewindan	bewindɑn
lareow	lɑːre͜oːw
post	post
gyrdel	ɡyrdel
huþ	xuːθ
cræftiga	kræftiɡɑ
unbryce	unbryːt͡ʃe
gecnyttan	jeknyttɑn
sæfern	sæfern
reoc	re͜oːk
igeoþ	ijoθ
wiccung	witt͡ʃunɡ
nesan	nesɑn
deofolcund	de͜oːfolkund
þorfte	θorfte
innian	inniɑn
med	meːd
incuman	inkumɑn
genefa	jenefɑ
wyrs	wyrs
oferswiþness	oferswiːθness
bediernan	bedi͜yrnɑn
rodor	rodor
gebrot	jebrot
mæg	mæːj
bewlatian	bewlɑːtiɑn
sand	sɑnd
yþgewinn	yːθjewinn
geiecan	jei͜yːt͡ʃɑn
ð	θ
gatum	ɡɑːtum
brædepanne	bræːdepɑnne
horsclice	xorʃliːt͡ʃe
cyll	kyll
sel	sel
mengan	menjɑn
cwenfugol	kweːnfuɡol
grasu	ɡrɑsu
iegland	i͜yːjlɑnd
wrenna	wrennɑ
wæterleas	wæterlæ͜ɑːs
eall	æ͜ɑll
leofwende	le͜oːfwende
hreod	xre͜oːd
setlgangende	setlɡɑnɡende
tofeallan	toːfæ͜ɑllɑn
neaht	næ͜ɑxt
yce	yːt͡ʃe
þost	θost
gefon	jefoːn
gastlice	ɡɑːstliːt͡ʃe
beam	bæ͜ɑːm
apa	ɑpɑ
intinga	intinɡɑ
freht	frext
medren	meːdren
ymbeardiende	ymbæ͜ɑrdiende
seted	seted
freolac	fre͜oːlɑːk
sceotan	ʃe͜oːtɑn
besendan	besendɑn
forelædan	forelæːdɑn
wæteradl	wæterɑːdl
womm	womm
moras	moːrɑs
awrecan	ɑːwrekɑn
baca	bɑkɑ
sumorlic	sumorliːt͡ʃ
scoplic	ʃopliːt͡ʃ
witan	witɑn
beogol	be͜oːɡol
welwillende	welwillende
marcus	mɑrkus
inciegung	int͡ʃi͜yːjunɡ
gewærlæcan	jewærlæːt͡ʃɑn
myntan	myntɑn
scofl	ʃofl
regnian	rejniɑn
handcosp	xɑndkosp
untynan	untyːnɑn
æwisc	æːwiʃ
þunwange	θunwɑnɡe
winescipe	wineʃipe
gar	ɡɑːr
heord	xe͜ord
box	boks
æst	æːst
hwilwende	xwiːlwende
uncumliþnes	unkumliːθnes
towritan	toːwriːtɑn
dreahtest	dræɑ̯htest
gymeleasnys	jyːmelæ͜ɑːsnys
hrung	xrunɡ
wælreow	wælre͜oːw
cringan	krinɡɑn
slæp	slæːp
billum	billum
beagian	bæ͜ɑːɡiɑn
beard	bæ͜ɑrd
morgengiefu	morɡenji͜yfu
selfbana	selfbɑnɑ
ofersittan	ofersittɑn
gesacan	jesɑkɑn
dædbeta	dæːdbeːtɑ
hnægan	xnæːjɑn
bierce	bi͜yrt͡ʃe
sigortacen	siɡortɑːken
innefare	innefɑre
feldielfen	feldi͜ylfen
næfre	næːfre
ðæt	θæt
cræftiglice	kræftijliːt͡ʃe
anhealdan	ɑnxæ͜ɑldɑn
comon	koːmon
mealwe	mæ͜ɑlwe
gefrasian	jefrɑːsiɑn
smeage	smæːɑɣe
fæstlice	fæstliːt͡ʃe
untrum	untrum
swiþness	swiːθness
hiw	xiːw
eftbot	eftboːt
hneaw	xnæ͜ɑːw
gefog	jefoːɡ
horsern	xorsern
cild	t͡ʃild
gecyndespræc	jekyndespræːt͡ʃ
tela	telɑ
beterian	beteriɑn
ladmann	lɑːdmɑnn
ricsian	riːksiɑn
wealda	wæ͜ɑldɑ
derian	derjɑn
behofian	bexoːfiɑn
slawyrm	slɑːwyrm
efenwyrhta	efenwyrxtɑ
blondan	blondɑn
andwyrde	ɑndwyrde
ætbeon	ætbe͜oːn
wrað	wrɑːθ
stær	stæːr
utlendisc	uːtlendiʃ
liegbryne	li͜yːjbryne
lind	lind
westseaxa	westsæ͜ɑksɑ
eþelboda	eːθelbodɑ
cnapa	knɑpɑ
gebannan	jebɑnnɑn
gebedda	jebeddɑ
prud	pruːd
declinung	dekliːnunɡ
friþhus	friθxuːs
bedrifan	bedriːfɑn
genihtlice	jenixtliːt͡ʃe
swynhyrde	swyːnxyrde
cumb	kumb
gehwær	jexwæːr
drieman	dri͜yːmɑn
ymbgang	ymbɡɑnɡ
oxa	oksɑ
wynlic	wynliːt͡ʃ
framateon	frɑmɑːte͜oːn
seofon	se͜ofon
wangteþ	wɑnɡteːθ
hrindan	xrindɑn
æstel	æːstel
swebban	swebbɑn
bosm	boːsm
sniweþ	sniːweθ
endleofan	endle͜ofɑn
fesian	feːsiɑn
gota	ɡotɑ
dæglang	dæjlɑnɡ
ut	uːt
fierdfæreld	fi͜yrdfæreld
sibling	siblinɡ
niedhæs	ni͜yːdxæːs
drincere	drinkere
heafodmæg	xæ͜ɑːfodmæːj
getel	jetel
ciricend	t͡ʃirit͡ʃend
dwolcræft	dwolkræft
ymbliþan	ymbliːθɑn
codd	kodd
mapolder	mɑpolder
hulc	xulk
iraland	iːrɑlɑnd
wise	wiːse
scima	ʃiːmɑ
eldra	eldrɑ
mihtlice	mixtliːt͡ʃe
beorcan	be͜orkɑn
untrumnes	untrumnes
flacor	flɑkor
lyden	lyːden
esla	eslɑ
æfensteorra	æːfenste͜orrɑ
wos	woːs
stefn	stefn
hamor	xɑmor
seamere	sæ͜ɑːmere
mægenwudu	mæjenwudu
halignes	xɑːlijnes
cuwearm	kuːwæ͜ɑrm
niþerlic	niθerliːt͡ʃ
cerran	t͡ʃerrɑn
oncnyssan	onknyssɑn
snican	sniːkɑn
eorþe	e͜orθe
hierde	xi͜yrde
langsum	lɑnɡsum
bebaþian	bebɑθiɑn
freana	fræːɑ̯nɑ
deaþlicnes	dæ͜ɑːθliːt͡ʃnes
ægrum	æːjrum
mona	moːnɑ
gifstol	jifstoːl
þæcele	θæt͡ʃele
eþelturf	eːθelturf
na	nɑː
drenccuppe	drenkkuppe
purpuren	purpuren
bliþelice	bliːθeliːt͡ʃe
forespræc	forespræːt͡ʃ
gadrian	ɡɑdriɑn
geador	jæ͜ɑdor
misfengen	misfeːnɡen
welwillendlice	welwillendliːt͡ʃe
facn	fɑːkn
sodoma	sodom
bryt	bryt
þeawleas	θæ͜ɑːwlæ͜ɑːs
þaccian	θɑkkiɑn
lictun	liːktuːn
eagduru	æ͜ɑːɡduru
yþlida	yːθlidɑ
awyrgan	ɑːwyrjɑn
aswebban	ɑːswebbɑn
wæpengetæc	wæːpenjetæk
bogiht	boɡixt
þreapian	θræ͜ɑːpiɑn
fic	fiːk
plante	plɑnte
bemetan	bemetɑn
niman	nimɑn
hnot	xnot
sellendlic	sellendliːt͡ʃ
fæt	fæt
wasend	wɑːsend
glæd	ɡlæd
geflowan	jefloːwɑn
moru	moru
bicce	bitt͡ʃe
socn	soːkn
ymbsittend	ymbsittend
synful	synful
heahlareow	xæ͜ɑːxlɑːre͜oːw
screncan	ʃrent͡ʃɑn
tind	tind
scytefinger	ʃytefinɡer
wilnung	wilnunɡ
passion	pɑssi͜un
oncierran	ont͡ʃi͜yrrɑn
neowe	ne͜oːwe
fyrdsearu	fyrdsæ͜ɑru
ingehygd	injexyjd
tæcing	tæːt͡ʃinɡ
uþwita	uːθwitɑ
yrhþo	yrxθo
flor	floːr
hyrdon	hyːrdon
ungeþyldig	unjeθyldij
geafon	jæ͜ɑːfon
upgan	upɡɑːn
hatan	xɑːtɑn
ordfruma	ordfrumɑ
hæren	xæːren
widewe	widewe
eow	e͜oːw
spræc	spræːt͡ʃ
þurhgangan	θurxɡɑnɡɑn
cicen	t͡ʃiken
finger	finɡer
brim	brim
sæfæreld	sæːfæreld
dysig	dysij
seolf	se͜olf
ær	æːr
foretacen	foretɑːken
liesan	li͜yːsɑn
hriþ	xriθ
torht	torxt
æt	æːt
gesetnes	jesetnes
elfen	elfen
wæg	wæːj
betan	beːtɑn
hwitnes	xwiːtnes
gælsa	ɡæːlsɑ
amierran	ɑːmi͜yrrɑn
beomodor	be͜oːmoːdor
bendan	bendɑn
cenningtid	kenninɡtiːd
sciphlaford	ʃipxlɑːford
stielen	sti͜yːlen
husian	xuːsiɑn
wincian	winkiɑn
eftniewung	eftni͜yːwunɡ
feornes	fe͜ornes
wending	wendinɡ
onlihtan	onliːxtɑn
eolhsand	e͜olxsɑnd
giwian	jiwiɑn
frea	fræ͜ɑː
brocc	brokk
ræde	ræːde
heofonisc	xe͜ofoniʃ
middangeard	middɑnjæ͜ɑrd
ongeat	onjæɑt
hrycg	xryjj
mapulder	mɑpulder
firendæd	firendæːd
heafodædre	xæ͜ɑːfodæːdre
bescyldian	beʃyldiɑn
pleon	ple͜oːn
þreo	θre͜oː
geondhweorfan	je͜ondxwe͜orfɑn
gafol	ɡɑfol
freosan	fre͜oːsɑn
wealhþeow	wæ͜ɑlxθe͜oːw
wynsumness	wynsumness
nazarenisc	nɑtsɑreniʃ
mælan	mæːlɑn
hyse	xyse
heardheort	xæ͜ɑrdxe͜ort
þiedan	θi͜yːdɑn
stemn	stemn
ascirian	ɑːʃirjɑn
gesehtlian	jesextliɑn
