Певень	pʲˈɛvʲɛn
паплыла	papɭˈɨɭa
бальшавікам	bˌaɭʂavˈikam
фармацыі	fˌarmat̻͡͡sˈɨi
Хоміч	xˈomiʈ͡͡ʂ
Кабякова	kˌabʲɪkˈova
ініцыялаў	ˌinit̻͡͡sɨˈj͡aɭaw
турыстычную	tˌurɨstɨʈ͡͡ʂnˈuʲu
рыбалова	rˌɨbaɭˈova
Цікавыя	t̻͡͡sˌikavˈɨa
Гацукоўскай	ɣˌat̻͡͡sukˈowskaj
якасная	ʲˌɪkasnˈɑʲa
звычайныя	zvˌɨʈ͡͡ʂajnˈɨa
парой	pˈɑrʌj
Пінска	pˈinska
кішкі	kˈiʂki
нелегальная	nʲˌɛɭʲɛɣaɭnˈɑʲa
бласлаўленне	bɭˌasɭawɭʲˈɛnnʲɛ
невялічкіх	nʲˌɛvʲɪɭˈiʈ͡͡ʂkix
рукапісы	rˌukapˈisɨ
заплюшчыла	zˌapɭʲuʂʈ͡͡ʂˈɨɭa
завадчан	zavˈɑdʈ͡͡ʂan
ХХІ	xxˈi
паглыбленае	pˌaɣɭɨbɭʲɛnˈɑʲɛ
Віслу	vˈisɭu
праехацца	prˌaʲɛxˈɑt̻͡͡st̻͡͡sa
славілася	sɭˌaviɭˈɑsʲa
Пабудова	pˌabudˈova
Чыгуначнай	ʈ͡͡ʂˌɨɣunˈɑʈ͡͡ʂnaj
будаўнічымі	bˌudawniʈ͡͡ʂˈɨmi
выйду	vˈɨjdu
грунтовыя	ɣrˌuntʌvˈɨa
распаўсюджвалі	rˌaspawsʲudʐvˈɑɭi
Рамантыка	rˌamantˈɨka
плітка	pɭˈitka
канкрэтная	kˌankrɛtnˈɑʲa
Еўразвяз	ʲɛwrˈɑzvʲɪz
клімату	kɭimˈɑtu
прабрацца	prabrˈɑt̻͡͡st̻͡͡sa
Рыгорам	rɨɣˈoram
Раніца	ranˈit̻͡͡sa
Даты	dˈɑtɨ
актуальных	ˌaktuˈɑɭnɨx
грамадзянскую	ɣrˌamadzʲɪnskˈuʲu
запчасткамі	zˌapʈ͡͡ʂastkˈɑmi
пазітыўную	pˌazitɨwnˈuʲu
патэнцыйны	pˌatɛnt̻͡͡sˈɨjnɨ
графічнай	ɣrafˈiʈ͡͡ʂnaj
Зірнуўшы	zirnˈuwʂɨ
зраблю	zrˈɑbɭʲu
Джонам	dʐˈonam
вышэйзгаданых	vˌɨʂɛjzɣadˈɑnɨx
нападаючы	nˌapadaʲˈuʈ͡͡ʂɨ
шляхетныя	ʂɭʲˌɪxʲɛtnˈɨa
размаўляе	rˌazmawɭʲˈj͡aʲɛ
дата	dˈɑta
вэрсіі	vɛrsˈii
прапаўшымі	prˌapawʂˈɨmi
аэрапортах	ˌaɛrapˈortax
укладвае	ˌukɭadvˈɑʲɛ
артылерыйскіх	ˌartɨɭʲɛrˈɨjskix
бальшавіцкая	bˌaɭʂavit̻͡͡skˈɑʲa
медыка	mʲɛdˈɨka
папярэднікі	pˌapʲɪrɛdnˈiki
дзвярныя	dzvʲɪrnˈɨa
аптэчнай	aptˈɛʈ͡͡ʂnaj
распавядаюць	rˌaspavʲɪdˈɑʲut̻͡͡s
Брацтва	brˈɑt̻͡͡stva
трасянцы	trasʲˈj͡ant̻͡͡sɨ
дасылаюць	dˌasɨɭˈɑʲut̻͡͡s
шляхціца	ʂɭʲɪxt̻͡͡sˈit̻͡͡sa
Маем	mˈɑʲɛm
пальчатках	paɭʈ͡͡ʂˈɑtkax
багіня	baɣˈinʲa
Кузьміна	kuzmˈina
шаўковых	ʂawkˈovɨx
пераводзіць	pʲˌɛravˈodzit̻͡͡s
нафта	nˈɑfta
Удзельнікаў	ˌudzʲɛɭnˈikaw
Прыхільнікі	prˌɨxiɭnˈiki
халады	xaɭˈɑdɨ
адзенні	adzʲˈɛnni
складзенага	skɭˌadzʲɛnˈɑɣa
ўніяцкая	wnˌiɪt̻͡͡skˈɑʲa
маючага	mˌaʲuʈ͡͡ʂˈɑɣa
транспарціроўку	trˌanspart̻͡͡sirˈowku
ордэн	ˈordɛn
грознай	ɣrˈoznaj
валютных	vaɭʲˈutnɨx
разнастаіць	rˌaznastˈɑit̻͡͡s
Кароны	karˈonɨ
ўмення	wmʲˈɛnnʲa
зборнікаў	zbʌrnˈikaw
павелічэннем	pˌavʲɛɭiʈ͡͡ʂˈɛnnʲɛm
няшчасныя	nʲˌɪʂʈ͡͡ʂasnˈɨa
сталіцы	staɭˈit̻͡͡sɨ
адмысловую	ˌadmɨsɭʌvˈuʲu
прайграла	prajɣrˈɑɭa
Францкевіч	frant̻͡͡skʲˈɛviʈ͡͡ʂ
спраўным	sprˈɑwnɨm
місіянерамі	mˌisiˌɪnʲɛrˈɑmi
стандартам	standˈɑrtam
падчас	pˈɑdʈ͡͡ʂas
ўдалы	wdˈɑɭɨ
дружбу	drˈuʐbu
выгнаны	vɨɣnˈɑnɨ
педагагічных	pʲˌɛdaɣaɣˈiʈ͡͡ʂnɨx
тандэм	tˈɑndɛm
куміраў	kumˈiraw
Панна	pˈɑnna
курсавых	kursˈɑvɨx
расслабляцца	rˌassɭabɭʲˈj͡at̻͡͡st̻͡͡sa
самадзяржаўя	sˌamadzʲɪrʐˈɑwʲa
вараныя	vˌaranˈɨa
Філарэтам	fˌiɭarˈɛtam
функцыю	funkt̻͡͡sˈɨu
прапускаць	prapˈuskat̻͡͡s
крымінальную	krˌɨminaɭnˈuʲu
высакародны	vˌɨsakarˈodnɨ
Саудаўскай	sˌaudˈɑwskaj
звяном	zvʲˈj͡anʌm
Роберт	rˈobʲɛrt
абшару	abʂˈɑru
павітала	pˌavitˈɑɭa
апладзіравалі	ˌapɭadzˌiravˈɑɭi
мэтавыя	mˌɛtavˈɨa
павольна	pavˈoɭna
вэрсію	vɛrsˈiu
пераўтвараюцца	pʲˌɛrawtvˌaraʲˈut̻͡͡st̻͡͡sa
засяродзілі	zˌasʲɪrʌdzˈiɭi
ножак	nˈoʐak
босы	bˈosɨ
гранатай	ɣranˈɑtaj
самаадданасць	sˌamaaddˈɑnast̻͡͡s
сцягамі	st̻͡͡sʲɪɣˈɑmi
чатырохсот	ʈ͡͡ʂˌatɨrˈoxsʌt
сціплай	st̻͡͡sˈipɭaj
уласцівым	ˌuɭast̻͡͡sˈivɨm
мяккія	mʲɪkkˈia
атрымоўваюць	ˌatrɨmʌwvˈɑʲut̻͡͡s
заспелі	zaspʲˈɛɭi
пераўтварылася	pʲˌɛrawtvˌarɨɭˈɑsʲa
дапісаў	dapˈisaw
прыйшоў	prˈɨjʂʌw
распаўсюджванне	rˌaspawsʲudʐvˈɑnnʲɛ
Цэдрык	t̻͡͡sˈɛdrɨk
Драматычная	drˌamatɨʈ͡͡ʂnˈɑʲa
граматы	ɣramˈɑtɨ
святочнаму	svʲˌɪtʌʈ͡͡ʂnˈɑmu
успамін	uspˈɑmin
Дзянісаў	dzʲɪnˈisaw
добра	dˈobra
падаваў	padˈɑvaw
Жыткавіцкім	ʐˌɨtkavˈit̻͡͡skim
спартакіяды	spˌartakiˈj͡adɨ
даільныя	dˌaiɭnˈɨa
перасячэнне	pʲˌɛrasʲɪʈ͡͡ʂˈɛnnʲɛ
расліннасць	rasɭˈinnast̻͡͡s
Вышыня	vɨʂˈɨnʲa
танную	tannˈuʲu
сярэдзіну	sʲˌɪrɛdzˈinu
пашкодзіць	paʂkˈodzit̻͡͡s
Эксперт	ˈɛkspʲɛrt
загадчыкі	zˌaɣadʈ͡͡ʂˈɨki
Лінію	ɭinˈiu
перфаратарам	pʲˌɛrfaratˈɑram
кааперацыі	kˌaapʲˌɛrat̻͡͡sˈɨi
дынамічным	dˌɨnamˈiʈ͡͡ʂnɨm
Сідар	sˈidar
сакавітых	sˌakavˈitɨx
найцікавейшых	nˌajt̻͡͡sikavʲˈɛjʂɨx
Даліна	daɭˈina
атрымаюць	ˌatrɨmˈɑʲut̻͡͡s
Іванаўне	ˌivanˈɑwnʲɛ
інаўгурацыі	ˌinawɣˌurat̻͡͡sˈɨi
патрабаваньне	pˌatrabavˈɑnnʲɛ
Лістапад	ɭistˈɑpad
дбаць	dbˈɑt̻͡͡s
гараджанам	ɣˌaradʐˈɑnam
прыкладаючы	prˌɨkɭadaʲˈuʈ͡͡ʂɨ
расстраляны	rˌasstraɭʲˈj͡anɨ
крылаты	krɨɭˈɑtɨ
Працавала	prˌat̻͡͡savˈɑɭa
арыштоўвалі	ˌarɨʂtʌwvˈɑɭi
Вулькаўскі	vuɭkˈɑwski
высока	vɨsˈoka
закране	zakrˈɑnʲɛ
указана	ˌukazˈɑna
пільнаваў	piɭnˈɑvaw
Святочная	svʲˌɪtʌʈ͡͡ʂnˈɑʲa
Восеньскія	vˌʌsʲɛnskˈia
стукнула	stuknˈuɭa
вогненнага	vˌʌɣnʲɛnnˈɑɣa
Майсей	mˈɑjsʲɛj
жаданняў	ʐadˈɑnnʲɪw
дбалі	dbˈɑɭi
Зэльвеншчыны	zˌɛɭvʲɛnʂʈ͡͡ʂˈɨnɨ
прыбываюць	prˌɨbɨvˈɑʲut̻͡͡s
акупацыяй	ˌakupat̻͡͡sˈɨɪj
Зразумела	zrˌazumʲˈɛɭa
Докшыцкая	dˌʌkʂɨt̻͡͡skˈɑʲa
задаваў	zadˈɑvaw
замежнае	zˌamʲɛʐnˈɑʲɛ
аддаляцца	ˌaddaɭʲˈj͡at̻͡͡st̻͡͡sa
нарматыўнай	nˌarmatˈɨwnaj
прадстаўленымі	prˌadstawɭʲɛnˈɨmi
этнічную	ˌɛtniʈ͡͡ʂnˈuʲu
абыходзіла	ˌabɨxʌdzˈiɭa
лезе	ɭʲˈɛzʲɛ
пільнай	pˈiɭnaj
Ткачоў	tkˈɑʈ͡͡ʂʌw
цыгарэты	t̻͡͡sˌɨɣarˈɛtɨ
Мадрыда	madrˈɨda
Альфа	ˈɑɭfa
Чуванне	ʈ͡͡ʂuvˈɑnnʲɛ
чыталіся	ʈ͡͡ʂˌɨtaɭˈisʲa
паходам	paxˈodam
супроць	sˈuprʌt̻͡͡s
юрыдычная	ʲˌurɨdɨʈ͡͡ʂnˈɑʲa
жабінкаўскай	ʐˌabinkˈɑwskaj
шыбы	ʂˈɨbɨ
прыбіральні	prˌɨbirˈɑɭni
фанаграму	fˌanaɣrˈɑmu
літаратуразнаўстве	ɭˌitarˌaturaznˈɑwstvʲɛ
кросе	krˈosʲɛ
Невысокі	nʲˌɛvɨsˈoki
перакінуты	pʲˌɛrakinˈutɨ
Гарадку	ɣarˈɑdku
сенажу	sʲɛnˈɑʐu
намёты	namʲˈɔtɨ
продажы	prʌdˈɑʐɨ
сцэнку	st̻͡͡sˈɛnku
в	vˈɛ
схапіў	sxˈɑpiw
вылятаюць	vˌɨɭʲɪtˈɑʲut̻͡͡s
дыджэй	dˈɨdʐɛj
зьвяртаўся	zvʲɪrtˈɑwsʲa
лічыла	ɭiʈ͡͡ʂˈɨɭa
льняной	ɭnʲˈj͡anʌj
Латгаліі	ɭˌatɣaɭˈii
разгараецца	rˌazɣaraʲˈɛt̻͡͡st̻͡͡sa
сагнуўшыся	sˌaɣnuwʂˈɨsʲa
старта	stˈɑrta
падлічвалі	pˌadɭiʈ͡͡ʂvˈɑɭi
сьпяваюць	spʲɪvˈɑʲut̻͡͡s
поймы	pˈojmɨ
паўмільярда	pˌawmiɭʲˈj͡arda
застылі	zastˈɨɭi
Праскоўя	praskˈowʲa
адрозненнем	ˌadrʌznʲˈɛnnʲɛm
надрукаванага	nˌadrukˌavanˈɑɣa
расклалі	raskɭˈɑɭi
шкадаваў	ʂkadˈɑvaw
фактуры	faktˈurɨ
статуі	statˈui
павышаная	pˌavɨʂanˈɑʲa
дзесяткамі	dzʲˌɛsʲɪtkˈɑmi
агульнавядомыя	ˌaɣuɭnˌavʲɪdʌmˈɨa
вакацый	vakˈɑt̻͡͡sɨj
мэдыі	mɛdˈɨi
рэгламент	rɛɣɭˈɑmʲɛnt
рэвалюцыйных	rˌɛvaɭʲut̻͡͡sˈɨjnɨx
здадзенае	zdˌadzʲɛnˈɑʲɛ
пякла	pʲˈj͡akɭa
контратакі	kˌʌntratˈɑki
забраліся	zˌabraɭˈisʲa
сляпога	sɭʲɪpˈoɣa
зарасніках	zˌarasnˈikax
Германію	ɣʲˌɛrmanˈiu
Шустэр	ʂˈustɛr
групай	ɣrˈupaj
Пянькоўскі	pʲɪnkˈowski
паляванне	pˌaɭʲɪvˈɑnnʲɛ
дысцыпліны	dˌɨst̻͡͡sɨpɭˈinɨ
пешаходны	pʲˌɛʂaxˈodnɨ
грашовым	ɣraʂˈovɨm
дыхаючы	dˌɨxaʲˈuʈ͡͡ʂɨ
адэкватнае	ˌadɛkvatnˈɑʲɛ
паласы	paɭˈɑsɨ
нядаўніх	nʲɪdˈɑwnix
Наўрад	nˈɑwrad
Зерне	zʲˈɛrnʲɛ
Украінскі	ˌukraˈinski
выхаваньне	vˌɨxavˈɑnnʲɛ
закіды	zakˈidɨ
пазбаўленне	pˌazbawɭʲˈɛnnʲɛ
адвагай	advˈɑɣaj
зведала	zvʲɛdˈɑɭa
грэчкі	ɣrˈɛʈ͡͡ʂki
знойдзеных	znʌjdzʲˈɛnɨx
Светлагорск	svʲɛtɭˈɑɣʌrsk
прагнасць	prˈɑɣnast̻͡͡s
прычынення	prˌɨʈ͡͡ʂɨnʲˈɛnnʲa
ІСН	ˈisn
рэха	rˈɛxa
прывядзенні	prˌɨvʲɪdzʲˈɛnni
пажылому	pˌaʐɨɭˈomu
ансамбль	ˈɑnsambɭ
рамантуюць	rˌamantˈuʲut̻͡͡s
запоўненыя	zˌapʌwnʲɛnˈɨa
кансультаванне	kˌansuɭtavˈɑnnʲɛ
ўзроўняў	wzrˈownʲɪw
своеасаблівы	svˌʌʲɛˌasabɭˈivɨ
дасканаласцю	dˌaskanaɭˈɑst̻͡͡sʲu
ўдарныя	wdarnˈɨa
балотныя	bˌaɭʌtnˈɨa
новы	nˈovɨ
прыняты	prɨnʲˈj͡atɨ
ўстрыманне	wstrɨmˈɑnnʲɛ
Дачок	dˈɑʈ͡͡ʂʌk
выносіў	vɨnˈosiw
ператварае	pʲˌɛratvarˈɑʲɛ
Дж	dʐ
даслана	dasɭˈɑna
Зінаідзе	zˌinaˈidzʲɛ
Віленскага	vˌiɭʲɛnskˈɑɣa
экзэмпляры	ˌɛkzɛmpɭʲˈj͡arɨ
нябёсы	nʲɪbʲˈɔsɨ
ствале	stvˈɑɭʲɛ
увесці	uvʲˈɛst̻͡͡si
роўнымі	rʌwnˈɨmi
ўзнікаюць	wznikˈɑʲut̻͡͡s
Касцюкевіч	kˌast̻͡͡sʲukʲˈɛviʈ͡͡ʂ
дасведчаны	dˌasvʲɛdʈ͡͡ʂˈɑnɨ
сметанковага	smʲˌɛtankʌvˈɑɣa
рока	rˈoka
спецыялізаванага	spʲˌɛt̻͡͡sɨˌɪɭizˌavanˈɑɣa
дрэўцамі	drɛwt̻͡͡sˈɑmi
катаргу	katˈɑrɣu
СДМ	sdm
выканаўчаму	vˌɨkanawʈ͡͡ʂˈɑmu
аўстрыйскі	awstrˈɨjski
Планаванне	pɭˌanavˈɑnnʲɛ
паніжэння	pˌaniʐˈɛnnʲa
разбураныя	rˌazburanˈɨa
інтэлігентнасць	ˌintɛɭiɣʲˈɛntnast̻͡͡s
Бранска	brˈɑnska
Гартаючы	ɣˌartaʲˈuʈ͡͡ʂɨ
маштабе	maʂtˈɑbʲɛ
строгіх	strˈoɣix
благаславіў	bɭˌaɣasɭˈɑviw
славістыкі	sɭˌavistˈɨki
Мацко	mˈɑt̻͡͡skʌ
казалі	kazˈɑɭi
галаваломкі	ɣˌaɭavaɭˈomki
захавае	zˌaxavˈɑʲɛ
Навокал	navˈokaɭ
адмысловых	ˌadmɨsɭˈovɨx
трынаццаці	trˌɨnat̻͡͡st̻͡͡sˈɑt̻͡͡si
вечарынцы	vʲˌɛʈ͡͡ʂarˈɨnt̻͡͡sɨ
мільярда	miɭʲˈj͡arda
неймавернай	nʲˌɛjmavʲˈɛrnaj
выданнем	vɨdˈɑnnʲɛm
механізме	mʲˌɛxanˈizmʲɛ
буквары	bukvˈɑrɨ
тое	tˈoʲɛ
сонечная	sˌʌnʲɛʈ͡͡ʂnˈɑʲa
ўзнагароджваецца	wznˌaɣarˌʌdʐvaʲˈɛt̻͡͡st̻͡͡sa
аўтаматызаваных	ˌawtamˌatɨzavˈɑnɨx
сціплы	st̻͡͡sˈipɭɨ
своеасаблівае	svˌʌʲɛˌasabɭivˈɑʲɛ
мысліць	mˈɨsɭit̻͡͡s
фармальныя	fˌarmaɭnˈɨa
разарваць	razˈɑrvat̻͡͡s
Тема	tʲˈɛma
ўшанаванню	wʂˌanavˈɑnnʲu
цнотаў	t̻͡͡snˈotaw
заданьні	zadˈɑnni
падымаліся	pˌadɨmaɭˈisʲa
Гасцямі	ɣast̻͡͡sʲˈj͡ami
абалонцы	ˌabaɭˈont̻͡͡sɨ
паставім	pastˈɑvim
Катынь	kˈɑtɨn
паспрыяць	pasprˈɨɪt̻͡͡s
пачнеш	pˈɑʈ͡͡ʂnʲɛʂ
увосень	uvˈosʲɛn
наступныя	nˌastupnˈɨa
Вопытны	vʌpˈɨtnɨ
Адказная	ˌadkaznˈɑʲa
здабытых	zdabˈɨtɨx
разавы	razˈɑvɨ
аборы	abˈorɨ
пляце	pɭʲˈj͡at̻͡͡sʲɛ
заработку	zˌarabˈotku
дыверсантаў	dˌɨvʲɛrsˈɑntaw
увасабленне	ˌuvasabɭʲˈɛnnʲɛ
абяцаны	ˌabʲɪt̻͡͡sˈɑnɨ
Выкладала	vˌɨkɭadˈɑɭa
брашур	brˈɑʂur
прозвішчы	prʌzvˈiʂʈ͡͡ʂɨ
выступленняў	vˌɨstupɭʲˈɛnnʲɪw
Лапуноў	ɭapˈunʌw
афармляюцца	ˌafarmɭʲɪˈut̻͡͡st̻͡͡sa
ўсведамляў	wsvʲɛdˈɑmɭʲɪw
стрымліваў	strɨmɭˈivaw
вырашаючы	vˌɨraʂaʲˈuʈ͡͡ʂɨ
мацеры	mat̻͡͡sʲˈɛrɨ
абумоўлена	ˌabumʌwɭʲˈɛna
Вечнага	vʲɛʈ͡͡ʂnˈɑɣa
Першамайскі	pʲˌɛrʂamˈɑjski
агульнанацыянальнай	ˌaɣuɭnˌanat̻͡͡sˌɨɪnˈɑɭnaj
рагочуць	raɣˈoʈ͡͡ʂut̻͡͡s
разумным	razˈumnɨm
віленскіх	viɭʲˈɛnskix
рэйда	rˈɛjda
пасылак	pasˈɨɭak
старое	starˈoʲɛ
смелай	smʲˈɛɭaj
апавядала	ˌapavʲɪdˈɑɭa
бадзяжных	badzʲˈj͡aʐnɨx
дапусцілі	dˌapust̻͡͡sˈiɭi
аднесены	ˌadnʲɛsʲˈɛnɨ
Муха	mˈuxa
разбітых	razbˈitɨx
паніжэнні	pˌaniʐˈɛnni
смяротна	smʲɪrˈotna
Органы	ʌrɣˈɑnɨ
дзей	dzʲˈɛj
паверылі	pˌavʲɛrˈɨɭi
псіхалагічным	psˌixaɭaɣˈiʈ͡͡ʂnɨm
вяртаць	vʲˈj͡artat̻͡͡s
жыхарства	ʐɨxˈɑrstva
рамантуем	rˌamantˈuʲɛm
Варнянскі	varnʲˈj͡anski
даставяць	dastˈɑvʲɪt̻͡͡s
Культурная	kˌuɭturnˈɑʲa
пасаг	pˈɑsaɣ
уніз	ˈuniz
Рог	rˈoɣ
знешняга	znʲɛʂnʲˈj͡aɣa
успамінаў	ˌuspamˈinaw
Усюды	usʲˈudɨ
Чатыры	ʈ͡͡ʂatˈɨrɨ
Думаеш	dumˈɑʲɛʂ
франтавіка	frˌantavˈika
цішыню	t̻͡͡siʂˈɨnʲu
лінгвістыка	ɭˌinɣvistˈɨka
Вігілія	vˌiɣiɭˈia
палівае	pˌaɭivˈɑʲɛ
Самец	sˈɑmʲɛt̻͡͡s
сакавіка	sˌakavˈika
схіліўшы	sxiɭˈiwʂɨ
пісаліся	pˌisaɭˈisʲa
фартухі	fartˈuxi
малітвамі	mˌaɭitvˈɑmi
яўку	ʲˈj͡awku
прад	prˈɑd
жаласна	ʐaɭˈɑsna
улюбёных	ˌuɭʲubʲˈɔnɨx
Лізе	ɭˈizʲɛ
Ерузалемскай	ʲˌɛruzaɭʲˈɛmskaj
даведваешся	dˌavʲɛdvaʲˈɛʂsʲa
белых	bʲˈɛɭɨx
Баранавіч	bˌaranˈɑviʈ͡͡ʂ
малочнатаварная	mˌaɭʌʈ͡͡ʂnˌatavarnˈɑʲa
хакеістамі	xˌakʲɛistˈɑmi
аддаць	ˈɑddat̻͡͡s
ушачан	uʂˈɑʈ͡͡ʂan
коўдраў	kˈowdraw
Баравіковай	bˌaravikˈovaj
дазволіў	dazvˈoɭiw
спецыфічная	spʲˌɛt̻͡͡sɨfiʈ͡͡ʂnˈɑʲa
Юшчанка	ʲuʂʈ͡͡ʂˈɑnka
Падарожжы	pˌadarˈoʐʐɨ
сродкам	srˈodkam
усюды	usʲˈudɨ
падману	padmˈɑnu
ўрадзіла	wradzˈiɭa
Дубровеншчыны	dˌubrʌvʲɛnʂʈ͡͡ʂˈɨnɨ
пахаваннямі	pˌaxavannʲˈj͡ami
нячысціка	nʲˌɪʈ͡͡ʂɨst̻͡͡sˈika
Фердынанд	fʲɛrdˈɨnand
вв	vv
Хрушчоў	xrˈuʂʈ͡͡ʂʌw
умоўных	umˈownɨx
абмеркаванню	ˌabmʲɛrkavˈɑnnʲu
вяскоўцы	vʲɪskˈowt̻͡͡sɨ
пазыках	pazˈɨkax
ніжэйшыя	nˌiʐɛjʂˈɨa
Гару	ɣˈɑru
дабіліся	dˌabiɭˈisʲa
Квіткі	kvˈitki
кампазытараў	kˌampazɨtˈɑraw
асноўных	asnˈownɨx
нязгодны	nʲɪzɣˈodnɨ
постаць	pˈostat̻͡͡s
фальшывым	faɭʂˈɨvɨm
пераняў	pʲɛrˈɑnʲɪw
сяляне	sʲɪɭʲˈj͡anʲɛ
ток	tˈok
азімым	azˈimɨm
ўтойвае	wtʌjvˈɑʲɛ
расказвалі	rˌaskazvˈɑɭi
ўнікальным	wnikˈɑɭnɨm
прысядзібных	prˌɨsʲɪdzˈibnɨx
падрыхтаваная	pˌadrɨxtˌavanˈɑʲa
віртуальнай	vˌirtuˈɑɭnaj
дылеры	dɨɭʲˈɛrɨ
арыстакратыі	ˌarɨstˌakratˈɨi
атрымаюцца	ˌatrɨmaʲˈut̻͡͡st̻͡͡sa
неардынарнае	nʲˌɛardˌɨnarnˈɑʲɛ
нецікавай	nʲˌɛt̻͡͡sikˈɑvaj
камунгас	kamˈunɣas
Адна	ˈɑdna
пагранічны	pˌaɣranˈiʈ͡͡ʂnɨ
пасярэднікаў	pˌasʲɪrɛdnˈikaw
Бадай	bˈɑdaj
ўпамінання	wpˌaminˈɑnnʲa
палюбілі	pˌaɭʲubˈiɭi
жывёл	ʐˈɨvʲɔɭ
паклонам	pakɭˈonam
святочна	svʲɪtˈoʈ͡͡ʂna
гасціла	ɣast̻͡͡sˈiɭa
ўставала	wstavˈɑɭa
Луцк	ɭˈut̻͡͡sk
групавы	ɣrupˈɑvɨ
прыпеўка	prɨpʲˈɛwka
практычным	praktˈɨʈ͡͡ʂnɨm
пасяджэнні	pˌasʲɪdʐˈɛnni
інтэнсіўнасць	ˌintɛnsˈiwnast̻͡͡s
Брэнд	brˈɛnd
выдаткоўваецца	vˌɨdatkˌʌwvaʲˈɛt̻͡͡st̻͡͡sa
батарэй	batˈɑrɛj
оптыкі	ʌptˈɨki
Тэрміны	tɛrmˈinɨ
хлебапёкаў	xɭʲˌɛbapʲˈɔkaw
ранішні	ranˈiʂni
фарбу	fˈɑrbu
прыярытэтам	prˌɨɪrɨtˈɛtam
глыбінях	ɣɭɨbˈinʲɪx
смяротнага	smʲˌɪrʌtnˈɑɣa
памежжа	pamʲˈɛʐʐa
адкрываліся	ˌadkrɨvaɭˈisʲa
пакутніцкую	pˌakutnit̻͡͡skˈuʲu
Раманаўна	rˌamanˈɑwna
папярэджваю	pˌapʲɪrɛdʐvˈɑʲu
падпісантаў	pˌadpisˈɑntaw
прымусовае	prˌɨmusʌvˈɑʲɛ
Маладому	mˌaɭadˈomu
вытрымку	vɨtrˈɨmku
Адэсу	adˈɛsu
гераінь	ɣʲɛrˈɑin
электроннага	ˌɛɭʲɛktrʌnnˈɑɣa
завочная	zˌavʌʈ͡͡ʂnˈɑʲa
жэстам	ʐˈɛstam
медыцынскай	mʲˌɛdɨt̻͡͡sˈɨnskaj
задаволяць	zˌadavˈoɭʲɪt̻͡͡s
караў	kˈɑraw
спусташэння	spˌustaʂˈɛnnʲa
даручаны	dˌaruʈ͡͡ʂˈɑnɨ
Здаралася	zdˌaraɭˈɑsʲa
ДУА	dˈua
перасяленцы	pʲˌɛrasʲɪɭʲˈɛnt̻͡͡sɨ
падмяняць	padmʲˈj͡anʲɪt̻͡͡s
аддаленага	ˌaddaɭʲɛnˈɑɣa
асвета	asvʲˈɛta
узьняць	ˈuznʲɪt̻͡͡s
ўмеў	wmʲˈɛw
галіновая	ɣˌaɭinʌvˈɑʲa
Пагоняй	paɣˈonʲɪj
абменаў	abmʲˈɛnaw
трымальнікаў	trˌɨmaɭnˈikaw
пыльным	pˈɨɭnɨm
наступалі	nˌastupˈɑɭi
ўключацца	wkɭʲuʈ͡͡ʂˈɑt̻͡͡st̻͡͡sa
любімай	ɭʲubˈimaj
светаадчуванне	svʲˌɛtaˌadʈ͡͡ʂuvˈɑnnʲɛ
пуцей	pˈut̻͡͡sʲɛj
ззяць	zzʲˈj͡at̻͡͡s
прадугледжваў	prˌaduɣɭʲˈɛdʐvaw
гранітная	ɣrˌanitnˈɑʲa
торбамі	tʌrbˈɑmi
жывапісных	ʐˌɨvapˈisnɨx
Сымонам	sɨmˈonam
вучнях	vˈuʈ͡͡ʂnʲɪx
абслугоўванне	ˌabsɭuɣʌwvˈɑnnʲɛ
Ажыццяўленне	ˌaʐɨt̻͡͡st̻͡͡sʲɪwɭʲˈɛnnʲɛ
пойма	pˈojma
аўтарытэтныя	ˌawtarˌɨtɛtnˈɨa
архіва	arxˈiva
развіваць	razvˈivat̻͡͡s
арыгінал	ˌarɨɣˈinaɭ
бяруць	bʲˈj͡arut̻͡͡s
адняло	adnʲˈj͡aɭʌ
русалку	rusˈɑɭku
тонкага	tʌnkˈɑɣa
крытыкаў	krɨtˈɨkaw
Паважаны	pˌavaʐˈɑnɨ
клічам	kɭˈiʈ͡͡ʂam
загалоўкі	zˌaɣaɭˈowki
ўглядацца	wɣɭʲɪdˈɑt̻͡͡st̻͡͡sa
самаю	samˈɑʲu
кангрэгацыі	kˌanɣrɛɣat̻͡͡sˈɨi
бульбачка	buɭbˈɑʈ͡͡ʂka
генералу	ɣʲˌɛnʲɛrˈɑɭu
абаронца	ˌabarˈont̻͡͡sa
зазначана	zˌaznaʈ͡͡ʂˈɑna
дыферэнцыяцыя	dˌɨfʲɛrˌɛnt̻͡͡sɨɪt̻͡͡sˈɨa
чаканням	ʈ͡͡ʂakˈɑnnʲɪm
Ніякая	nˌiɪkˈɑʲa
параметраў	pˌaramʲˈɛtraw
крытыку	krɨtˈɨku
абазначае	ˌabaznaʈ͡͡ʂˈɑʲɛ
перашкаджаюць	pʲˌɛraʂkadʐˈɑʲut̻͡͡s
вясковых	vʲɪskˈovɨx
старэнькія	stˌarɛnkˈia
пацыенткі	pˌat̻͡͡sɨˈɛntki
Першапачаткова	pʲˌɛrʂapˌaʈ͡͡ʂatkˈova
баскетболу	bˌaskʲɛtbˈoɭu
Якаўлеўна	ʲˌɪkawɭʲˈɛwna
Геніюш	ɣʲɛnˈiuʂ
