pozitif	pozitˈɪf
Düklüğü	døklˈøː
tezlerini	tɛzleɾinˈɪ
yetiştirilmeye	jetɪʃtiɾˈɪlmejɛ
Bundeswehr	bʊndɛswˈɛhr
Ayhan	ajhˈan
Karada	kˈaɾada
kızlarda	kɯzɫardˈa
hissedarları	hɪssedarɫaɾˈɯ
desteklenmesini	dɛstɛklænmesinˈɪ
fikridir	fɪkrˈidɪr
Mağusa	maːˈusa
cilt	d͡ʒˈɪlt
Ermenek	ɛrmenˈɛk
liberalizm	libeɾalˈɪzm
etiketi	etiketˈɪ
Cathy	d͡ʒˈathj
değişikliklerden	dejiʃɪklɪklɛrdˈæn
beylerini	bɛjleɾinˈɪ
otobüsten	otobøstˈæn
ahşaptır	ahʃˈaptɯr
faili	failˈɪ
düğmeleri	dyːmeleɾˈɪ
birlikleri	bɪrlɪkleɾˈɪ
Kraliçenin	kralˈit͡ʃɛnɪn
banliyö	banlijˈœ
aramakta	aɾamaktˈa
Killer	kɪllˈɛr
çekimlerine	t͡ʃekɪmleɾinˈɛ
çalınmış	t͡ʃaɫɯnmˈɯʃ
içeriyor	it͡ʃeɾˈijɔr
Avcı	avd͡ʒˈɯ
Futbolcular	fʊtbɔɫd͡ʒuɫˈar
korteks	kɔrtˈɛks
Ashanti	ashantˈɪ
sarı	saɾˈɯ
durağa	duɾˈaː
İslamiyet	ɪsɫamijˈɛt
korumaktır	koɾumˈaktɯr
güneyden	ɟynɛjdˈæn
Lorenz	ɫoɾˈænz
puanlarının	puanɫaɾɯnˈɯn
gösterse	ɟœstˈɛrsɛ
ekipmanlarını	ekɪpmanɫaɾɯnˈɯ
Éomer	eomˈɛr
siparişin	sipaɾiʃˈɪn
dağıtımını	daːɯtɯmɯnˈɯ
memnundur	mæmnˈʊndʊr
Buhari	buhaɾˈɪ
soykırımın	sɔjkˈɯɾɯmɯn
Sharp	shˈarp
Edebiyatçılar	edebijatt͡ʃɯɫˈar
kaçırıldı	kat͡ʃɯɾɯɫdˈɯ
akarak	akaɾˈak
yapılmadığından	japɯɫmadɯɯɯndˈan
bedende	bedændˈɛ
hazırdır	hazˈɯrdɯr
sonuçlarından	sonʊt͡ʃɫaɾɯndˈan
olacağı	oɫad͡ʒaːˈɯ
soya	sojˈa
Voodoo	voodoˈɔ
galibi	ɡalibˈɪ
parçalara	part͡ʃaɫaɾˈa
Kuyruğu	kʊjrˈʊː
koşulların	koʃʊɫɫaɾˈɯn
gerçekleştirir	ɟɛrt͡ʃɛklɛʃtiɾˈɪr
og	ˈɔɡ
çözümlemeye	t͡ʃœzømlˈemejɛ
kitlesinden	kɪtlesɪndˈæn
kapsaması	kapsamasˈɯ
Keyhüsrev	kɛjhøsrˈɛv
kabloyu	kabɫojˈʊ
uygulamanın	ʊjɡuɫˈamanɯn
page	paɡˈɛ
Ünlü	ønlˈø
voleybolcu	volɛjbɔɫd͡ʒˈʊ
Dergisinde	dɛrɟisɪndˈɛ
française	frant͡ʃaˈisɛ
paylaşır	pajɫaʃˈɯr
ırktan	ɯrktˈan
Damien	damiˈæn
Clerk	d͡ʒlˈɛrk
atladığı	atɫadɯɯˈɯ
diyagram	dijaɡrˈam
kolordunun	koɫɔrdunˈʊn
Ferreira	fɛrreiɾˈa
kombine	kɔmbinˈɛ
Şuppiluliuma	ʃupːiɫuliˈuma
hazırlamış	hazɯrɫamˈɯʃ
Ishimura	ɯshimuɾˈa
balıkçıl	baɫɯkt͡ʃˈɯɫ
ovadan	ovadˈan
sezonlarda	sezɔnɫardˈa
Mudurnu	mudʊrnˈʊ
koyamadı	kojˈamadɯ
ortam	ɔrtˈam
etkiledi	ɛtkˈiledɪ
hızından	hɯzɯndˈan
ında	ɯndˈa
zayıflar	zajɯfɫˈar
özgürlüğüne	œzɟørlyːnˈɛ
Ruthless	rʊthlˈɛss
TSK	tˌɛsˌɛkˈɛ
KTM	kˌɛtˌɛmˈɛ
dedenin	dedenˈɪn
doğruları	doːɾuɫaɾˈɯ
Çarşısı	t͡ʃarʃɯsˈɯ
yolu	joɫˈʊ
ortamları	ɔrtamɫaɾˈɯ
geliştirilir	ɟelɪʃtiɾilˈɪr
içtiğini	ɪt͡ʃtijinˈɪ
Mezarlar	mezarɫˈar
Olumsuz	oɫˈʊmsʊz
Maddelerin	madːeleɾˈɪn
konsantrasyonu	kɔnsantrasjonˈʊ
uyarıcının	ujaɾɯd͡ʒɯnˈɯn
Gol	ɡˈɔɫ
imparatoru	ɪmpaɾatoɾˈʊ
festivalidir	fɛstivalˈidɪr
kelimesidir	kelimesˈidɪr
Roth	rˈɔth
alamadığı	aɫamadɯɯˈɯ
zahire	zahiɾˈɛ
bulunan	buɫunˈan
şairdir	ʃaˈɪrdɪr
civar	d͡ʒivˈar
kartlarla	kartɫˈarɫa
mağarası	maːɾasˈɯ
yetinmeyip	jetɪnmejˈɪp
yorgunluğu	jɔrɡʊnɫˈʊː
Romantizm	romantˈɪzm
elemeyi	elˈemejɪ
yayımlanacağını	jajɯmɫanad͡ʒaːɯnˈɯ
Lambert	ɫambˈɛrt
mali	malˈɪ
yakıtları	jakɯtɫaɾˈɯ
devletle	dɛvlˈɛtlɛ
bulunmasının	buɫʊnmasɯnˈɯn
hendekleri	hændɛkleɾˈɪ
doğrulukta	doːɾuɫʊktˈa
kimseye	kˈɪmsejɛ
hesaplamaya	hesapɫˈamaja
Doçesi	dot͡ʃesˈɪ
kuyu	kujˈʊ
getiremez	ɟetiɾemˈɛz
tümenini	tymeninˈɪ
işletilmektedir	ɪʃletɪlmɛktˈedɪr
Call	d͡ʒˈaɫl
Arabesk	aɾabˈɛsk
ülkelerle	ølkelˈɛrlɛ
bürokratların	byɾɔkratɫaɾˈɯn
denetime	denetˈimɛ
Ph	pˌɛhˈɛ
filozofu	fiɫozofˈʊ
kamplar	kampɫˈar
sağlamakta	saːɫamaktˈa
yakılan	jakɯɫˈan
rapora	rapoɾˈa
Nemrut	næmrˈʊt
heceden	hˈed͡ʒɛdæn
bilmenin	bˈɪlmenɪn
toplamdaki	tɔpɫamdakˈɪ
öğrenilir	œːɾenilˈɪr
Onursal	onʊrsˈaɫ
İkmal	ɪkmˈaɫ
Çelik	t͡ʃelˈɪk
edilebilmiştir	edilebɪlmˈɪʃtɪr
değerindedir	dejeɾɪndˈedɪr
meraklısı	meɾakɫɯsˈɯ
uyuşmazlığı	ujʊʃmazɫɯɯˈɯ
mahallelerinden	mahaɫleleɾɪndˈæn
vasiyetname	vasijɛtnˈamɛ
kapitalizmin	kapitalɪzmˈɪn
defter	dɛftˈɛr
değerlerini	dejɛrleɾinˈɪ
sihirli	sihɪrlˈɪ
Napoléon	napoleˈɔn
bebeğine	bebejinˈɛ
Wernicke	wɛrnɪd͡ʒkˈɛ
dolaşarak	doɫaʃaɾˈak
ağaçtan	aːt͡ʃtˈan
okuyabilen	okujabilˈæn
Sanayide	sanajidˈɛ
Lombardlar	ɫɔmbardɫˈar
vatana	vatanˈa
Invasion	ɯnvasiˈɔn
avlu	avɫˈʊ
Hamamın	hamamˈɯn
gerektirmektedir	ɟeɾɛktɪrmɛktˈedɪr
düzenlemeleri	dyzænlemeleɾˈɪ
sınırla	sɯnˈɯrɫa
transferiyle	transfeɾˈɪjlɛ
mahallelerde	mahaɫlelɛrdˈɛ
dönmez	dœnmˈɛz
indirilip	ɪndiɾilˈɪp
ahit	ahˈɪt
Svan	svˈan
geçişinde	ɟet͡ʃiʃɪndˈɛ
oluşacağını	oɫuʃad͡ʒaːɯnˈɯ
Elçilerin	ælt͡ʃileɾˈɪn
kütüphaneci	kytøphaned͡ʒˈɪ
bebek	bebˈɛk
başarılar	baʃaɾɯɫˈar
kumaşlar	kumaʃɫˈar
bahçelerinde	baht͡ʃeleɾɪndˈɛ
Well	wˈæll
deneyim	denejˈɪm
Karolenj	kaɾolˈænʒ
edebildi	edebɪldˈɪ
teşkilatları	tɛʃkiɫatɫaɾˈɯ
firmalarına	fɪrmaɫaɾɯnˈa
yaşamayı	jaʃˈamajɯ
Yerkürenin	jɛrkˈyɾenɪn
assembly	assˈæmblj
küçükler	kyt͡ʃøklˈɛr
Henrique	hænrikuˈɛ
ihtiyaçları	ɪhtijat͡ʃɫaɾˈɯ
aynıydı	ajnɯjdˈɯ
imkânına	ɪmkanɯnˈa
alınmamaktadır	aɫɯnmamaktˈadɯr
Hastaneler	hastanelˈɛr
aletlerinin	alɛtleɾinˈɪn
esasları	esasɫaɾˈɯ
sesinden	sesɪndˈæn
POWER	powˈɛr
istemcisi	ɪstæmd͡ʒisˈɪ
tüpün	typˈøn
subaylara	subajɫaɾˈa
değerlendirmeleri	dejɛrlændɪrmeleɾˈɪ
samimi	sˈamimɪ
saldırısında	saɫdɯɾɯsɯndˈa
katalize	katˈalizɛ
katliamlara	katliamɫaɾˈa
mecburiyeti	mɛd͡ʒbuɾijetˈɪ
tarihe	taɾihˈɛ
mg	mˌɛɟˈɛ
bağlanmadan	baːɫˈanmadan
hastanedeki	hastanedekˈɪ
sunağı	sunaːˈɯ
sarar	saɾˈar
yıkılarak	jɯkɯɫaɾˈak
üretilmektedir	yɾetɪlmɛktˈedɪr
kaybedildi	kajbedɪldˈɪ
Parlamenter	parɫamæntˈɛr
ulaşmalarını	uɫaʃmaɫaɾɯnˈɯ
Aleksandra	alɛksandrˈa
kambiyo	kambijˈɔ
oynayacak	ɔjnajad͡ʒˈak
Tuva	tuvˈa
kilosu	kiɫosˈʊ
sermaye	sˈɛrmajɛ
oranındaki	oɾanɯndakˈɪ
ilgilendi	ɪlɟilændˈɪ
Haftalık	haftaɫˈɯk
rollere	rɔɫleɾˈɛ
onlarca	ɔnɫard͡ʒˈa
kemiklerinden	kemɪkleɾɪndˈæn
kuralları	kuɾaɫɫaɾˈɯ
akrabalarından	akrabaɫaɾɯndˈan
Theresa	thˈeɾesa
Dimitris	dimɪtrˈɪs
çalışmasına	t͡ʃaɫɯʃmasɯnˈa
eskilere	ɛskileɾˈɛ
varınca	vaɾɯnd͡ʒˈa
metreyi	mˈɛtrejɪ
sefalet	sefalˈɛt
seçilememiştir	set͡ʃilememˈɪʃtɪr
görevdeki	ɟœɾɛvdekˈɪ
statüsü	statysˈø
Tepkime	tɛpkˈimɛ
görülmekte	ɟœɾølmɛktˈɛ
güçlenmesi	ɟøt͡ʃlænmesˈɪ
komutanlar	komutanɫˈar
Kıbrıscık	kɯbrɯsd͡ʒˈɯk
Leif	leˈɪf
iddianame	idːianˈamɛ
Echo	ɛd͡ʒhˈɔ
gridir	ɡrˈidɪr
Alaeddin	aɫaedːˈɪn
nedenleriyle	nedænleɾˈɪjlɛ
öngörerek	œnɟœɾeɾˈɛk
üçünü	yt͡ʃynˈø
karışmaz	kaɾɯʃmˈaz
memlûk	mæmlˈʊk
sınırın	sɯnɯɾˈɯn
bilgeliği	bɪlɟelijˈɪ
ölümsüzlüğü	œlømsøzlˈøː
tüketiminin	tyketiminˈɪn
AM	ˈam
ediciler	edid͡ʒilˈɛr
Rosas	rosˈas
Ronnie	rɔnniˈɛ
yaşantısında	jaʃantɯsɯndˈa
programcılığı	prɔɡramd͡ʒɯɫɯɯˈɯ
Moser	mosˈɛr
ANAP	anˈap
Duvar	duvˈar
Jeremiah	ʒeɾemiˈah
Araştırma	aɾˈaʃtɯrma
bilimler	bˈilɪmlɛr
inanmaya	inˈanmaja
koleksiyoncular	kolɛksijɔnd͡ʒuɫˈar
uyaranı	ujaɾanˈɯ
olandan	oɫandˈan
otoritesini	otoɾitesinˈɪ
dönemlerinin	dœnæmleɾinˈɪn
emniyet	æmnijˈɛt
botnet	bɔtnˈɛt
şahsî	ʃahsˈɯ
durulan	duɾuɫˈan
programlarda	prɔɡramɫardˈa
Seyirci	sejɪrd͡ʒˈɪ
köpüğü	kœpˈøː
pagan	paɡˈan
Lingus	lɪnɡˈʊs
Yıldızı	jˈɯɫdɯzɯ
giydiğini	ɟɪjdijinˈɪ
Liste	lɪstˈɛ
dışlanmış	dɯʃɫanmˈɯʃ
Denizlispor	denɪzlɪspˈɔr
Ar	ˈar
Tehlikeli	tɛhlikelˈɪ
Belgrad	bælɡrˈad
Panter	pantˈɛr
ışığa	ɯʃɯɯˈa
muhtemeldir	mʊhtemˈældɪr
Yasası	jasasˈɯ
değiştirmişti	dejɪʃtɪrmɪʃtˈɪ
kavuşturur	kavʊʃtuɾˈʊr
çekinmemiştir	t͡ʃekɪnmemˈɪʃtɪr
isyancıları	ɪsjand͡ʒɯɫaɾˈɯ
Etrüsk	ɛtrˈøsk
yaramazlık	jaɾamazɫˈɯk
konumlanan	konʊmɫanˈan
Abbey	abːˈɛj
ayarlanmıştı	ajarɫanmɯʃtˈɯ
Şirketi	ʃɪrketˈɪ
çocuklardır	t͡ʃod͡ʒʊkɫˈardɯr
çıkarıcı	t͡ʃɯkaɾɯd͡ʒˈɯ
kadı	kadˈɯ
Vera	veɾˈa
Kompleks	kɔmplˈɛks
Vadinin	vadinˈɪn
GNOME	ɡnˈomɛ
Ambition	ambitiˈɔn
avcıları	avd͡ʒɯɫaɾˈɯ
Maksimum	mˈaksimʊm
kitabında	kitabɯndˈa
Bilgiç	bɪlɟˈɪt͡ʃ
adlandırılırken	adɫandɯɾɯɫˈɯrcæn
çemberleri	t͡ʃæmbɛrleɾˈɪ
kaplamaya	kapɫˈamaja
Kömür	kœmˈør
monografi	monɔɡrafˈɪ
aitti	aitːˈɪ
Lydia	ljdiˈa
ağızlık	ˈaːɯzɫɯk
ilerlemeyi	ilɛrlˈemejɪ
türünü	tyɾynˈø
yıllıklarında	jɯɫɫɯkɫaɾɯndˈa
ölümleri	œlømleɾˈɪ
nm	nˌɛmˈɛ
Harrison	harrisˈɔn
Komitesine	komitesinˈɛ
defalar	defaɫˈar
katılımcıları	katɯɫɯmd͡ʒɯɫaɾˈɯ
Erin	eɾˈɪn
tutanlar	tutanɫˈar
sonda	sɔndˈa
immun	ɪmmˈʊn
kurabilir	kuɾabilˈɪr
yakınsaklık	jakˈɯnsakɫɯk
pazarlanmaktadır	pazarɫanmaktˈadɯr
yaşını	jaʃɯnˈɯ
versiyonunun	vɛrsijonunˈʊn
savunmuştur	savʊnmˈʊʃtʊr
mantığa	mantɯɯˈa
veritabanlarına	veɾitabanɫaɾɯnˈa
yansır	jansˈɯr
uyacak	ujad͡ʒˈak
kulaktan	kuɫaktˈan
sürdürür	sørdyɾˈør
Syracuse	sjrad͡ʒˈusɛ
Popüler	popylˈɛr
standard	standˈard
konusunu	konusunˈʊ
oluşabilirler	oɫuʃabilɪrlˈɛr
EMI	emˈɯ
öldürülmeden	œldyɾˈølmedæn
yılan	jɯɫˈan
Kylie	kjliˈɛ
yirminci	jɪrmɪnd͡ʒˈɪ
öldürmekle	œldørmˈɛklɛ
büyüyle	byjˈøjlɛ
toplarındaki	tɔpɫaɾɯndakˈɪ
araştırmalarıyla	aɾaʃtɯrmaɫaɾˈɯjɫa
Puanlar	puanɫˈar
Kiraz	kiɾˈaz
hissettim	hɪssˈetːɪm
fast	fˈast
suçlamalarıyla	sʊt͡ʃɫamaɫaɾˈɯjɫa
sermayeli	sɛrmajelˈɪ
yeniçerilerin	jenit͡ʃeɾileɾˈɪn
MTA	mtˈa
Ayakları	ajakɫaɾˈɯ
bataryası	batarjasˈɯ
prensin	prænsˈɪn
tarayıcısına	taɾajɯd͡ʒɯsɯnˈa
Selamet	seɫamˈɛt
rakımı	rˈakɯmɯ
Iris	ɯɾˈɪs
izostatik	izɔstatˈɪk
kapaklarının	kapakɫaɾɯnˈɯn
çabayı	t͡ʃabajˈɯ
Domuz	dˈomʊz
Naima	naˈima
Mihrap	mɪhrˈap
atması	atmasˈɯ
Celestia	d͡ʒelɛstiˈa
Tarım	tˈaɾɯm
katlı	katɫˈɯ
kitapçığında	kitapt͡ʃɯɯɯndˈa
Değer	dejˈɛr
düzenden	dyzændˈæn
kavminin	kavminˈɪn
çelişmektedir	t͡ʃelɪʃmɛktˈedɪr
gerektirecektir	ɟeɾɛktiɾed͡ʒˈɛktɪr
savunmacılar	savʊnmad͡ʒɯɫˈar
troleybüs	trolɛjbˈøs
gelmişlerdir	ɟælmɪʃlˈɛrdɪr
mantığına	mantɯɯɯnˈa
Demirköy	demɪrkˈœj
taşında	taʃɯndˈa
yorumlaması	joɾʊmɫamasˈɯ
kadınlar	kadɯnɫˈar
birleşmesinden	bɪrlɛʃmesɪndˈæn
etmese	ˈɛtmesɛ
Kapitalist	kapitalˈɪst
hazineler	hazinelˈɛr
Yakıt	jakˈɯt
akar	akˈar
oyunculukta	ojʊnd͡ʒuɫʊktˈa
bıçak	bɯt͡ʃˈak
olanaklarıyla	oɫanakɫaɾˈɯjɫa
şahıslara	ʃahɯsɫaɾˈa
Tenkai	tænkaˈɪ
Homer	homˈɛr
cunta	d͡ʒʊntˈa
Adasına	adasɯnˈa
federasyonu	fedeɾasjonˈʊ
uçuşları	ut͡ʃʊʃɫaɾˈɯ
olduğum	ɔɫdˈʊːm
mağazaları	maːzaɫaɾˈɯ
Yasin	jasˈɪn
inanır	inanˈɯr
kovuşturmaya	kovʊʃtˈʊrmaja
Hız	hˈɯz
mâl	mˈal
İstiklâl	ɪstɪklˈal
logaritma	ɫoɡaɾˈɪtma
Rosalía	rosaliˈa
nadiren	nadiɾˈæn
aralıksız	aɾaɫˈɯksɯz
elektrotları	elɛktrɔtɫaɾˈɯ
Sağda	saːdˈa
Justin	ʒʊstˈɪn
grafit	ɡrafˈɪt
Bahçeler	bˈaht͡ʃɛlɛr
Dalgıç	daɫɡˈɯt͡ʃ
tramvaylar	tramvajɫˈar
İletken	ilˈɛtcæn
Renaud	renaˈʊd
gökadanın	ɟœkadanˈɯn
saniyedir	sanijˈedɪr
uzaklaştığını	uzakɫaʃtɯɯɯnˈɯ
ilkti	ɪlktˈɪ
finale	finˈalɛ
harfinin	harfinˈɪn
parabol	paɾabˈɔɫ
Görüşleri	ɟœɾøʃleɾˈɪ
düşebilir	dyʃebilˈɪr
oynanmıştır	ɔjnanmˈɯʃtɯr
coğrafyasına	d͡ʒoːɾafjasɯnˈa
siklet	sɪklˈɛt
istilasına	ɪstiɫasɯnˈa
bundan	bʊndˈan
arkadaşlarının	arkadaʃɫaɾɯnˈɯn
Kronik	kronˈɪk
Dawson	dawsˈɔn
Shamrock	shamrˈɔd͡ʒk
indirgenebilir	ɪndɪrɟenebilˈɪr
izlerken	ɪzlˈɛrcæn
maliyeti	malijetˈɪ
sesli	sɛslˈɪ
devşirme	dɛvʃˈɪrmɛ
uzatmaya	uzˈatmaja
şampiyonasını	ʃampijonasɯnˈɯ
ilmi	ɪlmˈɪ
Augusta	auɡʊstˈa
babaya	babajˈa
Hufflepuff	hʊfflepˈʊff
serilerinde	seɾileɾɪndˈɛ
rapçi	rapt͡ʃˈɪ
reddetmeye	redːˈɛtmejɛ
kurmasıdır	kʊrmasˈɯdɯr
Mahir	mahˈɪr
gidermek	ɟidɛrmˈɛk
biner	binˈɛr
oynayabilmektedir	ɔjnajabɪlmɛktˈedɪr
konserinin	kɔnseɾinˈɪn
artma	ˈartma
başları	baʃɫaɾˈɯ
rap	rˈap
akarsuların	akarsuɫaɾˈɯn
kazanmayı	kazˈanmajɯ
yalvardı	jaɫvardˈɯ
yollanmış	jɔɫɫanmˈɯʃ
dolduğunda	dɔɫdʊːndˈa
Atölyesi	atœljesˈɪ
Limon	limˈɔn
bestelemiş	bɛstelemˈɪʃ
İmparatoriçesi	ɪmpaɾatoɾit͡ʃesˈɪ
zararını	zaɾaɾɯnˈɯ
dostlarından	dɔstɫaɾɯndˈan
vermeksizin	vɛrmˈɛksizɪn
araya	ˈaɾaja
türkülerinin	tørkyleɾinˈɪn
tanklara	tankɫaɾˈa
görülmektedirler	ɟœɾølmɛktˈedɪrlɛr
güzelliğin	ɟyzællijˈɪn
Merry	mˈɛrrj
yüzler	jøzlˈɛr
kalmasıdır	kaɫmasˈɯdɯr
etrafındaki	ɛtrafɯndakˈɪ
programındaki	prɔɡramɯndakˈɪ
vazgeçmesi	vazɟɛt͡ʃmesˈɪ
tabaklar	tabakɫˈar
seçimlerdir	set͡ʃɪmlˈɛrdɪr
yatağın	jataːˈɯn
ortalarına	ɔrtaɫaɾɯnˈa
vermesi	vɛrmesˈɪ
tanımlanmıştır	tanɯmɫanmˈɯʃtɯr
Valilik	valilˈɪk
öldürülen	œldyɾylˈæn
kulüplerden	kuløplɛrdˈæn
demoları	demoɫaɾˈɯ
çekimler	t͡ʃˈekɪmlɛr
Gedik	ɟedˈɪk
koşmuştur	kɔʃmˈʊʃtʊr
kalabilmek	kaɫabɪlmˈɛk
Nadine	nadinˈɛ
değinmek	dejɪnmˈɛk
yapılmaktaydı	japɯɫmaktajdˈɯ
kaldırarak	kaɫdɯɾaɾˈak
barışının	baɾɯʃɯnˈɯn
suçladı	sˈʊt͡ʃɫadɯ
örgütü	œrɟytˈø
bayanlarda	bajanɫardˈa
unvanlarıyla	ʊnvanɫaɾˈɯjɫa
zırhlılarının	zɯrhɫɯɫaɾɯnˈɯn
Öldürürseniz	œldyɾˈørsenɪz
mükemmeldir	mykæmmˈældɪr
hapisten	hapɪstˈæn
sürdürülen	sørdyɾylˈæn
yaklaşımının	jakɫaʃɯmɯnˈɯn
yaptıran	japtɯɾˈan
Anadol	anadˈɔɫ
içkin	ɪt͡ʃkˈɪn
yedili	jedilˈɪ
oradaki	oɾadakˈɪ
menopoz	menopˈɔz
İle	ˌilɛ
tespit	tɛspˈɪt
düşürülmesini	dyʃyɾølmesinˈɪ
Gazan	ɡazˈan
topraklama	tɔprˈakɫama
savaşmaktan	savaʃmaktˈan
RTS	rˌɛtˌɛsˈɛ
savunanların	savunanɫaɾˈɯn
ma	mˈa
Seviyorum	sevˈijoɾʊm
uyumaya	ujˈumaja
girildiğinde	ɟiɾɪldijɪndˈɛ
sularla	suɫˈarɫa
milliyetçiliğinin	mɪllijɛtt͡ʃilijinˈɪn
sitelerin	siteleɾˈɪn
sokağının	sokaːɯnˈɯn
çaldıkları	t͡ʃaɫdɯkɫaɾˈɯ
haberlerden	habɛrlɛrdˈæn
kumu	kumˈʊ
Most	mˈɔst
çıkıp	t͡ʃɯkˈɯp
çarşaf	t͡ʃarʃˈaf
fakültesi	fakøltesˈɪ
ajanları	aʒanɫaɾˈɯ
çaldığını	t͡ʃaɫdɯɯɯnˈɯ
Mukherjee	mʊkhɛrʒeˈɛ
araştırılan	aɾaʃtɯɾɯɫˈan
sporun	spoɾˈʊn
sanatçıya	sanatt͡ʃɯjˈa
tüm	tˈøm
yaptığımız	japtˈɯɯɯmɯz
Kuşun	kuʃˈʊn
istemez	ɪstemˈɛz
Kürtçede	kˈørtt͡ʃɛdɛ
fabrikaları	fabrikaɫaɾˈɯ
gelmeye	ɟˈælmejɛ
sapmış	sapmˈɯʃ
durabilir	duɾabilˈɪr
oluştururdu	oɫʊʃtuɾʊrdˈʊ
Mickie	mɪd͡ʒkiˈɛ
birliktelikleri	bɪrlɪktelɪkleɾˈɪ
kazadan	kazadˈan
ruhun	ruhˈʊn
üreme	ˈyɾemɛ
taşırken	taʃˈɯrcæn
davranışta	davranɯʃtˈa
SIP	sˈɯp
NET	nˈɛt
demirden	demɪrdˈæn
feminen	feminˈæn
iletilen	iletilˈæn
doruğu	doɾˈʊː
Again	aɡaˈɪn
İmereti	imeɾetˈɪ
toplandığında	tɔpɫandɯɯɯndˈa
ergitme	ɛrɟˈɪtmɛ
geçmektedir	ɟɛt͡ʃmɛktˈedɪr
parametre	paɾamɛtrˈɛ
basamağını	basamaːɯnˈɯ
gözlüğü	ɟœzlˈøː
Valery	valˈɛrj
karşılaştırması	karʃɯɫaʃtɯrmasˈɯ
kullanılmış	kʊɫɫanɯɫmˈɯʃ
sakladığı	sakɫadɯɯˈɯ
toplumlardaki	tɔpɫʊmɫardakˈɪ
çağdaşı	t͡ʃaːdaʃˈɯ
Natalie	nataliˈɛ
uzaklaştırılması	uzakɫaʃtɯɾɯɫmasˈɯ
kulüpteki	kuløptekˈɪ
Sleep	sleˈɛp
balistik	balɪstˈɪk
Uruguay	uɾuɡuˈaj
üre	yɾˈɛ
Düzyazı	døzjazˈɯ
Liverpool	livɛrpoˈɔɫ
dalar	daɫˈar
kemanın	kˈemanɯn
Birmingham	bɪrmɪnɡhˈam
fethedildi	fɛthedɪldˈɪ
Savaşına	savaʃɯnˈa
Göçmenlik	ɟœt͡ʃmænlˈɪk
sunuculuğu	sunud͡ʒuɫˈʊː
genomun	ɟenomˈʊn
katılıma	katɯɫˈɯma
etnik	ɛtnˈɪk
yaşamayan	jaʃamajˈan
tüccarların	tyd͡ʒːarɫaɾˈɯn
soldaki	sɔɫdakˈɪ
Mesud	mesˈʊd
çalıyor	t͡ʃaɫˈɯjɔr
slogan	sɫoɡˈan
Makarov	makaɾˈɔv
biraların	biɾaɫaɾˈɯn
Dilligil	dɪlliɟˈɪl
nötr	nˈœtr
yayılmasında	jajɯɫmasɯndˈa
Ninja	nɪnʒˈa
fes	fˈɛs
bağları	baːɫaɾˈɯ
güneyli	ɟynɛjlˈɪ
fonolojik	fonoɫoʒˈɪk
kafile	kafˈilɛ
sahnelerden	sahnelɛrdˈæn
arttırmakta	artːɯrmaktˈa
tanınması	tanɯnmasˈɯ
tutuklamaya	tutʊkɫˈamaja
bırakacağı	bɯɾakad͡ʒaːˈɯ
duyuldu	dujʊɫdˈʊ
yavrularını	javruɫaɾɯnˈɯ
şerit	ʃeɾˈɪt
Prospero	prɔspeɾˈɔ
açıklarını	at͡ʃɯkɫaɾɯnˈɯ
Marmara	marmaɾˈa
bahçeleri	baht͡ʃeleɾˈɪ
okur	okˈʊr
cankurtaran	d͡ʒankʊrtaɾˈan
adaylığının	adajɫɯɯɯnˈɯn
İstişare	ɪstiʃaɾˈɛ
yazışmalarında	jazɯʃmaɫaɾɯndˈa
imi	imˈɪ
yasadışı	jasadɯʃˈɯ
Everybody	evɛrjbˈɔdj
oğullarını	oːʊɫɫaɾɯnˈɯ
Birsel	bɪrsˈæl
ölçme	ˈœlt͡ʃmɛ
arşivinde	arʃivɪndˈɛ
Diaz	diˈaz
Lazarus	ɫazaɾˈʊs
Grigori	ɡriɡoɾˈɪ
kuşatmadan	kuʃˈatmadan
Bulanık	buɫanˈɯk
buluşmasını	buɫʊʃmasɯnˈɯ
birbirlerinin	bɪrbɪrleɾinˈɪn
Patriği	patrijˈɪ
Larkin	ɫarkˈɪn
noktalardır	nɔktaɫˈardɯr
Ready	reˈadj
deformasyonlar	defɔrmasjɔnɫˈar
Diğerlerine	dijɛrleɾinˈɛ
Vision	visiˈɔn
Efsanevi	ɛfsanevˈɪ
MG	mˌɛɟˈɛ
hakikate	hakikatˈɛ
Aqua	akuˈa
sanayinde	sanajɪndˈɛ
Movement	movemˈænt
hatasına	hatasɯnˈa
Angel	anɟˈæl
prensi	prænsˈɪ
Akran	akrˈan
ilişkisidir	ilɪʃkisˈidɪr
hesaplanmasına	hesapɫanmasɯnˈa
gard	ɡˈard
Bildirgesi	bɪldɪrɟesˈɪ
ertelenmesini	ɛrtelænmesinˈɪ
sevilen	sevilˈæn
Adolphe	adɔɫphˈɛ
hakimi	hˈakimɪ
sevgilisinin	sɛvɟilisinˈɪn
komşusu	kɔmʃusˈʊ
Çalınan	t͡ʃaɫɯnˈan
öykülerini	œjkyleɾinˈɪ
çeşidini	t͡ʃeʃidinˈɪ
şeritlerle	ʃeɾɪtlˈɛrlɛ
attıkları	atːɯkɫaɾˈɯ
görüşünden	ɟœɾyʃøndˈæn
Melike	melikˈɛ
örgütten	œrɟytːˈæn
Çankırı	t͡ʃˈankɯɾɯ
dönüşürler	dœnyʃørlˈɛr
Katz	kˈatz
tekrarlanmıştır	tɛkrarɫanmˈɯʃtɯr
