flodau	vloːdai̯
söolegwyr	sɔɔlɛɡwɪr
dadwreiddio	dadrɛi̯ðɔ
nghlywed	ŋ̊ləu̯ɛd
ce	keː
afanc	aːvaŋk
penfelen	penvɛlɛn
cyflafareddwr	kəvlavarɛðʊr
egwyddor	ɛɡʊi̯ðɔr
adfeiliadau	advei̯ljaːdai̯
rheol	r̥eːɔl
siwr	ʃuːr
gwybod	ɡuːbɔd
rhuthraf	r̥ɪθrav
adwaenit	adwei̯nɪt
potsio	pɔtʃɔ
trwyddedau	trʊi̯ðeːdɛ
nythfa	nəθva
troedfedd	trɔdvɛð
emrys	ɛmrɪs
mynegai	mənɛɡai̯
eangderau	ɛaŋdɛrɛ
geiriau	ɡei̯rjai̯
nghalan	ŋ̊aːlan
brenhines	brɛnhɪnɛs
sgrech	sɡreːχ
brynu	brəni
caerhirfryn	kai̯rhɪrvrɪn
mawl	mau̯l
ffin	fiːn
talon	talɔn
bwl	bʊl
aredig	areːdɪɡ
almaen	əralmai̯n
gimbill	ɡɪmbɪɬ
gronell	ɡrɔnɛɬ
nghadair	ŋ̊aːdɛr
drwg	druːɡ
gnau cyll	ɡnai̯kɪɬ
carais	karai̯s
iâ	jaː
ryddid	rəðɪd
pwys	pʊi̯s
cennin pedr	kɛnɪmpɛdr
tân	taːn
aillt	ai̯ɬd
eirinen ysgaw	ei̯riːnɛnəsɡau̯
camlwrw	kamluːru
coeden	kɔi̯dɛn
gorchmynnol	ɡɔrχmənɔl
cochyn	koːχɪn
chwrs	χʊrs
hirgron	hɪrɡrɔn
breuddwydion	brei̯ðʊi̯djɔn
chari	χaːri
atelid	ateːlɪd
llestr	ɬɛstr
bugail	biːɡɛl
iwerddon	ɪu̯ɛrðɔn
rhyd	r̥iːd
holi	hoːli
ceir	kei̯r
dere	deːrɛ
throed	θrɔi̯d
gais	ɡai̯s
coeden afalau	kɔi̯dɛnvalɛ
afraid	avrai̯d
adenydd	adɛnɪð
bwrw	buːru
meddiant	mɛðjant
dolïau	dɔliai̯
bant	bant
prawf	prau̯v
nghymorth	ŋ̊əmɔrθ
ganes	ɡaːnɛs
gyrraf	ɡərav
hafodydd	havoːdɪð
troid	trɔi̯d
mwyar y berwyn	mʊi̯arəbɛrwɪn
amnewid	annɛu̯ɪd
caeredin	kai̯reːdɪn
lesddeiliaid	leːsðei̯ljɛd
lleianaeth	ɬei̯aːnai̯θ
ffili	fɪli
haber	habɛr
sachell	saːχɛɬ
cydweithrediadau	kiːdwei̯θrɛdjadɛ
cyfrwngddarostyngedigaeth	kəvrʊŋðarɔsdəŋɛdiːɡɛθ
saith ar hugain	sai̯θarhiːɡɛn
gwympo	ɡwɪmpɔ
bysgod	bəsɡɔd
maen	mən
talu	tali
weddi'r arglwydd	wɛðirarɡlui̯ð
glo	ɡloː
gwŷdd	ɡwiːð
symudol	səmiːdɔl
mag	maːɡ
o blith	oːbliːθ
chlwb	χlʊb
elom	ɛlɔm
teisen radell	tiːʃɛnraːdɛɬ
gorchuddio	ɡɔrχɪðjɔ
siop	ʃɔp
èll	ɛɬ
drysu	drəsi
switshys	swɪtʃɪz
caffi	kafi
allwthio	aɬʊθjɔ
chwpwrdd	χʊpʊrð
ar draws	ardrau̯s
ichwi	ɪχwi
dei	dei̯
pharhau	farhai̯
ardaloedd	ardaːlɔð
tarw	taːru
cydweithrediadau	kiːdwei̯θrɛdjadai̯
dau	dɔi̯
cerbyd	kɛrbɪd
bysgodyn	bəsɡoːdɪn
chwarae	χwaːrɛ
iselderau	ɪsɛldɛrai̯
yn barod	əmbarɔd
nghylchgrawn	ŋ̊əlχɡrau̯n
dysgleidiau	dɪsɡlei̯djɛ
afalau cariad	avalai̯karjad
datod	datɔd
chythreuliaid	χəθrei̯ljai̯d
nghlust	ŋ̊lɪst
pisyn grôt	pɪsɪŋɡroːt
brwydr	brʊi̯dr
gwpwrdd	ɡʊpʊrð
naw ar hugain	nau̯arhɪɡai̯n
mhysgod	m̥əsɡɔd
gachen	ɡaːχɛn
mabwysiadu	mabʊi̯ʃaːdi
camgymeriad	kamɡəmɛrjad
hendrefa	hɛndrɛva
cyfrwngddarostyngedigaeth	kəvrʊŋðarɔsdəŋɛdɪɡɛθ
cymedrolwr	kəmɛdrɔlʊr
gweddol	ɡweːðɔl
olewydd	ɔlɛu̯ɪð
athrodi	aθrɔdi
herwhela	hɛrwheːla
groes	ɡrɔi̯s
cyntaf	kɪnta
actiaf	aktjav
rhynionyn	r̥ənjɔnɪn
esgyrn	ɛsɡɪrn
amgylchedd	amɡəlχɛð
talais	talɛs
amguedd	amɡiɛð
trafferthion	trafɛrθjɔn
ymeifl	əmei̯vl
murddunnod	mɪrðɪnɔd
adfywiadau	advɪu̯jadɛ
baban	baːban
chwerw	χweːru
brân	braːn
sgrin	sɡriːn
dw i angen dŵr	duiaŋɡɛnduːr
paith	pai̯θ
aur	ai̯r
gusanau	ɡɪsanai̯
rhiant	r̥iːant
catholig	kaθɔlɪɡ
llygad	ɬɪɡad
cloan	klɔan
mwydyn	mʊi̯dɪn
un ar hugain	iːnarhiːɡɛn
physgota	fəsɡɔta
garan	ɡaːran
cilfach	kɪlvaχ
talom	talɔm
cwtiar	kʊtjar
heb	heːb
gelli	ɡɛɬi
lerpwl	lɛrpʊl
mẁg	mʊɡ
o'r gloch	oːrɡloːχ
awn	au̯n
mhaned	m̥anɛd
cipio	kɪpjɔ
hunan	hiːnan
talaf	taːla
marus	maːrɪs
llwybr llaethog	əɬʊi̯bɪrɬei̯θɔɡ
deg	deːɡ
unedau	ɪneːdɛ
gyflym	ɡəvlɪm
trydydd	trədɪð
cwpaneidiau	kʊpanei̯djai̯
chwiorydd	χwiɔrɪð
llus america	ɬiːsamɛrɪka
focsio	vɔkʃɔ
nghefnau	ŋ̊ɛvnɛ
isod	ɪsɔd
gweddïau	ɡwɛðiːai̯
arswydus	arsʊi̯dɪs
bleiddiaid	blei̯ðjai̯d
cydweithwyr	kɪdwei̯θwɪr
deulu	diːli
gweedig	ɡwɛeːdiɡ
heol y gwynt	heːɔləɡwɪnt
copyn	kɔpɪn
maint	mai̯nt
gorfodog	ɡɔrvoːdɔɡ
pwy	pʊi̯
chwaer	waːr
merfenw	mɛrveːnu
cic adlam	kɪkadlam
neuadd	nei̯að
pinafal	piːnaːval
oman	ɔman
aderyn du	adɛrɪndiː
cachgi bwm	kaχɡibʊm
penillion	pɛnɪɬjɔn
cas beth	kaːsbeːθ
iselyddion	ɪsɛləðjɔn
ymddengys	əmðɛŋɡɪs
aelod o'r senedd	ei̯lɔdɔrseːnɛð
lydaw	lədau̯
mil	miːl
gwasanaeth	ɡwasanai̯θ
aethost	ei̯θɔsd
archseren	arχsɛrɛn
warysau	warəsɛ
jyngl	d͡ʒəŋɡl
hangen	haŋɛn
dw	dw
diamod	diːamɔd
pechadur	pɛχadɪr
shibwns	ʃiːbʊns
leision	lei̯ʃɔn
canai	kaːnɛ
efengylu	ɛvɛŋəli
ddoe	ðoː
trolïau	trɔliɛ
felyn	veːlɪn
dreisiwr	drei̯sjʊr
trigain	trɪɡɛn
thelynores	θɛlənɔrɛs
oherwydd	ɔhɛrʊi̯ð
taro	tarɔ
brochod	brɔχɔd
chi	χiː
masg	masɡ
lwyddo	lʊi̯ðɔ
gwlad	ɡwlaːd
rhinoseros	r̥ɪnɔsɛrɔs
harglwydd	harɡlʊi̯ð
bethau	bɛθɛ
neithiwr	nei̯θʊr
chwarae	χwarai̯
mhaith	m̥ai̯θ
cwsmeriaid	kʊsmɛrjɛd
llungopïo	ɬɪŋɔpiːɔ
talo	taːlɔ
traethodau	trei̯θɔdai̯
eangderau	ɛaŋdeːrɛ
achwynwr	aχʊi̯njʊr
barbeciwiau	barbɛkɪu̯jɛ
arwydd	arwɪð
cyfiawnhau	kəvjau̯nhai̯
marw	maːru
cystadleuwyr	kəsdadlei̯wɪr
gwregys	ɡrɛɡɪs
ffraegar	frei̯ɡar
lleugylch	ɬei̯ɡɪlχ
arthan	arθan
amrywedd	amrɪu̯jɛð
trymhau	trəmhai̯
arlwy	arlui̯
adar	aːdar
haber	haːbɛr
gwrthwynebiadau	ɡʊrθwɪnɛbjaːdai̯
llwythau	ɬʊi̯θɛ
cymharu	kəmhari
blodau	bloːdai̯
cerdded	kɛrðɛd
bron	brɔn
ganddo	ɡanðɔ
cansen	kansɛn
tawdd	tau̯ð
ar ôl	aroːl
cilwen	kɪlwɛn
nhîm	n̥iːm
peidio	peidɔ
anialwch	anjaːlʊχ
hychod	həχɔd
gwaredu	ɡwareːdi
holocost	hɔlɔkɔsd
croen	krɔi̯n
pencampwriaeth	pɛŋkampʊrjai̯θ
gwenwyn	ɡweːnʊi̯n
toddyf	toːðɪv
habadau	habaːdɛ
asgell fraith	asɡɛɬvrai̯θ
amanita	amanɪta
benyw	bɛnɪu̯
broga	broːɡa
moll	mɔɬ
cyflafar	kəvlavar
fyr	vɪr
baw	bau̯
bryniau	brənjɛ
rheolwr	r̥ɛɔlʊr
thu	θiː
offer	oːfɛr
habwydyn	habʊi̯dɪn
sudd	siːð
mabwysiadu	mabʊi̯sjaːdi
anweddu	anweːði
tyllau	təɬai̯
adwaenost	adwei̯nɔsd
blewyn	blɛu̯ɪn
nghwpwrdd	ŋ̊ʊpʊrð
cneua	knei̯a
pharatoi	faratɔi̯
blwch llwch	bluːχɬuːχ
argrafiadau	arɡrafjaːdai̯
doid	dɔi̯d
hwnnw	hʊnu
creder	kreːdɛr
baet	bai̯t
hwylbren	hʊi̯lbrɛn
nos wener	noːsweːnɛr
ddoe	ðɔi̯
magu	maːɡi
bwthyn	bʊθɪn
parhaol	parhau̯ɔl
coeden afalau	kɔi̯dɛnavaːlai̯
ionawr	joːnau̯r
nheisen	n̥ei̯ʃɛn
ymdreiddio	əmdreiðjɔ
adaryddion	adarəðjɔn
torlannau	tɔrlanɛ
geiriadurwr	ɡei̯rjadiːrʊr
elid	ɛlɪd
habadau	habadɛ
sgileffaith	sɡiːlɛfai̯θ
cangen	kaŋɛn
pabïau	pabiːai̯
gwenynen fêl	ɡwenənɛnveːl
bol	bɔl
deunyddiau	dei̯nəðjɛ
nos sadwrn	nɔsaːdʊn
babell	babɛɬ
firws	viːrʊs
croeniog	krɔi̯njɔɡ
canwyllbrennau	kanʊi̯ɬbrɛnai̯
cachan	kaːχan
gelai	ɡɛlai̯
pump ar hugain	pɪmparhiːɡai̯n
drwyddedau	drʊi̯ðeːdɛ
hetiwr	hɛtjʊr
lol	lɔl
gartre	ɡartrɛ
cyfrwng	kəvrʊŋ
ngwladfa	ŋwladva
gweinyddiadau	ɡwei̯nəðjaːdɛ
niweidio	nɪu̯ei̯djɔ
ddweud	ðwei̯d
gloan	ɡloːan
unwaith	ɪnwɛθ
pryfed	prəvɛd
fach	vaːχ
thalcen	θalkɛn
cariad	karjad
nghwrw	ŋ̊ʊru
habatai	habatai̯
rhentu	r̥ɛnti
hwylio	hʊi̯ljɔ
chwrw	χʊru
tanwydd	tanʊi̯ð
uchel	ɪχɛl
talit	taːlɪt
gwelen	ɡweːlɛn
ec	ɛk
cwlwm	kʊlʊm
well	weːɬ
pymthegfed	pəmθɛɡvɛd
habaty	habati
dydd iau	dɪjɔi̯
gu	ɡiː
arbedaf	arbɛdav
tiwlip	tɪu̯lɪp
hyn a'r llall	hɪnarɬaːɬ
lesddeiliad	leːsðei̯ljad
nos sadwrn	nɔssadʊrn
crempog	krɛmpɔɡ
cyn hyn	kɪnɪn
chwarel	χwarɛl
cot	kɔt
lleianaidd	ɬei̯anai̯ð
ngwallt	ŋwaɬd
dalom	dalɔm
undebau	ɪndeːbɛ
cydweithiad	kiːdwei̯θjad
creisionen	krei̯sjɔnɛn
llais	ɬai̯ʃ
clybiau	kləbjai̯
olwyn	ɔlʊi̯n
afalau	avaːlai̯
cryd	kriːd
dim	dɪm
bryd	briːd
fadfall	vadvaɬ
llysiau	ɬɪsjɛ
groes	ɡroːs
nudd	niːð
chawl	χau̯l
asesiadau	asɛʃadai̯
canai	kanai̯
chalennig	χalɛnɪɡ
corhedydd	kɔrhɛdɪð
gwlith	ɡwliːθ
thala	θala
tachwedd	taχwɛð
llaeth	ɬaːθ
deiliadaeth	dei̯ljaːdɛθ
bioleg	bjoːlɛɡ
darllen	darɬɛn
gobaith	ɡɔbaiθ
phethau	feːθai̯
abadau	abadɛ
uchelwr	ɪχɛlʊr
annherfynol	anhɛrvənɔl
goddef	ɡoːðɛv
troed	troːd
canet	kaːnɛt
cen pen	kɛnpɛn
rhisgl	r̥ɪsɡl
chacen	χakɛn
hymasiad	həmaʃad
win	wiːn
pỳg	pəɡ
credant	kreːdant
nghwpan	ŋ̊ʊpan
chwennych	χwɛnɪχ
glustdlws	ɡlɪsdlʊs
èg	ɛɡ
buddion	bɪðjɔn
tharw	θaːru
naw ar hugain	nau̯arhiːɡɛn
gwesgyr	ɡwɛsɡɪr
gwasanaethau	ɡwasanei̯θai̯
pum	pɪm
piau	piːɛ
ymrysonydd	əmrəsoːnɪð
ceubren	kei̯brɛn
cafwyd	kaːvʊi̯d
deledu	dɛleːdi
galennig	ɡalɛnɪɡ
briallu	briaɬi
cadno	kadnɔ
deg ar hugain	deːɡarhiːɡai̯n
haeddel fawr	hei̯ðɛlvau̯r
crŷn	kriːn
ffarm	farm
heisteddfodau	hei̯sdɛðvɔdai̯
contract	kɔntrakt
hudo	hɪdɔ
harall	haraɬ
disgyn	dɪʃɡɪn
nawfed	nau̯vɛd
trefynwy	trɛvənʊi̯
haul	hai̯l
ysgubell	əsɡiːbɛɬ
talaf	talav
pioden	piɔdɛn
cymhlethdodau	kəmlɛθdoːdɛ
gloi	ɡlɔi̯
troer	trɔi̯r
swyddogaeth	sʊi̯ðɔɡɛθ
cesar	kɛsar
caerliwelydd	kai̯rlɪu̯ɛlɪð
pawr	pau̯r
drygioni	drəɡjɔni
pys	piːs
gwyneth	ɡwɪnɛθ
rhwyfau	r̥ʊi̯vai̯
hendrefi	hɛndrɛvi
gwilym	ɡwɪlɪm
cymylau	kəməlɛ
hogyn	hɔɡɪn
undeg dwy	ɪndɛɡdʊi̯
sos coch	soːskoːχ
peithiau	pei̯θjai̯
hwntw	hʊntu
anobeithiau	anɔbei̯θjɛ
amau	amai̯
gwrando	ɡwrandɔ
talent	taːlɛnt
ymdraidd	əmdrai̯ð
achwyniadau	aχʊi̯njaːdai̯
rhanbarthau	r̥ambarθɛ
pump ar hugain	pɪmparhɪɡai̯n
diwethaf	dɪu̯ɛθav
nghlyw	ŋ̊lɪu̯
ystod	əsdɔd
mewn	mɛu̯n
amau	amɛ
melen	meːlɛn
asesiadau	asɛsjaːdɛ
asesiadau	asɛʃaːdɛ
hawdd	hau̯ð
adferwyr	advɛrwɪr
cryddion	krəðjɔn
helfen	hɛlvɛn
beicio	bei̯kɔ
esgid	ɛsɡɪd
eiddgar	ei̯ðɡar
dolffiniaid	dɔlfɪnjai̯d
unrhyw	ɪnrɪu̯
ffensiau	fɛnsjai̯
dau ar bymtheg	dai̯arbəmθɛɡ
frys	vriːs
arddelw	arðɛlw
wedi hyn	wɛdihɪn
gartref	ɡartrɛ
aet	ai̯t
aberth	aːbɛrθ
bedwar	bɛdwar
edau	eːdɛ
flodyn	vloːdɪn
cymell	kəmɛɬ
fflwcs	flʊks
affrica	afrɪka
technoleg gwybodaeth	tɛχnoːlɛɡɡʊi̯boːdai̯θ
mewnforiadwy	mɛu̯nvɔrjaːdʊi̯
gwallt	ɡwaɬd
fywyd	vəu̯ɪd
ffigys	fɪɡɪs
bardd	barð
iechyd da	jɛχɪddaː
mharod	m̥aːrɔd
syml	səmɪl
habades	habaːdɛs
blith	bliːθ
pobi	pɔbi
eirinen fair	ei̯rɪnɛnvai̯r
bechan	bɛχan
chinio	χɪnɔ
gweithredu	ɡwei̯θrɛdi
anghofrwydd	aŋhɔvrʊi̯ð
arhosaf	arhɔsav
phengwiniaid	fɛŋɡwɪnjɛd
allforiadwy	aɬvɔrjadʊi̯
siwgr	ʃuːɡɪr
mlaidd	mlai̯ð
mela	mɛla
i fyny	ɪvəni
lesddeiliaid	leːsðei̯ljai̯d
toesaidd	tɔi̯sai̯ð
drud	driːd
gwsberen	ɡʊsbeːrɛn
ieithydd	jei̯θɪð
gwar	ɡwar
pysgota	pəsɡɔta
pwl	pʊl
saith seren	sai̯θsɛrɛn
maent	mai̯nt
helaeth	heːlɛθ
geir	ɡei̯r
gas	ɡaːs
gohirio	ɡɔhɪrjɔ
papur newydd	papɪrnɛu̯ɪð
fel hyn	vəlɪn
gwŷn	ɡwiːn
gwnaeth	ɡwnai̯θ
gwiwerod	ɡwɪu̯eːrɔd
gylfinirod	ɡəlvɪniːrɔd
arian parod	arjampaːrɔd
aros	arɔs
câr	kaːr
llwgu	ɬuːɡi
chweched	ʍeːχɛd
milwr	miːlʊr
picl	pɪkl
rhagfyr	r̥aɡvɪr
nrama	nraːma
asen	asɛn
dolffiniaid	dɔlfɪnjɛd
siop goffi	ʃɔpɡɔfi
ngwiwerod	ŋwɪu̯ɛrɔd
utganu	ɪtɡaːni
neuddeg	nei̯ðɛɡ
canwr	kaːnʊr
gwlyb	ɡliːb
ngaeaf	ŋei̯a
trenau	treːnai̯
llyfrgell	ɬəvərɡɛɬ
etifeddu	ɛtɪvɛði
mantais	mantɛs
hadu	haːdi
telynau teires	tɛlənai̯tei̯rɛs
croesi	krɔi̯si
cosbau	kɔsbɛ
barod	baːrɔd
thrwydded	θrʊi̯ðɛd
cusanau	kɪsanai̯
weriniaeth	wɛrɪnjɛθ
saesneg	sei̯snɛɡ
ar gof a chadw	arɡoːvaχadu
dechrau	daχrɛ
unid	iːnɪd
erbyn	ɛrbɪn
coedwig	kɔi̯dwɪɡ
datgelu	datɡeːli
rhestr	r̥ɛsdr
anableddau	anablɛðɛ
cyfrinach	kəvrɪnaχ
cofnod	kɔvnɔd
cadach	kadaχ
rhwyllau	r̥ʊi̯ɬɛ
llun	ɬiːn
cyflafaredd	kəvlavaːrɛð
plethau	plɛθai̯
ngorsaf	ŋɔrsav
ardd	arð
to bach	toːbaːχ
wair	wai̯r
anrheg	anr̥ɛɡ
chychwyn	χəχwɪn
thalai	θalɛ
siomau	ʃɔmai̯
gafael	ɡaːvai̯l
mynd	mɪn
cyntedd	kəntɛð
amffibiad	amfɪbjad
phencampwriaeth	fɛŋkampʊrjai̯θ
hafodau	havoːdɛ
duwies	dɪu̯jɛs
charan	χaːran
taled	taːlɛd
gwaethaf	ɡwiθa
llech	ɬeːχ
atalfeydd	atalvei̯ð
pandemig	pandɛmɪɡ
calsiwm	kalsjʊm
llenyddiaeth	ɬɛnəðjɛθ
gwanwynau	ɡwanwənɛ
gwrthod	ɡʊrθɔd
cymharu	kəmaːri
fel hyn	vlɪn
hiraeth	hiːrai̯θ
recordiad	rɛkɔrdjad
mabwysiadu	mabʊi̯ʃadi
cusanau	kɪsaːnɛ
cwyno	kʊi̯nɔ
aent	ai̯nt
hen bryd	heːnbriːd
adegau	adeːɡai̯
sgriniau	sɡrɪnjɛ
thraed	θraːd
blwyddyn golau	blʊi̯ðɪnɡoːlai̯
gwympo	ɡʊmpɔ
archseren	arχseːrɛn
yma	əma
doeddwn	dɔi̯ðɛn
arbed	arbɛd
unet	iːnɛt
yw	ɪu̯
ŵyll	ʊi̯ɬ
mhyliau	m̥əljɛ
asesu	asɛsi
carafannau	karavanɛ
sâl	saːl
byddai	bəðai̯
chlybiau	χləbjai̯
bigan	biːɡan
ngwybodaeth	ŋʊi̯bɔdɛθ
afreolaidd	avrɛɔlɛð
deffro	dɛfrɔ
garo	ɡaːrɔ
tyngedfenyddiaeth	təŋɛdvɛnəðjai̯θ
bual	biːal
rhagrith	r̥aɡrɪθ
pabi	paːbi
tanbaid	tambai̯d
nhrydanwr	n̥rədanʊr
chwarae	ʍwarɛ
bleidleisio	blei̯dlei̯sjɔ
llwrw	ɬuːru
iach	jaːχ
ciciau adlam	kikjɛadlam
cystadlaethau	kəsdadlei̯θɛ
elli	ɛɬi
geri	ɡeːrɪ
lydan	lədan
taenu	tiːni
gerddoriaeth	ɡɛrðɔrjɛθ
mynachdai	mənaχdai̯
cofnodi	kɔvnoːdi
seren	seːrɛn
fore	vɔrɛ
timoedd	tiːmɔð
trywel	trəu̯ɛl
golosg	ɡɔlɔsɡ
nain	nai̯n
lloegr	ɬɔi̯ɡɛr
gari	ɡari
brwydrau	brʊi̯drai̯
more	moːrɛ
rew	rɛu̯
pheis	feiz
myrdd	mɪrð
ddaru	ðaːri
rhithweledigaeth	r̥ɪθwɛlɛdiːɡɛθ
troseddu	trɔsɛði
briallen	brjaɬɛn
gweithlu	ɡwei̯θli
cymru	kəmri
gennod	ɡɛnɔd
gwres	ɡwreːs
gwyllon	ɡwəɬɔn
taliadau	taljadɛ
lawn	lau̯n
defnyddiau	dɛvnəðjai̯
lleill	ɬei̯ɬ
mochyn daear	mɔχɪndei̯ar
gwchi	ɡʊχi
rhedyn	r̥eːdɪn
mathemateg	maθɛmatɛɡ
wng	ʊŋ
cymedr	kəmɛdr
garu	ɡaːri
chani	χaːni
mether	mɛθɛr
ganlyniad	ɡanlənjad
delo	deːlɔ
ymddiheuro	əmðɪhei̯rɔ
eler	ɛlɛr
credo	kreːdɔ
hunain	hɪnɛn
hefo	heːvɔ
aberdaugleddau	abɛrdai̯ɡleːðɛ
y	ə
gwdihŵ	ɡʊdɪhuː
coden	kɔdɛn
cyfryngiadau	kəvrəŋjaːdai̯
aderyn du	deːrɪndiː
phryf	friːv
sawdl	sau̯dl
clodydd	klɔdɪð
beirniaid	bei̯rnjai̯d
wahanol	wahaːnɔl
oren	ɔrɛn
pobol	poːbɔl
cansai	kansai̯
thad	θaːd
beidio	biːdɔ
mellten	mɛɬdɛn
cwestiynau	kwɛsdjʊnɛ
heraill	heːraiɬ
trydydd	trɪdɪð
pabïau	pabiːɛ
trywelion	trəu̯ɛljɔn
organig	ɔrɡaːnɪɡ
gofod	ɡɔvɔd
aethant	ei̯θant
mwgwd	mʊɡʊd
gallu	ɡaɬi
hosbisau	hɔsbɪsɛ
gweithio	ɡwei̯θjɔ
gan	ɡan
heraill	hɛraiɬ
olchi	ɔlχi
wybod	uːbɔd
ngwenoliaid	ŋwɛnɔljɛd
dyrysu	dərəsi
arwynebedd	arwɪnɛbɛð
megan	mɛɡan
gwestiwn	ɡwɛsdjʊn
glyn	ɡlɪn
cyfundrefnu	kəvɪndrɛvni
gwellta	ɡwɛɬda
tharw	θaru
mercwri	mɛrkʊri
elfed	ɛlvɛd
agosáu	aɡɔsai̯
rhannu	r̥ani
hyfed	həvɛd
goleudai	ɡɔlei̯dai̯
cweryla	kwɛrəla
dinas	diːnas
shwd	ʃʊd
uni	ɪni
arbedaf	arbeːdav
nghlybiau	ŋ̊ləbjɛ
unedau	ɪnɛdai̯
argrafiadau	arɡrafjaːdɛ
holl	hoːɬ
newyn	nɛu̯ɪn
ymwelwr	əmweːlʊr
llusa	ɬɪsa
gestyll	ɡɛsdɪɬ
gyrrwr	ɡərʊr
nghae	ŋ̊ai̯
chnau cyll	χnai̯kɪɬ
mynyddoedd	mənəðɔi̯ð
plant	plant
cadwyn	kaːdʊi̯n
milwyr	mɪlwɪr
gwybod	ɡʊbɔd
torran	tɔran
tafod	tavɔd
enghraifft	ɛŋ̊rai̯fd
gysgu	ɡəsɡi
preifat	prei̯vat
barbeciwio	barbɛkɪu̯ɔ
geri	ɡɛri
cared	karɛd
allforiwr	aɬvɔrjʊr
blas	blaːs
arni	arni
gawod	ɡau̯ɔd
nhaliadau	n̥aljaːdai̯
eleni	ɛleːni
rhydychen	r̥iːdəχɛn
adareg	adaːrɛɡ
symudliw	səmɪdlɪu̯
cyfatebol	kəvatɛbɔl
dâl	daːl
afocados	avɔkaːdɔz
trwynol	trʊi̯nɔl
mochyn coed	moːχɪnkoːd
byrddydd	bərðɪð
penbleth	pɛmblɛθ
anhawster	anhau̯sdɛr
corryn	kɔrɪn
geffyl	ɡɛfɪl
addysg	aːðɪsɡ
cyfarchol	kəvarχɔl
cacs bach	kaksbaːχ
men siarl	mɛnʃarl
grôt	ɡroːt
meysydd	mei̯sɪð
pandemigau	pandɛmɪɡai̯
mefusen	mɛvɪsɛn
llo	ɬoː
pafin	pavɪn
ladron	ladrɔn
garen	ɡarɛn
galeted	ɡalɛtɛd
amrwd	amrʊd
cwch	kʊχ
agerlong	aɡɛrlɔŋ
casach	kaːsaχ
golchi	ɡɔlχi
bendith	bɛndɪθ
melyn	meːlɪn
dyry	dəri
ar	ar
ffoniff	foːnɪf
mynachod	mənaːχɔd
gafr	ɡavr
oedd	ɔi̯ð
ffonau	fɔnɛ
nghinio	ŋ̊ɪnɔ
derw	deːru
gares	ɡarɛs
dylan	dəlan
caeth	kai̯θ
nadredd	nadrɛð
rhyfelwr	r̥əveːlʊr
beirniadaeth	bei̯rnjadɛθ
amodi	amoːdi
eirin gwlanog	ei̯rɪŋɡwlanɔɡ
thatws	θatʊs
lysiau	ləsjai̯
dolïau	dɔliːai̯
bioleg	bjɔlɛɡ
saesneg	sɪsnɛɡ
o flaen llaw	ɔvlaːnɬau̯
collnod	kɔɬnɔd
weithiau	wei̯θjai̯
sut	ʃʊt
cymylog	kəməlɔɡ
dyryslyd	dərəslɪd
unai	ɪnai̯
mapiau	mapjɛ
ffilm	fɪlm
pryder	prədɛr
dawnsio	dau̯nʃɔ
gor	ɡɔr
cyfanswm	kəvansʊm
griliau	ɡrɪljɛ
hirsgwarau	hɪrsɡwaːrai̯
straeon	sdrei̯ɔn
moes	mɔi̯s
fferm	fɛrm
cyfrifoldebau	kəvrɪvɔldɛbɛ
glaned	ɡlaːnɛd
torchi	tɔrχi
anelu	aneːli
im	ɪm
hybu	həbi
arhoswch	arhɔsʊχ
barfog	barvɔɡ
anfonaf	anvɔnav
galluog	ɡaɬiɔɡ
brydain	brədɛn
dynn	dɪn
adwaenai	adwei̯nai̯
adferadwy	advɛradʊi̯
cyflafar	kəvlaːvar
terfysgu	tɛrvəsɡi
telynau teires	tɛlənɛtei̯rɛs
bunt	bɪnt
capel	kapɛl
dala	daːla
gusan	ɡɪsan
twymynau	tʊi̯mənai̯
twyn	tʊi̯n
droid	drɔi̯d
nid	nɪd
lladin	ɬadɪn
hugain	hɪɡai̯n
cilio	kɪljɔ
cau	kɔi̯
trois	trɔi̯s
timoedd	tɪmɔi̯ð
deiliadaeth	dei̯ljadɛθ
rhydychen	r̥ɪdəχɛn
iarll	jarɬ
gobaith	ɡoːbaiθ
lluoedd	ɬiːɔi̯ð
ffoniwn	fɔnjʊn
trom	trɔm
swyno	sʊi̯nɔ
mhobl	m̥ɔbl
oed	oːd
addolwr	aðoːlʊr
carant	kaːrant
newynau	nɛu̯ənɛ
nhad	n̥aːd
bencampwriaeth	bɛŋkampʊrjai̯θ
sadwrn	sadʊrn
cyfaredd	kəvaːrɛð
turtur	tɪrtɪr
iddewiaeth	ɪðeu̯jai̯θ
helygen	hɛləɡɛn
trefedigaethau	trɛvɛdɪɡei̯θai̯
creisionen ŷd	krei̯ʃoːnɛniːd
palu	pali
technoleg gwybodaeth	tɛχnoːlɛɡɡwəboːdɛθ
atborth	atbɔrθ
wociau	wɔkjɛ
pydru	pədri
arnat	arnat
gwrando	ɡrandɔ
y tu ôl i	ətioːli
sudd afal	siːðaval
diddorol	dɪðɔrɔl
talai	taːlɛ
eangiadau	ɛaŋjadɛ
myfyriwr	məvərjʊr
erys	eːrɪs
trais	trai̯s
deffry	dɛfri
trwchus	trʊχɪs
hyn i gyd	hɪniɡiːd
gwyddon	ɡwəðɔn
rhych	r̥iːχ
arwerthwyr	arwɛrθwɪr
dosbarthiadau	dɔsbarθjaːdɛ
