aktsom	ˈɑktsɔm
motesmykke	muːtəsmʏkə
rundhandet	ˈɾʉnhɔnət
uoppdragen	ˈʉɔpdɾɑːgən
voks	ʋɔks
rede	ˈɾeːdə
hovmodige	hɔʋˈmuːdɪə
parkere	pɑɾˈkeːɾə
kinkigste	ˈçɪŋkɪkstə
nedlatende	ˈneːdlɑːtənə
invitere	ɪnʋɪˈteːɾə
lunken	ˈlʊŋkən
utgi	ˈʉːtjiː
fjord	fjuːɾ
vindstyrke	ʋɪnstʏɾkə
partere	pɑˈʈeːɾə
badstue	ˈbɑstʉ
oppdage	ˈɔpdɑːgə
forunderlige	fɔɾˈʉnəɭɪə
sykt	syːkt
skøytebane	ʂœjtəbɑːnə
uhorvelig	ʉˈhɔɾʋəliː
tekst	tɛkst
usann	ˈʉːsɑn
uenigst	ʉˈeːnɪkst
innpåsliten	ˈɪnpɔʂɭiːtən
uflidd	ˈʉːflɪd
fremgang	ˈfɾɛmgɑŋ
urørligere	ʉˈɾøːɭɪɾə
ankret	ˈɑŋkəɾə
utydeligste	ʉˈtyːdəlɪkstə
bondegård	ˈbʊnəgoːɾ
ri	ɾiː
landeveg	lɑnəʋæi
pudder	ˈpʉdəɾ
despot	dɛˈspuːt
uforanderligst	ʉːfɔˈɾɑnəlɪkst
kontant	kʊnˈtɑnt
uformeligere	ʉˈfɔɾməlɪɾə
usedvanligste	ʉːsɛdˈʋɑːnlɪkstə
motbydeligste	mʊtˈbyːdəlɪkstə
pepper	ˈpɛpəɾ
uryddige	ʉˈɾʏdɪə
nysgjerrig	nʏˈʂæɾɪ
feilaktig	fæɪlˈɑktɪ
skrale	ˈskɾoːlə
kyst	çʏst
forsøke	fɔˈʂøːkə
næring	ˈnæːɾɪŋ
misunneligste	mɪˈsʉnəlɪkstə
urimeligste	ʉˈɾiːməlɪkstə
humanitær	hʉmɑnɪˈtæːɾ
brysom	ˈbɾyːsɔm
grotte	gɾɔtə
evaluere	ɛʋɑlʉˈeːɾə
overgrep	ˈoːʋəɾgɾeːp
skrelle	ˈskɾɛlə
udugelige	ʉːˈdʉːgəlɪə
flyktigst	ˈflʏktɪkst
enige	ˈeːnɪə
bale	ˈbɑːlə
brasiliansk	bɾɑsɪlɪˈɑːnsk
gjøre rent	jøːɾəˈɾɛnt
motstandsdyktigste	ˈmuːtstɑnsdʏktɪkstə
inkludere	ɪnklʉˈdeːɾə
til sist	tɪlˈsɪst
medgjørligere	mədˈjøːɭɪɾə
tilsvare	ˈtɪlsʋɑːɾə
europeer	æʉɾʊˈpeːəɾ
drasse	ˈdɾɑsə
kausjonere	kæʉʂʊˈneːɾə
romfart	ˈɾʊmfɑʈ
øm	œm
nese	ˈneːsə
ebbe	ˈɛbə
nøklene	ˈnœklənə
disponibel	dɪspʊˈniːbəl
umisteligere	ʉˈmɪstəlɪɾə
hjemmefra	ˈjɛməfɾɑː
ape	ˈɑːpə
kanal	ˈkɑnɑl
biltog	biːltɔg
snarrådig	ˈsnɑːɾoːdɪ
sirlige	ˈsiːɭɪə
frastøtende	ˈfɾɑːstøːtənə
ekstraordinær	ˈɛkstɾɑɔɖɪnæːɾ
snodigste	ˈsnuːdɪkstə
skinnhellige	ˈʂɪnhɛlɪə
sprekk	spɾɛk
sensurere	sənsʉˈɾeːɾə
håndgripeligste	hɔnˈgɾiːpəlɪkstə
tapetsere	tɑpətˈseːɾə
amatørmessig	ɑmˈtøːɾməsɪ
biff	bɪf
for min del	fɔɾmiːndeːl
uansvarligere	ˈʉːɑnsʋɑːɭɪɾə
frieren	ˈfɾiːɾən
uansvarlig	ˈʉːɑnsʋɑːɭɪ
dag	dɑːg
appellere	ɑpəˈleːɾə
evne	ˈɛʋnə
forbauselse	fɔɾˈbæʉsəlsə
bilradio	biːlɾɑːdɪu
vaksinasjonsattest	ʋɑksɪnɑˈʂuːnsɑtɛst
turkis	tʉɾˈkiːs
rapp	ɾæp
klassisk	ˈklɑsɪsk
motsatt	ˈmuːtsɑt
vemodig	ʋəˈmuːdɪ
duellere	dʉwɛˈleːɾə
forenligst	fɔˈɾeːnlɪkst
friste	ˈfɾɪstə
unyttigst	ʉˈnʏtɪkst
eksponere	ɛkspʊˈneːɾə
usmakeligste	ʉˈsmɑːkəlɪkstə
vestligere	ˈʋɛstlɪɾə
sjåfør	ʂɔˈføːɾ
urolig	ʉˈɾuːlɪ
assurere	ɑsʉˈɾeːɾə
meie	ˈmæɪə
tråkke	ˈtɾɔkə
reim	ɾæɪm
kloakk	klʊˈɑk
fremdeles	fɾəmˈdeːləs
flittigere	ˈflɪtɪɾə
solbrenthet	suːlbɾɛntheːt
tung	tʊŋ
stat	stɑːt
evinneligste	ɛˈʋɪnəlɪkstə
tikke	ˈtɪkə
uskadelige	ʉˈskɑːdəlɪə
stilne	ˈstɪlnə
opplyse	ˈɔplyːsə
forutsigeligst	fɔɾʉtˈsiːgəlɪkst
snart	snɑʈ
diskre	dɪˈskɾeː
geita	jæɪtɑ
kappes	ˈkɑpəs
invitasjon	ɪnʋɪtɑˈʂuːn
geipe	ˈjæɪpə
hylte	ˈhyːltə
småligst	ˈsmoːlɪkst
forvise	fɔɾˈʋiːsə
telegram	tɛlɛˈgɾɑm
fiendtlige	ˈfiːəntlɪə
overnatte	ˈoːʋəɳɑtə
musikkforretning	mʉːˈsɪkfɔɾətnɪŋ
låt	loːt
fleksibel	fləkˈsiːbəl
sikle	ˈsɪklə
forsvarlig	fɔˈʂʋɑːɭɪ
trassigere	ˈtɾɑsɪɾə
lyd	lyːd
sangfugl	ˈsɑŋfʉːl
tjene	ˈtjeːnə
rødkål	ˈɾøːkoːl
fornem	ˈfɔɳɛm
lubben	ˈlʉbn̩,ˈlʉbən
egennyttig	ˈeːgənʏtɪ
hud	hʉːd
dagdrøm	ˈdɑːgdɾœm
vaskeservant	ʋɑskəsæɾʋɑnt
forgjengelig	fɔɾˈjɛŋəlɪ
lose	ˈluːsə
blass	blɑs
skifte ut	ʂkɪftəʉt
vemodigere	ʋəˈmuːdɪɾə
høylytt	ˈhœjlʏt
mule	ˈmʉːlə
regelmessige	ˈɾeːgəlmɛsɪə
ekteskap	ˈɛktəskɑːp
kar	kɑːɾ
syk	syːk
etasjeseng	ɛˈtɑːʂəsɛŋ
ugjennomtrengeligst	ʉːjənɔmˈtɾɛŋəlɪkst
ufullstendigere	ˈʉːfʉlstənɪɾə
sangkor	ˈsɑŋkuːɾ
landligste	ˈlɑnlɪkstə
kummerlige	ˈkʊməɭɪə
gyllen	ˈjʏlən
kapell	kɑˈpɛl
falleferdige	ˈfɑləfæːɖɪə
dårlig	ˈdoːɭɪ
rundtur til øyer	ɾʉntʉːʈɪlœjəɾ
mangesidig	ˈmɑŋəsiːdɪ
oppdiktet	ˈɔpdɪktət
flokke	ˈflɔkə
fordampe	fɔˈɖɑmpə
nifs	nɪfs
hanlige	ˈhoːnlɪə
tv	teːʋeː
bråkete	ˈbɾoːkətə
belte	bɛltə
rutebilstasjon	ɾʉːtəbiːlstɑʂuːn
falleferdigste	ˈfɑləfæːɖɪkstə
spy	spyː
drøvel	ˈdɾœʋəl
beskjed	bəˈʂeː
tilbringe	ˈtɪlbɾɪŋə
smågutt	ˈsmoːgʉt
rane	ˈɾɑːnə
smake	ˈsmɑːkə
bukett	bʉˈkɛt
mord	mʊɖ
lagelig	ˈlɑːgəlɪ
hvitt	ʋɪt
utfordre	ˈʉːtfɔɖɾə
laken	ˈlɑːkn̩
papirhandel	pɑˈpiːɾhɑnəl
duplo	ˈdʉːplu
trassigst	ˈtɾɑsɪkst
stiligste	ˈstiːlɪkstə
limbånd	ˈliːmbɔn
uavgjort	ˈʉːɑːʋjʊʈ
inferno	ɪnˈfæːɳu
sjekke inn	ʂɛkəˈɪn
likeglad	ˈliːkəglɑː
variete	ʋɑɾɪɛˈteː
ekte	ˈɛktə
reell	ɾəˈɛl
hissigste	ˈhɪsɪkstə
prippen	ˈpɾɪpən
foruroligende	ˈfɔɾʉɾuːlɪənə
anvise	ˈɑnʋiːsə
parkometer	pɑɾkʊˈmeːtəɾ
intellektuell	ɪntələktʉˈɛl
ren	ɾeːn
deretter	ˈdæːɾɛtəɾ
leseligste	ˈleːsəlɪkstə
forhandle	fɔɾˈhɑnlə
teolog	təʊˈloːg
forkastelige	fɔɾˈkɑstəlɪə
naust	næwst
gangbru	gɑŋbɾʉː
fyre	ˈfyːɾə
utfore	ˈʉːtføːɾə
halsbrekkende	ˈhɑlsbɾɛkənə
forbilledligere	fɔɾˈbɪlədlɪɾə
mobbe	ˈmɔbə
hyklersk	ˈhʏkləʂk
forslag	ˈfɔʂɭɑːg
grunnlag	ˈgɾʉnlɑːg
tobakksforretning	ˈtʊbɑksɔɾɛtnɪŋ
gruppe	gɾʉpə
leppe	ˈlɛpə
renske	ˈɾənskə
uformelig	ʉˈfɔɾməlɪ
pertentligste	pæˈʈɛntlɪkstə
forsømme	fɔˈʂœmə
ridetur	ɾiːdətʉːɾ
rakle	ˈɾɑkɭə
snus	snʉːs
forakteligste	fɔˈɾɑktəlɪkstə
menneskelige	ˈmɛnəskəlɪə
teleks	ˈteːlɛks
livligere	ˈlɪʋlɪɾə
ustanseligste	ʉˈstɑnsəlɪkstə
hente	ˈhɛntə
tobakk	ˈtʊbɑk
fagligste	ˈfɑːglɪkstə
kosmetisk	kʊsˈmeːtɪsk
amatørmessige	ɑmˈtøːɾməsɪə
ledigste	ˈleːdɪkstə
dørstokk	døːʂtɔk
slepphendt	ˈʂɭɛphɛnt
kryss	kɾʏs
atskillige	ɑtˈʂɪlɪə
tekkeligere	ˈtɛkəlɪɾə
åndsfraværende	ˈɔnsfɾɑʋæːɾənə
beklage seg over	bɛˈklɑːgəsæɪoːʋəɾ
bærbar cd-spiller	bæɾbɑːceːdeːspɪləɾ
myndigste	ˈmʏnɪkstə
oppføre	ˈɔpføːɾə
ferdigste	ˈfæːɖɪkstə
utsiktspunkt	ʉːtsɪktspʉŋt
utriveligere	ʉˈtɾiːʋəlɪɾə
funkle	ˈfʊŋklə
umettelige	ʉˈmɛtəlɪə
nøyaktig	nœjˈɑktɪ
uklanderlig	ʉˈklɑnəɭɪ
arme	ɑɾˈmeː
estetisk	ɛˈsteːtɪsk
spurte	ˈspʉʈə
uerstattelige	ʉæˈʂtɑtəlɪə
støtfanger	ˈstøːtfɑŋəɾ
hemmeligere	ˈhɛməlɪɾə
delaktigst	deːlˈɑktɪkst
ordener	ˈɔɖnəɾ
tosk	tɔsk
olaf	ˈuːlɑf
måltid	moːltiːd
eksplodere	ɛksplʊˈdeːɾə
bardus	bɑˈɖʉːs
egne	ˈæɪnə
hjemligste	ˈjɛmlɪkstə
seksten	sæɪstən
koseligere	ˈkuːʂɭɪɾə
kåsere	kɔˈseːɾə
uheldig	ʉˈhɛldɪ
skulptur	skʉlpˈtʉːɾ
årsak	oːʂɑːk
kaotisk	kɑˈuːtɪsk
i	ɪ
splitte	ˈsplɪtə
møte	ˈmøːtə
elskverdigste	ɛlskˈʋæɖɪkstə
inngripen	ˈɪŋgɾiːpn̩
muntligere	ˈmʉntlɪɾə
fille	ˈfɪlə
rive	ˈɾiːʋə
tilgjengeligere	tɪlˈjɛŋəlɪɾə
gledeshyl	ˈgleːdəshyːl
vitenskap	ˈʋiːtnskɑːp,ˈʋiːtənskɑːp
grusom	ˈgɾʉːsɔm
onsdag	ˈʊnsdɑg
sprelle	ˈspɾɛlə
kirurgisk	çɪˈɾʉɾgɪsk
bever	ˈbɛʋəɾ
maksimal	mɑksɪˈmɑːl
huske	ˈhʉskə
unektelige	ʉˈnɛktəlɪə
transformere	tɾɑnsfɔɾˈmeːɾə
e-post	ˈeːpɔst
hyppigst	ˈhʏpɪkst
autentisk	æʉˈtɛntɪsk
kinkigst	ˈçɪŋkɪkst
kjent	çɛnt
diskvalifisere	dɪskʋɑlɪfɪˈseːɾə
stigning	stiːgnɪŋ
nok	nɔk
treffe	ˈtɾɛfə
sykkeltur	ˈsʏkəltʉːɾ
flire	ˈfliːɾə
tess	tɛs
staseligst	ˈstɑːsəlɪkst
blygsel	ˈblʏksəl
disigste	ˈdiːsɪkstə
alt	ɑlt
enerverende	ɛnæɾˈʋeːɾənə
sjekke	ˈʂɛkə
sveipe	ˈsʋæɪpə
loddrett	ˈlɔdɾɛt
smart	smɑːʈ
undergrave	ˈʉnəɾgɾɑːʋə
skallet	ˈskɑlət
genial	gənɪˈɑːl
påstå	ˈpoːstoː
makte	ˈmɑktə
febrilsk	fəˈbɾiːlsk
arkitekt	ɑɾkɪˈtɛkt
allegorisk	ɑləˈguːɾɪsk
innenriks	ˈɪnənɾɪks
sirlig	ˈsiːɭɪ
utakknemlige	ˈʉːtɑknɛmlɪə
bli	bliː
kvinne	ˈkʋɪnə
tomsete	ˈtʊmsətə
pulsere	pʉlˈseːɾə
kritisere	kɾɪtɪˈseːɾə
væpne	ˈʋæːpnə
tyggis	ˈtʏgiːs
befale	bəˈfɑːle
medskyldig	ˈmeːdʂʏldɪ
porto	ˈpʊʈu
logisk	ˈluːgɪsk
episode	ɛpɪsuːdə
snerre	ˈsnæɾə
svekling	ˈsʋɛklɪŋ
slovakisk	ʂɭʊˈʋɑːkɪsk
nostalgisk	nʊˈstɑlgɪsk
vett	ʋɛt
øde	ˈøːdə
hypnotisere	hʏpnʊtɪˈseːɾə
uvilkårligst	ʉːʋɪlˈkoːɭɪkst
svale	ˈsʋɑːlə
kunstigst	ˈkʉnstɪkst
høytideligst	hœjˈtiːdəlɪkst
forakteligere	fɔˈɾɑktəlɪɾə
forknytt	fɔɾˈknʏt
strekke	ˈstɾɛkə
snodigere	ˈsnuːdɪɾə
freidigere	ˈfɾæɪdɪɾə
sykeattest	syːkəɑtɛst
gammeldags	ˈgɑməldɑks
tarveligere	ˈtɑɾʋəlɪɾə
tekkelig	ˈtɛkəlɪ
gyldig	ˈjʏldɪ
åre	oːɾə
fortelle	fɔˈʈɛlə
tempel	təmpəl
urettferdig	ˈʉːɾətfæɖɪ
sveitsisk	ˈsʋæɪtsɪsk
urokkeligst	ʉˈɾɔkəlɪkst
verdslig	ˈʋæɖslɪ
vann	ʋɑn
sommerferie	ˈsɔməɾfeːɾɪə
listig	ˈlɪstɪ
spesiell	spəsɪˈɛl
oppholde seg	ɔphɔləsæi
fajanse	fɑˈjɑnsə
prektigst	ˈpɾɛktɪkst
liten	ˈliːtən,ˈliːtn̩
underfundigste	ʉnəɾˈfʉnɪkstə
kunstnerisk	ˈkʉnstnəɾɪsk
vemmeligst	ˈʋɛməlɪkst
daglige	ˈdɑːglɪə
avkledd	ˈɑːʋklɛd
vesentlig	ˈʋeːsəntlɪ
skikkeligst	ˈʂɪkəlɪkst
ryddigere	ˈɾʏdɪɾə
sprike	ˈspɾiːkə
desidert	dəsɪˈdeːʈ
ørske	ˈœʂkə
stø	støː
motstand	ˈmuːtstɑn
tidsriktig	ˈtɪtsɾɪktɪ
delirisk	dəˈliːɾɪsk
ynde	ˈʏndə
kusine	kʉsiːnə
samfunn	ˈsɑmfʉn
lykkeligste	ˈlʏkəlɪkstə
karrigste	ˈkɑɾɪkstə
bakte	ˈbɑktə
februar	fəbɾʉˈɑɾ
hederligst	ˈheːdəɭɪkst
byggeplass	ˈbʏgəplɑs
etterlyse	ˈɛtəɭyːsə
pugge	ˈpʉgə
klirre	ˈklɪɾə
feigste	fæɪgɪkstə
spleise	ˈsplæɪsə
hovedrett	huːʋədɾɛt
diskré	dɪˈskɾeː
kryptisk	ˈkɾʏptɪsk
umuligste	ʉˈmʉːlɪkstə
diftong	dɪfˈtɔŋ
apostel	ɑˈpɔstəl
besatt	bəˈsɑt
betent	bəˈtɛnt
sang	sɑŋ
ukentlige	ˈʉːkəntlɪə
satt	sɑt
artig	ˈɑʈɪ
oljemaleri	ɔljəmɑːləɾiː
slepe	ˈʂɭeːpə
udødelige	ʉˈdøːdəlɪə
herrer	hɛɾəɾ
sexy	ˈsɛksɪ
kultivere	kʉltɪˈʋeːɾə
tilbørligste	tɪlˈbøːɭɪkstə
klassifisere	klɑsɪfɪˈseːɾə
forelda	fɔɾˈɛldət
konj før	føːɾ
arkivere	ɑɾkɪˈʋeːɾə
alliert	ɑlɪˈeːʈ
saus	sæʉs
generell	ʂənəˈɾɛl
unødigste	ʉˈnøːdɪkstə
nye	nyːə
unødig	ʉˈnøːdɪ
slenge	ˈʂɭɛŋə
elektriske artikler	ɛˈlɛktɾɪskəɑˈʈɪkləɾ
kverulere	kʋæɾʉˈleːɾə
avstå	ˈɑːʋstoː
antikvarisk	ɑntɪˈkʋɑːɾɪsk
uforfalska	ˈʉːfɔɾfɑlskɑ
kyr	çyːɾ
vittigst	ˈʋɪtɪkst
galoppere	gɑlɔˈpeːɾə
sørgmodigere	sœɾgˈmuːdɪɾə
sørgeligst	ˈsœɾgəlɪkst
søkkvåt	ˈsœkʋoːt
fredag	ˈfɾeːdɑg
skogsarbeid	ˈskʊksɑɾbæɪ
solbeskyttelse	suːlbɛʂʏtɛlsə
rengjøre	ˈɾeːnjøːɾə
tøysete	ˈtœjsətə
usannsynligst	ˈʉːsɑnsyːnlɪkst
kart	kɑʈ
innfore	ˈɪnføːɾə
ærligere	ˈæɭɪɾə
omringe	ˈɔmɾɪŋə
utilstrekkelige	ʉːtɪlˈstɾɛkəlɪə
samisk	ˈsɑːmɪsk
ustanseligere	ʉˈstɑnsəlɪɾə
bekvem	bəˈkʋɛm
ugjenkalleligste	ʉːjənˈkɑləlɪkstə
grundig	ˈgɾʉnɪ
attest	ɑˈtɛst
det samme	dɛsɑmə
mangesidigere	ˈmɑŋəsiːdɪɾə
københavn	çœbnˈhɑʋn̩
konstruktiv	ˈkʊnstɾʉktiːʋ
flyselskap	ˈflyːsɛlskɑːp
tvetydigst	ˈtʋeːtyːdɪkst
besvime	bəˈsʋiːmə
tålmodighet	tɔlˈmuːdɪhɛt
trang	tɾɑŋ
forfatte	fɔɾˈfɑtə
knabbe	ˈknɑbə
overvektigste	ˈoːʋəɾʋɛktɪkstə
brannslokker	ˈbɾɑnʂɭɔkəɾ
formulere	fɔɾmʉˈleːɾə
den skadede	dɛnˈskɑdədə
anskaffe	ˈɑnskɑfə
stå	stoː
utåleligere	ʉˈtoːləlɪɾə
markere	mɑɾˈkeːɾə
opptre	ˈɔptɾeː
elegant	ɛləˈgɑnt
hendigste	ˈhɛnɪkstə
uhandterligst	ˈʉːhɔnteːɭɪkst
hørsel	ˈhœʂəl
uriktigst	ʉˈɾɪktɪkst
nyansere	nʏɑŋˈseːɾə
endeløs	ˈɛnəløːs
lørdag	ˈløːɖɑg
kjær	çæː
veps	ʋɛps
forhøre	fɔɾˈhøːɾə
spydige	ˈspyːdɪə
overveie	ˈoːʋəɾʋæɪə
øyeblikk	ˈœjəblɪk
heldige	ˈhɛldɪə
gunstigste	ˈgʉnstɪkstə
barn	bɑːɳ
ukekort	ʉːkəkɔʈ
praktfull	ˈpɾɑktfʉl
fjære	ˈfjæːɾə
uverdigste	ʉˈʋæɖɪkstə
aggressiv	ˈɑgɾəsiːʋ
uheldigst	ʉˈhɛldɪkst
fuktig	ˈfʊktɪ
midlertidigere	ˈmɪdləʈiːdɪɾə
curling	ˈcœɭɪŋ
feriehus	ˈfeːɾɪəhʉːs
juli	ˈjʉːlɪ
ergerligst	ˈæɾgəlɪkst
mager	ˈmɑːgəɾ
velvilligere	ʋəlˈʋɪlɪɾə
fuktigste	ˈfʊktɪkstə
dannet	ˈdɑnət
vinglete	ˈʋɪŋlətə
medikament	mɛdɪkɑˈmɛnt
vitebegjærligst	ˈʋiːtəbəjæːɭɪkst
barbere	bɑɾˈbeːɾə
file	ˈfiːlə
ring	ɾɪŋ
befinne	bəˈfɪnə
tidsriktigste	ˈtɪtsɾɪktɪkstə
maskingevær	mɑˈʂiːngəʋæːɾ
nødvendige	nœdˈʋɛnɪə
mangesidigst	ˈmɑŋəsiːdɪkst
landing	lɑnɪŋ
mål	moːl
makaber	mɑˈkɑːbəɾ
irritere	ɪɾɪˈteːɾə
forståelig	fɔˈʂtoːəlɪ
komfyr	kʊmˈfyːɾ
pratsom	ˈpɾɑːtsɔm
robåt	ˈɾuːboːt
limkrukke	ˈliːmkɾʊkə
fange	ˈfɑŋə
dagskort	ˈdɑkskɔʈ
ukrenkeligste	ʉˈkɾɛŋkəlɪkstə
brors	bɾuːʂ
rullestol	ˈɾʉləstuːl
klar	klɑːɾ
giftigere	ˈjɪftɪɾə
gård	goːɾ
prosess	pɾʊˈsɛs
endre	ˈɛndɾə
påliteligere	pɔˈliːtlɪɾə
påståelig	pɔˈstoːəlɪ
summe	ˈsʉmə
forsvarlige	fɔˈʂʋɑːɭɪə
politiker	pʊˈliːtɪkəɾ
kraftuttrykk	ˈkɾɑftʉtɾʏk
planke	ˈplɑŋkə
bibel	ˈbiːbəl
syrlige	ˈsyːɭɪə
mobilisere	mʊbɪlɪˈseːɾə
mestre	ˈmɛstɾə
avhøre	ˈɑːʋhøːɾə
preposisjon	pɾəpʊsɪˈʂuːn
matt	mɑt
bevege	bəˈʋeːgə
vanskeligst	ˈʋɑnskəlɪkst
ur	ʉːɾ
forunderligste	fɔɾˈʉnəɭɪkstə
forskyve	fɔˈʂyːʋə
suppe	ˈsʉpə
uutgrunnelige	ʉːʉtˈgɾʉnəlɪə
punktlig	ˈpʉŋtlɪ,ˈpʉŋktlɪ
vennligst	ˈʋɛnlɪkst
stakkarsligste	ˈstɑkɑʂɭɪkstə
lettsindigst	lətˈsɪnɪkst
si ja	siːjɑː
skadelig	ˈskɑːdəlɪ
møysommelige	mœjˈsɔməlɪə
ulykke	ˈʉːlʏkə
egenrådigere	ˈeːgənɾoːdɪɾə
befri	bəˈfɾiː
horribel	hɔˈɾiːbəl
mit	mɪt
hanlig	ˈhoːnlɪ
opplagt	ˈɔplɑkt
runge	ˈɾʊŋə
problem	pɾʊˈbleːm
urensligere	ʉˈɾeːnʂɭɪɾə
kontingent	kʊntɪŋˈgɛnt
angivelige	ɑnˈjiːʋəlɪə
landligst	ˈlɑnlɪkst
soverom	ˈsoːʋəɾʊm
astmatisk	ɑsˈmɑːtɪsk
ruge	ˈɾʉːgə
ryddigste	ˈɾʏdɪkstə
østligste	ˈœstlɪkstə
kongeligere	ˈkɔŋəlɪɾə
innsmigre	ˈɪnsmɪgɾə
tonløs	ˈtuːnløːs
romsligste	ˈɾʊmʂɭɪkstə
uvel	ˈʉːʋɛl
glippe	ˈglɪpə
nazistisk	nɑˈsɪstɪsk
hva	ʋɑː
kveste	ˈkʋɛstə
moteriktig	ˈmuːtəɾɪktɪ
beleilig	bəˈlæɪlɪ
utseende	ˈʉːtseːənə
utilgivelige	ʉːtɪlˈjiːʋəlɪə
fabelaktige	ˈfɑːbəlɑktɪə
spalte	ˈspɑltə
manipulere	mɑnɪpʉˈleːɾə
fremsette	ˈfɾɛmsɛtə
urørligste	ʉˈɾøːɭɪkstə
etternavn	ˈɛtəɳɑʋn̩
omfatte	ˈɔmfɑtə
smittsom	ˈsmɪtsɔm
billig	ˈbɪlɪ
kosteligste	ˈkɔstəlɪkstə
larm	lɑɾm
høst	hœst
mørklegge	ˈmœɾklæɪə
horn	huːɳ
sist	sɪst
kalosje	kɑˈlɔʂə
frafalle	ˈfɾɑːfɑlə
lavmælt	ˈlɑːʋmeːlt
by	byː
snarrådigste	ˈsnɑːɾoːdɪkstə
dessuten	ˈdɛsʉːtən
dumdristig	dʊmˈdɾɪstɪ
rapportere	ɾɑpɔˈʈeːɾə
bokstav	bʊkˈstɑːʋ
tilbakelegge	tɪlˈbɑːkəlæɪə
røde hunder	ɾøːəhʉnəɾ
elf	ɛlf
grafisk	ˈgɾɑːfɪsk
klebrigere	ˈkleːbɾɪɾə
kjemiker	ˈçeːmɪkəɾ
kropp	kɾɔp
sandal	sɑnˈdɑːləɾ
orkester	ɔɾˈkɛstəɾ
skumring	ˈskʊmɾɪŋ
ryddigst	ˈɾʏdɪkst
hurtig	ˈhʉʈɪ
forbedre	fɔɾˈbeːdɾə,fɔˈbeːdɾə
ubotelige	ʉˈbuːtəlɪə
uforklarligst	ʉːfɔɾˈklɑːɭɪkst
gulpe	ˈgʉlpə
fordelaktigst	ˈfɔɖeːlɑktɪkst
på denne tiden	pɔdɛnəˈtiːdən
avsløre	ˈɑːʋʂɭøːɾə
ubeleiligste	ˈʉːbəlæɪlɪkstə
bragd	bɾɑgd
stokke	ˈstɔkə
postlegge	ˈpɔstlæɪə
fakke	ˈfɑkə
overnatting	ˈoːʋəɳɑtɪŋ
leselig	ˈleːsəlɪ
flau	flæʉ
uvilkårligste	ʉːʋɪlˈkoːɭɪkstə
hedre	ˈheːdɾə
hånd	hɔn
levere	lɛˈʋeːɾə
arrangement	ɑɾɑŋʂəˈmɑŋ
flykte	ˈflʏktə
problematisk	pɾʊbləˈmɑːtɪsk
mage	ˈmɑːgə
grynte	ˈgɾʏntə
bedrageri	bɛdɾɑːgəˈɾiː
spielen	ˈʂpiːlən
borg	bɔɾg
granske	ˈgɾɑnskə
uleilig	ʉˈlæɪlɪ
sval	sʋɑːl
hjernerystelse	ˈjæːɳəɾʏstəlsə
farlig	ˈfɑːɭɪ
leke	ˈleːkə
øvrigste	ˈøːʋɾɪkstə
klo	kluː
utkast	ˈʉːtkɑst
evinneligere	ɛˈʋɪnəlɪɾə
seige	sæɪə
tilkommende	ˈtɪlkɔmənə
giftige	ˈjɪftɪə
hensiktsmessige	ˈhɛnsɪktsmɛsɪə
såle	ˈsoːlə
fjellklatring	fjɛlklɑtɾɪŋ
ubestemt	ˈʉːbəstɛmt
gotikk	gʊˈtɪk
nummerere	nʊməˈɾeːɾə
misforstå	ˈmɪsfɔʂtoː
blø	bløː
konkludere	kʊnklʉˈdeːɾə
ufullendt	ˈʉːfʉlɛnt
hvit	ʋiːt
miste	ˈmɪstə
optiker	ˈɔptɪkəɾ
uanstendigste	ˈʉːɑnstɛnɪkstə
bevegeligere	bəˈʋeːgəlɪɾə
ulasteligere	ʉˈlɑstəlɪɾə
sild	sɪl
drektigst	ˈdɾɛktɪkst
løslate	ˈløːslɑːtə
fast	fɑst
uhyggelige	ʉˈhʏgəlɪə
roper	ˈɾuːpəɾ
spytte	ˈspʏtə
manuell	mɑnʉˈɛl
mør	møːɾ
uhyggeligste	ʉˈhʏgəlɪkstə
betraktelig	bəˈtɾɑktəlɪ
nagle	ˈnɑglə
middel	ˈmɪdəl
ubetydelige	ʉːbeːˈtyːdəlɪə
stehlen	ˈʂteːlən
vase	ˈʋɑːsə
ordentligere	ˈɔɳtlɪɾə
forandring	fɔˈɾɑndɾɪŋ
føyeligst	ˈfœjəlɪkst
giftig	ˈjɪftɪ
kjører	çøːɾəɾ
geistligst	ˈgæɪstlɪkst
livsfarligere	ˈlɪfsfɑːɭɪɾə
hylster	ˈhʏlstəɾ
geskjeftige	gəˈʂɛftɪə
måtte	ˈmɔtə
usigelig	ʉˈsiːgəlɪ
analogisk	ɑnɑˈloːgɪsk
forskjellig	fɔˈʂɛlɪ
bero	bəˈɾuː
kors	kɔʂ
forandre	fɔˈɾɑndɾə
uvettige	ʉˈʋɛtɪə
røyke	ˈɾœjkə
plante	ˈplɑntə
beregne	bəˈɾæɪnə
dronning	dɾɔnɪŋ
kikke	ˈçɪkə
insekt	ɪnsɛkt
sydligste	ˈsyːdlɪkstə
østlige	ˈœstlɪə
sørge	ˈsœɾgə
saftigst	ˈsɑftɪkst
viktige	ˈʋɪktɪə
usedvanligst	ʉːsɛdˈʋɑːnlɪkst
besøke	bəˈsøːkə
formodentlige	fɔɾˈmuːdəntlɪə
gjenopprette	ˈjɛnɔpɾɛtə
offside	ˈɔfsɑɪd
vidunderlige	ʋɪdˈʉnəɭɪə
danserinne	dɑnsəɾɪnə
