bắt ấn	băk˦˥ɤ̆ŋ˩˧
vi khuẩn học	ji˧˥xwɤ̆ŋ˧˩˨hɔk͡p˨ˀ˩ʔ
rột rẹt	ʐok͡p˨ˀ˩ʔʐɛk˨ˀ˩ʔ
vua ngô ba mươi sáu tàn vàng chết xuống âm phủ chẳng mang được gì	juə˧˥ŋo˧˥ba˧˥mɯəj˧˥ʂăw˩˧taŋ˦˨jaŋ˦˨cet˦˥suəŋ˩˧ɤ̆m˧˥fu˧˩˨căŋ˧˩˨maŋ˧˥dɯək˨ˀ˩ʔɣi˦˨
vọc	jɔk͡p˨ˀ˩ʔ
biển lận	biəŋ˧˩˨lɤ̆ŋ˨ˀ˩ʔ
mít dại	mit˦˥jaj˨ˀ˩ʔ
căn tính	kăŋ˧˥tin˩˧
chướng ngại vật	cɯəŋ˩˧ŋaj˨ˀ˩ʔjɤ̆k˨ˀ˩ʔ
vẻo	jeo˧˩˨
hạ tầng cơ sở	ha˨ˀ˩ʔtɤ̆ŋ˦˨kɤ˧˥ʂɤ˧˩˨
liệu cơm gắp mắm	liəw˨ˀ˩ʔkɤm˧˥ɣăp˦˥măm˩˧
tính dễ dãi	tin˩˧je˧˩˨jaj˧˩˨
ngạo đời	ŋaw˨ˀ˩ʔdɤj˦˨
béo ị	beo˩˧i˨ˀ˩ʔ
chuyên hoá	cwiəŋ˧˥hwa˩˧
hạng nặng	haŋ˨ˀ˩ʔnăŋ˨ˀ˩ʔ
lấm lem	lɤ̆m˩˧lɛm˧˥
dẫy	jɤ̆j˧˩˨
củ rủ	ku˧˩˨ʐu˧˩˨
nhà tây	ɲa˦˨tɤ̆j˧˥
nụ áo thực	nu˨ˀ˩ʔaw˩˧tʰɯk˨ˀ˩ʔ
xôn xang	soŋ͡m˧˥saŋ˧˥
leo	leo˧˥
tỉa	tiə˧˩˨
đánh chết	dan˩˧cet˦˥
tô mậu	to˧˥mɤ̆w˨ˀ˩ʔ
an tân	aŋ˧˥tɤ̆ŋ˧˥
ăn không nên đọi, nói không nên lời	ăŋ˧˥xoŋ͡m˧˥nen˧˥dɔj˨ˀ˩ʔnɔj˩˧xoŋ͡m˧˥nen˧˥lɤj˦˨
gà dờ	ɣa˦˨jɤ˦˨
lưỡi	lɯəj˧˩˨
rèn	ʐɛŋ˦˨
kỳ hạn	ki˦˨haŋ˨ˀ˩ʔ
hi hi	hi˧˥hi˧˥
dở hồ dở cháo	jɤ˧˩˨ho˦˨jɤ˧˩˨caw˩˧
thấp cổ bé họng	tʰɤ̆p˦˥ko˧˩˨bɛ˩˧hɔŋ͡m˨ˀ˩ʔ
tháng ngày	tʰaŋ˩˧ŋăj˦˨
tham mưu	tʰam˧˥mɯw˧˥
phòng vệ dân sự	fɔŋ͡m˦˨je˨ˀ˩ʔjɤ̆ŋ˧˥ʂɯ˨ˀ˩ʔ
trân bảo	ʈɤ̆ŋ˧˥baw˧˩˨
cau bụng	kăw˧˥buŋ͡m˨ˀ˩ʔ
quảng đại thần thông	waŋ˧˩˨daj˨ˀ˩ʔtʰɤ̆ŋ˦˨tʰoŋ͡m˧˥
hoại huyết	hwaj˨ˀ˩ʔhwiək˦˥
đái rắt	daj˩˧ʐăk˦˥
bổ vây	bo˧˩˨jɤ̆j˧˥
nhấp nhoáng	ɲɤ̆p˦˥ɲwaŋ˩˧
giận dữ	jɤ̆ŋ˨ˀ˩ʔjɯ˧˩˨
cao hút mủ	kaw˧˥huk͡p˦˥mu˧˩˨
chù lá phù lá	cu˦˨la˩˧fu˦˨la˩˧
hãng buôn	haŋ˧˩˨buəŋ˧˥
lên cò	len˧˥kɔ˦˨
o-don	ɔ˧˥-jɔŋ͡m˧˥
sợ mẹ sợ cha chẳng bằng sợ tháng ba dài ngày	ʂɤ˨ˀ˩ʔmɛ˨ˀ˩ʔʂɤ˨ˀ˩ʔca˧˥căŋ˧˩˨băŋ˦˨ʂɤ˨ˀ˩ʔtʰaŋ˩˧ba˧˥jaj˦˨ŋăj˦˨
ngòng ngoèo	ŋɔŋ͡m˦˨ŋwew˦˨
già đòn non nhẽ	ja˦˨dɔŋ͡m˦˨nɔŋ͡m˧˥ɲɛ˧˩˨
phù hợp	fu˦˨hɤp˨ˀ˩ʔ
nứt đố đổ vách	nɯk˦˥do˩˧do˧˩˨jak˦˥
vồn vã	joŋ͡m˦˨ja˧˩˨
hội nghị đại biểu	hoj˨ˀ˩ʔŋi˨ˀ˩ʔdaj˨ˀ˩ʔbiəw˧˩˨
cần kiệm liêm chính	kɤ̆ŋ˦˨kiəm˨ˀ˩ʔliəm˧˥cin˩˧
vuốt giãn	juək˦˥jaŋ˧˩˨
đỏ như son	dɔ˧˩˨ɲɯ˧˥ʂɔŋ͡m˧˥
bánh nậm	ban˩˧nɤ̆m˨ˀ˩ʔ
móng cóc	mɔŋ͡m˩˧kɔk͡p˦˥
quận mười	wɤ̆ŋ˨ˀ˩ʔmɯəj˦˨
gàn gàn	ɣaŋ˦˨ɣaŋ˦˨
gánh gánh gồng gồng	ɣan˩˧ɣan˩˧ɣoŋ͡m˦˨ɣoŋ͡m˦˨
chăng	căŋ˧˥
bới bèo ra bọ	bɤj˩˧beo˦˨ʐa˧˥bɔ˨ˀ˩ʔ
phụ gia	fu˨ˀ˩ʔja˧˥
dấn nâu	jɤ̆ŋ˩˧nɤ̆w˧˥
cao nhòng	kaw˧˥ɲɔŋ͡m˦˨
câu được câu chăng	kɤ̆w˧˥dɯək˨ˀ˩ʔkɤ̆w˧˥căŋ˧˥
khò khử	xɔ˦˨xɯ˧˩˨
nói chung	nɔj˩˧cuŋ͡m˧˥
đánh lạc	dan˩˧lak˨ˀ˩ʔ
khúc mắc	xuk͡p˦˥măk˦˥
y đức	i˧˥dɯk˦˥
tri phú	ʈi˧˥fu˩˧
sịa	ʂiə˨ˀ˩ʔ
nhệch	ɲet˨ˀ˩ʔ
trẻ mỏ	ʈɛ˧˩˨mɔ˧˩˨
khoa học trừu tượng	xwa˧˥hɔk͡p˨ˀ˩ʔʈɯw˦˨tɯəŋ˨ˀ˩ʔ
nghèo khó	ŋeo˦˨xɔ˩˧
tuỳ cơ	twi˦˨kɤ˧˥
tội lệ gì	toj˨ˀ˩ʔle˨ˀ˩ʔɣi˦˨
nông thôn	noŋ͡m˧˥tʰoŋ͡m˧˥
thay lông đổi da	tʰăj˧˥loŋ͡m˧˥doj˧˩˨ja˧˥
phút đâu	fuk͡p˦˥dɤ̆w˧˥
cực phẩm	kɯk˨ˀ˩ʔfɤ̆m˧˩˨
nhuốc	ɲuək˦˥
con chị đi con dì nó lớn	kɔŋ͡m˧˥ci˨ˀ˩ʔdi˧˥kɔŋ͡m˧˥ji˦˨nɔ˩˧lɤŋ˩˧
thỉnh giảng	tʰin˧˩˨jaŋ˧˩˨
khu hệ	xu˧˥he˨ˀ˩ʔ
người quản lí	ŋɯəj˦˨waŋ˧˩˨li˩˧
ông bà	oŋ͡m˧˥ba˦˨
phân cấp quản lí	fɤ̆ŋ˧˥kɤ̆p˦˥waŋ˧˩˨li˩˧
hơi men	hɤj˧˥mɛŋ˧˥
hành trình kế	han˦˨ʈin˦˨ke˩˧
ngón chân	ŋɔŋ͡m˩˧cɤ̆ŋ˧˥
công điểm	koŋ͡m˧˥diəm˧˩˨
gạch lát	ɣak˨ˀ˩ʔlak˦˥
phân bộ	fɤ̆ŋ˧˥bo˨ˀ˩ʔ
tứ chiếng	tɯ˩˧ciəŋ˩˧
nông trang	noŋ͡m˧˥ʈaŋ˧˥
thông tín viên	tʰoŋ͡m˧˥tin˩˧jiəŋ˧˥
việt hải	jiək˨ˀ˩ʔhaj˧˩˨
phụ khuyết	fu˨ˀ˩ʔxwiək˦˥
vải dầu	jaj˧˩˨jɤ̆w˦˨
lâm bịnh	lɤ̆m˧˥bin˨ˀ˩ʔ
trong ngọc trắng ngà	ʈɔŋ͡m˧˥ŋɔk͡p˨ˀ˩ʔʈăŋ˩˧ŋa˦˨
nữ kĩ sư	nɯ˧˩˨ki˧˩˨ʂɯ˧˥
dĩ tiền	ji˧˩˨tiəŋ˦˨
chạy bán sống bán chết	căj˨ˀ˩ʔbaŋ˩˧ʂoŋ͡m˩˧baŋ˩˧cet˦˥
ba hoa	ba˧˥hwa˧˥
diễn tả	jiəŋ˧˩˨ta˧˩˨
tràng sơn	ʈaŋ˦˨ʂɤŋ˧˥
ngũ hình	ŋu˧˩˨hin˦˨
tư liệu lao động	tɯ˧˥liəw˨ˀ˩ʔlaw˧˥doŋ͡m˨ˀ˩ʔ
nậy	nɤ̆j˨ˀ˩ʔ
tương can	tɯəŋ˧˥kaŋ˧˥
mẹ đỏ	mɛ˨ˀ˩ʔdɔ˧˩˨
rát hơi bỏng cổ	ʐak˦˥hɤj˧˥bɔŋ͡m˧˩˨ko˧˩˨
bo-nê	bɔ˧˥-ne˧˥
việt gốc khơ-me	jiək˨ˀ˩ʔɣok͡p˦˥xɤ˧˥-mɛ˧˥
tiểu mục	tiəw˧˩˨muk͡p˨ˀ˩ʔ
có đẻ có thương	kɔ˩˧dɛ˧˩˨kɔ˩˧tʰɯəŋ˧˥
ma-nhê-tô-phôn	ma˧˥-ɲe˧˥-to˧˥-foŋ͡m˧˥
thấu suốt	tʰɤ̆w˩˧ʂuək˦˥
gớm guốc	ɣɤm˩˧ɣuək˦˥
cấc lấc	kɤ̆k˦˥lɤ̆k˦˥
a-lê hấp	a˧˥-le˧˥hɤ̆p˦˥
quần ngư tranh thực	wɤ̆ŋ˦˨ŋɯ˧˥ʈan˧˥tʰɯk˨ˀ˩ʔ
ưu điểm	ɯw˧˥diəm˧˩˨
hoà âm	hwa˦˨ɤ̆m˧˥
bàn luận	baŋ˦˨lwɤ̆ŋ˨ˀ˩ʔ
bò cạp	bɔ˦˨kap˨ˀ˩ʔ
chương cú	cɯəŋ˧˥ku˩˧
sáng nghiệp	ʂaŋ˩˧ŋiəp˨ˀ˩ʔ
tăng phòng	tăŋ˧˥fɔŋ͡m˦˨
đầy lùm	dɤ̆j˦˨lum˦˨
trực thanh	ʈɯk˨ˀ˩ʔtʰan˧˥
tân thiện	tɤ̆ŋ˧˥tʰiəŋ˨ˀ˩ʔ
quỷ thuật	wi˧˩˨tʰwɤ̆k˨ˀ˩ʔ
vừa mới	jɯə˦˨mɤj˩˧
nhập lí	ɲɤ̆p˨ˀ˩ʔli˩˧
chấp kinh	cɤ̆p˦˥kin˧˥
họng súng	hɔŋ͡m˨ˀ˩ʔʂuŋ͡m˩˧
đất khách	dɤ̆k˦˥xak˦˥
giăng	jăŋ˧˥
sắc chỉ	ʂăk˦˥ci˧˩˨
cánh hoa	kan˩˧hwa˧˥
xuống cân	suəŋ˩˧kɤ̆ŋ˧˥
đô tùy	do˧˥tuj˦˨
hình quạt tròn	hin˦˨wak˨ˀ˩ʔʈɔŋ͡m˦˨
anh tuấn	an˧˥twɤ̆ŋ˩˧
ngọc chỉ	ŋɔk͡p˨ˀ˩ʔci˧˩˨
cản phá	kaŋ˧˩˨fa˩˧
chặn đầu chặn đuôi	căŋ˨ˀ˩ʔdɤ̆w˦˨căŋ˨ˀ˩ʔduəj˧˥
nhà tranh vách đất	ɲa˦˨ʈan˧˥jak˦˥dɤ̆k˦˥
cao vọng	kaw˧˥jɔŋ͡m˨ˀ˩ʔ
thân quen	tʰɤ̆ŋ˧˥wɛŋ˧˥
mào gà trắng	maw˦˨ɣa˦˨ʈăŋ˩˧
quang điện	waŋ˧˥diəŋ˨ˀ˩ʔ
đóng cục	dɔŋ͡m˩˧kuk͡p˨ˀ˩ʔ
chỉ ngũ sắc	ci˧˩˨ŋu˧˩˨ʂăk˦˥
khí thế	xi˩˧tʰe˩˧
bỏ lò	bɔ˧˩˨lɔ˦˨
chí tình	ci˩˧tin˦˨
phèn đen	fɛŋ˦˨dɛŋ˧˥
chướng lũy	cɯəŋ˩˧luj˧˩˨
nghị tội	ŋi˨ˀ˩ʔtoj˨ˀ˩ʔ
đánh răng	dan˩˧ʐăŋ˧˥
a pác thai	a˧˥pak˦˥tʰaj˧˥
ỉa tháo	iə˧˩˨tʰaw˩˧
hoạn	hwaŋ˨ˀ˩ʔ
thúc bách	tʰuk͡p˦˥bak˦˥
cọc	kɔk͡p˨ˀ˩ʔ
cá nằm trên thớt	ka˩˧năm˦˨ʈen˧˥tʰɤk˦˥
nặc	năk˨ˀ˩ʔ
tô múa	to˧˥muə˩˧
bíp-tết	bip˦˥-tet˦˥
hầm hè	hɤ̆m˦˨hɛ˦˨
bỏ bớt	bɔ˧˩˨bɤk˦˥
sa mộc	ʂa˧˥mok͡p˨ˀ˩ʔ
bích thuỷ	bit˦˥tʰwi˧˩˨
mức sống	mɯk˦˥ʂoŋ͡m˩˧
nào hay	naw˦˨hăj˧˥
rưng rưng	ʐɯŋ˧˥ʐɯŋ˧˥
đánh công kiên	dan˩˧koŋ͡m˧˥kiəŋ˧˥
buồn bã	buəŋ˦˨ba˧˩˨
ca kĩ	ka˧˥ki˧˩˨
gầm	ɣɤ̆m˦˨
xã đội	sa˧˩˨doj˨ˀ˩ʔ
tâm lý	tɤ̆m˧˥li˩˧
nhãn tuyến	ɲaŋ˧˩˨twiəŋ˩˧
sinh sát	ʂin˧˥ʂak˦˥
chè he	cɛ˦˨hɛ˧˥
lễ vật	le˧˩˨jɤ̆k˨ˀ˩ʔ
chủ nghĩa phi lí tính	cu˧˩˨ŋiə˧˩˨fi˧˥li˩˧tin˩˧
dọc đường	jɔk͡p˨ˀ˩ʔdɯəŋ˦˨
đoan trinh	dwaŋ˧˥ʈin˧˥
tràn đầy	ʈaŋ˦˨dɤ̆j˦˨
bịt mắt bắt chim	bit˨ˀ˩ʔmăk˦˥băk˦˥cim˧˥
kẽ nứt	kɛ˧˩˨nɯk˦˥
nẩy	nɤ̆j˧˩˨
méo mó	meo˩˧mɔ˩˧
phá sập	fa˩˧ʂɤ̆p˨ˀ˩ʔ
đàng sau	daŋ˦˨ʂăw˧˥
chim thước	cim˧˥tʰɯək˦˥
nắm bắt	năm˩˧băk˦˥
đủ số	du˧˩˨ʂo˩˧
út ít	uk͡p˦˥it˦˥
gốc tích	ɣok͡p˦˥tit˦˥
tây mỗ	tɤ̆j˧˥mo˧˩˨
mo	mɔ˧˥
văn võ kiêm toàn	jăŋ˧˥jɔ˧˩˨kiəm˧˥twaŋ˦˨
mật công	mɤ̆k˨ˀ˩ʔkoŋ͡m˧˥
chiến tranh chớp nhoáng	ciəŋ˩˧ʈan˧˥cɤp˦˥ɲwaŋ˩˧
cầm cân nẩy mực	kɤ̆m˦˨kɤ̆ŋ˧˥nɤ̆j˧˩˨mɯk˨ˀ˩ʔ
phục thuốc	fuk͡p˨ˀ˩ʔtʰuək˦˥
rếch rác	ʐet˦˥ʐak˦˥
tín phong	tin˩˧fɔŋ͡m˧˥
thái thượng	tʰaj˩˧tʰɯəŋ˨ˀ˩ʔ
nổi xung	noj˧˩˨suŋ͡m˧˥
thực học	tʰɯk˨ˀ˩ʔhɔk͡p˨ˀ˩ʔ
dung hoà	juŋ͡m˧˥hwa˦˨
đáo đầu	daw˩˧dɤ̆w˦˨
thuyền phó	tʰwiəŋ˦˨fɔ˩˧
xôi xéo	soj˧˥seo˩˧
tiểu khí	tiəw˧˩˨xi˩˧
khủng hoảng chính trị	xuŋ͡m˧˩˨hwaŋ˧˩˨cin˩˧ʈi˨ˀ˩ʔ
dầu khí	jɤ̆w˦˨xi˩˧
ghe chài	ɣɛ˧˥caj˦˨
chinh phu	cin˧˥fu˧˥
phô	fo˧˥
tông bạt	toŋ͡m˧˥bak˨ˀ˩ʔ
tượng lĩnh	tɯəŋ˨ˀ˩ʔlin˧˩˨
cốp	kop˦˥
thước vẽ truyền	tʰɯək˦˥jɛ˧˩˨ʈwiəŋ˦˨
vướng víu	jɯəŋ˩˧jiw˩˧
thần chú	tʰɤ̆ŋ˦˨cu˩˧
phương vị	fɯəŋ˧˥ji˨ˀ˩ʔ
hồng lạc	hoŋ͡m˦˨lak˨ˀ˩ʔ
tiện nghi	tiəŋ˨ˀ˩ʔŋi˧˥
máy bơm	măj˩˧bɤm˧˥
thiện căn	tʰiəŋ˨ˀ˩ʔkăŋ˧˥
nấm mốc	nɤ̆m˩˧mok͡p˦˥
không chuyên	xoŋ͡m˧˥cwiəŋ˧˥
ngoã lông	ŋwa˧˩˨loŋ͡m˧˥
hạt é	hak˨ˀ˩ʔɛ˩˧
kiến tha lâu (ngày) đầy tổ	kiəŋ˩˧tʰa˧˥lɤ̆w˧˥ŋăj˦˨dɤ̆j˦˨to˧˩˨
tự phát	tɯ˨ˀ˩ʔfak˦˥
sinh vật quần	ʂin˧˥jɤ̆k˨ˀ˩ʔwɤ̆ŋ˦˨
việt dân	jiək˨ˀ˩ʔjɤ̆ŋ˧˥
bến	ben˩˧
chiếp chiếp	ciəp˦˥ciəp˦˥
khô dầu lá	xo˧˥jɤ̆w˦˨la˩˧
cây	kɤ̆j˧˥
hò	hɔ˦˨
kì thật	ki˦˨tʰɤ̆k˨ˀ˩ʔ
lệ thuộc	le˨ˀ˩ʔtʰuək˨ˀ˩ʔ
lời chúc	lɤj˦˨cuk͡p˦˥
đảng bộ	daŋ˧˩˨bo˨ˀ˩ʔ
tếu	tɛu˩˧
đến thế	den˩˧tʰe˩˧
thiên di	tʰiəŋ˧˥ji˧˥
eo óc	eo˧˥ɔk͡p˦˥
bừa máy	bɯə˦˨măj˩˧
sơn diêm	ʂɤŋ˧˥jiəm˧˥
vuông chữ điền	juəŋ˧˥cɯ˧˩˨diəŋ˦˨
ăn hàng	ăŋ˧˥haŋ˦˨
phòng chờ	fɔŋ͡m˦˨cɤ˦˨
bồn chồn	boŋ͡m˦˨coŋ͡m˦˨
lao màn	law˧˥maŋ˦˨
trung điểm	ʈuŋ͡m˧˥diəm˧˩˨
nặng lời	năŋ˨ˀ˩ʔlɤj˦˨
sông băng	ʂoŋ͡m˧˥băŋ˧˥
thông cảm	tʰoŋ͡m˧˥kam˧˩˨
tổng bao	toŋ͡m˧˩˨baw˧˥
na pan	na˧˥paŋ˧˥
lách cách	lak˦˥kak˦˥
quấn quít	wɤ̆ŋ˩˧wit˦˥
chim đầu đàn	cim˧˥dɤ̆w˦˨daŋ˦˨
phù lá trắng	fu˦˨la˩˧ʈăŋ˩˧
đáy biển mò kim	dăj˩˧biəŋ˧˩˨mɔ˦˨kim˧˥
đa huyết	da˧˥hwiək˦˥
giáng loại	jaŋ˩˧lwaj˨ˀ˩ʔ
kể lại	ke˧˩˨laj˨ˀ˩ʔ
cơm bưng nước rót	kɤm˧˥bɯŋ˧˥nɯək˦˥ʐɔk͡p˦˥
keo loan	keo˧˥lwaŋ˧˥
liệt nữ	liək˨ˀ˩ʔnɯ˧˩˨
tốt tiếng	tok͡p˦˥tiəŋ˩˧
tràng an	ʈaŋ˦˨aŋ˧˥
vừa mắt ta ra mắt người	jɯə˦˨măk˦˥ta˧˥ʐa˧˥măk˦˥ŋɯəj˦˨
ăn chực đòi bánh chưng	ăŋ˧˥cɯk˨ˀ˩ʔdɔj˦˨ban˩˧cɯŋ˧˥
thạch tiến	tʰak˨ˀ˩ʔtiəŋ˩˧
tứ phẩm	tɯ˩˧fɤ̆m˧˩˨
trông tận mặt, bắt tận tay	ʈoŋ͡m˧˥tɤ̆ŋ˨ˀ˩ʔmăk˨ˀ˩ʔbăk˦˥tɤ̆ŋ˨ˀ˩ʔtăj˧˥
yên đồng	iɛŋ˧˥doŋ͡m˦˨
trần liễu	ʈɤ̆ŋ˦˨liəw˧˩˨
bạch quả	bak˨ˀ˩ʔwa˧˩˨
mật thư	mɤ̆k˨ˀ˩ʔtʰɯ˧˥
vậy mà	jɤ̆j˨ˀ˩ʔma˦˨
nương nhờ cửa phật	nɯəŋ˧˥ɲɤ˦˨kɯə˧˩˨fɤ̆k˨ˀ˩ʔ
ủ bệnh	u˧˩˨ben˨ˀ˩ʔ
vùng	juŋ͡m˦˨
quý xa	wi˩˧sa˧˥
tâm điểm	tɤ̆m˧˥diəm˧˩˨
chú ruột	cu˩˧ʐuək˨ˀ˩ʔ
trợ tim	ʈɤ˨ˀ˩ʔtim˧˥
hổn hà hổn hển	hoŋ͡m˧˩˨ha˦˨hoŋ͡m˧˩˨hen˧˩˨
gieo trồng	jeo˧˥ʈoŋ͡m˦˨
thịt nây	tʰit˨ˀ˩ʔnɤ̆j˧˥
ai khảo mà xưng	aj˧˥xaw˧˩˨ma˦˨sɯŋ˧˥
si mê	ʂi˧˥me˧˥
mầm	mɤ̆m˦˨
vui đâu chầu đấy	juj˧˥dɤ̆w˧˥cɤ̆w˦˨dɤ̆j˩˧
pô	po˧˥
làng trên xóm dưới	laŋ˦˨ʈen˧˥sɔm˩˧jɯəj˩˧
bẩn thẩn bần thần	bɤ̆ŋ˧˩˨tʰɤ̆ŋ˧˩˨bɤ̆ŋ˦˨tʰɤ̆ŋ˦˨
chôn chân	coŋ͡m˧˥cɤ̆ŋ˧˥
bọ dím	bɔ˨ˀ˩ʔjim˩˧
hội thoại	hoj˨ˀ˩ʔtʰwaj˨ˀ˩ʔ
thứ vị	tʰɯ˩˧ji˨ˀ˩ʔ
phóng khoáng	fɔŋ͡m˩˧xwaŋ˩˧
bạc bội	bak˨ˀ˩ʔboj˨ˀ˩ʔ
phóng	fɔŋ͡m˩˧
danh ngữ	jan˧˥ŋɯ˧˩˨
cờ mao	kɤ˦˨maw˧˥
dạ đề	ja˨ˀ˩ʔde˦˨
non dạ	nɔŋ͡m˧˥ja˨ˀ˩ʔ
khuỵ	xwi˨ˀ˩ʔ
cứu tinh	kɯw˩˧tin˧˥
máy giũa	măj˩˧juə˧˩˨
a-đi-xơn	a˧˥-di˧˥-sɤŋ˧˥
tòng vong	tɔŋ͡m˦˨jɔŋ͡m˧˥
để hở	de˧˩˨hɤ˧˩˨
trung nguyên	ʈuŋ͡m˧˥ŋwiəŋ˧˥
choài	cwaj˦˨
đội đèn	doj˨ˀ˩ʔdɛŋ˦˨
tiến thủ	tiəŋ˩˧tʰu˧˩˨
cốc pài	kok͡p˦˥paj˦˨
cắt ruột	kăk˦˥ʐuək˨ˀ˩ʔ
nhăn nhở	ɲăŋ˧˥ɲɤ˧˩˨
khí liệu pháp	xi˩˧liəw˨ˀ˩ʔfap˦˥
hải cẩu	haj˧˩˨kɤ̆w˧˩˨
đấm đá	dɤ̆m˩˧da˩˧
dầu khuynh diệp	jɤ̆w˦˨xwin˧˥jiəp˨ˀ˩ʔ
quang tâm	waŋ˧˥tɤ̆m˧˥
quan tài	waŋ˧˥taj˦˨
phản ngựa	faŋ˧˩˨ŋɯə˨ˀ˩ʔ
che phủ	cɛ˧˥fu˧˩˨
tá khẩu	ta˩˧xɤ̆w˧˩˨
khắp nơi	xăp˦˥nɤj˧˥
thuỵ dũng	tʰwi˨ˀ˩ʔjuŋ͡m˧˩˨
ở đợ	ɤ˧˩˨dɤ˨ˀ˩ʔ
sinh địa	ʂin˧˥diə˨ˀ˩ʔ
quỳnh nghĩa	win˦˨ŋiə˧˩˨
tiền nhiệm	tiəŋ˦˨ɲiəm˨ˀ˩ʔ
đa sự	da˧˥ʂɯ˨ˀ˩ʔ
hoàng triều	hwaŋ˦˨ʈiəw˦˨
bán tống bán táng	baŋ˩˧toŋ͡m˩˧baŋ˩˧taŋ˩˧
đái đầm	daj˩˧dɤ̆m˦˨
cát	kak˦˥
xa hậu	sa˧˥hɤ̆w˨ˀ˩ʔ
nông phu	noŋ͡m˧˥fu˧˥
danh nhân	jan˧˥ɲɤ̆ŋ˧˥
thực nghiệp	tʰɯk˨ˀ˩ʔŋiəp˨ˀ˩ʔ
gặp phải	ɣăp˨ˀ˩ʔfaj˧˩˨
khóc than	xɔk͡p˦˥tʰaŋ˧˥
giáp lai	jap˦˥laj˧˥
vĩ bạch	ji˧˩˨bak˨ˀ˩ʔ
dỗ mồi	jo˧˩˨moj˦˨
khí số	xi˩˧ʂo˩˧
rắn hổ lục	ʐăŋ˩˧ho˧˩˨luk͡p˨ˀ˩ʔ
kính chẳng bõ phiền	kin˩˧căŋ˧˩˨bɔ˧˩˨fiəŋ˦˨
hưởng thụ	hɯəŋ˧˩˨tʰu˨ˀ˩ʔ
xay xát	săj˧˥sak˦˥
khu tập thể	xu˧˥tɤ̆p˨ˀ˩ʔtʰe˧˩˨
lui	luj˧˥
ăn như mỏ khoét	ăŋ˧˥ɲɯ˧˥mɔ˧˩˨xwet˦˥
đá đưa đầu lưỡi	da˩˧dɯə˧˥dɤ̆w˦˨lɯəj˧˩˨
vin	jin˧˥
rán	ʐaŋ˩˧
huỳnh	hwin˦˨
bi thương	bi˧˥tʰɯəŋ˧˥
lòng sông	lɔŋ͡m˦˨ʂoŋ͡m˧˥
kêu như ó	kɛu˧˥ɲɯ˧˥ɔ˩˧
ăn không ngồi rồi	ăŋ˧˥xoŋ͡m˧˥ŋoj˦˨ʐoj˦˨
cá nước duyên may	ka˩˧nɯək˦˥jwiəŋ˧˥măj˧˥
vân hoà	jɤ̆ŋ˧˥hwa˦˨
thanh cường	tʰan˧˥kɯəŋ˦˨
thu nhặt	tʰu˧˥ɲăk˨ˀ˩ʔ
chan chát	caŋ˧˥cak˦˥
cụng	kuŋ͡m˨ˀ˩ʔ
tờ báo	tɤ˦˨baw˩˧
cách mạng văn hoá	kak˦˥maŋ˨ˀ˩ʔjăŋ˧˥hwa˩˧
hoa muống	hwa˧˥muəŋ˩˧
nay gánh mai đội	năj˧˥ɣan˩˧maj˧˥doj˨ˀ˩ʔ
da mồi	ja˧˥moj˦˨
góc lõm	ɣɔk͡p˦˥lɔm˧˩˨
nước vàng	nɯək˦˥jaŋ˦˨
công sá	koŋ͡m˧˥ʂa˩˧
rểnh rảng	ʐen˧˩˨ʐaŋ˧˩˨
phân gio	fɤ̆ŋ˧˥jɔ˧˥
quế chi	we˩˧ci˧˥
nết	net˦˥
ri đá	ʐi˧˥da˩˧
cái bang	kaj˩˧baŋ˧˥
dài dòng	jaj˦˨jɔŋ͡m˦˨
dạ đài	ja˨ˀ˩ʔdaj˦˨
bà già	ba˦˨ja˦˨
bán ảo bán hiện	baŋ˩˧aw˧˩˨baŋ˩˧hiəŋ˨ˀ˩ʔ
hán hóa	haŋ˩˧hwa˩˧
tiên sư cha	tiəŋ˧˥ʂɯ˧˥ca˧˥
xích ma	sit˦˥ma˧˥
chính thất	cin˩˧tʰɤ̆k˦˥
vô kể	jo˧˥ke˧˩˨
dạo gót	jaw˨ˀ˩ʔɣɔk͡p˦˥
bởi thế	bɤj˧˩˨tʰe˩˧
năng nhặt chặt bị	năŋ˧˥ɲăk˨ˀ˩ʔcăk˨ˀ˩ʔbi˨ˀ˩ʔ
nói năng	nɔj˩˧năŋ˧˥
chết đói	cet˦˥dɔj˩˧
trừu	ʈɯw˦˨
chạy như quân đèn cù	căj˨ˀ˩ʔɲɯ˧˥wɤ̆ŋ˧˥dɛŋ˦˨ku˦˨
cửa thánh	kɯə˧˩˨tʰan˩˧
từ đáy lòng	tɯ˦˨dăj˩˧lɔŋ͡m˦˨
duyệt giả	jwiək˨ˀ˩ʔja˧˩˨
giết chóc	jet˦˥cɔk͡p˦˥
vóc hạ	jɔk͡p˦˥ha˨ˀ˩ʔ
vịt đái	jit˨ˀ˩ʔdaj˩˧
sông thao	ʂoŋ͡m˧˥tʰaw˧˥
nằm giá khóc măng	năm˦˨ja˩˧xɔk͡p˦˥măŋ˧˥
gương tày liếp	ɣɯəŋ˧˥tăj˦˨liəp˦˥
chế độ chuyên chế	ce˩˧do˨ˀ˩ʔcwiəŋ˧˥ce˩˧
mộc đạc	mok͡p˨ˀ˩ʔdak˨ˀ˩ʔ
kèo nài	keo˦˨naj˦˨
