麶	tʰi⁴⁴
現形	hiɛn²²⁻²¹hiɪŋ²⁴
苦盡甘來	kʰɔ⁵³⁻⁴⁴t͡ɕin²²⁻²¹kam⁴⁴⁻²²laɪ²⁴
褪	tʰŋ̍²¹
當局	tɔŋ⁴⁴⁻²²kiɔk̚⁴
真知	t͡ɕin⁴⁴⁻²²t͡saɪ⁴⁴
乾嘔	kan⁴⁴⁻²²aʊ⁵³
人工	lin²⁴⁻²²kɔŋ⁴⁴
刁故意	tʰiaʊ⁴⁴⁻²²kɔ²¹⁻⁵³i²¹
落跑	laʊ²¹⁻⁵³pʰaʊ²⁴
陸海空	liɔk̚⁴⁻³²haɪ⁵³⁻⁴⁴kʰɔŋ⁴⁴
揚長而去	iɔŋ²⁴⁻²²tiɔŋ²⁴⁻²²li²⁴⁻²²kʰi²¹
繁茂	huan²⁴⁻²²mɔ̃²²
抽頭	tʰiu⁴⁴⁻²²tʰaʊ²⁴
阿兵哥	a⁴⁴⁻²²piɪŋ⁴⁴⁻²²ko⁴⁴
撒母耳記	sat̚³²⁻⁴bo⁵³⁻⁴⁴nĩ⁵³⁻⁴⁴ki²¹
謙遜	kʰiam⁴⁴⁻²²sun²²
莊園	t͡sɔŋ⁴⁴⁻²²uan²⁴
清醒	t͡ɕʰiɪŋ⁴⁴⁻²²ɕiɪŋ⁵³
情慾	t͡ɕiɪŋ²⁴⁻²²iɔk̚⁴
蟯歹	ŋiãʊʔ³²⁻⁵³taɪ⁵³
青葙	t͡sʰẽ⁴⁴⁻²²ɕiũ⁴⁴
兒女	li²⁴⁻²²lu⁵³
呵咾	o⁴⁴⁻²²lo⁵³
小可仔	ɕio⁵³⁻⁴⁴kʰua⁵³⁻⁴⁴a⁵³
踏青	tap̚⁴⁻³²t͡ɕʰiɪŋ⁴⁴
留言	liu²⁴⁻²²ɡiɛn²⁴
菲律賓	hui⁴⁴⁻²²lip̚⁴⁻³²pin⁴⁴
法院	huat̚³²⁻⁴ĩ²²
拐賣	kuai⁵³⁻⁴⁴be²²
奪目	tuat̚⁴⁻³²bɔk̚⁴
紫檀	t͡su⁵³⁻⁴⁴tuã²⁴
風塵	hɔŋ⁴⁴⁻²²tin²⁴
餘數	u²⁴⁻²²sɔ²¹
英名	iɪŋ⁴⁴⁻²²biɪŋ²⁴
化妝品	hua²¹⁻⁵³t͡sɔŋ⁴⁴⁻²²pʰin⁵³
自助	t͡su²²⁻²¹t͡sɔ²²
蛇蛻	t͡sua²⁴⁻²²tʰue²¹
牛排	ɡu²⁴⁻²²paɪ²⁴
統一	tʰɔŋ⁵³⁻⁴⁴it̚³²
泡	pʰo²¹
添補	tʰĩ⁴⁴⁻²²pɔ⁵³
徵兵	t͡ɕiɪŋ⁴⁴⁻²²piɪŋ⁴⁴
非難	hui⁴⁴⁻²²lan²²
海陸	haɪ⁵³⁻⁴⁴liɔk̚⁴
開盤	kʰui⁴⁴⁻²²puã²⁴
歡呼	huan⁴⁴⁻²²hɔ⁴⁴
寸步	t͡sʰun²¹⁻⁵³pɔ²²
磋商	t͡sʰo⁴⁴⁻²²ɕiɔŋ⁴⁴
指針	t͡ɕi⁵³⁻⁴⁴t͡ɕiam⁴⁴
官吏	kuã⁴⁴⁻²²li²²
伨	tʰin²²
新富	ɕin⁴⁴⁻²²hu²¹
鎮靜劑	tin²¹⁻⁵³t͡ɕiɪŋ²²⁻²¹t͡se⁴⁴
結核病	kiɛt̚³²⁻⁴hut̚⁴⁻³²pĩ²²
衝破	t͡ɕʰiɔŋ⁴⁴⁻²²pʰo²¹
的確良	tiɪk̚³²⁻⁴kʰak̚³²⁻⁴liɔŋ²⁴
褪毛	tʰŋ̍²¹⁻⁵³mŋ̍²⁴
拉倒	la⁴⁴⁻²²to⁵³
絕句	t͡suat̚⁴⁻³²ku²¹
上賓	ɕiɔŋ²²⁻²¹pin⁴⁴
專科	t͡suan⁴⁴⁻²²kʰo⁴⁴
規年通天	kui⁴⁴⁻²²nĩ²⁴⁻²²tʰaŋ²¹⁻⁵³tʰĩ⁴⁴
同化	tɔŋ²⁴⁻²²hua²¹
泰	tʰua²¹
嗩吶	so⁵³⁻⁴⁴lap̚⁴
唐朝	tɔŋ²⁴⁻²²tiaʊ²⁴
修改	ɕiu⁴⁴⁻²²kue⁵³
佛陀	hut̚⁴⁻³²to²⁴
娠	ɕin⁴⁴
內務	laɪ²²⁻²¹bu²²
北美洲	pak̚³²⁻⁴bi⁵³⁻⁴⁴t͡ɕiu⁴⁴
造反	t͡so²²⁻²¹huan⁵³
跳	tiaʊ²⁴
客家話	kʰeʔ³²⁻⁵³ka⁴⁴⁻²²ue²²
空心	kʰɔŋ⁴⁴⁻²²ɕim⁴⁴
監護	kam⁴⁴⁻²²hɔ²²
主公	t͡su⁵³⁻⁴⁴kɔŋ⁴⁴
讚許	t͡san²¹⁻⁵³hu⁵³
住宅	t͡su²²⁻²¹tʰeʔ⁴
偕老	kaɪ⁴⁴⁻²²lo⁵³
嗣	su²²
百歲年老	paʔ³²⁻⁵³he²¹⁻⁵³nĩ²⁴⁻²²laʊ²²
日貨	d͡ʑit̚⁴⁻³²hue²¹
驚悸	kiɪŋ⁴⁴⁻²²kui²²
受挫	ɕiu²²⁻²¹t͡sʰo²¹
文士	bun²⁴⁻²²su²²
幹部	kan²¹⁻⁵³pɔ²²
猶如	iu²⁴⁻²²lu²⁴
王位	ɔŋ²⁴⁻²²ui²²
聯盟	liɛn²⁴⁻²²biɪŋ²⁴
口袋	kʰaʊ⁵³⁻⁴⁴te²²
百萬富翁	paʔ³²⁻⁵³ban²²⁻²¹hu²¹⁻⁵³ɔŋ⁴⁴
見鬼	kiɛn²¹⁻⁵³kui⁵³
霖	lim²⁴
變故	piɛn²¹⁻⁵³kɔ²¹
押解	aʔ³²⁻⁵³kaɪ⁵³
航船	haŋ²⁴⁻²²t͡sun²⁴
申訴	ɕin⁴⁴⁻²²sɔ²¹
花費	hua⁴⁴⁻²²hui²¹
吸入	kʰip̚³²⁻⁴d͡ʑip̚⁴
澡	t͡so⁵³
萬代年	ban²²⁻²¹taɪ²²⁻²¹nĩ²⁴
口角	kʰɔ⁵³⁻⁴⁴kak̚³²
生空生榫	ɕĩ⁴⁴⁻²²kʰaŋ⁴⁴⁻²²ɕĩ⁴⁴⁻²²sun⁵³
就醫	t͡ɕiu²²⁻²¹i⁴⁴
寫法	ɕia⁵³⁻⁴⁴huat̚³²
擱	kɔk̚³²
疏鬆	sɔ⁴⁴⁻²²sɔŋ⁴⁴
景況	kiɪŋ⁵³⁻⁴⁴hɔŋ⁵³
著實	tiɔk̚⁴⁻³²ɕit̚⁴
齊	t͡se²⁴
閃現	ɕiam⁵³⁻⁴⁴hiɛn²²
毀	hui⁵³
公噸	kɔŋ⁴⁴⁻²²tun²¹
辜負	kɔ⁴⁴⁻²²hu²²
大學	taɪ²²⁻²¹hak̚⁴
賣弄	mãɪ²²⁻²¹lɔŋ²²
厚重	kaʊ²²⁻²¹taŋ²²
挩	ue²¹
醜陋	t͡ɕʰiu⁵³⁻⁴⁴lɔ²²
違	ui²⁴
凍子	taŋ²¹⁻⁵³t͡ɕi⁵³
判決	pʰuã²¹⁻⁵³kuat̚³²
經濟學	kiɪŋ⁴⁴⁻²²t͡se²¹⁻⁵³hak̚⁴
尋	ɕiam²⁴
拍石師	pʰaʔ³²⁻⁵³t͡ɕioʔ⁴⁻²¹saɪ⁴⁴
不過	put̚³²⁻⁴ko²¹
死了	ɕi⁵³⁻⁴⁴liaʊ⁵³
確定	kʰak̚³²⁻⁴tiɪŋ²²
雙十節	ɕiaŋ⁴⁴⁻²²ɕip̚⁴⁻³²t͡ɕiɛt̚³²
烏藥	ɔ⁴⁴⁻²²ioʔ⁴
素席	sɔ²¹⁻⁵³ɕiɪk̚⁴
官兵	kuã⁴⁴⁻²²piɪŋ⁴⁴
音樂廳	im⁴⁴⁻²²ɡak̚⁴⁻³²tʰiã⁴⁴
半	puã²¹
水窟仔	t͡sui⁵³⁻⁴⁴kʰut̚³²⁻⁴a⁵³
哈哈鏡	ha⁴⁴⁻²²ha⁴⁴⁻²²kiã²¹
企圖	kʰi²¹⁻⁵³tɔ²⁴
付錢	hu²¹⁻⁵³t͡ɕĩ²⁴
產地	san⁵³⁻⁴⁴te²²
血母	huiʔ³²⁻⁵³bu⁵³
褒獎	po⁴⁴⁻²²t͡ɕiɔŋ⁵³
寡	kuã⁵³
修配	ɕiu⁴⁴⁻²²pʰue²¹
感應	kam⁵³⁻⁴⁴iɪŋ²¹
奶油	nãɪ⁴⁴⁻²²iu²⁴
裝修	t͡sɔŋ⁴⁴⁻²²ɕiu⁴⁴
不住	put̚³²⁻⁴t͡su²²
萬無一失	ban²²⁻²¹bu²⁴⁻²²it̚³²⁻⁴ɕit̚³²
分叉	hun⁴⁴⁻²²t͡sʰe⁴⁴
行徑	hiɪŋ²⁴⁻²²kiɪŋ²¹
早勻	t͡sa⁵³⁻⁴⁴un²⁴
大戰	taɪ²²⁻²¹t͡ɕiɛn²¹
過獎	ke²¹⁻⁵³t͡ɕiɔŋ⁵³
權力	kuan²⁴⁻²²liɪk̚⁴
妨害	hɔŋ⁵³⁻⁴⁴haɪ²²
塊頭	kʰuai²¹⁻⁵³tʰaʊ²⁴
饋贈	kui²²⁻²¹t͡ɕiɪŋ²²
強弱	kiɔŋ²⁴⁻²²d͡ʑiɔk̚⁴
抱恨	pʰaʊ²²⁻²¹hun²²
帽徽	bo²²⁻²¹hui⁴⁴
毒性	tɔk̚⁴⁻³²ɕiɪŋ²¹
合仔趁	hap̚⁴⁻³²a⁵³⁻⁴⁴tʰan²¹
煋	ɕiɪŋ⁴⁴
樹脂	t͡ɕʰiu²²⁻²¹t͡ɕi⁴⁴
擒	kʰim²⁴
城隍	ɕiã²⁴⁻²²hɔŋ²⁴
駐	t͡su²¹
青少年	t͡ɕʰiɪŋ⁴⁴⁻²²ɕiaʊ²¹⁻⁵³liɛn²⁴
泅	ɕiu²⁴
打賭	tã⁵³⁻⁴⁴tɔ⁵³
倉	t͡sʰŋ̍⁴⁴
但	nã²²
腆	tʰiɛn⁵³
出戰	t͡sʰut̚³²⁻⁴t͡ɕiɛn²¹
房東	paŋ²⁴⁻²²tɔŋ⁴⁴
萬象	ban²²⁻²¹ɕiɔŋ²²
假	ka²¹
手束	t͡ɕʰiu⁵³⁻⁴⁴sɔk̚³²
吻合	bun⁵³⁻⁴⁴hap̚⁴
透風	tʰaʊ²¹⁻⁵³hɔŋ⁴⁴
再版	t͡saɪ²¹⁻⁵³pan⁵³
先輩	ɕiɛn⁴⁴⁻²²pue²¹
白鐵	peʔ⁴⁻²¹tʰiʔ³²
分外	hun²²⁻²¹ɡua²²
皆	kaɪ⁴⁴
瑪竇福音	mã⁵³⁻⁴⁴tɔ²²⁻²¹hɔk̚³²⁻⁴im⁴⁴
同意書	tɔŋ²⁴⁻²²i²¹⁻⁵³su⁴⁴
效尤	haʊ²²⁻²¹iu²⁴
炳	piɪŋ⁵³
逗點	tɔ²²⁻²¹tiam⁵³
畫家	ui²²⁻²¹ka⁴⁴
劃	hiɪk̚⁴
屎鮣	saɪ⁵³⁻⁴⁴in²¹
半丁	puã²¹⁻⁵³tiɪŋ⁴⁴
瑙魯	lo⁵³⁻⁴⁴lɔ⁵³
足夠	t͡ɕiɔk̚³²⁻⁴kaʊ²¹
截肢	t͡ɕiɛt̚⁴⁻³²ki⁴⁴
國際事務	kɔk̚³²⁻⁴t͡se²¹⁻⁵³su²²⁻²¹bu²²
蚵	o²⁴
漢城	han²¹⁻⁵³ɕiã²⁴
短處	tuan⁵³⁻⁴⁴t͡sʰu²¹
家鄉	ka⁴⁴⁻²²hiɔŋ⁴⁴
厭𤺪	ia²¹⁻⁵³ɕiɛn²²
秘訣	pi²¹⁻⁵³kuat̚³²
棕蓑	t͡saŋ⁴⁴⁻²²sui⁴⁴
大賣	tua²²⁻²¹bue²²
重建	tiɔŋ²⁴⁻²²kiɛn²¹
內公	laɪ²²⁻²¹kɔŋ⁴⁴
篦	pin²¹
分派	hun⁴⁴⁻²²pʰaɪ²¹
刑訊	hiɪŋ²⁴⁻²²ɕin²¹
卜卦	pɔk̚³²⁻⁴kua²¹
蝸	o⁴⁴
頷管珠	am²²⁻²¹kun⁵³⁻⁴⁴t͡su⁴⁴
邽	ke⁴⁴
鏡面	kiã²¹⁻⁵³bin²²
世上	se²¹⁻⁵³ɕiɔŋ²²
手絹	t͡ɕʰiu⁵³⁻⁴⁴kin²¹
世故	se²¹⁻⁵³kɔ²¹
諸葛菜	t͡su⁴⁴⁻²²kat̚³²⁻⁴t͡sʰaɪ²¹
到職	kaʊ²¹⁻⁵³t͡ɕit̚³²
怒吼	nɔ̃²²⁻²¹haʊ⁵³
耗費	hɔ̃²¹⁻⁵³hui²¹
炊	t͡sʰe⁴⁴
干戈	kan⁴⁴⁻²²ko⁴⁴
省份	ɕiɪŋ⁵³⁻⁴⁴hun²²
新知	ɕin⁴⁴⁻²²ti⁴⁴
村落	t͡sʰun⁴⁴⁻²²loʔ⁴
乍	t͡sã²¹
地窖	te²²⁻²¹kaʊ²¹
血型	hiɛt̚³²⁻⁴hiɪŋ²⁴
間架	kan⁴⁴⁻²²ke²¹
福音	hɔk̚³²⁻⁴im⁴⁴
惘	bɔŋ²¹
殘	t͡san²⁴
蔔	pak̚⁴
明治	biɪŋ²⁴⁻²²ti²²
食力	ɕit̚⁴⁻³²lat̚⁴
藏	t͡sɔŋ²⁴
浪漫	lɔŋ²²⁻²¹ban²²
萬眾一心	ban²²⁻²¹t͡ɕiɔŋ²¹⁻⁵³it̚³²⁻⁴ɕim⁴⁴
棚仔	pĩ²⁴⁻²²a⁵³
鈍角	tun²²⁻²¹kak̚³²
撼	ham²²
雙面刀鬼	ɕiaŋ⁴⁴⁻²²bin²²⁻²¹to⁴⁴⁻²²kui⁵³
袋恭	te²²⁻²¹kiɔŋ⁴⁴
休戰	hiu⁴⁴⁻²²t͡ɕiɛn²¹
避邪	pi²²⁻²¹ɕia²⁴
看管	kʰan²¹⁻⁵³kuan⁵³
熄	ɕiɪk̚³²
漢草	han²¹⁻⁵³t͡sʰaʊ⁵³
入殮	lip̚⁴⁻³²liam²²
措辭	t͡sʰo²¹⁻⁵³su²⁴
提名	tʰe²⁴⁻²²miã²⁴
查某楔	t͡sa⁴⁴⁻²²bɔ⁵³⁻⁴⁴sueʔ³²
贈予	t͡san²²⁻²¹i⁵³
展望	tiɛn⁵³⁻⁴⁴bɔŋ²²
匙	ɕi²⁴
生殕	ɕĩ⁴⁴⁻²²pʰu⁵³
滿座	buan⁵³⁻⁴⁴t͡so²²
血型	huiʔ³²⁻⁵³hiɪŋ²⁴
臭喙角	t͡sʰaʊ²¹⁻⁵³t͡sʰui²¹⁻⁵³kak̚³²
著力	tioʔ⁴⁻²¹lat̚⁴
精力	t͡ɕiɪŋ⁴⁴⁻²²liɪk̚⁴
內陸	lue²²⁻²¹liɔk̚⁴
載	t͡saɪ²¹
露馬腳	lɔ²²⁻²¹be⁵³⁻⁴⁴kʰa⁴⁴
閃失	ɕiam⁵³⁻⁴⁴ɕit̚³²
副總統	hu²¹⁻⁵³t͡sɔŋ⁵³⁻⁴⁴tʰɔŋ⁵³
斯威士蘭	su⁴⁴⁻²²ui⁴⁴⁻²²su²²⁻²¹lan²⁴
報名	po²¹⁻⁵³miã²⁴
公僕	kɔŋ⁴⁴⁻²²pʰɔk̚⁴
電椅	tiɛn²²⁻²¹i⁵³
拐	kuai⁵³
線路	suã²¹⁻⁵³lɔ²²
防止	hɔŋ²⁴⁻²²t͡ɕi⁵³
注	t͡su²¹
鋪面	pʰɔ⁴⁴⁻²²bin²²
聳	ɕiɔŋ⁵³
源自	ɡuan²⁴⁻²²t͡su²²
在位	t͡saɪ²²⁻²¹ui²²
陪葬	pue²⁴⁻²²t͡sɔŋ²¹
棧道	t͡san²¹⁻⁵³to²²
吮	t͡sʰŋ̍⁵³
刀鋩	to⁴⁴⁻²²mĩ²⁴
噶瑪蘭	kat̚³²⁻⁴mã⁵³⁻⁴⁴lan⁵³
定罪	tiɪŋ²²⁻²¹t͡sue²²
街景	kue⁴⁴⁻²²kiɪŋ⁵³
何首烏	ho²⁴⁻²²ɕiu⁵³⁻⁴⁴ɔ⁴⁴
正確	t͡ɕiɪŋ²¹⁻⁵³kʰak̚³²
助長	t͡sɔ²²⁻²¹tiɔŋ⁵³
家教	ka⁴⁴⁻²²kaʊ²¹
電氣化	tiɛn²²⁻²¹kʰi²¹⁻⁵³hua²¹
壯美	t͡sɔŋ²¹⁻⁵³bi⁵³
鞍	an⁴⁴
著述	tu²¹⁻⁵³sut̚⁴
誼	ɡi²²
秦始皇	t͡ɕin²⁴⁻²²ɕi⁵³⁻⁴⁴hɔŋ²⁴
出國	t͡sʰut̚³²⁻⁴kɔk̚³²
豆乾	taʊ²²⁻²¹kuã⁴⁴
竹節蟲	tiɪk̚³²⁻⁴t͡sat̚³²⁻⁴tʰaŋ²⁴
配額	pʰue²¹⁻⁵³ɡiaʔ⁴
丁未	tiɪŋ⁴⁴⁻²²bi²²
轅	uan²⁴
相符	ɕiɔŋ⁴⁴⁻²²hu²⁴
整修	t͡ɕiɪŋ⁵³⁻⁴⁴ɕiu⁴⁴
參與感	t͡sʰam⁴⁴⁻²²u⁵³⁻⁴⁴kam⁵³
迎面	ɡiɪŋ²⁴⁻²²biɛn²²
漘	tun²⁴
平分	pĩ²⁴⁻²²pun⁴⁴
發稿	huat̚³²⁻⁴ko⁵³
河山	ho²⁴⁻²²suã⁴⁴
坑溝	kʰĩ⁴⁴⁻²²kaʊ⁴⁴
土龍	tʰɔ²⁴⁻²²liɪŋ²⁴
海里	haɪ⁵³⁻⁴⁴li⁵³
尺牘	t͡ɕʰiɪk̚³²⁻⁴tɔk̚⁴
插	t͡sʰaʔ³²
體育場	tʰe⁵³⁻⁴⁴iɔk̚⁴⁻³²tiũ²⁴
大端	taɪ²²⁻²¹tuan⁴⁴
服帖	hɔk̚⁴⁻³²tʰiap̚³²
沼澤	t͡ɕiaʊ⁵³⁻⁴⁴tiɪk̚⁴
少校	ɕiaʊ²¹⁻⁵³kaʊ²¹
鉗制	kʰiam²⁴⁻²²t͡se²¹
禮券	le⁵³⁻⁴⁴kŋ̍²¹
疊韻	tiap̚⁴⁻³²un²²
天井	tʰĩ⁴⁴⁻²²t͡ɕĩ⁵³
軍校	kun⁴⁴⁻²²haʊ²²
里斯本	li⁵³⁻⁴⁴su⁴⁴⁻²²pun⁵³
化名	hua²¹⁻⁵³miã²⁴
偏方	pʰiɛn⁴⁴⁻²²hŋ̍⁴⁴
火炭	he⁵³⁻⁴⁴tʰuã²¹
窮人	kiɪŋ²⁴⁻²²lin²⁴
瀚	han²²
硿	kʰã⁴⁴
伸	ɕin⁴⁴
用法	iɪŋ²²⁻²¹huat̚³²
幕	bɔ²²
附帶	hu²²⁻²¹taɪ²¹
拉夫	la⁴⁴⁻²²hu⁴⁴
凝聚	ɡiɪŋ²⁴⁻²²t͡su²²
書局	su⁴⁴⁻²²kiɪk̚⁴
乾枯	kan⁴⁴⁻²²kʰɔ⁴⁴
活躍	huat̚⁴⁻³²iɔk̚⁴
餅乾	piã⁵³⁻⁴⁴kuã⁴⁴
特別	tiɪk̚⁴⁻³²piɛt̚⁴
揣短路	t͡sʰe²²⁻²¹te⁵³⁻⁴⁴lɔ²²
鉸	ka⁴⁴
去職	kʰi²¹⁻⁵³t͡ɕit̚³²
引用	in⁵³⁻⁴⁴iɔŋ²²
對蝦	tui²¹⁻⁵³he²⁴
掌櫃	t͡ɕiɔŋ⁵³⁻⁴⁴kui²²
子彈	t͡su⁵³⁻⁴⁴tan²⁴
拔	puaʔ⁴
梢	saʊ⁴⁴
遺恨	ui²⁴⁻²²hun²²
滋長	t͡su⁴⁴⁻²²tiɔŋ⁵³
京戲	kiã⁴⁴⁻²²hi²¹
委派	ui⁵³⁻⁴⁴pʰaɪ²¹
僬	t͡ɕiaʊ²⁴
高見	ko⁴⁴⁻²²kiɛn²¹
只要	t͡ɕi⁵³⁻⁴⁴iaʊ²¹
世界級	se²¹⁻⁵³kaɪ²¹⁻⁵³kip̚³²
春分	t͡sʰun⁴⁴⁻²²hun⁴⁴
耐勞	nãɪ²²⁻²¹lo²⁴
那	nã²²
樣範	iũ²²⁻²¹pan²²
航標	haŋ²⁴⁻²²piaʊ⁴⁴
妻	t͡sʰue⁴⁴
石筍	t͡ɕioʔ⁴⁻²¹sun⁵³
枋寮	paŋ⁴⁴⁻²²liaʊ²⁴
潮州人	tio²⁴⁻²²t͡ɕiu⁴⁴⁻²²laŋ²⁴
痱仔	pui²¹⁻⁵³a⁵³
聖潔	ɕiɪŋ²¹⁻⁵³kiɛt̚³²
忍心	lim⁵³⁻⁴⁴ɕim⁴⁴
不合時宜	put̚³²⁻⁴hap̚⁴⁻³²ɕi²⁴⁻²²ɡi²⁴
敵意	tiɪk̚⁴⁻³²i²¹
幽情	iu⁴⁴⁻²²t͡ɕiɪŋ²⁴
慈悲	t͡su²⁴⁻²²pi⁴⁴
事前	su²²⁻²¹t͡ɕiɪŋ²⁴
誡	kaɪ²¹
隊長	tui²²⁻²¹tiũ⁵³
伯爾尼	piɪk̚³²⁻⁴nĩ⁵³⁻⁴⁴nĩ²⁴
仇視	ɕiu²⁴⁻²²ɕi²²
甲骨文	kaʔ³²⁻⁵³kut̚³²⁻⁴bun²⁴
白跤蹄	peʔ⁴⁻²¹kʰa⁴⁴⁻²²tue²⁴
地形	te²²⁻²¹hiɪŋ²⁴
花崗石	hua⁴⁴⁻²²kɔŋ⁴⁴⁻²²t͡ɕioʔ⁴
幣值	pe²¹⁻⁵³tat̚⁴
工黨	kaŋ⁴⁴⁻²²tɔŋ⁵³
齒科先生	kʰi⁵³⁻⁴⁴kʰo⁴⁴⁻²²ɕiɛn⁴⁴⁻²²ɕĩ⁴⁴
投機	taʊ²⁴⁻²²ki⁴⁴
認得	lin²²⁻²¹tiɪk̚³²
阿叔	a⁴⁴⁻²²t͡ɕiɪk̚³²
外國語	ɡua²²⁻²¹kɔk̚³²⁻⁴ɡu⁵³
艱難	kan⁴⁴⁻²²lan²⁴
飯盒	pŋ̍²²⁻²¹aʔ⁴
現象	hiɛn²²⁻²¹ɕiɔŋ²²
盤	puan²⁴
變天	piɛn²¹⁻⁵³tʰĩ⁴⁴
穡	ɕit̚³²
揮毫	hui⁴⁴⁻²²ho²⁴
組件	t͡sɔ⁴⁴⁻²²kiã²²
爭吵	t͡ɕiɪŋ⁴⁴⁻²²t͡sʰaʊ⁵³
郵便局	iu²⁴⁻²²piɛn²²⁻²¹kiɔk̚⁴
愈	u²²
著銃	tioʔ⁴⁻²¹t͡ɕʰiɪŋ²¹
工夫	kaŋ⁴⁴⁻²²hu⁴⁴
真面目	t͡ɕin⁴⁴⁻²²bin²²⁻²¹bɔk̚⁴
歹徒	taɪ⁵³⁻⁴⁴tɔ²⁴
批判	pʰue⁴⁴⁻²²pʰuã²¹
肯	kʰan⁵³
華工	hua²⁴⁻²²kaŋ⁴⁴
要員	iaʊ²¹⁻⁵³uan²⁴
更正	kiɪŋ⁴⁴⁻²²t͡ɕiɪŋ²¹
吝惜	lin²²⁻²¹ɕioʔ³²
傳訊	tuan²⁴⁻²²ɕin²¹
肝炎	kuã⁴⁴⁻²²iam²²
構想	kɔ²¹⁻⁵³ɕiɔŋ⁵³
寬限	kʰuan⁴⁴⁻²²an²²
多數	to⁴⁴⁻²²sɔ²¹
支前	ki⁴⁴⁻²²t͡ɕiɛn²⁴
雞鳥	kue⁴⁴⁻²²t͡ɕiaʊ⁵³
圖示	tɔ²⁴⁻²²ɕi²²
淮	huai²⁴
暗暝頓	am²¹⁻⁵³mĩ²⁴⁻²²tŋ̍²¹
衰落	sue⁴⁴⁻²²lɔk̚⁴
看板	kʰan²¹⁻⁵³pan⁵³
朔州	sɔk̚³²⁻⁴t͡ɕiu⁴⁴
生態環境	ɕiɪŋ⁴⁴⁻²²tʰaɪ²¹⁻⁵³kʰuan²⁴⁻²²kiɪŋ⁵³
罈	tʰam²⁴
麻黃	muã²⁴⁻²²hɔŋ²⁴
急促	kip̚³²⁻⁴t͡ɕʰiɔk̚³²
誓	t͡sua²²
使目尾	saɪ⁵³⁻⁴⁴bak̚⁴⁻³²be⁵³
預料	u²²⁻²¹liaʊ²²
理事長	li⁵³⁻⁴⁴su²²⁻²¹tiũ⁵³
食錢	t͡ɕiaʔ⁴⁻²¹t͡ɕĩ²⁴
開舉	kʰaɪ⁴⁴⁻²²ku⁵³
面桶	bin²²⁻²¹tʰaŋ⁵³
招魂	t͡ɕiaʊ⁴⁴⁻²²hun²⁴
瞅	t͡ɕʰiu⁴⁴
反對	huan⁵³⁻⁴⁴tui²¹
種珠	t͡ɕiɪŋ²¹⁻⁵³t͡su⁴⁴
流年	liu²⁴⁻²²liɛn²⁴
常年	ɕiɔŋ²⁴⁻²²liɛn²⁴
滿腹	muã⁵³⁻⁴⁴pak̚³²
平埔	pĩ²⁴⁻²²pɔ⁴⁴
圓夢	uan²⁴⁻²²baŋ²²
呂宋	lu²²⁻²¹sɔŋ²¹
適切	ɕiɪk̚³²⁻⁴t͡ɕʰiɛt̚³²
香港人	hiɔŋ⁴⁴⁻²²kaŋ⁵³⁻⁴⁴laŋ²⁴
病仙	pĩ²²⁻²¹ɕiɛn⁴⁴
五點	ɡɔ²²⁻²¹tiam⁵³
衫穿	sã⁴⁴⁻²²t͡ɕʰiɪŋ²²
胱	kɔŋ⁴⁴
嬔	huan²²
傾聽	kʰiɪŋ⁴⁴⁻²²tʰiɪŋ⁴⁴
新手	ɕin⁴⁴⁻²²t͡ɕʰiu⁵³
𠁣𠃛	ĩ²²⁻²¹uãi⁴⁴
點	tiam⁵³
運動	un²²⁻²¹tɔŋ²²
本色	pun⁵³⁻⁴⁴ɕiɪk̚³²
縱縱	t͡ɕʰiɔŋ⁵³⁻⁴⁴t͡ɕʰiɔŋ⁵³
醞釀	un²¹⁻⁵³liɔŋ⁵³
樞機主教	su⁴⁴⁻²²ki⁴⁴⁻²²t͡su⁵³⁻⁴⁴kaʊ²¹
卵仁	nŋ̍²²⁻²¹lin²⁴
記認	ki²¹⁻⁵³lin²²
摯友	t͡ɕi²¹⁻⁵³iu⁵³
刮	kuat̚³²
五旬節	ŋɔ̃⁵³⁻⁴⁴sun²⁴⁻²²t͡ɕiɛt̚³²
飛翔	hui⁴⁴⁻²²ɕiɔŋ²⁴
雞尾酒	ke⁴⁴⁻²²bue⁵³⁻⁴⁴t͡ɕiu⁵³
部分	pɔ²²⁻²¹hun²²
流水	liu²⁴⁻²²sui⁵³
稱快	t͡ɕʰiɪŋ⁴⁴⁻²²kʰuai²¹
師公	saɪ⁴⁴⁻²²kɔŋ⁴⁴
指定	t͡ɕi⁵³⁻⁴⁴tiɪŋ²²
切入	t͡ɕʰiɛt̚³²⁻⁴lip̚⁴
馬齒豆	be⁵³⁻⁴⁴kʰi⁵³⁻⁴⁴taʊ²²
經典	kiɪŋ⁴⁴⁻²²tiɛn⁵³
蛤仔鯊	kap̚³²⁻⁴a⁵³⁻⁴⁴sua⁴⁴
踢館	tʰat̚³²⁻⁴kuan⁵³
舊日	ku²²⁻²¹lit̚⁴
修好	ɕiu⁴⁴⁻²²ho⁵³
肺活量	hui²¹⁻⁵³uaʔ⁴⁻²¹liɔŋ²²
下巴	ha²²⁻²¹pa⁴⁴
復活	hɔk̚⁴⁻³²uaʔ⁴
打假	tã⁵³⁻⁴⁴ka⁵³
來自	laɪ²⁴⁻²²t͡su²²
老鳥	laʊ²²⁻²¹t͡ɕiaʊ⁵³
傷痛	ɕiɔŋ⁴⁴⁻²²tʰiã²¹
