'COS	kˈəz
INSTRUMENTAL	ˌɪnstɹəmˈɛntəl
INSTRUMENTATION	ˌɪnstɹəmɛntˈeɪʃən
INSTRUMENTS	ˈɪnstɹəmənts
INSUFFICIENT	ɪnsəfˈɪʃənt
INSULATION	ˌɪnsjʊlˈeɪʃən
INSULIN	ˈɪnsjʊlɪn
INSULT(1)	ɪnsˈɐlt
INSULT(2)	ˈɪnsˌɐlt
INSURANCE	ɪnʃˈɔːɹəns
INSURE	ɪnʃˈɔː
INSURED	ɪnʃˈɔːd
INTACT	ɪntˈækt
INTAKE	ˈɪntˌeɪk
INTEGER	ˈɪntɪdʒə
INTEGRAL(1)	ˈɪntɪgɹəl
INTEGRAL(2)	ɪntˈɛgɹəl
INTEGRATE	ˈɪntɪgɹˌeɪt
INTEGRATED	ˈɪntɪgɹˌeɪtɪd
INTEGRATING	ˈɪntɪgɹˌeɪtɪŋ
INTEGRATION	ˌɪntɪgɹˈeɪʃən
INTEGRITY	ɪntˈɛgɹɪti
INTEL	ˈɪntɛl
INTELLECTUAL	ˌɪntəlˈɛktʃʊəl
INTELLIGENCE	ɪntˈɛlɪdʒəns
INTELLIGENT	ɪntˈɛlɪdʒənt
INTEND	ɪntˈɛnd
INTENDED	ɪntˈɛndɪd
INTENDS	ɪntˈɛndz
INTENSE	ɪntˈɛns
INTENSITY	ɪntˈɛnsɪti
INTENSIVE	ɪntˈɛnsɪv
INTENT	ɪntˈɛnt
INTENTION	ɪntˈɛnʃən
INTENTIONS	ɪntˈɛnʃənz
INTER	ɪntˈɜː
INTERACT	ˌɪntəɹˈækt
INTERACTION	ˌɪntəɹˈækʃən
INTERACTIONS	ˌɪntəɹˈækʃənz
INTERACTIVE	ˌɪntəɹˈæktɪv
INTERCOURSE	ˈɪntəkˌɔːs
INTEREST(1)	ˈɪntɹɪst
INTEREST(2)	ˈɪntəɹɪst
INTERESTED(1)	ˈɪntɹɪstɪd
INTERESTED(2)	ˈɪntəɹɪstɪd
INTERESTING(1)	ˈɪntɹɪstɪŋ
INTERESTING(2)	ˈɪntəɹɪstɪŋ
INTERESTINGLY	ˈɪntɹɪstɪŋli
INTERESTS(1)	ˈɪntɹɪsts
INTERESTS(2)	ˈɪntəɹɪsts
INTERFACE	ˈɪntəfˌeɪs
INTERFACES	ˈɪntəfˌeɪsɪz
INTERFERE	ˌɪntəfˈɪə
INTERFERENCE	ˌɪntəfˈɪəɹəns
INTERIM	ˈɪntəɹɪm
INTERIOR	ɪntˈɪəɹɪə
INTERMEDIATE	ˌɪntəmˈiːdɪət
INTERN(1)	ɪntˈɜːn
INTERN(2)	ˈɪntɜːn
INTERNAL	ɪntˈɜːnəl
INTERNATIONAL	ˌɪntənˈæʃənəl
INTERNATIONALLY(1)	ˌɪntənˈæʃnəli
INTERNATIONALLY(2)	ˌɪntənˈæʃənəli
INTERNET	ˈɪntənˌɛt
INTERNSHIP	ˈɪntənʃˌɪp
INTERPRET	ɪntˈɜːpɹɪt
INTERPRETATION	ɪntˌɜːpɹɪtˈeɪʃən
INTERPRETATIONS	ɪntˌɜːpɹɪtˈeɪʃənz
INTERPRETED	ɪntˈɜːpɹɪtɪd
INTERRACIAL	ˌɪntəɹˈeɪʃəl
INTERRUPT	ˌɪntəɹˈɐpt
INTERSECTION	ˌɪntəsˈɛkʃən
INTERSTATE	ˈɪntəstˌeɪt
INTERVAL	ˈɪntəvəl
INTERVALS	ˈɪntəvəlz
INTERVENE	ˌɪntəvˈiːn
INTERVENTION	ˌɪntəvˈɛnʃən
INTERVENTIONS	ˌɪntəvˈɛnʃənz
INTERVIEW	ˈɪntəvjˌuː
INTERVIEWED	ˈɪntəvjˌuːd
INTERVIEWEE	ˌɪntəvjuːˈiː
INTERVIEWER	ˈɪntəvjˌuːə
INTERVIEWS	ˈɪntəvjˌuːz
INTERWEAVE	ɪntəwˈiːv
INTERWOVEN	ɪntəwˈəʊvən
INTESTINAL	ɪntˈɛstɪnəl
INTIMATE(1)	ˈɪntɪmɪt
INTIMATE(2)	ˈɪntɪmˌeɪt
INTIMIDATE	ɪntˈɪmɪdˌeɪt
INTO(1)	ɪntə
INTO(2)	ɪntˈuː
INTO(3)	ˈɪntuː
INTRANET	ˈɪntɹənˌɛt
INTRIGUE(1)	ˈɪntɹiːg
INTRIGUE(2)	ɪntɹˈiːg
INTRO	ˈɪntɹəʊ
INTRODUCE	ˌɪntɹədjˈuːs
INTRODUCED	ˌɪntɹədjˈuːst
INTRODUCES	ˌɪntɹədjˈuːsɪz
INTRODUCING	ˌɪntɹədjˈuːsɪŋ
INTRODUCTION	ˌɪntɹədˈɐkʃən
INTRODUCTORY	ˌɪntɹədˈɐktəɹi
INTUITION	ˌɪntjʊˈɪʃən
INTUITIVE	ˌɪntjˈuːˈɪtɪv
INVADE	ɪnvˈeɪd
INVADER	ɪnvˈeɪdə
INVADERS	ɪnvˈeɪdəz
INVALID(1)	ɪnvˈælɪd
INVALID(2)	ˈɪnvəlɪd
INVALUABLE	ɪnvˈæljʊbəl
INVARIABLY	ɪnvˈɛəɹɪəbli
INVASION	ɪnvˈeɪʒən
INVENT	ɪnvˈɛnt
INVENTED	ɪnvˈɛntɪd
INVENTION	ɪnvˈɛnʃən
INVENTORY	ˈɪnvəntəɹi
INVERCLYDE	ˌɪnvəklˈaɪd
INVERNESS	ˌɪnvənˈɛs
INVERSE(1)	ˈɪnvɜːs
INVERSE(2)	ɪnvˈɜːs
INVERSION(1)	ɪnvˈɜːʒən
INVERSION(2)	ɪnvˈɜːʃən
INVERT(1)	ɪnvˈɜːt
INVERT(2)	ˈɪnvɜːt
INVEST	ɪnvˈɛst
INVESTIGATE	ɪnvˈɛstɪgˌeɪt
INVESTIGATED	ɪnvˈɛstɪgˌeɪtɪd
INVESTIGATING	ɪnvˈɛstɪgˌeɪtɪŋ
INVESTIGATION	ɪnvˌɛstɪgˈeɪʃən
INVESTIGATIONS	ɪnvˌɛstɪgˈeɪʃənz
INVESTIGATOR	ɪnvˈɛstɪgˌeɪtə
INVESTIGATORS	ɪnvˈɛstɪgˌeɪtəz
INVESTING	ɪnvˈɛstɪŋ
INVESTMENT	ɪnvˈɛstmənt
INVESTMENTS	ɪnvˈɛstmənts
INVESTOR	ɪnvˈɛstə
INVESTORS	ɪnvˈɛstəz
INVISIBLE	ɪnvˈɪzɪbəl
INVITATION	ˌɪnvɪtˈeɪʃən
INVITATIONS	ˌɪnvɪtˈeɪʃənz
INVITE	ɪnvˈaɪt
INVITED	ɪnvˈaɪtɪd
INVOCATION	ɪnvəkˈeɪʃən
INVOICE	ˈɪnvˌɔɪs
INVOKE	ɪnvˈəʊk
INVOLVE	ɪnvˈɒlv
INVOLVED	ɪnvˈɒlvd
INVOLVEMENT	ɪnvˈɒlvmənt
INVOLVES	ɪnvˈɒlvz
INVOLVING	ɪnvˈɒlvɪŋ
ION(1)	ˈaɪən
ION(2)	ˈaɪˌɒn
IOTA	aɪˈəʊtə
IOWA	ˈaɪəʊə
IPOD	ˈaɪpˌɒd
IPSWICH	ˈɪpswɪtʃ
IRAN	ɪɹˈɑːn
IRANIAN(1)	ɪɹˈeɪnɪən
IRANIAN(2)	ɪɹˈɑːnɪən
IRAQ	ɪɹˈɑːk
IRAQI	ɪɹˈɑːki
IRELAND	ˈaɪələnd
IRENE	aɪɹˈiːn
IRIS	ˈaɪɹɪs
IRISH	ˈaɪɹɪʃ
IRK	ˈɜːk
IRON	ˈaɪən
IRONIC	aɪɹˈɒnɪk
IRONICALLY	aɪɹˈɒnɪkli
IRONING	ˈaɪənɪŋ
IRONY	ˈaɪɹəni
IRREGULAR	ɪɹˈɛgjʊlə
IRRELEVANT	ɪɹˈɛləvənt
IRRESPECTIVE	ɪɹɪspˈɛktɪv
IRRIGATION	ˌɪɹɪgˈeɪʃən
IS(1)	ɪz
IS(2)	ˈɪz
ISAAC	ˈaɪzək
ISLAM(1)	ˈɪzlˌɑːm
ISLAM(2)	ɪslˈɑːm
ISLAMIC	ɪzlˈæmɪk
ISLAND	ˈaɪlənd
ISLANDS	ˈaɪləndz
ISLAY	ˈaɪlˌeɪ
ISLE	ˈaɪl
ISLEWORTH	ˈaɪzəlwɜːθ
ISLINGTON	ˈɪzlɪŋtən
ISN'T(1)	ɪzənt
ISN'T(2)	ˈɪzənt
ISOLATE	ˈaɪsəlˌeɪt
ISOLATED	ˈaɪsəlˌeɪtɪd
ISOLATION	ˌaɪsəlˈeɪʃən
ISRAEL(1)	ˈɪzɹeɪl
ISRAEL(2)	ˈɪzɹɪəl
ISRAELI	ɪzɹˈeɪli
ISSUE	ˈɪʃuː
ISSUED	ˈɪʃuːd
ISSUES	ˈɪʃuːz
ISTANBUL	ˌɪstænbˈuːl
ISTHMUS(1)	ˈɪsθməs
ISTHMUS(2)	ˈɪstməs
ISTHMUS(3)	ˈɪsməs
IT(1)	ɪt
IT(2)	ˈɪt
ITALIAN	ɪtˈæljən
ITALIC	ɪtˈælɪk
ITALY	ˈɪtəli
ITCH	ˈɪtʃ
ITEM	ˈaɪtəm
ITEMS	ˈaɪtəmz
ITS(1)	ɪts
ITS(2)	ˈɪts
ITSELF	ɪtsˈɛlf
ITUNES	ˈaɪtjˌuːnz
IVORY(1)	ˈaɪvəɹi
IVORY(2)	ˈaɪvɹi
IVY	ˈaɪvi
JAB	dʒˈæb
JACK	dʒˈæk
JACKET	dʒˈækɪt
JACKETS	dʒˈækɪts
JACKIE	dʒˈæki
JACKSON	dʒˈæksən
JACKSONVILLE	dʒˈæksənvˌɪl
JACOB	dʒˈeɪkəb
JACQUELINE(1)	dʒˈæklɪn
JACQUELINE(2)	dʒˈækəlɪn
JACQUES	dʒˈæk
JADE	dʒˈeɪd
JAGGED	dʒˈægɪd
JAGUAR	dʒˈægjʊə
JAIL	dʒˈeɪl
JAKE	dʒˈeɪk
JAM	dʒˈæm
JAMAICA	dʒəmˈeɪkə
JAMES	dʒˈeɪmz
JAMIE	dʒˈeɪmi
JAN	dʒˈæn
JANE	dʒˈeɪn
JANET	dʒˈænɪt
JANUARY	dʒˈænjʊəɹi
JAPAN	dʒəpˈæn
JAPANESE	dʒˌæpənˈiːz
JAR	dʒˈɑː
JASON	dʒˈeɪsən
JAVA	dʒˈɑːvə
JAVASCRIPT	dʒˈɑːvəskɹˌɪpt
JAW	dʒˈɔː
JAY	dʒˈeɪ
JAYS	dʒˈeɪz
JAZZ	dʒˈæz
JEALOUS	dʒˈɛləs
JEALOUSY	dʒˈɛləsi
JEAN	dʒˈiːn
JEANS	dʒˈiːnz
JEEP	dʒˈiːp
JEER	dʒˈɪə
JEEZ	dʒˈiːz
JEFF	dʒˈɛf
JEFFERSON	dʒˈɛfəsən
JEFFREY	dʒˈɛfɹi
JEHOVAH	dʒɪhˈəʊvə
JELLY	dʒˈɛli
JENNIFER	dʒˈɛnɪfə
JENNY	dʒˈɛni
JEOPARDISE	dʒˈɛpədˌaɪz
JEOPARDIZE	dʒˈɛpədˌaɪz
JEREMY	dʒˈɛɹɪmi
JERK	dʒˈɜːk
JERRY	dʒˈɛɹi
JERSEY	dʒˈɜːzi
JERUSALEM	dʒəɹˈuːsələm
JESSICA	dʒˈɛsɪkə
JESSIE	dʒˈɛsi
JEST	dʒˈɛst
JESUS	dʒˈiːzəs
JET	dʒˈɛt
JETS	dʒˈɛts
JETTY	dʒˈɛti
JEW	dʒˈuː
JEWEL	dʒˈuːəl
JEWELLERY(1)	dʒˈuːəlɹi
JEWELLERY(2)	dʒˈuːlɹi
JEWELRY(1)	dʒˈuːəlɹi
JEWELRY(2)	dʒˈuːlɹi
JEWELS	dʒˈuːəlz
JEWISH	dʒˈuːɪʃ
JEWS	dʒˈuːz
JIBE	dʒˈaɪb
JIGSAW	dʒˈɪgsˌɔː
JILL	dʒˈɪl
JIM	dʒˈɪm
JIMMY	dʒˈɪmi
JINX	dʒˈɪŋks
JIVE	dʒˈaɪv
JO	dʒˈəʊ
JOAN	dʒˈəʊn
JOANNA	dʒəʊˈænə
JOANNE	dʒˌəʊˈæn
JOB(1)	dʒˈɒb
JOB(2)	dʒˈəʊb
JOBS	dʒˈɒbz
JOCK	dʒˈɒk
JOE	dʒˈəʊ
JOEL	dʒˈəʊəl
JOEY	dʒˈəʊi
JOG	dʒˈɒg
JOGGING	dʒˈɒgɪŋ
JOHN	dʒˈɒn
JOHNNY	dʒˈɒni
JOHNS	dʒˈɒnz
JOHNSON	dʒˈɒnsən
JOIN	dʒˈɔɪn
JOINED	dʒˈɔɪnd
JOINING	dʒˈɔɪnɪŋ
JOINS	dʒˈɔɪnz
JOINT	dʒˈɔɪnt
JOINTLY	dʒˈɔɪntli
JOINTS	dʒˈɔɪnts
JOKE	dʒˈəʊk
JOKER	dʒˈəʊkə
JOKES	dʒˈəʊks
JOKING	dʒˈəʊkɪŋ
JOLLY	dʒˈɒli
JOLT	dʒˈəʊlt
JON	dʒˈɒn
JONATHAN	dʒˈɒnəθən
JONES	dʒˈəʊnz
JORDAN	dʒˈɔːdən
JOSE	hˌəʊzˈeɪ
JOSEPH	dʒˈəʊzɪf
JOSH	dʒˈɒʃ
JOSHUA	dʒˈɒʃʊə
JOSIE	dʒˈəʊzi
JOURNAL	dʒˈɜːnəl
JOURNALISM	dʒˈɜːnəlˌɪzəm
JOURNALIST	dʒˈɜːnəlɪst
JOURNALISTS	dʒˈɜːnəlɪsts
JOURNALS	dʒˈɜːnəlz
JOURNEY	dʒˈɜːni
JOWL	dʒˈaʊl
JOWLS	dʒˈaʊlz
JOY	dʒˈɔɪ
JOYCE	dʒˈɔɪs
JUAN	hwˈɑːn
JUDGE	dʒˈɐdʒ
JUDGED	dʒˈɐdʒd
JUDGEMENT	dʒˈɐdʒmənt
JUDGEMENTS	dʒˈɐdʒmənts
JUDGES	dʒˈɐdʒɪz
JUDGING	dʒˈɐdʒɪŋ
JUDGMENT	dʒˈɐdʒmənt
JUDICIAL	dʒuːdˈɪʃəl
JUDICIARY	dʒuːdˈɪʃəɹi
JUDITH	dʒˈuːdɪθ
JUDO	dʒˈuːdəʊ
JUDY	dʒˈuːdi
JUG	dʒˈɐg
JUGGLE	dʒˈɐgəl
JUICE	dʒˈuːs
JUICY	dʒˈuːsi
JULIA	dʒˈuːlɪə
JULIAN(1)	dʒˈuːljən
JULIAN(2)	dʒˈuːlɪən
JULIE	dʒˈuːli
JULIEN	dʒˈuːlɪən
JULIET	dʒˈuːlɪˌɛt
JULY(1)	dʒəlˈaɪ
JULY(2)	dʒˌʊlˈaɪ
JUMP	dʒˈɐmp
JUMPED	dʒˈɐmpt
JUMPER	dʒˈɐmpə
JUMPERS	dʒˈɐmpəz
JUMPING	dʒˈɐmpɪŋ
JUMPS	dʒˈɐmps
JUNCTION	dʒˈɐŋkʃən
JUNE	dʒˈuːn
JUNGLE	dʒˈɐŋgəl
JUNIOR	dʒˈuːnjə
JUNK	dʒˈɐŋk
JUPITER	dʒˈuːpɪtə
JURISDICTION	dʒˌʊəɹɪsdˈɪkʃən
JUROR	dʒˈʊəɹə
JURY	dʒˈʊəɹi
JUS(1)	dʒˈuː
JUS(2)	dʒˈɐs
JUST(1)	dʒəst
JUST(2)	dʒˈɐst
JUSTICE	dʒˈɐstɪs
JUSTIFICATION	dʒˌɐstɪfɪkˈeɪʃən
JUSTIFIED	dʒˈɐstɪfˌaɪd
JUSTIFY	dʒˈɐstɪfˌaɪ
JUSTIN	dʒˈɐstɪn
JUT	dʒˈɐt
JUVENILE	dʒˈuːvənˌaɪl
KANSAS	kˈænzəs
KARAOKE	kˌæɹɪˈəʊki
KARATE	kəɹˈɑːti
KAREN	kˈæɹən
KARL	kˈɑːl
KARMA	kˈɑːmə
KATE	kˈeɪt
KATH	kˈæθ
KATHERINE(1)	kˈæθɹɪn
KATHERINE(2)	kˈæθəɹɪn
KATHLEEN	kˈæθliːn
KATHY	kˈæθi
KATIE	kˈeɪti
KATRINA	kətɹˈiːnə
KAY	kˈeɪ
KAYAK	kˈaɪæk
KAYS	kˈeɪz
KAZAKHSTAN(1)	kˌɑːzɑːkstˈɑːn
KAZAKHSTAN(2)	kˌɑːzɑːkstˈæn
KEBAB	kəbˈæb
KEEL	kˈiːl
KEEN	kˈiːn
KEEP	kˈiːp
KEEPER	kˈiːpə
KEEPING	kˈiːpɪŋ
KEEPS	kˈiːps
KEITH	kˈiːθ
KELLY	kˈɛli
KEN	kˈɛn
KENNEDY	kˈɛnɪdi
KENNETH	kˈɛnɪθ
KENSINGTON	kˈɛnsɪŋtən
KENT	kˈɛnt
KENTUCKY	kɛntˈɐki
KENYA(1)	kˈɛnjə
KENYA(2)	kˈiːnjə
KEPT	kˈɛpt
KERNEL	kˈɜːnəl
KERRY	kˈɛɹi
KESWICK	kˈɛzɪk
KETCHUP	kˈɛtʃəp
KETTLE	kˈɛtəl
KEVIN	kˈɛvɪn
KEW	kjˈuː
KEY	kˈiː
KEYBOARD	kˈiːbˌɔːd
KEYBOARDS	kˈiːbˌɔːdz
KEYNSHAM	kˈeɪnʃəm
KEYS	kˈiːz
KEYWORD	kˈiːwˌɜːd
KEYWORDS	kˈiːwˌɜːdz
KI	kˈiː
KICK	kˈɪk
KICKED	kˈɪkt
KICKING	kˈɪkɪŋ
KID	kˈɪd
KIDDIES	kˈɪdiz
KIDDING	kˈɪdɪŋ
KIDNAP	kˈɪdnˌæp
KIDNAPPED	kˈɪdnˌæpt
KIDNAPPING	kˈɪdnˌæpɪŋ
KIDNEY	kˈɪdni
KIDS	kˈɪdz
KIEV(1)	kˈiːɛv
KIEV(2)	kˈiːɛf
KILL	kˈɪl
KILLED	kˈɪld
KILLER	kˈɪlə
KILLERS	kˈɪləz
KILLING	kˈɪlɪŋ
KILLS	kˈɪlz
KILN	kˈɪln
KILO	kˈiːlˌəʊ
KILOMETER(1)	kˈɪləmˌiːtə
KILOMETER(2)	kˌɪlˈɒmɪtə
KILOMETERS(1)	kˈɪləmˌiːtəz
KILOMETERS(2)	kˌɪlˈɒmɪtəz
KILOMETRE(1)	kˈɪləmˌiːtə
KILOMETRE(2)	kˌɪlˈɒmɪtə
KILOMETRES(1)	kˈɪləmˌiːtəz
KILOMETRES(2)	kˌɪlˈɒmɪtəz
KILOS	kˈiːlˌəʊz
KILT	kˈɪlt
KIM	kˈɪm
KIN	kˈɪn
KIND	kˈaɪnd
KINDA	kˈaɪndə
KINDERGARTEN	kˈɪndəgˌɑːtən
KINDLY	kˈaɪndli
KINDNESS	kˈaɪndnɪs
KINDS	kˈaɪndz
KING	kˈɪŋ
KINGDOM	kˈɪŋdəm
KINGS	kˈɪŋz
KINGSTON	kˈɪŋstən
KINK	kˈɪŋk
KINKY	kˈɪŋki
KINNOCK	kˈɪnək
KINROSS	kˈɪnɹˌɒs
KIOSK	kiːˈɒsk
KIRK	kˈɜːk
KIRKCALDY	kɜːkˈɔːdi
KISS	kˈɪs
KISSED	kˈɪst
KISSES	kˈɪsɪz
KISSING	kˈɪsɪŋ
KIT	kˈɪt
KITCHEN	kˈɪtʃən
KITE	kˈaɪt
KITS	kˈɪts
KITTENS	kˈɪtənz
KITTY	kˈɪti
KIWI	kˈiːwi
KLUDGE	klˈɐdʒ
KNACK	nˈæk
KNEAD	nˈiːd
KNEE	nˈiː
KNEEL	nˈiːl
KNEELED	nˈiːld
KNEES	nˈiːz
KNELL	nˈɛl
KNELT	nˈɛlt
KNEW	njˈuː
KNICKERS	nˈɪkəz
KNIFE	nˈaɪf
KNIGHT	nˈaɪt
KNIGHTS	nˈaɪts
KNIT	nˈɪt
KNITTED	nˈɪtɪd
KNITTING	nˈɪtɪŋ
KNIVES	nˈaɪvz
KNOB	nˈɒb
KNOCK	nˈɒk
KNOCKED	nˈɒkt
KNOCKING	nˈɒkɪŋ
KNOT	nˈɒt
KNOW	nˈəʊ
KNOWING	nˈəʊɪŋ
KNOWLEDGE	nˈɒlɪdʒ
KNOWLEDGEABLE	nˈɒlɪdʒɪbəl
KNOWN	nˈəʊn
KNOWS	nˈəʊz
KOALA	kəʊˈɑːlə
KODAK	kˈəʊdˌæk
KONG	kˈɒŋ
KOREA	kəɹˈiːə
KOREAN	kəɹˈiːən
KORMA	kˈɔːmə
KOSHER	kˈəʊʃə
KOSOVO	kˈɒsəvəʊ
KRISPIES	kɹˈɪspiz
KUDOS	kjˈuːdɒs
KUMQUAT	kˈɐmkwɒt
KURD	kˈɜːd
KURT	kˈɜːt
KUWAIT	kuːwˈeɪt
KYLE	kˈaɪl
LA	lˈɑː
LAB	lˈæb
LABEL	lˈeɪbəl
LABELED	lˈeɪbəld
LABELLED	lˈeɪbəld
LABELS	lˈeɪbəlz
LABOR	lˈeɪbə
LABORATORIES	ləbˈɒɹətəɹiz
LABORATORY	ləbˈɒɹətəɹi
LABOUR	lˈeɪbə
LABOURER	lˈeɪbəɹə
LABS	lˈæbz
LABYRINTH	lˈæbəɹɪnθ
LACE	lˈeɪs
LACK	lˈæk
LACKED	lˈækt
LACKING	lˈækɪŋ
LAD	lˈæd
LADDER	lˈædə
LADDERS	lˈædəz
LADEN	lˈeɪdən
LADIES	lˈeɪdiz
LADLE	lˈeɪdəl
LADS	lˈædz
LADY	lˈeɪdi
LADYBOY	lˈeɪdiːbˌɔɪ
LAG	lˈæg
LAGER	lˈɑːgə
LAGOON	ləgˈuːn
LAID	lˈeɪd
LAIN	lˈeɪn
LAIR	lˈɛə
LAKE	lˈeɪk
LAKES	lˈeɪks
LAM	lˈæm
LAMB	lˈæm
LAMBDA	lˈæmdə
LAMBETH	lˈæmbəθ
LAME	lˈeɪm
LAMP	lˈæmp
LAMPS	lˈæmps
LAN	lˈæn
LANARKSHIRE	lˈænəkʃə
LANCASHIRE	lˈæŋkəʃˌɪə
LANCASTER(1)	lˈæŋkəstə
LANCASTER(2)	lˈæŋkˌæstə
LANCE	lˈɑːns
LAND	lˈænd
LANDED	lˈændɪd
LANDING	lˈændɪŋ
LANDLORD	lˈændlˌɔːd
LANDLORDS	lˈændlˌɔːdz
LANDOWNER	lˈændˌəʊnə
LANDOWNERS	lˈændˌəʊnəz
LANDS	lˈændz
LANDSCAPE(1)	lˈænskˌeɪp
LANDSCAPE(2)	lˈændskˌeɪp
LANDSCAPES(1)	lˈænskˌeɪps
LANDSCAPES(2)	lˈændskˌeɪps
LANE	lˈeɪn
LANES	lˈeɪnz
LANGUAGE	lˈæŋgwɪdʒ
LANGUAGES	lˈæŋgwɪdʒɪz
LANKY	lˈæŋki
LANTERN	lˈæntənt
LAOS(1)	lˈɑːɒs
LAOS(2)	lˈaʊs
LAOS(3)	lˈaʊz
LAP	lˈæp
LAPEL	lˈeɪpəl
LAPSE	lˈæps
LAPTOP	lˈæptˌɒp
LAPTOPS	lˈæptˌɒps
LARD	lˈɑːd
LARDER	lˈɑːdə
LARGE	lˈɑːdʒ
LARGE-SCALE	lˈɑːdʒskˌeɪl
LARGELY	lˈɑːdʒli
LARGER	lˈɑːdʒə
LARGEST	lˈɑːdʒɪst
LARK	lˈɑːk
LARRY	lˈæɹi
LASER	lˈeɪzə
LASH	lˈæʃ
LASS	lˈæs
LAST	lˈɑːst
LASTED	lˈɑːstɪd
LASTING	lˈɑːstɪŋ
LASTS	lˈɑːsts
LATCH	lˈætʃ
LATE	lˈeɪt
LATELY	lˈeɪtli
LATER	lˈeɪtə
LATERAL	lˈætəɹəl
LATEST	lˈeɪtɪst
LATEX	lˈeɪtˌɛks
LATHE	lˈeɪð
LATIN	lˈætɪn
LATINA	lætˈiːnə
LATINAS	lætˈiːnəz
LATINO	lætˈiːnəʊ
LATITUDE	lˈætɪtjˌuːd
LATTER	lˈætə
LATTICE	lˈætɪs
LATVIA	lˈætvɪə
LAUD	lˈɔːd
LAUGH	lˈɑːf
LAUGHED	lˈɑːft
LAUGHING	lˈɑːfɪŋ
LAUGHS	lˈɑːfs
LAUGHTER	lˈɑːftə
LAUNCH	lˈɔːntʃ
LAUNCHED	lˈɔːntʃt
LAUNCHES	lˈɔːntʃɪz
LAUNDRY	lˈɔːndɹi
LAURA	lˈɔːɹə
LAUREL	lˈɒɹəl
LAUREN	lˈɔːɹən
LAURENT	lˈɒɹənt
LAVA	lˈɑːvə
LAW	lˈɔː
LAWN	lˈɔːn
LAWRENCE	lˈɒɹəns
LAWS	lˈɔːz
LAWSUIT	lˈɔːsˌuːt
LAWYER(1)	lˈɔɪə
LAWYER(2)	lˈɔːjə
LAWYERS(1)	lˈɔɪəz
LAWYERS(2)	lˈɔːjəz
LAX	lˈæks
LAY	lˈeɪ
LAYER	lˈeɪə
LAYERS	lˈeɪəz
LAYING	lˈeɪɪŋ
LAYOUT	lˈeɪˌaʊt
LAZY	lˈeɪzi
LEA	lˈiː
LEAD(1)	lˈiːd
LEAD(2)	lˈɛd
LEADER	lˈiːdə
LEADERS	lˈiːdəz
LEADERSHIP	lˈiːdəʃˌɪp
LEADING	lˈiːdɪŋ
LEADS(1)	lˈiːdz
LEADS(2)	lˈɛdz
LEAF	lˈiːf
LEAFLET	lˈiːflɪt
LEAFLETS	lˈiːflɪts
LEAFY	lˈiːfi
LEAGUE	lˈiːg
LEAK	lˈiːk
LEAN	lˈiːn
LEANED	lˈiːnd
LEANING	lˈiːnɪŋ
LEANT	lˈɛnt
LEAP	lˈiːp
LEAPED	lˈiːpt
LEAPT	lˈɛpt
LEARN	lˈɜːn
LEARNED(1)	lˈɜːnd
LEARNED(2)	lˈɜːnɪd
LEARNER	lˈɜːnə
LEARNERS	lˈɜːnəz
LEARNING	lˈɜːnɪŋ
LEARNT	lˈɜːnt
LEASE	lˈiːs
LEASH	lˈiːʃ
LEASING	lˈiːsɪŋ
LEAST	lˈiːst
LEATHER	lˈɛðə
LEAVE	lˈiːv
LEAVES	lˈiːvz
LEAVING	lˈiːvɪŋ
LEBANON	lˈɛbənən
LECTURE	lˈɛktʃə
LECTURER	lˈɛktʃəɹə
LECTURES	lˈɛktʃəz
LED	lˈɛd
LEDGE	lˈɛdʒ
LEE	lˈiː
LEECH	lˈiːtʃ
LEEDS	lˈiːdz
LEEK	lˈiːk
LEER	lˈɪə
LEERY	lˈɪəɹi
LEFT	lˈɛft
LEG	lˈɛg
LEGACY	lˈɛgəsi
LEGAL	lˈiːgəl
LEGALLY	lˈiːgəli
LEGEND	lˈɛdʒənd
LEGENDARY	lˈɛdʒəndəɹi
LEGENDS	lˈɛdʒəndz
LEGGINGS	lˈɛgɪŋz
LEGION	lˈiːdʒən
LEGISLATION	lˌɛdʒɪslˈeɪʃən
LEGISLATIVE	lˈɛdʒɪslətɪv
LEGISLATURE	lˈɛdʒɪslˌeɪtʃə
LEGITIMACY	lɪdʒˈɪtɪməsi
LEGITIMATE	lɪdʒˈɪtɪmɪt
LEGO	lˈɛgəʊ
LEGS	lˈɛgz
LEICESTER	lˈɛstə
LEICESTERSHIRE	lˈɛstəʃə
LEIGH	lˈiː
LEISURE(1)	lˈɛʒə
LEISURE(2)	lˈiːʒə
LEMMA	lˈɛmə
LEMMAS	lˈɛməz
LEMON	lˈɛmən
LEMONADE	lˌɛmənˈeɪd
LEN	lˈɛn
LEND	lˈɛnd
LENDER	lˈɛndə
LENDERS	lˈɛndəz
LENDING	lˈɛndɪŋ
LENGTH(1)	lˈɛŋθ
LENGTH(2)	lˈɛŋkθ
LENGTHS(1)	lˈɛŋθs
LENGTHS(2)	lˈɛŋkθs
LENGTHY	lˈɛŋθi
LENIENT	liːnɪənt
LENS	lˈɛnz
LENSES	lˈɛnzɪz
LENT	lˈɛnt
LEO	lˈiːəʊ
LEONARD	lˈɛnəd
LEOPARD	lˈɛpəd
LEPER	lˈɛpə
LEPRECHAUN	lˈɛpɹəkˌɔːn
LESBIAN	lˈɛzbɪən
LESBIANS	lˈɛzbɪənz
LESLEY	lˈɛzli
