ئابووری	.ʔa.bû.rî
نووسەرەکانیدا	.nû.se.re.ka.nî.da
نووسەرەکانیش	.nû.se.re.ka.nîş
نووسەرەکە	.nû.se.re.ke
نووسەرەوە	.nû.se.re.we
نوێ	.nwê
نوێبنیانەکەی	.nwê.bin.ya.ne.key
نوێش	.nwêş
نوێنەرایەتیی	.nwê.ne.ra.ye.tîy
نوێنەرەکانی	.nwê.ne.re.ka.nî
نوێی	.nwêy
نوێیان	.nwê.yan
نوێیە	.nwê.ye
نوێیەکان	.nwê.ye.kan
نوێیەکانی	.nwê.ye.ka.nî
نوێیەکەیان	.nwê.ye.ke.yan
نۆ	.no
نێزیک	.nê.zîk
نێزیکترین	.nê.zîk.ti.rîn
نێزیکی	.nê.zî.kî
نێزیکەکانیان	.nê.zî.ke.kan.yan
نێزیکەی	.nê.zî.key
نێشتەجێیەکانی	.nêş.te.cê.ye.ka.nî
نێن	.nên
نێو	.nêw
نێوان	.nê.wan
نێوانی	.nê.wa.nî
نێوانەم	.nê.wa.nem
نێوبراوە	.nêw.bi.ra.we
نێوبراوەکان	.nêw.bi.ra.we.kan
نێوبراوەکاندا	.nêw.bi.ra.we.kan.da
نێوبراوەکە	.nêw.bi.ra.we.ke
نێوبڕێکی	.nêw.bi.řê.kî
نێوخۆیان	.nêw.xo.yan
نێوخۆیی	.nêw.xo.yî
نێوخۆیییەکان	.nêw.xo.yî.ye.kan
نێوخۆیییەکانەوە	.nêw.xo.yî.ye.ka.ne.we
نێوکۆڵانەکاندا	.nêw.ko.ła.ne.kan.da
نێوگۆڕینەیە	.nêw.go.řî.ne.ye
نێومان	.nêw.man
نێونراوە	.nêw.ni.ra.we
نێونیشانێکم	.nêw.nî.şa.nê.kim
نێونیشانی	.nêw.nî.şa.nî
نێونەتەوەیی	.nêw.ne.te.we.yî
نێونەتەوەییشە	.nêw.ne.te.we.yî.şe
نێونەتەوەییی	.nêw.ne.te.we.yîy
نێوێکی	.nê.wê.kî
نێوی	.nê.wî
نێویان	.nêw.yan
نێوە	.nê.we
نێوەکانیان	.nê.we.kan.yan
نێوەکانیشیان	.nê.we.ka.nîş.yan
نێوەکوردییەکان	.nê.we.kur.dî.ye.kan
نێوەوە	.nê.we.we
نێوەیان	.nê.we.yan
نیسان	.nî.san
نیسانی	.nî.sa.nî
نیشان	.nî.şan
نیشانی	.nî.şa.nî
نیشانیان	.nî.şan.yan
نیشتمانپەروەرییە	.nîş.ti.man.per.we.rî.ye
نیشتەجێ	.nîş.te.cê
نیشتەجێن	.nîş.te.cên
نیشتەجێیە	.nîş.te.cê.ye
نین	.nîn
نیوەی	.nî.wey
نیوەیان	.nî.we.yan
نییە	.nî.ye
نە	.ne
نەبن	.ne.bin
نەبوو	.ne.bû
نەبوون	.ne.bûn
نەبوونی	.ne.bû.nî
نەبوونە	.ne.bû.ne
نەبووە	.ne.bu.we
نەبێ	.ne.bê
نەبی	.ne.bî
نەبیسرانی	.ne.bîs.ra.nî
نەبینیوەتەوە	.ne.bî.nî.we.te.we
نەتوانن	.ne.twa.nin
نەتەوە	.ne.te.we
نەتەوەپەرستی	.ne.te.we.pe.ris.tî
نەتەوەخوازانەی	.ne.te.we.xwa.za.ney
نەتەوەخوازانەیە	.ne.te.we.xwa.za.ne.ye
نەتەوەخوازیی	.ne.te.we.xwa.zîy
نەتەوەخوازییە	.ne.te.we.xwa.zî.ye
نەتەوەخوازەکانی	.ne.te.we.xwa.ze.ka.nî
نەتەوەکان	.ne.te.we.kan
نەتەوەکاندا	.ne.te.we.kan.da
نەتەوەگەلێکی	.ne.te.we.ge.lê.kî
نەتەوەی	.ne.te.wey
نەتەوەیی	.ne.te.we.yî
نەتەوەییدا	.ne.te.we.yî.da
نەتەوەییی	.ne.te.we.yîy
نەتەوەیییەکان	.ne.te.we.yî.ye.kan
نەتەوەیییەکانی	.ne.te.we.yî.ye.ka.nî
نەتەوەیەک	.ne.te.we.yek
نەتەوەیەکی	.ne.te.we.ye.kî
نەچمەوە	.neç.me.we
نەچووە	.ne.çu.we
نەخایاند	.ne.xa.yand
نەختێک	.nex.têk
نەخشە	.nex.şe
نەخوێندەوار	.ne.xwên.de.war
نەخوێندەواریی	.ne.xwên.de.wa.rîy
نەخێندەواری	.ne.xên.de.wa.rî
نەدا	.ne.da
نەدابوو	.ne.da.bû
نەدان	.ne.dan
نەداوە	.ne.da.we
نەداوەتەوە	.ne.da.we.te.we
نەدراوە	.ne.di.ra.we
نەدۆزیوەتەوە	.ne.do.zî.we.te.we
نەدیوە	.ne.dî.we
نەدیوەتەوە	.ne.dî.we.te.we
نەدەجووڵایەوە	.ne.de.cû.ła.ye.we
نەدەدا	.ne.de.da
نەدەدرا	.ne.de.di.ra
نەدەکرا	.ne.de.ki.ra
نەدەکرد	.ne.de.kird
نەدەکردەوە	.ne.de.kir.de.we
نەدەکەوت	.ne.de.kewt
نەدەگرتن	.ne.de.gir.tin
نەدەگیرا	.ne.de.gî.ra
نەدەهات	.ne.de.hat
نەدەهاتن	.ne.de.ha.tin
نەرمونیانانەوە	.ner.mu.nya.na.ne.we
نەڕۆمەوە	.ne.řo.me.we
نەزاندراوە	.ne.zan.di.ra.we
نەزانیبوو	.ne.za.nî.bû
نەسڕاوەتەوە	.nes.řa.we.te.we
نەسەلمێندراوە	.ne.sel.mên.di.ra.we
نەشیانتوانیوە	.neş.yan.twa.nî.we
نەشیتوانیوە	.ne.şî.twa.nî.we
نەفت	.neft
نەفەران	.ne.fe.ran
نەقشبەندی	.neqş.ben.dî
نەک	.nek
نەکرابوو	.ne.ki.ra.bû
نەکرام	.ne.ki.ram
نەکراونەتەوە	.ne.ki.raw.ne.te.we
نەکراوە	.ne.ki.ra.we
نەکراوەتەوە	.ne.ki.ra.we.te.we
نەکربوو	.ne.kir.bû
نەکردرێ	.ne.kir.di.rê
نەکردوون	.ne.kir.dûn
نەکردووە	.ne.kir.du.we
نەکەن	.ne.ken
نەکەوتبوو	.ne.kew.ti.bû
نەگرین	.ne.gi.rîn
نەگونجاو	.ne.gun.caw
نەگونجراو	.ne.gunc.raw
نەگۆڕێندراون	.ne.go.řên.di.ra.win
نەگەیوە	.ne.gey.we
نەما	.ne.ma
نەمانی	.ne.ma.nî
نەماون	.ne.ma.win
نەماوە	.ne.ma.we
نەماوەتەوە	.ne.ma.we.te.we
نەمتوانی	.nem.twa.nî
نەمر	.ne.mir
نەناردنی	.ne.nar.di.nî
نەناسێندراوە	.ne.na.sên.di.ra.we
نەنووسرابوو	.ne.nûs.ra.bû
نەهات	.ne.hat
نەهاتووەتە	.ne.ha.tu.we.te
نەهێنرا	.ne.hên.ra
نەهێنراوە	.ne.hên.ra.we
نەورۆز	.new.roz
نەویتر	.ne.wî.tir
نەویترین	.ne.wî.ti.rîn
نەوەک	.ne.wek
نەوەکا	.ne.we.ka
نەوەکانی	.ne.we.ka.nî
نەوەکانیشت	.ne.we.ka.nî.şit
نەیانتوانیبوو	.ne.yan.twa.nî.bû
نەیاندەتوانی	.ne.yan.det.wa.nî
نەیاندەهێشت	.ne.yan.de.hêşt
نەیانوێرا	.ne.yan.wê.ra
نەیتوانی	.ney.twa.nî
نەیدەتوانی	.ney.det.wa.nî
نەیکا	.ney.ka
نەیوێراوە	.ney.wê.ra.we
هاتبوو	.ha.ti.bû
هاتبوون	.ha.ti.bûn
هاتبوونە	.ha.ti.bû.ne
هاتن	.ha.tin
هاتنی	.ha.ti.nî
هاتنە	.ha.ti.ne
هاتنەوە	.ha.ti.ne.we
هاتوچووی	.ha.tu.çûy
هاتوون	.ha.tûn
هاتوونەتە	.ha.tû.ne.te
هاتووە	.ha.tu.we
هاتووەتە	.ha.tu.we.te
هاتە	.ha.te
هارڤارد	.har.vard
هاریدەدەری	.ha.rî.de.de.rî
هاریدەدەریان	.ha.rî.de.der.yan
هاڕۆڵد	.ha.řołd
هاندەرەکان	.han.de.re.kan
هاوار	.ha.war
هاوارێ	.ha.wa.rê
هاواری	.ha.wa.rî
هاوبڕیارەکانیاندا	.haw.biř.ya.re.kan.yan.da
هاوبەشن	.haw.be.şin
هاوچەرخدا	.haw.çerx.da
هاوچەرخەوە	.haw.çer.xe.we
هاودەنگیی	.haw.den.gîy
هاوڕا	.haw.řa
هاوڕێ	.haw.řê
هاوڕێژەیە	.haw.řê.je.ye
هاوڕێن	.haw.řên
هاوڕێیان	.haw.řê.yan
هاوڕێیانە	.haw.řê.ya.ne
هاوڕێیە	.haw.řê.ye
هاوڕێیەک	.haw.řê.yek
هاوڕێیەکان	.haw.řê.ye.kan
هاوڕێیەکانم	.haw.řê.ye.ka.nim
هاوڕێیەکانی	.haw.řê.ye.ka.nî
هاوڕێیەکانیان	.haw.řê.ye.kan.yan
هاوڕێیەکەشم	.haw.řê.ye.ke.şim
هاوڕیش	.haw.řîş
هاوکات	.haw.kat
هاوکاری	.haw.ka.rî
هاوکاریی	.haw.ka.rîy
هاوکارییان	.haw.ka.rî.yan
هاووڵاتییەک	.haw.wi.ła.tî.yek
هاویاریی	.haw.ya.rîy
هتد	.hi.tid
هشیار	.hiş.yar
هوسێس	.hu.sês
هوگۆ	.hu.go
هونەر	.hu.ner
هونەرمەندان	.hu.ner.men.dan
هونەری	.hu.ne.rî
هوونەرا	.hû.ne.ra
هۆ	.ho
هۆرتە	.hor.te
هۆرتەوبەرە	.hor.tew.be.re
هۆرتەوبەرەکان	.hor.tew.be.re.kan
هۆرتەوبەرەکانی	.hor.tew.be.re.ka.nî
هۆرتەوبەرەی	.hor.tew.be.rey
هۆرتەوبەرەیە	.hor.tew.be.re.ye
هۆرتەوبەرەیەکی	.hor.tew.be.re.ye.kî
هۆزی	.ho.zî
هۆزەکان	.ho.ze.kan
هۆکارانی	.ho.ka.ra.nî
هۆکارانە	.ho.ka.ra.ne
هۆکارێکی	.ho.ka.rê.kî
هۆکاری	.ho.ka.rî
هۆکارە	.ho.ka.re
هۆکارەکانی	.ho.ka.re.ka.nî
هۆکارەکەش	.ho.ka.re.keş
هۆکی	.ho.kî
هۆگر	.ho.gir
هۆگریان	.ho.gir.yan
هۆگریانن	.ho.gir.ya.nin
هۆگرەکان	.ho.gi.re.kan
هۆگرەکانی	.ho.gi.re.ka.nî
هۆنراوە	.hon.ra.we
هۆنراوەکان	.hon.ra.we.kan
هۆنراوەکانی	.hon.ra.we.ka.nî
هۆنراوەگەلە	.hon.ra.we.ge.le
هۆنراوەی	.hon.ra.wey
هۆی	.hoy
هۆییەک	.hoy.yek
هۆیە	.ho.ye
هۆیەکی	.ho.ye.kî
هۆیەوە	.ho.ye.we
هۆیەکانیان	.ho.ye.kan.yan
هێچ	.hêç
هێدی	.hê.dî
هێرشانە	.hê.ri.şa.ne
هێرشی	.hê.ri.şî
هێرشیان	.hê.riş.yan
هێزکردنەوەی	.hêz.kir.di.ne.wey
هێزی	.hê.zî
هێزیی	.hê.zîy
هێزە	.hê.ze
هێستا	.hês.ta
هێستاش	.hês.taş
هێشتا	.hêş.ta
هێشتبوو	.hêş.ti.bû
هێڤی	.hê.vî
هێمینگوەی	.hê.mîng.wey
هێنا	.hê.na
هێنابا	.hê.na.ba
هێنابوو	.hê.na.bû
هێنابوویان	.hê.na.bû.yan
هێنانی	.hê.na.nî
هێنانیان	.hê.nan.yan
هێنانەکەم	.hê.na.ne.kem
هێنانەوەی	.hê.na.ne.wey
هێناونەتەوە	.hê.naw.ne.te.we
هێناوە	.hê.na.we
هێناوەتە	.hê.na.we.te
هێند	.hênd
هێندراونەتە	.hên.di.raw.ne.te
هێنرا	.hên.ra
هێنرابوون	.hên.ra.bûn
هێنراون	.hên.ra.win
هێنراوەتە	.hên.ra.we.te
هیچ	.hîç
هیچت	.hî.çit
هیچیان	.hîç.yan
هیلال	.hî.lal
هیندوو	.hîn.dû
هیوا	.hî.wa
هیوامان	.hî.wa.man
هەبن	.he.bin
هەبوو	.he.bû
هەبووبێ	.he.bû.bê
هەبوون	.he.bûn
هەبوونی	.he.bû.nî
هەبووە	.he.bu.we
هەبێ	.he.bê
هەتا	.he.ta
هەتاکوو	.he.ta.kû
هەتانە	.he.ta.ne
هەتاو	.he.taw
هەر	.her
هەرتک	.her.tik
هەرتکیان	.her.tik.yan
هەرچۆنێک	.her.ço.nêk
هەرچەند	.her.çend
هەردووک	.her.dûk
هەردووکشیان	.her.dû.kiş.yan
هەرزانتر	.her.zan.tir
هەرزانترن	.her.zan.ti.rin
هەرکام	.her.kam
هەروا	.her.wa
هەروەها	.her.we.ha
هەرە	.he.re
هەڕۆڵد	.he.řołd
هەڕەتێک	.he.ře.têk
هەڕەتی	.he.ře.tî
هەڕەتە	.he.ře.te
هەڕەتەشدا	.he.ře.teş.da
هەڕەشەوگوڕەشەیە	.he.ře.şew.gu.ře.şe.ye
هەزار	.he.zar
هەزاران	.he.za.ran
هەزاریش	.he.za.rîş
هەزیر	.he.zîr
هەزیرکردنی	.he.zîr.kir.di.nî
هەست	.hest
هەستان	.hes.tan
هەستی	.hes.tî
هەستیان	.hest.yan
هەستەکان	.hes.te.kan
هەشبوون	.heş.bûn
هەشت	.heşt
هەشتەمین	.heş.te.mîn
هەشن	.he.şin
هەڤالەکانی	.he.va.le.ka.nî
هەڤاڵەکانیان	.he.va.łe.kan.yan
هەڤگرتنا	.hev.gir.ti.na
هەڤیارییەکان	.hev.ya.rî.ye.kan
هەڤیازییەکیان	.hev.ya.zî.yek.yan
هەلانە	.he.la.ne
هەلومەرجانێک	.he.lu.mer.ca.nêk
هەلومەرجێکی	.he.lu.mer.cê.kî
هەلومەرجی	.he.lu.mer.cî
هەلومەرجە	.he.lu.mer.ce
هەلومەرجەکە	.he.lu.mer.ce.ke
هەلۆمەرجەکە	.he.lo.mer.ce.ke
هەلێکی	.he.lê.kî
هەلێکە	.he.lê.ke
هەلی	.he.lî
هەڵاتم	.he.ła.tim
هەڵاتن	.he.ła.tin
هەڵاواردن	.he.ła.war.din
هەڵاوێر	.he.ła.wêr
هەڵبژاردن	.heł.bi.jar.din
هەڵبژاردنی	.heł.bi.jar.di.nî
هەڵبژێردرێن	.heł.bi.jêr.di.rên
هەڵبگوێزدرێن	.heł.big.wêz.di.rên
هەڵبەت	.heł.bet
هەڵبەست	.heł.best
هەڵبەستن	.heł.bes.tin
هەڵبەستێکی	.heł.bes.tê.kî
هەڵبەستی	.heł.bes.tî
هەڵبەستیش	.heł.bes.tîş
هەڵبەستەکان	.heł.bes.te.kan
هەڵبەستەکانم	.heł.bes.te.ka.nim
هەڵبەستەکانی	.heł.bes.te.ka.nî
هەڵبەستەکانیان	.heł.bes.te.kan.yan
هەڵبەستەوە	.heł.bes.te.we
هەڵپەڕکێیە	.heł.peř.kê.ye
هەڵدا	.heł.da
هەڵدەبژێردرێن	.heł.de.bi.jêr.di.rên
هەڵدەسەنگاند	.heł.de.sen.gand
هەڵدەکەوت	.heł.de.kewt
هەڵدەکەوێ	.heł.de.ke.wê
هەڵدەگرن	.heł.de.gi.rin
هەڵدەگوێزرانەوە	.heł.de.gwêz.ra.ne.we
هەڵدەگەڕێنەوە	.heł.de.ge.řê.ne.we
هەڵدەین	.heł.deyn
هەڵسەنگاندن	.heł.sen.gan.din
هەڵسەنگاندنانە	.heł.sen.gan.di.na.ne
هەڵسەنگاندندا	.heł.sen.gan.din.da
هەڵسەنگاندنی	.heł.sen.gan.di.nî
هەڵسەنگێنێ	.heł.sen.gê.nê
هەڵسەنگێنین	.heł.sen.gê.nîn
هەڵکردووە	.heł.kir.du.we
هەڵکێشەوداکێشەیە	.heł.kê.şew.da.kê.şe.ye
هەڵکەوێ	.heł.ke.wê
هەڵگواستوونەتەوە	.heł.gwas.tû.ne.te.we
هەڵگوێزانی	.heł.gwê.za.nî
هەڵگوێزراون	.heł.gwêz.ra.win
هەڵگوێسدراون	.heł.gwês.di.ra.win
هەڵگوێسرابوونەوە	.heł.gwês.ra.bû.ne.we
هەڵگەڕێنەوە	.heł.ge.řê.ne.we
هەڵمژینی	.heł.mi.jî.nî
هەڵمەت	.heł.met
هەڵهرووژاندنی	.heł.hi.rû.jan.di.nî
هەڵویستیان	.heł.wîst.yan
هەڵوەشاند	.heł.we.şand
هەڵوەشاندەوە	.heł.we.şan.de.we
هەڵوەشێندبایەوە	.heł.we.şên.di.ba.ye.we
هەڵوەشێندرا	.heł.we.şên.di.ra
هەڵوەشێنرا	.heł.we.şên.ra
هەڵیگواستە	.he.łî.gwas.te
هەڵەی	.he.łey
هەڵەیە	.he.łe.ye
هەڵەیەکی	.he.łe.ye.kî
هەموو	.he.mû
هەمووی	.he.mûy
هەموویان	.he.mû.yan
هەمیشە	.he.mî.şe
هەن	.hen
هەناردە	.he.nar.de
هەندێک	.hen.dêk
هەندێکشیان	.hen.dê.kiş.yan
هەندێکی	.hen.dê.kî
هەندێکیان	.hen.dêk.yan
هەندێکیش	.hen.dê.kîş
هەندێکیشیان	.hen.dê.kîş.yan
هەندەران	.hen.de.ran
هەندەرانێ	.hen.de.ra.nê
هەندەرانیشدا	.hen.de.ra.nîş.da
هەندەک	.hen.dek
هەنگاوێکی	.hen.ga.wê.kî
هەواڵنێری	.he.wał.nê.rî
هەواڵەکانی	.he.wa.łe.ka.nî
هەوڵی	.hew.łî
هەویستبووی	.he.wîs.ti.bûy
هەیانە	.he.ya.ne
هەیە	.he.ye
و	.we
وا	.wa
وابوو	.wa.bû
وابووە	.wa.bu.we
وابێ	.wa.bê
واتای	.wa.tay
واتە	.wa.te
واز	.waz
وازهێنانی	.waz.hê.na.nî
وازی	.wa.zî
وازیان	.waz.yan
واژۆ	.wa.jo
واژۆکەرەکانی	.wa.jo.ke.re.ka.nî
واش	.waş
واشبکەن	.waş.bi.ken
واشە	.wa.şe
والت	.walt
وامان	.wa.man
وان	.wan
وانە	.wa.ne
وای	.way
وایان	.wa.yan
وایە	.wa.ye
وتارانە	.wi.ta.ra.ne
وتارەکەیدا	.wi.ta.re.key.da
وتووێژ	.wi.tu.wêj
وتووێژم	.wi.tu.wê.jim
وتووێژی	.wi.tu.wê.jî
وتووێژەکانیان	.wi.tu.wê.je.kan.yan
وتیشیان	.wi.tîş.yan
وتەی	.wi.tey
وتەیەکی	.wi.te.ye.kî
ورد	.wird
وردی	.wir.dî
وشیار	.wiş.yar
وڵات	.wi.łat
وڵاتدا	.wi.łat.da
وڵاتێک	.wi.ła.têk
وڵاتێکی	.wi.ła.tê.kî
وڵاتی	.wi.ła.tî
وڵاتیش	.wi.ła.tîş
وڵاتەکان	.wi.ła.te.kan
وڵاتەکانی	.wi.ła.te.ka.nî
وڵاتەکەمان	.wi.ła.te.ke.man
وڵام	.wi.łam
وڵامێک	.wi.ła.mêk
وڵامی	.wi.ła.mî
وڵامیان	.wi.łam.yan
وڵامەکانیان	.wi.ła.me.kan.yan
وڵامەکانیانە	.wi.ła.me.kan.ya.ne
وڵامەکەیدا	.wi.ła.me.key.da
وڵایەتە	.wi.ła.ye.te
وێ	.wê
وێڕای	.wê.řay
وێژە	.wê.je
وێژەدا	.wê.je.da
وێژەی	.wê.jey
وێژەیەکی	.wê.je.ye.kî
وێکڕا	.wêk.řa
وێنە	.wê.ne
وێنەکان	.wê.ne.kan
وێنەکە	.wê.ne.ke
وێنەی	.wê.ney
وێنەیە	.wê.ne.ye
وێنەیەکی	.wê.ne.ye.kî
وێنەیەکیان	.wê.ne.yek.yan
وی	.wî
ویتمن	.wît.min
ویدا	.wî.da
ویست	.wîst
ویستت	.wîs.tit
ویستی	.wîs.tî
ویلیام	.wîl.yam
وە	.we
وەباڵی	.we.ba.łî
وەخوێننەوە	.we.xwê.ni.ne.we
وەدووی	.we.dûy
وەربگیردرێ	.wer.bi.gîr.di.rê
وەرد	.werd
وەردیانەکانی	.werd.ya.ne.ka.nî
وەردەگرن	.wer.de.gi.rin
وەردەگرێ	.wer.de.gi.rê
وەردەگێڕدرێنەوە	.wer.de.gêř.di.rê.ne.we
وەردەگیرا	.wer.de.gî.ra
وەردەگیردرێ	.wer.de.gîr.di.rê
وەرگرتن	.wer.gir.tin
وەرگرتنی	.wer.gir.ti.nî
وەرگرتووە	.wer.gir.tu.we
وەرگرن	.wer.gi.rin
وەرگرێ	.wer.gi.rê
وەرگرەکانی	.wer.gi.re.ka.nî
وەرگێر	.wer.gêr
وەرگێڕ	.wer.gêř
وەرگێڕان	.wer.gê.řan
وەرگێڕانی	.wer.gê.řa.nî
وەرگێڕانە	.wer.gê.řa.ne
وەرگێڕانەوە	.wer.gê.řa.ne.we
وەرگێڕاو	.wer.gê.řaw
وەرگێڕاوانێک	.wer.gê.řa.wa.nêk
وەرگێڕاوانە	.wer.gê.řa.wa.ne
وەرگێڕاوم	.wer.gê.řa.wim
وەرگێڕاونەتەوە	.wer.gê.řaw.ne.te.we
وەرگێڕاوێکی	.wer.gê.řa.wê.kî
وەرگێڕاوی	.wer.gê.řa.wî
وەرگێڕاوە	.wer.gê.řa.we
وەرگێڕاوەکان	.wer.gê.řa.we.kan
وەرگێڕاوەکانیش	.wer.gê.řa.we.ka.nîş
وەرگێڕاوەن	.wer.gê.řa.wen
وەرگێڕدرابوونەوە	.wer.gêř.di.ra.bû.ne.we
وەرگێڕدراونەتەوە	.wer.gêř.di.raw.ne.te.we
وەرگێڕێتەوە	.wer.gê.řê.te.we
وەرگێڕێک	.wer.gê.řêk
وەرگێڕی	.wer.gê.řî
وەرگێڕەکان	.wer.gê.ře.kan
وەرگێڕەکانی	.wer.gê.ře.ka.nî
وەرگێڕەکانیش	.wer.gê.ře.ka.nîş
وەرگێڕەکە	.wer.gê.ře.ke
وەرگێڕەکەی	.wer.gê.ře.key
وەرناگرن	.wer.na.gi.rin
وەرناگیردرێ	.wer.na.gîr.di.rê
وەرنەگرتووە	.wer.ne.gir.tu.we
وەزارەت	.we.za.ret
وەزارەتی	.we.za.re.tî
وەزارەتیش	.we.za.re.tîş
وەزارەتەوە	.we.za.re.te.we
وەزیر	.we.zîr
وەزیری	.we.zî.rî
وەستان	.wes.tan
وەک	.wek
وەکوو	.we.kû
وەلات	.we.lat
وەنووسن	.we.nû.sin
وەها	.we.ha
یارمەتی	.yar.me.tî
یارمەتیی	.yar.me.tîy
یارییەکی	.ya.rî.ye.kî
یاسا	.ya.sa
یاساکان	.ya.sa.kan
یاساکانی	.ya.sa.ka.nî
یاساکەی	.ya.sa.key
یاساگۆڕێنەکە	.ya.sa.go.řê.ne.ke
یاساگەلە	.ya.sa.ge.le
یاسان	.ya.san
یاساوە	.ya.sa.we
یاسای	.ya.say
یاسایی	.ya.sa.yî
یاسایی کردنی	.ya.sa.yî.kir.di.nî
یاساییی	.ya.sa.yîy
یاسایییان	.ya.sa.yî.yan
یاسایییەکان	.ya.sa.yî.ye.kan
یاسایییەوە	.ya.sa.yî.ye.we
یاسایە	.ya.sa.ye
یاسایەک	.ya.sa.yek
یاسایەکی	.ya.sa.ye.kî
یان	.yan
یانگزەهەمین	.yang.ze.he.mîn
یوسفی	.yu.si.fî
یۆرۆ	.yo.ro
یۆزگات	.yoz.gat
یۆنانی	.yo.na.nî
یۆنانییەکان	.yo.na.nî.ye.kan
ییتس	.yî.tis
یەزیدی	.ye.zî.dî
یەعقووب	.yeƹ.qûb
یەک	.yek
یەکتیا	.yek.tya
یەکجار	.yek.car
یەکجاری	.yek.ca.rî
یەکدەست	.yek.dest
یەکگرتووەکان	.yek.gir.tu.we.kan
یەکێتێ	.ye.kê.tê
یەکێتی	.ye.kê.tî
یەکێتیی	.ye.kê.tîy
یەکێک	.ye.kêk
یەکێکیان	.ye.kêk.yan
یەکیان	.yek.yan
یەکیەتیی	.yek.ye.tîy
یەکەم	.ye.kem
یەکەمدا	.ye.kem.da
یەکەمی	.ye.ke.mî
یەکەمین	.ye.ke.mîn
یەکەمینەکەیان	.ye.ke.mî.ne.ke.yan
یەکەمەکەیاندا	.ye.ke.me.ke.yan.da
یەکەوە	.ye.ke.we
